n;crossing resolution fa;crossing resolution rm;crossing resolution tr;crossing resolution rm5;crossing resolution rm-1;Angular resolution fa;Angular resolution rm;Angular resolution tr;Angular resolution rm5;Angular resolution rm-1;Aspect ratio fa;Aspect ratio rm;Aspect ratio tr;Aspect ratio rm5;Aspect ratio rm-1;Crossing number fa;Crossing number rm;Crossing number tr;Crossing number rm5;Crossing number rm-1;Total Resolution fa;Total Resolution rm;Total Resolution tr;Total Resolution rm5;Total Resolution rm-1;Time fa;Time rm;Time tr;Time rm5;Time rm-1;Iterations rm;Iterations rm-1;Iterations fa
31;64.4167142857143;56.3133904761905;51.8881380952381;50.9125047619048;58.7938142857143;25.5732619047619;41.4303714285714;18.2961571428571;180;33.2002;2.11179419990594;23.9106237344191;2.0789030410673;4.56304297072066;2.00485474503677;9.61904761904762;15.5238095238095;11.1904761904762;12.4761904761905;10.6666666666667;24.6706666666667;41.3963380952381;17.1472333333333;36.8194380952381;33.1149761904762;160.666666666667;599.714285714286;78.1904761904762;210.761904761905;290.47619047619;1233.33333333333;952.380952380952;371.428571428571
32;68.6028404761905;64.5363857142857;55.0978976190476;60.3351428571428;63.1206023809524;30.2695380952381;50.2632071428571;23.2429;180;38.2737071428571;1.95836613784915;24.7905856921134;2.19647351590656;4.38483412055696;1.93461396464922;7.0952380952381;9.42857142857143;7.73809523809524;8.45238095238095;7.5;29.3970285714286;50.1802119047619;22.3496095238095;38.9235523809524;38.1943047619047;156.761904761905;529.904761904762;19.6428571428571;185.452380952381;297.714285714286;1102.38095238095;1111.90476190476;378.571428571429
33;64.1277905660377;59.7365396226415;53.7782849056604;54.4709283018868;59.6884603773585;26.7553471698113;45.7338528301887;20.5598396226415;180;37.0322867924528;2.1172812808476;21.6238481924423;2.16546189800793;4.77975162336014;2.16391818180666;8.75471698113208;12.6981132075472;10.6037735849057;11.6037735849057;8.73584905660377;25.9047509433962;45.7144471698113;19.7039547169811;37.6686132075472;37.0287830188679;249.603773584906;650.622641509434;153.943396226415;240.11320754717;339.830188679245;1245.28301886792;1032.07547169811;539.622641509434
34;66.3962677419355;63.3183322580645;55.3319548387097;55.3241806451613;60.4021838709678;27.9776129032258;48.3849887096774;21.2351774193548;180;37.9653483870968;2.03876185370225;24.0786197517014;2.25358805852963;4.75887473783795;2.14367343459906;7.40322580645161;8.59677419354839;8.2258064516129;9.20967741935484;7.7258064516129;26.7821741935484;48.3270048387097;20.2236741935484;37.2295838709677;37.8453903225806;169;630.5;67.1612903225806;223.145161290323;353.709677419355;1219.35483870968;987.096774193548;367.741935483871
35;61.1650376344086;57.7820580645162;51.1850763440861;51.5234247311828;57.8613311827957;25.7711688172043;46.0691698924731;19.3877440860215;180;36.0407322580645;2.10506619503738;36.7115068134484;2.20197787256299;4.63793741481163;2.18788979761883;9.6989247311828;12.6989247311828;11.4623655913979;12.7096774193548;9.53763440860215;25.0378666666667;46.0002473118279;18.3263924731183;34.6704150537634;35.9407913978495;243.698924731183;687.655913978495;137.021505376344;232.741935483871;367.978494623656;1229.03225806452;960.215053763441;509.677419354839
36;60.8792120689655;59.3240942528736;49.7102614942529;51.7073942528736;57.2746281609195;24.3445137931034;45.3909270114942;17.9911057471264;183.103448275862;34.9097856321839;2.10123378454392;31.0905723893954;2.19631623408452;4.85818960808758;2.10845162008552;10.1551724137931;13.6264367816092;11.5229885057471;12.1954022988506;10.1379310344828;23.4473367816092;45.3502597701149;16.8593534482759;35.0506097701149;34.8672902298851;296.850574712644;674.074712643678;130.626436781609;220.126436781609;354.729885057471;1206.89655172414;988.505747126437;598.275862068966
37;58.689648241206;56.0999753768844;50.0737286432161;47.5550457286432;54.2338517587939;24.0218221105528;43.2409889447236;17.4514889447236;180;33.1631497487437;2.13472019881643;27.1416586839366;2.17989675768059;4.99616588464638;2.2068057104133;11.7788944723618;15.4673366834171;13.7939698492462;14.5376884422111;11.6582914572864;22.9158180904523;43.2054738693468;16.093275879397;33.881816080402;33.0410442211055;300.979899497487;700.683417085427;168.969849246231;235.316582914573;394.788944723618;1221.10552763819;1001.50753768844;585.929648241206
38;59.1088476851852;54.5994666666667;47.0306402777778;47.8483018518519;53.9360708333333;23.2897620370371;43.2789402777778;17.5696972222222;180;33.9665782407407;2.10341575162153;28.6268328560038;2.22732817059064;4.71719720060065;2.24182519443209;12.4398148148148;16.5648148148148;14.6018518518519;15.1666666666667;12.2824074074074;22.0697861111111;43.2180842592593;16.085975;32.5114157407408;33.9180907407408;225.00462962963;760.328703703704;96.6666666666667;220.615740740741;408.902777777778;1288.88888888889;1006.01851851852;414.351851851852
39;56.8787629343629;51.1477988416988;44.8700845559846;44.2027868725869;51.4239405405406;21.9549583011583;40.3396571428571;16.4040335907336;180;31.9803853281853;2.17062921352883;26.0173548016795;2.23400720507766;4.72208186371986;2.24714687425358;14.5714285714286;19.9266409266409;17.3320463320463;18.4671814671815;14.6061776061776;20.9098976833977;40.2668714285714;14.6692351351351;30.1782845559846;31.7776335907336;295.803088803089;752.621621621622;146.030888030888;221.992277992278;437.223938223938;1183.39768339768;1020.46332046332;512.741312741313
40;55.9580273127753;51.748373568282;44.7853581497797;43.581104845815;50.2538057268723;21.7858665198238;41.2499066079296;15.765591629956;180;32.6741977973568;2.15124168723699;29.7589484256399;2.24548991602237;4.90150991456278;2.29008702439276;14.4096916299559;19.1453744493392;18.0440528634361;18.2422907488987;14.7709251101322;20.8800779735683;41.1793110132159;14.0812198237886;30.5858806167401;32.536840969163;270.537444933921;803.95154185022;194.837004405286;243.246696035242;438.766519823789;1262.99559471366;979.735682819383;470.044052863436
41;54.6921042328042;50.7166825396825;43.1514871428571;42.6704026455026;50.6878492063492;21.672762962963;40.4171756613757;14.9022271428571;180;32.0657624338624;2.19043699872399;31.387065759723;2.2754422745647;4.80183189501597;2.33719474148046;15.3915343915344;22.4603174603175;18.8285714285714;18.6613756613757;15.4444444444444;20.5535111111111;40.3715031746032;13.8737158730159;29.1248470899471;32.0241391534392;267.936507936508;837.608465608466;146.968253968254;230.756613756614;499.179894179894;1300;1021.16402116402;422.222222222222
42;55.0382952631579;49.3209205263158;43.6878716666667;41.7268847368421;49.3109242105263;20.4630210526316;38.361042631579;13.38615;180;31.3111605263158;2.2050190657833;30.8210045178328;2.46343860135676;4.86184034260887;2.38820076679452;17.0473684210526;23.5736842105263;21.6333333333333;21.4578947368421;17.4578947368421;19.6156615789474;38.2314384210526;12.97901;28.5918315789474;31.2381894736842;411.689473684211;801.468421052632;149.652631578947;247.978947368421;521.905263157895;1206.31578947368;1017.36842105263;644.736842105263
43;53.9414587378641;48.7472776699029;47.4915809523809;41.6180830097088;49.0716645631068;20.9055354368932;38.0942844660194;15.3646444444444;180;30.8372946601942;2.24918453579501;29.7962066957932;2.40200861402329;4.83057249204666;2.49240098793015;18.1796116504854;27.495145631068;20.952380952381;22.7621359223301;18.3155339805825;20.1148305825243;37.8720495145631;13.7605058252427;27.2794932038835;30.8037854368932;333.54854368932;792.936893203884;163.728155339806;235.868932038835;503.271844660194;1186.8932038835;934.466019417476;492.718446601942
44;54.1458355029586;48.1936739644971;46.6837;41.2015585798816;49.4408698224852;21.0511071005917;38.0095650887574;15.6219205128205;180;31.584949112426;2.21079493325438;31.4192088828237;2.23265719787347;4.97175018515713;2.51803224961603;18.1360946745562;27.8461538461538;18.0512820512821;22.3609467455621;18.2130177514793;19.9770112426035;37.9377065088757;13.5467426035503;27.6147532544379;31.5283443786982;283.05325443787;847.278106508876;213.497041420118;257.89349112426;540.852071005917;1192.89940828402;998.224852071006;398.816568047337
45;52.2418770833333;46.1523145833333;39.443348;39.0058020833333;46.8749229166667;19.61451875;36.16778125;15.02502;180;30.8433347222222;2.29228592807163;26.2941682227674;2.2570294362954;4.83141985248496;2.51463804191522;20.3194444444444;30.0069444444444;23.48;24.7152777777778;20.7083333333333;18.9228326388889;36.0758527777778;12.7074381944444;26.8018666666667;30.8159131944445;316.965277777778;760.576388888889;225.694444444444;260.756944444444;556.909722222222;1067.36111111111;920.833333333333;434.027777777778
46;50.8973147286822;46.3766255813954;45.880816;37.6361108527132;45.2452736434109;19.4495643410853;36.463780620155;13.833568;180;30.5469906976744;2.2522836493759;30.6754644474632;2.28398663086256;4.95356744010002;2.53832359182886;21.046511627907;31;21.8;25.8527131782946;20.4883720930233;18.3540271317829;36.3768286821705;12.1271069767442;25.3260930232558;30.4960372093023;352.255813953488;868.372093023256;216.062015503876;245.007751937984;599.759689922481;1207.7519379845;1035.65891472868;455.038759689923
47;51.3548412844036;46.0912605504587;42.3524214285714;37.9938706422018;45.4763944954128;19.7525165137615;37.3599605504587;16.5245428571429;180;29.3027926605504;2.25941652601343;28.576611995788;2.24050090264799;4.73961163053569;2.5142997392631;22.8256880733945;31.4862385321101;23.8928571428571;28.1651376146789;23.0825688073394;18.8121256880734;37.2541587155963;12.9537293577982;25.3475733944954;29.2080211009174;293.577981651376;863.467889908257;200.284403669725;256.009174311927;594.192660550459;1181.65137614679;1033.94495412844;368.807339449541
48;52.3878164556962;48.0554696202532;48.7254846153846;38.9435911392405;45.6320253164557;20.183582278481;39.3672632911392;16.3094807692308;180;30.6435708860759;2.24155582840291;32.2752674188251;2.20592531822744;4.82501120154339;2.45305756142666;21.4177215189873;31;22.7692307692308;25.506329113924;22.0506329113924;19.0171037974684;39.2721050632911;13.4103987341772;27.9501873417722;30.4865329113924;322.746835443038;915.177215189874;214.291139240506;286.177215189873;545.303797468355;1344.30379746835;998.73417721519;415.189873417722
49;52.6647976470588;47.2866141176471;42.4773257142857;40.0071270588235;46.6577047058823;21.1476682352941;39.0746835294118;13.9981028571429;180;31.9437788235294;2.217583001133;30.3837294937113;2.29806591920924;4.69527353125294;2.45142684597583;20.0352941176471;30.1058823529412;22.7714285714286;26.0352941176471;20.2823529411765;20.2970364705882;38.9375929411765;12.4125352941177;27.2784882352941;31.8533023529412;604.717647058824;906.788235294118;180.011764705882;279.458823529412;571;1235.29411764706;982.352941176471;818.823529411765
50;51.9907408163265;43.7759387755102;37.59566;35.9956897959184;44.6341448979592;18.9105142857143;35.0709755102041;15.131484;180;30.0780142857143;2.3086875984932;39.2742869250683;2.41774481644693;4.91819949601068;2.61799169804013;22.265306122449;31.4081632653061;26.24;27.0612244897959;23.1224489795918;18.3968163265306;34.686887755102;12.3986530612245;25.3486693877551;29.9955632653061;372.34693877551;955.65306122449;173.510204081633;239.34693877551;638.897959183674;1306.12244897959;1173.4693877551;457.142857142857
51;49.4320971428572;44.6528928571429;38.907452173913;36.7978128571429;44.9248242857143;18.6184757142857;37.2830457142857;13.9047608695652;180;30.0016614285714;2.28847439430752;40.9438582905807;2.39992211229386;4.71905820045753;2.58872316065652;23.2857142857143;32.0285714285714;24.6304347826087;28.6142857142857;22.3571428571429;18.1053357142857;37.2449557142857;12.3746928571429;24.8769342857143;29.8620028571429;360.442857142857;979.314285714286;210.585714285714;261.057142857143;569.3;1258.57142857143;981.428571428572;435.714285714286
52;50.3013552941177;44.3951917647059;38.6209101694915;36.19232;45.0312117647059;18.6787964705882;35.7373058823529;12.9597830508475;180;29.3078776470588;2.26520721394893;32.6902809072257;2.57886135727095;5.02559226102254;2.63748016756775;23.5294117647059;38.2235294117647;30.9830508474576;29.0588235294118;23.8117647058824;17.9312729411765;35.6396094117647;12.3729011764706;24.8132894117647;29.2103458823529;422.270588235294;921.105882352941;185.435294117647;247.105882352941;562.694117647059;1138.82352941176;943.529411764706;474.117647058824
