n;crossing resolution fa;crossing resolution rm;crossing resolution tr;crossing resolution rm5;crossing resolution rm-1;Angular resolution fa;Angular resolution rm;Angular resolution tr;Angular resolution rm5;Angular resolution rm-1;Aspect ratio fa;Aspect ratio rm;Aspect ratio tr;Aspect ratio rm5;Aspect ratio rm-1;Crossing number fa;Crossing number rm;Crossing number tr;Crossing number rm5;Crossing number rm-1;Total Resolution fa;Total Resolution rm;Total Resolution tr;Total Resolution rm5;Total Resolution rm-1;Time fa;Time rm;Time tr;Time rm5;Time rm-1;Iterations rm;Iterations rm-1;Iterations fa
22;57.8106470588235;60.8372235294118;57.9842529411765;54.6142941176471;62.6249529411765;22.1553941176471;42.5551823529412;17.7548117647059;180;32.1695823529412;2.08756554030934;27.8579928977398;2.18066852865418;4.39998224090834;1.95210767594081;7.29411764705882;8.76470588235294;6.88235294117647;8.05882352941176;7.29411764705882;20.5241235294118;42.5551823529412;16.8903588235294;34.7207470588235;31.3869882352941;52.6470588235294;525.647058823529;93.5882352941177;201.529411764706;168.529411764706;1100;935.294117647059;211.764705882353
23;57.4935714285714;60.3398642857143;54.2739428571429;49.7312642857143;59.9781214285714;21.1028428571429;41.8088714285714;16.7124714285714;180;30.5619714285714;2.19212231993283;19.5899330321051;2.21932725304891;4.44363279836614;2.10223627037674;7.21428571428571;8.42857142857143;7.71428571428571;10.0714285714286;7.14285714285714;19.3487785714286;41.7835142857143;15.8334357142857;35.3538214285714;30.4228642857143;85;746.857142857143;27.2857142857143;252;186;1757.14285714286;950;328.571428571429
24;55.8159;59.6597666666667;51.3464555555556;52.8820444444444;56.7283444444444;22.9170111111111;37.9878;14.9155888888889;180;29.1766222222222;2.04281610996266;13.878408281422;2.02770923514612;4.26470272689281;2.00414199230875;8.11111111111111;10;8.88888888888889;8.88888888888889;8.22222222222222;21.4949888888889;37.9878;13.9832222222222;35.6359555555556;28.6314777777778;441.111111111111;633.888888888889;331.666666666667;237.888888888889;123.111111111111;1255.55555555556;511.111111111111;1477.77777777778
25;51.9661909090909;53.5507454545455;49.3850818181818;51.4273181818182;57.1740090909091;22.9064545454545;39.8202181818182;15.1661636363636;180;30.6420545454545;2.3112947688432;38.1265376512268;2.32619385913136;4.73974607596496;2.30362239017521;8.45454545454546;12.4545454545455;10.8181818181818;10.2727272727273;9.54545454545455;22.5954454545454;39.8202181818182;14.7722636363636;32.9928454545455;30.4525454545455;472.636363636364;711.818181818182;51.2727272727273;211.363636363636;245.181818181818;1672.72727272727;1200;1654.54545454545
26;59.2550333333333;60.41805;54.4217611111111;56.8495555555556;59.9660944444445;24.8883833333333;42.5334166666667;17.3627166666667;180;31.9522055555556;2.19548527240749;16.7436253187076;2.0411486753208;4.73898922266527;1.98613512478204;7.88888888888889;10.0555555555556;9.66666666666667;9.22222222222222;8.33333333333333;24.1832222222222;42.1922277777778;16.5651722222222;34.3705666666667;31.9462555555555;94.0555555555556;585.166666666667;58.1666666666667;191.444444444444;204.944444444444;1355.55555555556;916.666666666667;366.666666666667
27;65.1121294117647;65.0085117647059;60.3459235294118;61.3343352941177;67.7567352941176;26.2270176470588;46.7674705882353;21.7277294117647;180;35.0571470588235;2.09422731846866;20.5698592599773;1.90523328150093;4.62098440800154;1.90305799751218;6.05882352941176;8.47058823529412;6.94117647058824;7.70588235294118;6;24.7082823529412;46.7134470588235;20.7861588235294;39.9561529411765;34.9514882352941;77.4117647058823;510.117647058824;118.823529411765;186.941176470588;160.588235294118;1158.82352941176;682.352941176471;247.058823529412
28;63.6027866666667;62.4122933333333;61.0918866666667;54.5538933333333;63.5004866666667;25.4812333333333;46.05446;19.5398466666667;180;34.1163533333333;2.11785123172211;19.3970124930114;1.95264245771053;4.42349917191746;2.06403687901216;7.8;8.2;8.26666666666667;10.9333333333333;8.6;24.9190533333333;46.03244;19.3743533333333;36.7556733333333;33.9839466666667;154.333333333333;584.6;240.8;205.333333333333;189.4;1233.33333333333;800;460
29;55.4725047619048;56.8219666666667;50.3412571428571;53.5246333333333;55.7468952380952;25.1635619047619;43.1531285714286;18.768619047619;180;30.9661809523809;2.11159580258264;24.3555968416702;2.13876447795475;4.72982875316725;2.09333504169198;8;13.047619047619;9.23809523809524;9.38095238095238;8.61904761904762;24.4148666666667;43.0624666666667;16.5635523809524;33.9451619047619;30.7821523809524;152.095238095238;615.190476190476;120;252.809523809524;176.047619047619;1252.38095238095;638.095238095238;442.857142857143
30;59.2010736842105;59.4561157894737;55.3145894736842;49.8884947368421;57.5495052631579;24.9222947368421;45.4257684210526;18.2018157894737;180;34.8355736842105;2.15533255043553;20.6967649081413;1.93599698785942;4.75746795261071;2.06689362824473;8.89473684210526;9.89473684210526;10.6842105263158;11.5789473684211;8.31578947368421;23.8695368421053;45.2254368421053;15.9625;32.1426578947369;33.8158052631579;141.578947368421;657;229.78947368421;170.789473684211;205.947368421053;1236.84210526316;868.421052631579;373.684210526316
31;57.7361714285714;56.3133904761905;51.8881380952381;50.9125047619048;56.7350047619048;26.0963238095238;41.4303714285714;18.2961571428571;180;30.5449333333333;2.14232533928396;23.9106237344191;2.0789030410673;4.56304297072066;2.07377632995294;9.33333333333333;15.5238095238095;11.1904761904762;12.4761904761905;9.90476190476191;25.6418857142857;41.3963380952381;17.1472333333333;36.8194380952381;29.9447476190476;196.380952380952;599.714285714286;78.1904761904762;210.761904761905;167.142857142857;1233.33333333333;676.190476190476;557.142857142857
32;61.5830166666667;64.5363857142857;55.0978976190476;60.3351428571428;62.1462333333333;31.5328642857143;50.2632071428571;23.2429;180;36.9621285714286;2.01714890164739;24.7905856921134;2.19647351590656;4.38483412055696;1.95147510661418;7.16666666666667;9.42857142857143;7.73809523809524;8.45238095238095;7.26190476190476;30.7291857142857;50.1802119047619;22.3496095238095;38.9235523809524;36.5476595238095;300.047619047619;529.904761904762;19.6428571428571;185.452380952381;167.880952380952;1102.38095238095;654.761904761905;790.476190476191
33;57.4851018867925;59.7365396226415;53.7782849056604;54.4709283018868;56.8858094339623;27.2411150943396;45.7338528301887;20.5598396226415;180;33.917579245283;2.11194999834443;21.6238481924423;2.16546189800793;4.77975162336014;2.38313715034966;9.0377358490566;12.6981132075472;10.6037735849057;11.6037735849057;9.33962264150943;26.2733849056604;45.7144471698113;19.7039547169811;37.6686132075472;33.2111811320755;217.849056603774;650.622641509434;153.943396226415;240.11320754717;198.396226415094;1245.28301886792;733.962264150943;539.622641509434
34;61.6386193548387;63.3183322580645;55.3319548387097;55.3241806451613;58.9254645161291;28.8891032258065;48.3849887096774;21.2351774193548;180;34.5612870967742;2.06265818177296;24.0786197517014;2.25358805852963;4.75887473783795;2.13017868925498;7.38709677419355;8.59677419354839;8.2258064516129;9.20967741935484;7.88709677419355;28.3198838709677;48.3270048387097;20.2236741935484;37.2295838709677;33.1767935483871;324.822580645161;630.5;67.1612903225806;223.145161290323;187.854838709677;1219.35483870968;648.387096774194;775.806451612903
35;57.7747483870968;57.7820580645162;51.1850763440861;51.5234247311828;54.714235483871;26.7173838709677;46.0691698924731;19.3877440860215;180;34.329676344086;2.17664060571405;36.7115068134484;2.20197787256299;4.63793741481163;2.20218685159657;9.40860215053763;12.6989247311828;11.4623655913979;12.7096774193548;9.83870967741935;26.045311827957;46.0002473118279;18.3263924731183;34.6704150537634;33.2667344086021;289.086021505376;687.655913978495;137.021505376344;232.741935483871;203.817204301075;1229.03225806452;709.677419354839;689.247311827957
36;56.1434793103448;59.3240942528736;49.7102614942529;51.7073942528736;55.1374833333333;25.5502609195402;45.3909270114942;17.9911057471264;183.103448275862;32.5162126436782;2.14111233148478;31.0905723893954;2.19631623408452;4.85818960808758;2.1957332552245;10.1551724137931;13.6264367816092;11.5229885057471;12.1954022988506;10.3908045977012;24.5886362068965;45.3502597701149;16.8593534482759;35.0506097701149;31.9053172413793;215.902298850575;674.074712643678;130.626436781609;220.126436781609;196.241379310345;1206.89655172414;650.574712643678;505.747126436782
37;52.9016567839196;56.0999753768844;50.0737286432161;47.5550457286432;52.0590909547739;25.2647623115578;43.2409889447236;17.4514889447236;180;31.427232160804;2.16758701498561;27.1416586839366;2.17989675768059;4.99616588464638;2.2618332626765;11.3417085427136;15.4673366834171;13.7939698492462;14.5376884422111;11.9045226130653;24.3225135678392;43.2054738693468;16.093275879397;33.881816080402;30.2651718592965;263.603015075377;700.683417085427;168.969849246231;235.316582914573;208.120603015075;1221.10552763819;656.281407035176;555.778894472362
38;52.6934828703704;54.5994666666667;47.0306402777778;47.8483018518519;50.1477842592593;24.0170435185185;43.2789402777778;17.5696972222222;180;30.9890518518519;2.1500427867408;28.6268328560038;2.22732817059064;4.71719720060065;2.25688838024493;12.337962962963;16.5648148148148;14.6018518518519;15.1666666666667;12.5740740740741;22.9760662037037;43.2180842592593;16.085975;32.5114157407408;29.9926351851852;261.013888888889;760.328703703704;96.6666666666667;220.615740740741;207.074074074074;1288.88888888889;586.574074074074;549.537037037037
39;49.0437725868726;51.1477988416988;44.8700845559846;44.2027868725869;47.5512177606177;23.0613061776062;40.3396571428571;16.4040335907336;180;29.9886953667954;2.22290049831699;26.0173548016795;2.23400720507766;4.72208186371986;2.31567123466899;14.4208494208494;19.9266409266409;17.3320463320463;18.4671814671815;14.8532818532819;22.2010652509653;40.2668714285714;14.6692351351351;30.1782845559846;28.8253420849421;289.69111969112;752.621621621622;146.030888030888;221.992277992278;217.416988416988;1183.39768339768;605.405405405405;576.447876447876
40;49.4365052863436;51.748373568282;44.7853581497797;43.581104845815;47.2850414096916;22.7536471365639;41.2499066079296;15.765591629956;180;30.1396365638766;2.20952643361024;29.7589484256399;2.24548991602237;4.90150991456278;2.39820560113723;14.5242290748899;19.1453744493392;18.0440528634361;18.2422907488987;15.0440528634361;21.7100414096916;41.1793110132159;14.0812198237886;30.5858806167401;28.9367189427313;293.013215859031;803.95154185022;194.837004405286;243.246696035242;229.022026431718;1262.99559471366;628.193832599119;570.484581497797
41;47.4567867724868;50.7166825396825;43.1514871428571;42.6704026455026;46.1849777777778;22.4957259259259;40.4171756613757;14.9022271428571;180;29.5530592592593;2.2383860893953;31.387065759723;2.2754422745647;4.80183189501597;2.39026964672117;15.5132275132275;22.4603174603175;18.8285714285714;18.6613756613757;15.8888888888889;21.4245380952381;40.3715031746032;13.8737158730159;29.1248470899471;27.882698941799;309.650793650794;837.608465608466;146.968253968254;230.756613756614;248.26455026455;1300;647.089947089947;570.899470899471
