Graph;Nodes;Edges;Max Degree;Crossing Only Angular Res;Crossing Only Crossing Res;Crossing Only Iterations;Crossing Only Edge Length;Crossing Only No of Crossings;Crossing Only Time;Crossing Only Non Planar Crossing;Aspect Ratio;Non-Planar;Valid
grafo7831.71.gml;71;94;7;3.47;29.01;1936;173.72;71;6340;29.01;2.93213976321109;1;1
grafo7889.71.gml;71;102;10;0.29;17.92;4857;4167.69;265;19986;17.92;1465.5180581384;1;1
grafo7913.71.gml;71;94;8;0.01;36.34;4540;160.87;69;14734;36.34;2.02787363950093;1;1
grafo7921.71.gml;71;101;6;0.56;35.64;2326;165.02;74;8080;35.64;1.90962545308095;1;1
grafo7932.71.gml;71;102;7;0.07;15.31;0;202.73;373;29677;15.31;14.8114456881602;1;1
grafo7935.71.gml;71;91;8;0.41;65.97;6362;156.36;28;19543;65.97;1.40005920224969;1;1
grafo7968.71.gml;71;91;6;3.08;52.65;193;215.14;29;601;52.65;2.62218763265884;1;1
grafo7997.71.gml;71;96;9;0.07;30.79;2987;194534.87;89;10363;30.79;39223.0441466976;1;1
grafo7998.71.gml;71;91;7;2.01;41.94;1804;168.07;40;5491;41.94;2.07267318317042;1;1
grafo8096.71.gml;71;96;7;3.5;34;107;218.33;53;409;34;3.05800590153751;1;1
grafo8103.71.gml;71;99;8;2.79;48.28;597;191.01;50;2102;48.28;2.39199084668192;1;1
grafo8126.71.gml;71;99;8;0.01;38.22;586;192.21;46;2036;38.22;2.25901791947871;1;1
grafo8210.71.gml;71;96;9;0.84;38.39;4568;163.33;111;15261;38.39;2.67510548523207;1;1
grafo8243.71.gml;71;98;8;1.32;35.96;1156;176.26;55;4006;35.96;2.44812834224599;1;1
grafo8270.71.gml;71;91;7;2.04;50.05;679;196.6;20;2144;50.05;2.59869832641968;1;1
grafo8336.71.gml;71;91;7;0.07;46.62;2282;166.23;60;7055;46.62;1.73380075506588;1;1
grafo8389.71.gml;71;87;6;1.99;64.13;2373;169.69;16;6863;64.13;1.79886685552408;1;1
grafo8422.71.gml;71;100;6;0.01;25.33;654;8099.23;77;2437;25.33;2569.15568104372;1;1
grafo8439.71.gml;71;90;5;0.04;43.67;5111;156.99;51;15432;43.67;1.99899489069436;1;1
grafo8467.71.gml;71;92;8;1.57;39.38;3095;165.61;68;9798;39.38;1.57401255075674;1;1
grafo8497.71.gml;71;104;8;0.91;15.98;0;195.27;313;30924;15.98;13.0474625775831;1;1
grafo8504.71.gml;71;89;7;2.65;47.54;5540;156.84;28;16723;47.54;1.82886823400765;1;1
grafo8523.71.gml;71;102;9;2.5;42.66;109;213.45;70;426;42.66;4.63596833537741;1;1
grafo8535.71.gml;71;93;7;0.02;35.97;4576;158.11;69;14588;35.97;1.9513013512288;1;1
grafo8552.71.gml;71;93;7;0.16;33.76;2704;2017.14;87;9027;33.76;366.914747204435;1;1
grafo8560.71.gml;71;93;7;0.18;48.7;826;188.09;39;2665;48.7;2.58383538064314;1;1
grafo8565.71.gml;71;96;8;0.11;25.45;4568;178.58;209;16213;25.45;3.82396026267048;1;1
grafo8570.71.gml;71;90;11;0.45;53.68;3211;160.4;54;9907;53.68;1.88959504603601;1;1
grafo8588.71.gml;71;93;6;4.24;36.7;0;154.78;52;21832;36.7;1.98890059142834;1;1
grafo8672.71.gml;71;98;7;0;17.51;6722;20531.61;93;22579;17.51;1760.75984799333;1;1
grafo8760.71.gml;71;103;8;0.42;28.32;2059;172.88;122;7693;28.32;2.37501140823218;1;1
grafo8883.71.gml;71;86;5;4.71;72.2;5321;156.71;18;15233;72.2;1.3236147574962;1;1
grafo9009.71.gml;71;83;6;8.5;63.41;1526;182.38;12;4175;63.41;1.91599398002463;1;1
grafo9066.71.gml;71;94;6;0.43;27.93;6873;174.77;168;22782;27.93;3.17612269446672;1;1
grafo9117.71.gml;71;100;9;0.67;25.92;4060;174.72;165;14510;25.92;3.87189194720147;1;1
grafo9125.71.gml;71;86;6;0.31;57.78;4110;161.28;19;11717;57.78;1.41932066944425;1;1
grafo9130.71.gml;71;101;7;0.27;27.04;2541;167.99;157;10010;27.04;3.12553495007133;1;1
grafo9173.71.gml;71;105;8;0.16;28.02;2134;162.67;95;7802;28.02;2.38785538785539;1;1
grafo9202.71.gml;71;107;9;0.43;7.06;0;197.42;373;31303;7.06;8.25911268485732;1;1
grafo9204.71.gml;71;106;9;2.02;45.17;2542;159.86;88;9329;45.17;1.94014634547398;1;1
grafo9296.71.gml;71;94;8;3.15;44.7;2434;163.64;40;8252;44.7;1.85098786003333;1;1
grafo9376.71.gml;71;84;6;0.13;73.4;3172;163.66;16;9189;73.4;1.45664861824063;1;1
grafo9392.71.gml;71;94;7;0.07;40.22;3255;162.56;62;10463;40.22;2.49981135634786;1;1
grafo9458.71.gml;71;94;8;0.01;41.17;491;202.4;42;1618;41.17;2.03964307608474;1;1
grafo9498.71.gml;71;95;7;0.44;41.6;2022;166.2;76;7317;41.6;2.44917706637728;1;1
grafo9534.71.gml;71;98;7;2.7;54.5;1765;162.39;41;5904;54.5;1.93778155546111;1;1
grafo9539.71.gml;71;114;8;0.01;12.06;4746;7557.43;439;22029;12.06;2076.75223300971;1;1
grafo9572.71.gml;71;96;6;0.03;22.67;0;181.97;247;25359;22.67;3.17804523760116;1;1
grafo9620.71.gml;71;90;8;1.14;64.75;1727;170.58;27;5425;64.75;1.74686592534882;1;1
grafo9646.71.gml;71;86;8;0;46.97;2117;174.23;27;6015;46.97;2.00269925770413;1;1
grafo9655.71.gml;71;88;6;0.04;48.96;4341;161.94;48;13221;48.96;1.75235868748435;1;1
grafo9660.71.gml;71;97;8;0.03;56.3;3285;156.03;52;11412;56.3;1.73073829821457;1;1
grafo9805.71.gml;71;93;7;0.02;37.92;3863;4042.78;39;12183;37.92;537.938352524358;1;1
grafo9830.71.gml;71;83;7;0.61;54.28;1607;180.73;17;4419;54.28;1.76103286384977;1;1
grafo1370.72.gml;72;89;7;0.18;56.31;652;195.63;18;1951;56.31;2.38969957081545;1;1
grafo3075.72.gml;72;92;8;2.41;40.57;1011;183.71;35;3158;40.57;2.14484141721756;1;1
grafo3077.72.gml;72;92;8;1.9;47.51;1466;177.33;40;4565;47.51;1.90350351849079;1;1
grafo3543.72.gml;72;103;9;0.54;44.15;667;188.77;57;2399;44.15;2.48727666486194;1;1
grafo4126.72.gml;72;89;7;0;69.36;3360;159.47;22;10026;69.36;1.66430714780334;1;1
grafo4236.72.gml;72;103;6;0.67;37.29;2148;168.73;97;7694;37.29;2.31772665764547;1;1
grafo4284.72.gml;72;100;6;0.54;44.56;3719;159.62;88;13121;44.56;1.94713246489596;1;1
grafo4430.72.gml;72;99;8;1.54;38.13;3149;157.91;71;10760;38.13;2.09205020920502;1;1
grafo4525.72.gml;72;96;6;0.03;41.97;4003;167.03;75;13755;41.97;1.97999065711616;1;1
grafo4564.72.gml;72;97;8;0;46.37;1171;181.17;27;3860;46.37;2.2750232283132;1;1
grafo4570.72.gml;72;90;7;0.03;60.61;6002;156.97;44;18575;60.61;1.59547863530971;1;1
grafo4587.72.gml;72;96;6;0.26;49.39;3399;157.09;49;11035;49.39;1.43901703603196;1;1
grafo4757.72.gml;72;97;8;1.02;30.69;3360;163.45;73;11328;30.69;2.55779739386297;1;1
grafo4758.72.gml;72;89;6;5.38;44.75;5798;159.95;40;17397;44.75;1.5626280132346;1;1
grafo4807.72.gml;72;91;6;1.13;56.44;4219;162.7;30;12941;56.44;1.80789726565912;1;1
grafo4810.72.gml;72;88;6;0.27;53.27;0;156.6;27;20248;53.27;1.5030049838757;1;1
grafo4819.72.gml;72;97;5;1.13;41.24;3191;167.24;58;10689;41.24;2.11816462461969;1;1
grafo4822.72.gml;72;100;8;0.34;40.8;2390;162.73;71;8592;40.8;2.39545817439901;1;1
grafo5108.72.gml;72;88;6;0.06;52.82;655;197.34;27;1949;52.82;2.23863555270106;1;1
grafo5189.72.gml;72;92;6;2.47;45.73;0;153.85;28;22055;45.73;1.48066171402313;1;1
grafo5237.72.gml;72;98;7;0.31;38.26;2493;162.6;67;8333;38.26;2.03873401416874;1;1
grafo5261.72.gml;72;95;8;0.14;35.89;4057;166.63;91;13261;35.89;2.79587648101502;1;1
grafo5664.72.gml;72;95;7;3.38;41.75;6568;156.51;48;21328;41.75;2.02074651204928;1;1
grafo6045.72.gml;72;87;7;3.23;77.71;6407;156.6;21;18889;77.71;1.35122258810341;1;1
grafo6068.72.gml;72;92;7;0.06;32.64;2771;10498.69;66;8521;32.64;1619.04487071151;1;1
grafo6528.72.gml;72;87;8;1.56;59.35;3701;160.98;29;11275;59.35;1.75627757041059;1;1
grafo6714.72.gml;72;95;9;0;19.47;5653;187.37;241;19485;19.47;5.50793650793651;1;1
grafo6751.72.gml;72;92;6;0.13;33;5525;3264.78;46;17068;33;504.006452175429;1;1
grafo6836.72.gml;72;95;9;5.04;35.95;375;203.93;43;1283;35.95;3.10765950966956;1;1
grafo7461.72.gml;72;97;9;0.22;9.76;0;189.02;282;26041;9.76;5.59257425742574;1;1
grafo7505.72.gml;72;89;8;0.01;29.31;3019;374681.35;85;9198;29.31;59898.2996672363;1;1
grafo7812.72.gml;72;102;9;3.63;44.58;258;208.63;50;955;44.58;3.212392487274;1;1
grafo7833.72.gml;72;105;8;0.13;29.33;6573;187.95;283;26826;29.33;5.65568556174032;1;1
grafo7865.72.gml;72;102;8;1.4;29.44;2800;164.6;105;10724;29.44;2.54336947456214;1;1
grafo7873.72.gml;72;100;7;0;27.46;285;205.77;41;970;27.46;2.81859356376639;1;1
grafo7924.72.gml;72;96;8;0.59;38.97;3284;163.94;64;10757;38.97;1.89135162261626;1;1
grafo8043.72.gml;72;100;8;11.87;33.73;161;211.57;35;600;33.73;3.26211149882334;1;1
grafo8122.72.gml;72;95;7;0;54.17;1473;175.54;34;4740;54.17;1.83322522522523;1;1
grafo8138.72.gml;72;101;6;2.63;36.32;792;185.11;53;2706;36.32;2.29435127978817;1;1
grafo8140.72.gml;72;97;7;0.06;42.27;1997;13048.6;75;6998;42.27;2412.87443116082;1;1
grafo8181.72.gml;72;101;9;0.02;18.52;0;189.34;300;26751;18.52;5.49755598499489;1;1
grafo8236.72.gml;72;92;6;1.2;58.91;4305;156.96;30;14106;58.91;1.42859171933812;1;1
grafo8240.72.gml;72;96;9;1.4;39.36;2001;168.72;61;6649;39.36;3.00028932394638;1;1
grafo8244.72.gml;72;97;8;1.03;42.53;366;204.78;44;1257;42.53;3.036360644949;1;1
grafo8253.72.gml;72;106;7;0.13;35.39;1131;177.42;67;4242;35.39;3.00221707145017;1;1
grafo8254.72.gml;72;85;7;0.23;69.67;1909;172.7;22;5824;69.67;1.51626944484087;1;1
grafo8259.72.gml;72;102;7;1.13;44.6;570;191.98;59;2020;44.6;2.30093757146124;1;1
grafo8303.72.gml;72;103;8;0.42;39.9;3061;165.6;114;11534;39.9;2.91974667774086;1;1
grafo8307.72.gml;72;100;8;1.8;27.6;2197;169.57;79;7750;27.6;2.53728355519968;1;1
grafo8359.72.gml;72;87;8;2.33;55.5;0;153.02;25;20397;55.5;1.21739751464077;1;1
grafo8388.72.gml;72;102;8;1.79;33.16;1025;180.41;86;3812;33.16;3.26796376364011;1;1
grafo8393.72.gml;72;93;7;0.05;23.88;2064;14617.57;66;6562;23.88;1602.91014781598;1;1
grafo8441.72.gml;72;92;6;0.64;46.14;896;189.78;29;2743;46.14;2.91470785762257;1;1
grafo8449.72.gml;72;97;8;2;28.75;0;171.33;154;24229;28.75;2.9167503514762;1;1
grafo8463.72.gml;72;97;6;2.1;38.76;2742;164.24;91;9324;38.76;2.21463414634146;1;1
grafo8975.72.gml;72;87;6;0.9;63.2;0;156.44;42;20430;63.2;1.49575363710213;1;1
grafo9045.72.gml;72;92;8;0.5;54.01;2490;171.13;25;7533;54.01;1.92499606485125;1;1
grafo9075.72.gml;72;91;6;4.24;51.09;2080;172.49;27;6311;51.09;1.81019619500595;1;1
grafo9079.72.gml;72;91;7;1.53;53.69;3880;157.25;41;12196;53.69;1.72943667937315;1;1
grafo9084.72.gml;72;92;6;0.91;61.66;823;189.27;20;2629;61.66;2.73957862374537;1;1
grafo9101.72.gml;72;102;7;0.07;27.6;2209;170.33;124;8090;27.6;2.83869088083908;1;1
grafo9160.72.gml;72;100;8;0.12;44.22;2854;160.36;84;9848;44.22;1.63312252964427;1;1
grafo9163.72.gml;72;112;9;0;34.57;1688;169.81;159;7098;34.57;2.60383536014967;1;1
grafo9235.72.gml;72;93;6;3.41;54.56;1862;168.37;32;5864;54.56;1.7668251909497;1;1
grafo9242.72.gml;72;96;7;2.46;49.36;2563;161.28;61;8472;49.36;1.57416267942584;1;1
grafo9262.72.gml;72;96;7;0.2;15.6;0;190.89;309;24771;15.6;3.68585131894484;1;1
grafo9276.72.gml;72;101;8;0.18;17.3;3532;1670.75;141;12460;17.3;271.211140350877;1;1
grafo9279.72.gml;72;109;9;2.45;33.99;176;212.67;96;706;33.99;2.62548000903546;1;1
grafo9342.72.gml;72;92;6;1.09;63.37;4739;157.54;49;14780;63.37;1.5310870749358;1;1
grafo9368.72.gml;72;93;7;6.71;40.5;74;219.01;25;245;40.5;3.51197088680329;1;1
grafo9377.72.gml;72;101;6;0.05;32.79;2173;174.06;102;7740;32.79;2.78125602003468;1;1
grafo9423.72.gml;72;100;9;0.08;32.21;2495;165.91;110;8908;32.21;2.04131618010886;1;1
grafo9427.72.gml;72;99;10;0.44;44.46;856;186.68;40;3031;44.46;2.79190137970447;1;1
grafo9435.72.gml;72;99;9;1.09;43.41;2448;160.89;59;8272;43.41;1.7922674694977;1;1
grafo9449.72.gml;72;100;8;0.37;19.96;0;201.66;404;26590;19.96;5.17852508650519;1;1
grafo9526.72.gml;72;98;8;0.26;52.55;937;183.17;50;3200;52.55;2.47337557930578;1;1
grafo9552.72.gml;72;98;7;0.06;15.02;0;187.6;272;26823;15.02;5.04939024390244;1;1
grafo9592.72.gml;72;86;7;2.9;53.81;3066;174.62;20;9276;53.81;2.73443702197696;1;1
grafo9618.72.gml;72;94;6;1.93;54.57;3253;163.93;46;10888;54.57;1.6950069562529;1;1
grafo9639.72.gml;72;80;6;0.2;82.14;0;158.19;10;18809;82.14;1.35120327345863;1;1
grafo9647.72.gml;72;92;8;0.51;38.24;2572;168.38;41;8286;38.24;2.53145015601905;1;1
grafo9666.72.gml;72;112;8;0.02;12.48;3800;10909.07;178;17654;12.48;805.939337418954;1;1
grafo9758.72.gml;72;101;6;0.45;16.33;0;183.91;247;26231;16.33;4.49315336463224;1;1
grafo9800.72.gml;72;95;7;0.22;38.79;4222;162.77;76;13838;38.79;1.65587361176287;1;1
grafo9808.72.gml;72;91;6;0.07;57.1;5160;156.99;45;15922;57.1;1.63058252427184;1;1
grafo9819.72.gml;72;102;8;0.01;13.37;0;196.75;385;28638;13.37;5.1411955977989;1;1
grafo9828.72.gml;72;95;9;0.19;23.69;4565;172.42;111;15759;23.69;3.42032400589102;1;1
grafo1529.73.gml;73;90;7;0.67;59.35;1885;176.64;20;6112;59.35;2.67693018243399;1;1
grafo4271.73.gml;73;91;5;0.83;52.23;3532;160.81;31;10748;52.23;1.65753088439827;1;1
grafo4273.73.gml;73;90;6;0.08;21.53;3928;2118.53;36;12153;21.53;224.588197516769;1;1
grafo4298.73.gml;73;91;6;7.01;42.66;478;201.15;24;1457;42.66;3.00400627068455;1;1
grafo4326.73.gml;73;97;7;0.63;53.87;3600;160.64;41;12867;53.87;1.86035512777962;1;1
grafo4406.73.gml;73;98;8;2.38;44.57;3494;164.16;69;11826;44.57;1.94555897777408;1;1
grafo4470.73.gml;73;95;8;0;39.65;1116;183.54;64;3705;39.65;2.7241408787827;1;1
grafo4589.73.gml;73;99;9;1.62;43.66;1199;184.94;53;4044;43.66;2.43342368287312;1;1
grafo4599.73.gml;73;85;7;2.27;33.88;4676;167.82;31;13961;33.88;2.11033843300881;1;1
grafo4733.73.gml;73;95;7;5.81;62.14;4051;158.96;29;13432;62.14;1.52162224441201;1;1
grafo4771.73.gml;73;102;8;0;37.57;2153;164.45;76;8221;37.57;2.86950819672131;1;1
grafo4800.73.gml;73;89;6;0.99;37.7;2689;169.05;21;8322;37.7;2.53094405594406;1;1
grafo4879.73.gml;73;97;7;0.9;66.01;1746;172.64;32;5812;66.01;1.76031676838128;1;1
grafo5074.73.gml;73;95;5;0.83;37.44;3675;159.04;48;11869;37.44;1.49625028406939;1;1
grafo5106.73.gml;73;95;6;2;56.5;4157;156.96;30;13666;56.5;1.37548566820614;1;1
grafo5196.73.gml;73;90;7;1.09;62.56;6548;155.54;40;22012;62.56;1.51353562397739;1;1
grafo5393.73.gml;73;94;10;0.09;43.41;3657;159.76;52;11730;43.41;1.524942724115;1;1
grafo5673.73.gml;73;90;6;0.65;61.29;3818;166.11;32;11699;61.29;1.7175811501071;1;1
grafo5826.73.gml;73;94;8;2.99;51.54;4258;155.84;45;13608;51.54;1.68601667735728;1;1
grafo5940.73.gml;73;89;6;1.69;77.68;4884;158.41;36;15175;77.68;1.34526800670017;1;1
grafo6710.73.gml;73;94;7;0.07;27.93;840;105084.23;53;2711;27.93;21305.0678703216;1;1
grafo6953.73.gml;73;102;8;0.27;18.52;0;1919.04;221;27422;18.52;378.828400435256;1;1
grafo7213.73.gml;73;101;9;1.03;40.25;3221;164.04;97;11393;40.25;2.51983598154792;1;1
grafo7483.73.gml;73;92;8;1.64;42.3;521;198.11;41;1759;42.3;3.29543085476025;1;1
grafo7959.73.gml;73;95;6;0.41;30.34;5648;174.55;136;20153;30.34;2.85768676682445;1;1
grafo7971.73.gml;73;92;7;1.43;63.87;583;198;28;1830;63.87;2.26971720903794;1;1
grafo7979.73.gml;73;94;6;0.02;20.15;1162;4184.88;63;3840;20.15;845.228498413817;1;1
grafo7983.73.gml;73;95;7;0.11;23.03;3974;4214.7;80;13570;23.03;589.775426058274;1;1
grafo8040.73.gml;73;103;8;0;0;1964;147199.7;102;7005;;19967.9295997469;1;1
grafo8069.73.gml;73;94;7;1.68;41.64;2802;168.01;40;8808;41.64;1.73102687367011;1;1
grafo8142.73.gml;73;110;8;0.45;16.94;0;195.06;401;31007;16.94;5.497859245384;1;1
grafo8190.73.gml;73;100;8;0.08;38.65;1800;171.59;87;6746;38.65;2.69691085613416;1;1
grafo8241.73.gml;73;93;7;0.88;57.88;1104;181.53;38;3470;57.88;2.59655140446834;1;1
grafo8251.73.gml;73;104;9;0.06;37.74;2710;163.18;88;10138;37.74;2.05944462919854;1;1
grafo8293.73.gml;73;96;7;0.79;40.56;4042;158.96;59;13126;40.56;1.72918637653737;1;1
grafo8337.73.gml;73;93;8;0.42;60.79;1780;175.84;31;5668;60.79;1.82844789681958;1;1
grafo8344.73.gml;73;99;9;0.15;31.27;6954;6406.83;210;25562;31.27;924.518745493872;1;1
grafo8385.73.gml;73;97;6;0.06;38.88;4526;161.62;82;14910;38.88;2.47453486186807;1;1
grafo8386.73.gml;73;99;8;2.38;50.79;2202;166.29;34;7214;50.79;2.18895592425004;1;1
grafo8403.73.gml;73;94;7;0.2;43.13;2771;168.94;34;8607;43.13;2.04250831508072;1;1
grafo8431.73.gml;73;100;9;7.07;47.45;282;206.79;34;961;47.45;2.63523061046281;1;1
grafo8464.73.gml;73;100;8;0;23.8;2309;4618.98;142;8254;23.8;570.634919142535;1;1
grafo8482.73.gml;73;96;9;0.09;22.38;1465;3507.03;74;4846;22.38;754.290452069196;1;1
grafo8508.73.gml;73;92;8;1.98;47.83;5119;158.96;31;15769;47.83;1.54637021562337;1;1
grafo8518.73.gml;73;94;6;0.19;63.42;2980;1440.89;29;9573;63.42;316.894570955795;1;1
grafo8521.73.gml;73;90;9;1.38;45.15;3537;163.68;38;11071;45.15;2.06182572614108;1;1
grafo8589.73.gml;73;92;7;0.01;59.1;2487;171.09;29;8442;59.1;1.81924849839363;1;1
grafo8590.73.gml;73;102;8;0.7;23.79;2555;167.14;109;9208;23.79;2.48143091206991;1;1
grafo8609.73.gml;73;101;8;0.56;28.76;3891;166.34;132;14736;28.76;2.44518873902417;1;1
grafo8613.73.gml;73;91;7;0.01;55.81;3590;164.41;38;11193;55.81;1.64212678936605;1;1
grafo8621.73.gml;73;103;6;0.94;33.93;749;186.75;52;2617;33.93;2.18046880740686;1;1
grafo8635.73.gml;73;101;7;0.3;21.49;0;182.5;207;25602;21.49;4.24486699706686;1;1
grafo8648.73.gml;73;102;8;0.01;38.62;2138;167.41;76;7610;38.62;2.77572826453717;1;1
grafo8654.73.gml;73;101;8;0.07;21.24;2365;23458.29;159;8572;21.24;3205.58492192739;1;1
grafo8656.73.gml;73;96;8;1.38;43.05;1452;177.02;51;4928;43.05;2.67417322834646;1;1
grafo8678.73.gml;73;108;8;0.85;38.51;645;187.93;82;2489;38.51;2.53237753882915;1;1
grafo8679.73.gml;73;93;8;1.05;49.36;2817;165.74;43;8861;49.36;2.04876566654007;1;1
grafo8680.73.gml;73;95;7;0.29;32.86;4117;163.55;99;13726;32.86;2.00626216467801;1;1
grafo8696.73.gml;73;104;8;0.18;29.25;452;195.57;61;1692;29.25;2.72747064769458;1;1
grafo8698.73.gml;73;93;7;0.81;64.08;991;186.53;25;3065;64.08;2.25029085550299;1;1
grafo8714.73.gml;73;82;6;0.91;86;6439;159.3;7;17175;86;1.52650897226754;1;1
grafo8722.73.gml;73;97;8;0.14;32.11;3897;165.7;102;13466;32.11;2.18040106532978;1;1
grafo8723.73.gml;73;94;7;0.19;23.56;5892;168.08;113;19628;23.56;2.64565797577499;1;1
grafo8860.73.gml;73;101;7;0.03;53.75;6044;159.59;73;21221;53.75;1.83771752326993;1;1
grafo8985.73.gml;73;102;8;0.11;30.48;1182;175.18;69;4227;30.48;2.79550874403816;1;1
grafo8994.73.gml;73;98;8;0.01;29.68;772;16921.14;104;2674;29.68;4774.5980209546;1;1
grafo9038.73.gml;73;94;6;1.94;48.82;3200;161.55;24;10265;48.82;1.68993824918271;1;1
grafo9043.73.gml;73;95;7;0.01;61.68;2225;164.62;36;7342;61.68;1.81169481820784;1;1
grafo9063.73.gml;73;98;9;3.77;39.99;3576;160.68;75;12325;39.99;1.90915335737592;1;1
grafo9087.73.gml;73;94;8;0;68.6;1645;174.82;22;5123;68.6;1.65748882802364;1;1
grafo9089.73.gml;73;102;7;0.25;44.57;1680;164.81;61;5906;44.57;2.19487269844067;1;1
grafo9193.73.gml;73;101;9;2.38;44.83;185;212.3;37;652;44.83;2.95528870720491;1;1
grafo9250.73.gml;73;100;8;0.01;42.03;5079;157.06;52;17150;42.03;1.59162783591781;1;1
grafo9341.73.gml;73;100;8;0.97;49.68;1416;175.39;61;4905;49.68;2.15113455580675;1;1
grafo9351.73.gml;73;89;8;0.01;72.7;5164;160.6;21;15951;72.7;1.53257490107405;1;1
grafo9441.73.gml;73;98;8;1.02;49.96;2850;164.25;77;9704;49.96;2.51992923301072;1;1
grafo9485.73.gml;73;98;6;2.21;42.25;1879;166.18;51;6314;42.25;1.84197150558337;1;1
grafo9487.73.gml;73;96;6;1.7;46.62;3944;157.78;53;13497;46.62;1.4210059827166;1;1
grafo9591.73.gml;73;107;7;0.06;8.04;0;217.65;526;29906;8.04;10.2391327565951;1;1
grafo9644.73.gml;73;92;5;1.13;60.97;920;191.16;18;2840;60.97;2.06109521863506;1;1
grafo9686.73.gml;73;103;6;0;41.86;1980;164.32;65;7131;41.86;1.85125659812495;1;1
grafo9705.73.gml;73;94;6;0.95;19.26;6908;167.37;113;22356;19.26;2.7836862132891;1;1
grafo9740.73.gml;73;95;7;0.55;34.21;2828;2157.18;77;9421;34.21;448.613503855558;1;1
grafo9796.73.gml;73;98;7;0.09;11.88;0;180.24;241;25682;11.88;4.49695701787752;1;1
grafo1197.74.gml;74;95;8;0.04;19.62;3635;47779.75;105;11827;19.62;8709.93750841751;1;1
grafo1563.74.gml;74;92;6;0.67;60.81;2566;167.79;25;7815;60.81;1.46862068965517;1;1
grafo4178.74.gml;74;99;6;0.22;38.15;1212;179.68;28;4100;38.15;3.31668665410314;1;1
