graph name;iterations-rm;time-rm;cr-rm;n;m;ar-rm;asp-rm;cn-rm;tr-rm;iterations-rm-1;time-rm-1;cr-rm-1;ar-rm-1;asp-rm-1;cn-rm-1;tr-rm-1;iterations-fa;time-fa;cr-fa;ar-fa;asp-fa;cn-fa;tr-fa
grafo1106.21.graphml;1900;250;84.4552;21;35;4.9817;34.576281941002;16;84.4552;200;39;44.6547;5.5237;2.6612753657613;21;44.6547;2900;699;52.5449;11.315;2.43779097140975;22;52.4765
grafo137.21.graphml;600;78;79.2223;21;36;2.4391;48.2257667274204;10;79.2223;1400;223;59.9543;4.0627;1.98273557264147;16;59.9543;100;24;42.8065;12.4835;1.92429010882449;20;36.5638
grafo153.21.graphml;1100;202;89.0741;21;33;13.0973;8.13275441426805;6;89.0741;200;43;75.607;5.2303;2.06654609841542;12;75.607;2100;414;76.2992;15.9098;1.96865909445482;9;76.2992
grafo1682.21.graphml;2200;374;59.2176;21;41;2.0694;15.333708917119;27;59.2176;800;169;50.2487;7.5785;2.34740250505903;19;50.2487;400;106;24.5953;10.3883;2.34782722633738;23;24.5953
grafo1718.21.graphml;200;31;89.9925;21;29;6.5006;6.44484764209083;1;89.9925;800;101;88.5785;10.6812;1.5105854029575;3;88.5785;400;65;84.1552;18.6614;1.75539110251634;3;84.102
grafo1749.21.graphml;900;187;87.9726;21;32;28.0092;24.363056446601;8;87.9726;2400;337;65.0046;30.4612;1.83285710417346;13;65.0046;1200;258;67.1831;23.7134;2.09398246557186;12;64.3537
grafo1779.21.graphml;500;47;89.9474;21;30;20.6488;15.9251597062976;2;89.9474;1300;163;89.8596;20.2249;1.79275620718354;3;89.8596;10400;1739;86.8936;30.0851;1.81918678730266;4;86.8936
grafo1793.21.graphml;600;78;89.9962;21;26;27.4482;3.86535807764566;1;89.9962;600;66;89.8474;25.5555;1.63112824299261;1;89.8474;200;29;80.3985;36.7793;1.76835255916194;2;80.3985
grafo1814.21.graphml;1100;187;88.3017;21;28;13.8362;27.4879177771839;4;88.3017;700;84;73.12;15.9901;1.88559681292837;6;73.12;200;35;56.1399;20.6548;1.73865693523751;8;56.0797
grafo1879.21.graphml;600;78;87.8566;21;30;21.3895;8.73776948283834;5;87.8566;800;120;89.0032;21.4923;1.74161778498305;6;89.0032;3500;640;69.0095;25.1314;2.29603247264059;8;69.0095
grafo1910.21.graphml;700;93;89.8106;21;27;24.0606;5.12703571891404;3;89.8106;1100;120;89.5783;17.5056;1.47172787900282;5;89.5783;400;67;73.1805;30.5443;1.40320066799786;4;73.1805
grafo1911.21.graphml;500;62;89.9075;21;26;14.2484;1.93103842881977;2;89.9075;400;57;89.9656;14.0989;1.93028418783097;2;89.9656;700;99;88.4577;19.6036;1.6779561920817;2;88.4577
grafo1941.21.graphml;700;94;89.7846;21;26;18.3289;4.14255187904707;4;89.7846;1300;106;89.2049;31.6709;1.50388119260182;3;89.2049;800;133;75.0353;30.4841;1.61407891561182;4;75.0324
grafo2119.21.graphml;500;62;89.9353;21;27;23.2227;3.39580257316532;1;89.9353;200;21;89.5224;27.2701;1.48417522597167;1;89.5224;600;65;89.9739;27.3777;1.50804064538284;1;89.8322
grafo2378.21.graphml;100;16;89.9578;21;25;29.4667;15.8715996036232;2;89.9578;700;78;88.7535;28.5184;1.45047113314476;4;88.7535;900;109;73.799;33.3987;1.61793162322536;4;73.799
grafo2598.21.graphml;600;109;88.9712;21;28;26.2651;4.0255802094063;5;88.9712;1800;218;89.3894;35.5097;1.96737702769625;6;89.3894;300;37;66.5152;30.0105;1.5129247950432;7;66.5149
grafo2831.21.graphml;300;47;89.3782;21;33;11.6637;4.65664160322759;3;89.3782;800;111;89.2372;11.5789;1.72040703581219;4;89.2372;0;0;48.2925;7.2905;3.01164770214547;6;48.254
grafo509.21.graphml;1000;203;89.983;21;29;2.9552;11.4196993542717;2;89.983;200;25;74.9781;2.6966;2.17297760707374;2;74.9781;400;65;72.0316;28.915;1.48325193010297;5;72.0316
grafo712.21.graphml;800;94;88.85;21;27;20.7868;16.505324636549;3;88.85;300;34;76.4367;22.8355;1.69571366682517;3;76.4367;28200;4215;79.7709;24.0855;1.58849948355333;3;79.7709
grafo832.21.graphml;500;109;89.8276;21;28;27.7076;9.58580679401263;2;89.8276;1400;166;89.1683;28.309;1.65197246855313;2;89.1683;300;43;86.2537;28.8067;1.69544373329841;2;86.2131
grafo925.21.graphml;300;63;89.9156;21;31;22.8531;7.90836807607542;2;89.9156;500;65;89.5924;23.4861;2.02501286949733;3;89.5924;1200;198;89.4653;23.3879;1.6713483158956;3;89.4093
grafo935.21.graphml;1100;233;86.3694;21;38;4.0993;20.6004559649659;11;86.3694;200;34;56.5378;9.5326;2.82307654904908;13;56.5378;6800;1468;50.9555;13.764;2.10107483952599;16;50.9555
grafo943.21.graphml;500;78;89.981;21;26;13.1811;4.44117445268932;1;89.981;500;53;89.9101;12.054;3.07777747129141;1;89.9101;200;30;72.6504;28.6584;1.55831800722041;4;72.6504
grafo1037.22.graphml;500;94;89.9768;22;30;24.3135;4.3065154791743;2;89.9768;600;51;89.5732;23.8378;1.53152346274091;2;89.5732;9700;1508;82.5856;40.2122;1.48328714315041;2;82.5856
grafo1052.22.graphml;900;156;59.9089;22;34;12.192;11.4555075234606;12;59.9089;600;74;66.5235;6.1155;2.50681657336806;9;66.5235;1600;257;48.0657;19.7252;2.27623857120121;10;48.0609
grafo1154.22.graphml;1100;172;89.9877;22;28;27.0119;12.7773331682087;2;89.9877;500;58;88.5227;21.3896;1.44844173499268;3;88.5227;200;25;76.2902;26.3644;1.66037445490813;3;76.18
