graph name;iterations-rm;time-rm;cr-rm;n;m;ar-rm;asp-rm;cn-rm;tr-rm;iterations-rm-1;time-rm-1;cr-rm-1;ar-rm-1;asp-rm-1;cn-rm-1;tr-rm-1;iterations-fa;time-fa;cr-fa;ar-fa;asp-fa;cn-fa;tr-fa
grafo1441.71.graphml;1400;530;67.6303;71;92;17.0105;26.2679243912258;30;67.6303;300;120;38.7623;11.3223;2.4136729064737;31;38.7623;800;939;61.9343;16.9022;2.00373236892614;31;61.9178
grafo1476.71.graphml;1500;937;54.7268;71;95;5.4939;28.6979176026648;48;54.7268;1900;727;53.7196;4.6864;2.57904434669628;37;53.7196;1200;1198;47.0751;11.3099;3.2983266511204;47;47.0751
grafo1497.71.graphml;2200;998;82.0212;71;95;9.5961;26.8462896533019;45;82.0212;1000;471;63.4403;9.7768;2.50399733831428;31;63.4403;1000;1322;44.3489;8.7463;2.40267348904538;55;44.3489
grafo1516.71.graphml;700;390;49.8613;71;101;3.1027;21.5830309078131;96;49.8613;200;117;39.5768;2.4165;4.29502330917028;57;39.5768;300;425;33.6332;6.6655;2.36729241369467;65;29.917
grafo2271.71.graphml;2400;953;78.6095;71;89;3.8822;28.099340261154;52;78.6095;0;0;17.7654;5.5415;5.12755583039076;36;0.56;300;409;51.1482;20.9021;1.84592184607672;37;49.1166
grafo4197.71.graphml;1900;1044;58.466;71;97;3.0991;30.6212282256328;129;58.466;2400;1060;60.2577;9.8585;7.29135200310218;45;60.2577;100;148;28.7925;17.4783;2.22935845449834;66;28.7925
grafo4213.71.graphml;1100;718;76.446;71;94;15.4256;27.5270623537013;26;76.446;300;161;60.2134;9.0881;2.62797474875437;27;60.2134;400;536;38.6293;6.8334;1.89778858238478;35;38.6293
grafo4338.71.graphml;800;421;74.0789;71;98;6.9939;33.8643069563891;44;74.0789;700;341;62.6308;6.1114;3.22633801757567;25;62.6308;200;280;57.7146;6.1691;2.11553054688734;32;57.2621
grafo4371.71.graphml;1000;701;43.5225;71;96;4.3909;114.83986531299;96;43.5225;800;450;42.754;3.5519;3.55023366481638;44;42.754;100;139;44.5196;3.6958;2.45542568472287;52;44.5196
grafo4422.71.graphml;600;405;54.2145;71;97;2.6811;34.4188915480019;68;54.2145;800;432;50.6578;10.6747;2.36328518717976;43;50.6578;100;143;35.783;17.6738;2.3504609845699;49;35.7741
grafo4576.71.graphml;1300;654;80.0176;71;92;2.7018;258.925166497064;38;80.0176;2600;856;62.0974;11.5172;2.84897995659749;25;62.0974;900;891;67.0186;9.0572;2.38557328321217;32;67.0035
grafo4643.71.graphml;1200;796;80.4991;71;96;3.5784;12.8640036570312;23;80.4991;300;166;56.2657;4.1287;3.16265126143714;23;56.2657;26900;31277;54.4658;15.5323;2.66375400216756;22;54.4658
grafo4789.71.graphml;1900;858;75.894;71;94;9.0858;57.2274495732906;44;75.894;600;325;50.3421;5.2655;2.46447902070489;33;50.3421;1400;1700;46.4126;17.1348;2.20732188396091;32;46.4126
grafo4794.71.graphml;300;187;50.4608;71;101;6.9942;54.9958619520643;49;50.4608;700;342;53.0985;11.8336;2.29211759911938;44;53.0985;500;566;24.1455;9.5124;2.39469625021908;48;21.3517
grafo4885.71.graphml;700;546;52.205;71;105;4.462;27.9980782944103;94;52.205;2500;1201;73.1196;5.1648;3.03834973859962;61;73.1196;500;732;44.6726;3.6174;2.58975378173925;68;44.6726
grafo4925.71.graphml;500;218;66.2294;71;89;13.9678;11.9711021395612;20;66.2294;100;48;31.3571;12.1555;2.56561327143277;28;25.5404;700;872;68.1543;19.5516;1.94713338444266;21;68.1543
grafo4938.71.graphml;800;422;78.0259;71;94;8.342;17.1776047193129;24;78.0259;900;468;55.1806;6.5821;2.99716095545961;26;55.1806;300;460;53.1853;3.2744;1.89537025475287;27;53.1847
grafo5039.71.graphml;1700;1029;65.6356;71;96;4.7441;19.5213641712026;48;65.6356;1400;628;57.4894;8.0761;2.68188732673935;43;57.4894;500;682;40.029;7.2747;2.09772148706402;51;39.2482
grafo5097.71.graphml;1300;781;51.1129;71;104;2.3352;34.5030502702714;103;51.1129;1500;732;46.2503;6.8581;2.98803512680302;99;46.2503;200;301;39.4025;8.8225;4.75703732914202;79;37.0409
grafo5144.71.graphml;2600;1653;57.9949;71;101;4.285;18.1988848379101;81;57.9949;300;184;42.2677;3.507;2.40951188669666;59;42.2677;200;223;31.5114;9.5079;1.98772333530188;63;31.1383
