Nodes;Mixed OLD;Lin Yen ;Eades;Huang et al.;Crossing Only OLD;Angular Only OLD;Mixed;Crossing Only;Angular Only;sd cr;cr_up;cr_down;sd ar;ar_up;ar_down;sd tr;tr_up;tr_down;a;b
87;88.3970588235294;82.8358208955224;70.6176470588235;69.1617647058824;130.691176470588;86.9558823529412;88.3970588235294;138.859375;86.9558823529412;127.304642390631;266.164017390631;11.5547326093694;39.6768415568358;126.632723909777;47.2790407961054;42.8024899565825;131.199548780112;45.594568866947;Nodes;=87
88;83.9565217391304;81.8840579710145;68.6811594202899;67.9855072463768;156.04347826087;83.3043478260869;83.9565217391304;158.338235294118;83.3043478260869;140.36887547747;298.707110771588;17.9693598166477;34.4448853660052;117.749233192092;48.8594624600818;37.2772143592103;121.233736098341;46.6793073799201;Nodes;=88
89;82.6825396825397;77.1269841269841;64.1746031746032;62.952380952381;126.698412698413;79.6190476190476;83.758064516129;130.459016393443;80.6290322580645;113.470932220619;243.929948614062;16.9880841728233;35.0452793158624;115.674311573927;45.5837529422021;38.8556705932982;122.613735109427;44.9023939228308;Nodes;=89
90;88.2931034482759;84.7413793103448;72.5254237288136;71.7413793103448;147.949152542373;86.8448275862069;88.2931034482759;155.875;86.8448275862069;140.862674906514;296.737674906514;15.0123250934862;37.770684689314;124.615512275521;49.0741428968929;36.0946566241842;124.38776007246;52.1984468240917;Nodes;=90
91;89.4086956521739;86.1217391304348;70.75;70.4736842105263;151.525862068966;89.2695652173913;89.4086956521739;152.84347826087;89.2695652173913;127.740388542499;280.583866803368;25.1030897183708;40.7827624704554;130.052327687847;48.4868027469359;42.422544479781;131.831240131955;46.9861511723929;Nodes;=91
92;96.2100840336134;90.3109243697479;74.8151260504202;73.9495798319328;163.705882352941;93.4705882352941;96.2100840336134;169.4;93.4705882352941;147.829192568446;317.229192568446;21.5708074315544;43.9595005310477;137.430088766342;49.5110877042464;48.2867922495412;144.496876283155;47.9232917840722;Nodes;=92
93;92.7164179104478;87.8208955223881;73.6641791044776;72.2313432835821;148.55223880597;92.0522388059701;92.7164179104478;151.954198473282;92.0522388059701;132.364465519403;284.318663992685;19.5897329538794;40.3789041110046;132.431142916975;51.6733346949656;43.1307948444905;135.847212754938;49.5856230659573;Nodes;=93
94;95.6490066225166;92.4078947368421;76.5194805194805;75.3071895424837;147.123376623377;94.4144736842105;95.6490066225166;152.060402684564;94.4144736842105;134.189067312964;286.249469997528;17.8713353715996;42.8579115663271;137.272385250538;51.5565621178834;46.0310998079854;141.680106430502;49.6179068145312;Nodes;=94
95;109.115942028986;100.891304347826;85.3309352517986;83.9416058394161;174.330935251799;104.04347826087;109.115942028986;178.176470588235;104.04347826087;153.321008313975;331.49747890221;24.8554622742604;45.0131966967965;149.056674957666;59.0302815640731;60.954614677685;170.07055670667;48.1613273513005;Nodes;=95
96;98.0675675675676;91.4452054794521;77.2837837837838;76.5374149659864;152.662162162162;95.7094594594595;98.0675675675676;156.902777777778;95.7094594594595;138.56362651731;295.466404295088;18.3391512604677;44.2065734297481;139.916032889208;51.5028860297114;50.8017280023273;148.869295569895;47.2658395652403;Nodes;=96
97;108.463768115942;101.101449275362;85.3597122302158;84.2805755395684;172.992805755396;105.413043478261;108.463768115942;176.808823529412;105.413043478261;153.863360002303;330.672183531715;22.9454635271089;45.052237038825;150.465280517086;60.3608064394359;51.1008642269607;159.564632342903;57.3629038889814;Nodes;=97
98;112.699300699301;106.79020979021;89.2657342657343;87.951048951049;167.321678321678;110.72027972028;112.699300699301;173.384057971015;110.72027972028;137.514077445989;310.898135417003;35.8699805250257;43.7876446646005;154.50792438488;66.9326350556792;50.3740548559184;163.073355555219;62.3252458433823;Nodes;=98
99;119.125;111.201388888889;94.7777777777778;93.2847222222222;191.180555555556;115.243055555556;119.125;196.642857142857;115.243055555556;158.323095177546;354.965952320403;38.3197619653116;47.7578751281099;163.000930683665;67.4851804274457;53.0156095078152;172.140609507815;66.1093904921848;Nodes;=99
100;111.735714285714;107.107142857143;88.6879432624114;86.5714285714286;182.31914893617;109.542857142857;111.735714285714;186.282608695652;109.542857142857;165.119863082507;351.402471778159;21.162745613145;48.8368847851602;158.379741928017;60.7059723576969;50.0766892279367;161.812403513651;61.6590250577776;Nodes;=100
