n;crossing resolution fa;crossing resolution rm;crossing resolution tr;crossing resolution rm5;crossing resolution rm-1;Angular resolution fa;Angular resolution rm;Angular resolution tr;Angular resolution rm5;Angular resolution rm-1;Aspect ratio fa;Aspect ratio rm;Aspect ratio tr;Aspect ratio rm5;Aspect ratio rm-1;Crossing number fa;Crossing number rm;Crossing number tr;Crossing number rm5;Crossing number rm-1;Total Resolution fa;Total Resolution rm;Total Resolution tr;Total Resolution rm5;Total Resolution rm-1;Time fa;Time rm;Time tr;Time rm5;Time rm-1;Iterations rm;Iterations rm-1;Iterations fa;sd angular resolution fa;sd angular resolution rm;sd angular resolution rm-1;tr_up fa;tr_down fa;tr_up rm;tr_down rm;tr_up rm-1;tr_down rm-1;sd aspect ratio fa;sd aspect ratio rm;sd aspect ratio rm-1;asp_up fa;asp_down fa;asp_up rm;asp_down rm;asp_up rm-1;asp_down rm-1;sd crossing number fa;sd crossing number rm;sd crossing number rm-1;cn_up fa;cn_down fa;cn_up rm;cn_down rm;cn_up rm-1;cn_down rm-1;sd iterations fa;sd iterations rm;sd iterations rm-1;it_up fa;it_down fa;it_up rm;it_down rm;it_up rm-1;it_down rm-1;a;b
21;68.6715608695652;63.6271304347826;61.7550739130435;59.4395347826087;64.780052173913;23.8682826086957;41.5697956521739;20.1557130434783;180;35.6725608695652;2.05543657550166;13.0642868080261;2.08046239866955;4.53628241201899;2.01291251716106;7.30434782608696;9.47826086956522;8.26086956521739;9.65217391304348;7.47826086956522;23.1833913043478;41.5517695652174;19.0403652173913;35.3221260869565;35.6725608695652;75.2608695652174;627.478260869565;167.95652173913;200.130434782609;264.130434782609;1347.82608695652;1200;278.260869565217;9.75527751135545;12.075456677923;11.4219382857066;33.6235601200511;14.1130050973402;53.6452523300969;29.4943389742509;47.0944991552718;24.2506225838586;0.29804463717132;8.93788387404525;0.522474602423859;2.35348121267298;1.75739193833034;22.0021706820713;4.12640293398082;2.53538711958492;1.4904379147372;6.15286173336289;7.65666415149925;6.20021675000444;13.4572095594499;1.15148609272406;17.1349250210645;1.82159671806597;13.6784776195697;1.27804411956078;376.535066264063;968.067224007521;664.694051288397;654.79593582928;0;2315.89331096404;379.758862949;1864.6940512884;535.305948711603;n;=21
22;62.6023823529412;60.8372235294118;57.9842529411765;54.6142941176471;57.8795823529412;22.5841117647059;42.5551823529412;17.7548117647059;180;32.8043588235294;2.06024599650837;27.8579928977398;2.18066852865418;4.39998224090834;1.92939837249266;7.17647058823529;8.76470588235294;6.88235294117647;8.05882352941176;8.35294117647059;21.7452705882353;42.5551823529412;16.8903588235294;34.7207470588235;32.8043588235294;53.8823529411765;525.647058823529;93.5882352941177;201.529411764706;252.294117647059;1100;1047.05882352941;194.117647058824;8.89738922702643;11.5572654058624;8.52682129504152;31.4815009917323;13.6867225376795;54.1124477588036;30.9979169470788;41.3311801185709;24.2775375284879;0.279431256176102;47.4618266836127;0.26449149948818;2.33967725268448;1.78081474033227;75.3198195813525;1;2.19388987198084;1.66490687300448;4.77277820191824;6.63823594568529;6.40255004344547;11.9492487901535;2.40369238631706;15.4029418280382;2.12646993666765;14.7554912199161;1.95039113302512;238.407708126473;757.462870377156;619.594269521216;432.525355185297;0;1857.46287037716;342.537129622844;1666.65309305063;427.464554008196;n;=22
23;65.58495;60.3398642857143;54.2739428571429;49.7312642857143;60.9158642857143;22.9055714285714;41.8088714285714;16.7124714285714;180;29.9606357142857;2.24957657342027;19.5899330321051;2.21932725304891;4.44363279836614;2.02553454537751;7.07142857142857;8.42857142857143;7.71428571428571;10.0714285714286;7.07142857142857;21.8244214285714;41.7835142857143;15.8334357142857;35.3538214285714;29.9155142857143;278.571428571429;746.857142857143;27.2857142857143;252;235.285714285714;1757.14285714286;914.285714285714;864.285714285714;9.46212851417356;9.34538672145922;5.87515135515112;32.367699942745;13.4434429143979;51.1542581500307;32.4634847071122;35.8357870694368;24.0854843591346;0.359284971390444;13.5392139937289;0.299013942719391;2.60886154481071;1.89029160202982;33.129147025834;6.05071903837612;2.3245484880969;1.72652060265812;4.25105029039043;5.70713838726805;4.10373724069407;11.322478861819;2.82037828103814;14.1357098158395;2.72143304130338;11.1751658121226;2.96769133073451;1584.83541628249;868.875741947636;586.852284987972;2449.12113056821;0;2626.01859909049;888.267115195221;1501.13799927369;327.433429297742;n;=23
24;61.0614666666667;59.6597666666667;51.3464555555556;52.8820444444444;62.9993;22.2644333333333;37.9878;14.9155888888889;180;33.4368555555556;2.11850377064029;13.878408281422;2.02770923514612;4.26470272689281;2.0861173434816;8.11111111111111;10;8.88888888888889;8.88888888888889;7.66666666666667;21.8610444444444;37.9878;13.9832222222222;35.6359555555556;33.4368555555556;131.444444444444;633.888888888889;331.666666666667;237.888888888889;244.777777777778;1255.55555555556;844.444444444444;400;7.59245331893965;6.8163951193061;8.41259249029559;29.856886652273;14.6719800143937;44.8041951193061;31.1714048806939;41.8494480458512;25.02426306526;0.303044779277972;7.00396211963579;0.348837887118481;2.42154854991827;1.81545899136232;20.8823704010578;6.87444616178624;2.43495523060008;1.73727945636311;3.25747004761534;5.43139024560011;2.87228132326901;11.3685811587265;4.85364106349577;15.4313902456001;4.56860975439989;10.5389479899357;4.79438534339765;554.526825320471;541.089436024931;505.250213040804;954.526825320471;0;1796.64499158049;714.466119530625;1349.69465748525;339.19423140364;n;=24
25;61.0473090909091;53.5507454545455;49.3850818181818;51.4273181818182;52.1669363636364;21.5890818181818;39.8202181818182;15.1661636363636;180;28.3007636363636;2.01921449848016;38.1265376512268;2.32619385913136;4.73974607596496;2.03901127272891;10;12.4545454545455;10.8181818181818;10.2727272727273;9.27272727272727;20.8108090909091;39.8202181818182;14.7722636363636;32.9928454545455;28.3007636363636;97.7272727272727;711.818181818182;51.2727272727273;211.363636363636;340.454545454545;1672.72727272727;1327.27272727273;290.909090909091;9.02360784879912;11.460824324351;7.55105760198831;30.6126896669809;12.5654739693827;51.2810425061692;28.3593938574671;35.8518212383519;20.7497060343753;0.215487633470174;32.2613685479341;0.268787079133629;2.23470213195033;1.80372686500998;70.3879061991609;5.86516910329271;2.30779835186254;1.77022419359528;7.01427116670007;6.71362251491155;4.81852485914329;17.0142711667001;2.98572883329993;19.168167969457;5.74092293963391;14.0912521318706;4.45420241358399;273.695251893581;1220.73003493066;685.698051755886;564.604342802672;17.2138390155096;2893.45730765794;451.99723779661;2012.97077902861;641.574675516841;n;=25
26;63.2502111111111;60.41805;54.4217611111111;56.8495555555556;59.5865555555556;24.6054388888889;42.5334166666667;17.3627166666667;180;31.2809611111111;2.16000793475751;16.7436253187076;2.0411486753208;4.73898922266527;2.11837330701732;8.44444444444444;10.0555555555556;9.66666666666667;9.22222222222222;8.11111111111111;23.3902444444444;42.1922277777778;16.5651722222222;34.3705666666667;31.2809611111111;121.777777777778;585.166666666667;58.1666666666667;191.444444444444;181.277777777778;1355.55555555556;738.888888888889;372.222222222222;8.95432891788509;15.1723860983117;11.3114072089217;33.559767806774;15.6511099710038;57.7058027649784;27.361030568355;42.5923683200328;19.9695539021894;0.454150455989799;10.0905239570547;0.541642949504703;2.6141583907473;1.70585747876771;26.8341492757622;6.65310136165288;2.66001625652202;1.57673035751261;4.82910565611361;8.97363604069441;4.73893620339726;13.2735501005581;3.61533878833083;19.02919159625;1.08191951486114;12.8500473145084;3.37217490771385;428.136255875126;824.066118294073;554.276304943863;800.358478097348;0;2179.62167384963;531.489437261482;1293.16519383275;184.612583945026;n;=26
27;73.0171176470588;65.0085117647059;60.3459235294118;61.3343352941177;65.7604941176471;27.7179705882353;46.7674705882353;21.7277294117647;180;38.9671764705882;1.9698975210297;20.5698592599773;1.90523328150093;4.62098440800154;2.00696257014818;5.70588235294118;8.47058823529412;6.94117647058824;7.70588235294118;5.82352941176471;26.2270058823529;46.7134470588235;20.7861588235294;39.9561529411765;38.9671764705882;157.588235294118;510.117647058824;118.823529411765;186.941176470588;228.352941176471;1158.82352941176;888.235294117647;447.058823529412;8.62654528653204;17.4382411792703;6.96898073165379;36.3445158747673;19.0914253017033;64.2057117675056;29.329229408965;45.936157202242;31.9981957389344;0.302994444786657;13.6782185239021;0.2928662012931;2.27289196581636;1.66690307624305;34.2480777838794;6.89164073607525;2.29982877144128;1.71409636885508;2.17269147264266;6.08397122629233;2.55527136811453;7.87857382558383;3.53319088029852;14.5545594615864;2.38661700900179;8.37880077987923;3.26825804365018;520.957828258228;944.761096474534;652.765609676606;968.01665178764;0;2103.5846258863;214.06243293723;1541.00090379425;235.469684441041;n;=27
28;64.9445533333333;62.4122933333333;61.0918866666667;54.5538933333333;64.8567133333333;22.1941933333333;46.05446;19.5398466666667;180;33.8602333333333;2.07065655924097;19.3970124930114;1.95264245771053;4.42349917191746;2.03737757772339;8;8.2;8.26666666666667;10.9333333333333;8;21.4948333333333;46.03244;19.3743533333333;36.7556733333333;33.8602333333333;160.266666666667;584.6;240.8;205.333333333333;181.333333333333;1233.33333333333;693.333333333333;420;9.5332788037235;11.3130776969968;10.0491865442409;31.7274721370568;12.6609145296098;57.3675376969968;34.7413823030032;43.9094198775742;23.8110467890924;0.239660024866958;23.8135908877432;0.295230149377147;2.31031658410793;1.83099653437402;43.2106033807546;1;2.33260772710054;1.74214742834625;4.81070235442364;5.62138772902208;5.50324579550235;12.8107023544236;3.18929764557636;13.8213877290221;2.57861227097792;13.5032457955023;2.49675420449765;472.379992318533;1020.27073904547;308.143442170008;892.379992318533;0;2253.6040723788;213.062594287867;1001.47677550334;385.189891163326;n;=28
29;60.7633952380952;56.8219666666667;50.3412571428571;53.5246333333333;60.4148095238095;24.9908;43.1531285714286;18.768619047619;180;34.3730666666667;2.01648612126639;24.3555968416702;2.13876447795475;4.72982875316725;2.13104998545727;8.0952380952381;13.047619047619;9.23809523809524;9.38095238095238;8;23.2210619047619;43.0624666666667;16.5635523809524;33.9451619047619;33.5559333333333;144.285714285714;615.190476190476;120;252.809523809524;311.761904761905;1252.38095238095;1128.57142857143;357.142857142857;9.19154129477076;12.5379470558514;11.8763408628387;34.1823412947708;15.7992587052292;55.69107562728;30.6151815155772;46.2494075295054;22.4967258038279;0.224397989459909;27.8160305088094;0.400456279336066;2.24088411072629;1.79208813180648;52.1716273504797;1;2.53150626479334;1.7305937061212;3.68652630405321;12.4115921238018;3.50713558335004;11.7817643992913;4.40871179118489;25.4592111714209;0.636026923817241;11.50713558335;4.49286441664996;380.225497003329;676.475459731576;854.483971261519;737.368354146186;0;1928.85641211253;575.905492649376;1983.05539983295;274.087457309909;n;=29
30;59.3378631578947;59.4561157894737;55.3145894736842;49.8884947368421;59.9137368421053;22.1436157894737;45.4257684210526;18.2018157894737;180;35.2070736842105;1.97377765616886;20.6967649081413;1.93599698785942;4.75746795261071;2.10095391357027;9.63157894736842;9.89473684210526;10.6842105263158;11.5789473684211;8.47368421052632;20.626247368421;45.2254368421053;15.9625;32.1426578947369;35.2070736842105;142.578947368421;657;229.78947368421;170.789473684211;335.052631578947;1236.84210526316;1078.94736842105;363.157894736842;10.5156162648367;10.2302717689659;11.0759960455453;32.6592320543104;11.627999524637;55.6560401900185;35.1954966520867;46.2830697297559;24.1310776386652;0.297870491807239;17.110582177559;0.294429656254028;2.2716481479761;1.67590716436162;37.8073470857003;3.58618273058237;2.39538356982429;1.80652425731624;6.12109763500877;8.13015468516303;6.05867991720814;15.7526765823772;3.51048131235965;18.0248915272683;1.76458215694223;14.5323641277345;2.41500429331817;346.747628872434;715.860419600691;598.682764602071;709.905523609276;16.4102658644084;1952.70252486385;520.981685662467;1677.63013302312;480.264603818982;n;=30
31;64.4167142857143;56.3133904761905;51.8881380952381;50.9125047619048;58.7938142857143;25.5732619047619;41.4303714285714;18.2961571428571;180;33.2002;2.11179419990594;23.9106237344191;2.0789030410673;4.56304297072066;2.00485474503677;9.61904761904762;15.5238095238095;11.1904761904762;12.4761904761905;10.6666666666667;24.6706666666667;41.3963380952381;17.1472333333333;36.8194380952381;33.1149761904762;160.666666666667;599.714285714286;78.1904761904762;210.761904761905;290.47619047619;1233.33333333333;952.380952380952;371.428571428571;11.5861151697769;15.6395694179372;9.58192507061628;37.1593770745388;13.9871467349851;57.0699408465086;25.7908020106342;42.7821250706163;23.6182749293837;0.366953689783058;20.8688102987601;0.324102804639274;2.47874788968899;1.74484051012288;44.7794340331792;3.04181343565893;2.32895754967604;1.68075194039749;6.79320388679885;17.6709338961444;7.43863786814047;16.4122515058465;2.82584373224876;33.1947434199539;0;18.1053045348071;3.2280287985262;487.998829038408;785.705627657925;493.577803004802;859.427400466979;0;2019.03896099126;447.627705675408;1445.95875538575;458.80314937615;n;=31
32;68.6028404761905;64.5363857142857;55.0978976190476;60.3351428571428;63.1206023809524;30.2695380952381;50.2632071428571;23.2429;180;38.2737071428571;1.95836613784916;24.7905856921134;2.19647351590656;4.38483412055696;1.93461396464922;7.0952380952381;9.42857142857143;7.73809523809524;8.45238095238095;7.5;29.3970285714286;50.1802119047619;22.3496095238095;38.9235523809524;38.1943047619047;156.761904761905;529.904761904762;19.6428571428571;185.452380952381;297.714285714286;1102.38095238095;1111.90476190476;378.571428571429;10.1665728704125;12.7428176178985;11.0752468328372;40.4361109656506;20.1029652248256;63.0060247607557;37.5203895249586;49.3489539756943;27.19846031002;0.233721209538742;28.5247238667627;0.3018733513281;2.1920873473879;1.72464492831041;53.3153095588761;1;2.23648731597732;1.63274061332112;5.91323246918392;9.96859179120359;7.13715800513369;13.008470564422;1.18200562605418;19.397163219775;0;14.6371580051337;0.362841994866311;501.964780751581;646.751015249223;751.000107483471;880.536209323009;0;1749.13196763017;455.62993713173;1862.90486938823;360.904654421291;n;=32
33;64.1277905660377;59.7365396226415;53.7782849056604;54.4709283018868;59.6884603773585;26.7553471698113;45.7338528301887;20.5598396226415;180;37.0322867924528;2.1172812808476;21.6238481924423;2.16546189800793;4.77975162336014;2.16391818180666;8.75471698113208;12.6981132075472;10.6037735849057;11.6037735849057;8.73584905660377;25.9047509433962;45.7144471698113;19.7039547169811;37.6686132075472;37.0287830188679;249.603773584906;650.622641509434;153.943396226415;240.11320754717;339.830188679245;1245.28301886792;1032.07547169811;539.622641509434;11.9407902802605;13.3633399443087;12.2562131311921;38.6961374500718;14.8145568895509;59.0971927744973;32.37051288588;49.288499923645;24.7760736612607;0.592796164006325;15.0472727015053;0.533138001029488;2.71007744485392;1.52448511684127;36.6711208939476;6.57657549093695;2.69705618283615;1.63078018077717;6.63007616958612;11.7237184073412;6.71436732627599;15.3847931507182;2.12464081154595;24.4218316148883;0.97439480020601;15.4502163828798;2.02148173032779;1592.20935309804;795.072816630375;734.525902801795;2131.83199460748;0;2040.3558354983;450.21020223755;1766.60137449991;297.549568896318;n;=33
34;66.3962677419355;63.3183322580645;55.3319548387097;55.3241806451613;60.4021838709678;27.9776129032258;48.3849887096774;21.2351774193548;180;37.9653483870968;2.03876185370225;24.0786197517014;2.25358805852963;4.75887473783795;2.14367343459906;7.40322580645161;8.59677419354839;8.2258064516129;9.20967741935484;7.7258064516129;26.7821741935484;48.3270048387097;20.2236741935484;37.2295838709677;37.8453903225806;169;630.5;67.1612903225806;223.145161290323;353.709677419355;1219.35483870968;987.096774193548;367.741935483871;9.65948648450015;12.0429928036458;10.4394419900919;37.637099387726;18.3181264187256;60.4279815133232;36.3419959060316;48.4047903771887;27.5259063970048;0.259826001027242;30.3429696615397;0.423875071294863;2.29858785472949;1.778935852675;54.421589413241;1;2.56754850589393;1.7197983633042;4.11896723256324;5.72729924455674;4.36892662226975;11.5221930390149;3.28425857388837;14.3240734381051;2.86947494899165;12.0947330738827;3.35687982934315;444.5569515041;684.449931032911;825.909110818912;812.298886987971;0;1903.80476974259;534.904907676766;1813.00588501246;161.187663374636;n;=34
35;61.1650376344086;57.7820580645162;51.1850763440861;51.5234247311828;57.8613311827957;25.7711688172043;46.0691698924731;19.3877440860215;180;36.0407322580645;2.10506619503738;36.7115068134484;2.20197787256299;4.63793741481163;2.18788979761883;9.6989247311828;12.6989247311828;11.4623655913979;12.7096774193548;9.53763440860215;25.0378666666667;46.0002473118279;18.3263924731183;34.6704150537634;35.9407913978495;243.698924731183;687.655913978495;137.021505376344;232.741935483871;367.978494623656;1229.03225806452;960.215053763441;509.677419354839;8.75173625459957;11.7217369494122;9.9322755372229;34.5229050718039;17.0194325626047;57.7909068418853;34.3474329430609;45.9730077952874;26.1084567208416;0.37659820141746;64.46168260782;0.391877439345038;2.48166439645484;1.72846799361992;101.173189421268;1;2.57976723696387;1.79601235827379;5.7818775088099;10.371139875129;6.01187075670501;15.4808022399927;3.9170472223729;23.0700646063118;2.32778485605381;15.5495051653072;3.52576365189714;1078.85451694086;644.808809742872;690.957084325515;1588.5319362957;0;1873.84106780739;584.223448321644;1651.17213808896;269.257969437926;n;=35
36;60.8792120689655;59.3240942528736;49.7102614942529;51.7073942528736;57.2746281609195;24.3445137931034;45.3909270114942;17.9911057471264;183.103448275862;34.9097856321839;2.10123378454392;31.0905723893954;2.19631623408452;4.85818960808758;2.10845162008552;10.1551724137931;13.6264367816092;11.5229885057471;12.1954022988506;10.1379310344828;23.4473367816092;45.3502597701149;16.8593534482759;35.0506097701149;34.8672902298851;296.850574712644;674.074712643678;130.626436781609;220.126436781609;354.729885057471;1206.89655172414;988.505747126437;598.275862068966;9.24917580616981;11.804575821828;9.71848285195672;33.5936895992733;15.0953379869336;57.1955028333222;33.5863511896663;44.6282684841406;25.1913027802272;0.411550055533875;34.4362794131791;0.355703116653766;2.51278384007779;1.68968372901004;65.5268518025745;1;2.46415473673928;1.75274850343175;6.27445981131913;12.2876690835789;6.38580871308183;16.4296322251122;3.88071260247397;25.9141058651881;1.33876769803029;16.5237397475646;3.75212232140093;1234.96620149539;676.063598514663;680.602468126555;1833.24206356436;0;1882.9601502388;530.832953209475;1669.10821525299;307.903278999881;n;=36
37;58.689648241206;56.0999753768844;50.0737286432161;47.5550457286432;54.2338517587939;24.0218221105528;43.2409889447236;17.4514889447236;180;33.1631497487437;2.13472019881643;27.1416586839366;2.17989675768059;4.99616588464638;2.2068057104133;11.7788944723618;15.4673366834171;13.7939698492462;14.5376884422111;11.6582914572864;22.9158180904523;43.2054738693468;16.093275879397;33.881816080402;33.0410442211055;300.979899497487;700.683417085427;168.969849246231;235.316582914573;394.788944723618;1221.10552763819;1001.50753768844;585.929648241206;8.25438084254734;10.4706692013723;9.45752773957884;32.2762029531001;15.7674412680054;53.7116581460959;32.7703197433513;42.6206774883226;23.7056220091649;0.41035944978848;27.3583658312099;0.431541006481388;2.54507964860491;1.72436074902795;54.5000245151466;1;2.63834671689469;1.77526470393192;7.7746906647951;13.4065297087097;8.10373520907896;19.5535851371569;4.00420380756671;28.8738663921268;2.06080697470737;19.7620266663654;3.55455624820747;1859.64670671972;695.190391710693;693.073770392101;2445.57635496093;0;1916.29591934888;525.915135927498;1694.58130808054;308.433767296341;n;=37
38;59.1088476851852;54.5994666666667;47.0306402777778;47.8483018518519;53.9360708333333;23.2897620370371;43.2789402777778;17.5696972222222;180;33.9665782407407;2.10341575162153;28.6268328560038;2.22732817059064;4.71719720060065;2.24182519443209;12.4398148148148;16.5648148148148;14.6018518518519;15.1666666666667;12.2824074074074;22.0697861111111;43.2180842592593;16.085975;32.5114157407408;33.9180907407408;225.00462962963;760.328703703704;96.6666666666667;220.615740740741;408.902777777778;1288.88888888889;1006.01851851852;414.351851851852;7.89006585792609;9.43004595507964;9.65544531259289;31.1798278949631;15.399696179111;52.7089862328574;33.8488943226981;43.6220235533336;24.3111329281479;0.321975858357209;31.3623058693313;0.478884067182432;2.42539160997874;1.78143989326432;59.9891387253351;1;2.72070926161452;1.76294112724966;7.9828938019943;13.6247197696964;7.78662333843384;20.4227086168091;4.45692101282051;30.1895345845112;2.9400950451184;20.0690307458412;4.49578406897357;585.584618472773;703.127013347677;620.735407534561;999.936470324625;0;1992.01590223657;585.761875541212;1626.75392605308;385.283110983958;n;=38
39;56.8787629343629;51.1477988416988;44.8700845559846;44.2027868725869;51.4239405405406;21.9549583011583;40.3396571428571;16.4040335907336;180;31.9803853281853;2.17062921352883;26.0173548016795;2.23400720507766;4.72208186371986;2.24714687425358;14.5714285714286;19.9266409266409;17.3320463320463;18.4671814671815;14.6061776061776;20.9098976833977;40.2668714285714;14.6692351351351;30.1782845559846;31.7776335907336;295.803088803089;752.621621621622;146.030888030888;221.992277992278;437.223938223938;1183.39768339768;1020.46332046332;512.741312741313;8.31667861205398;9.97723112701583;9.07452110482156;30.2716369132123;13.6382796891043;50.316888269873;30.3624260158413;41.0549064330069;22.9058642233638;0.40139280881786;28.2883944312998;0.396969311050299;2.57202202234669;1.76923640471097;54.3057492329793;1;2.64411618530387;1.85017756320328;8.46960561473219;14.7946677721011;8.78419787071647;23.0410341861608;6.10182295669638;34.721308698742;5.13197315453987;23.3903754768941;5.82197973546114;1560.02379437721;682.388106052145;730.247766176649;2072.76510711853;0;1865.78578944983;501.009577345538;1750.71108663997;290.215554286671;n;=39
40;55.9580273127753;51.748373568282;44.7853581497797;43.581104845815;50.2538057268723;21.7858665198238;41.2499066079296;15.765591629956;180;32.6741977973568;2.15124168723699;29.7589484256399;2.24548991602237;4.90150991456278;2.29008702439276;14.4096916299559;19.1453744493392;18.0440528634361;18.2422907488987;14.7709251101322;20.8800779735683;41.1793110132159;14.0812198237886;30.5858806167401;32.536840969163;270.537444933921;803.95154185022;194.837004405286;243.246696035242;438.766519823789;1262.99559471366;979.735682819383;470.044052863436;8.14197741057364;10.0812013702545;10.0675364102242;29.9278439303974;13.6438891092502;51.3311079781841;31.168705237675;42.741734207581;22.6066613871326;0.33609299914866;40.219307980329;0.457643087279963;2.48733468638565;1.81514868808833;69.9782564059688;1;2.74773011167272;1.83244393711279;7.96588374800863;13.6732091647715;8.64032737255864;22.3755753779646;6.44380788194732;32.8185836141107;5.47216528456769;23.4112524826908;6.13059773757352;1095.72035455945;744.564857761993;669.191772918901;1565.76440742289;0;2007.56045247565;518.430736951664;1648.92745573828;310.543909900482;n;=40
41;54.6921042328042;50.7166825396825;43.1514871428571;42.6704026455026;50.6878492063492;21.672762962963;40.4171756613757;14.9022271428571;180;32.0657624338624;2.19043699872399;31.387065759723;2.2754422745647;4.80183189501597;2.33719474148046;15.3915343915344;22.4603174603175;18.8285714285714;18.6613756613757;15.4444444444444;20.5535111111111;40.3715031746032;13.8737158730159;29.1248470899471;32.0241391534392;267.936507936508;837.608465608466;146.968253968254;230.756613756614;499.179894179894;1300;1021.16402116402;422.222222222222;8.3401243450941;9.60747551328067;8.65882080528482;30.0128873080571;13.3326386178689;50.0246511746563;30.809700148095;40.7245832391473;23.4069416285776;0.322408355975629;42.0362476375652;0.543267984526426;2.51284535469962;1.86802864274836;73.4233133972882;1;2.88046272600689;1.79392675695403;8.07182730472938;15.9415408737863;9.13744536516736;23.4633616962638;7.31970708680501;38.4018583341037;6.51877658653121;24.5818898096118;6.30699907927709;483.155995835772;851.719162585235;704.451438593844;905.378218057994;0;2151.71916258523;448.280837414765;1725.61545975786;316.712582570177;n;=41
42;55.0382952631579;49.3209205263158;43.6878716666667;41.7268847368421;49.3109242105263;20.4630210526316;38.361042631579;13.38615;180;31.3111605263158;2.2050190657833;30.8210045178328;2.46343860135676;4.86184034260887;2.38820076679452;17.0473684210526;23.5736842105263;21.6333333333333;21.4578947368421;17.4578947368421;19.6156615789474;38.2314384210526;12.97901;28.5918315789474;31.2381894736842;411.689473684211;801.468421052632;149.652631578947;247.978947368421;521.905263157895;1206.31578947368;1017.36842105263;644.736842105263;7.98492642939855;10.432685537339;8.94473676725281;28.4479474820301;12.478094623233;48.793728168918;27.9283570942399;40.2558972935686;22.366423759063;0.323993140360626;40.2566430654095;0.523084522028513;2.52901220614393;1.88102592542268;71.0776475832423;1;2.91128528882303;1.86511624476601;10.1904026028152;15.9904846740613;10.4858592505176;27.2377710238678;6.85696581823741;39.5641688845876;7.58319953646501;27.9437539873597;6.97203548632452;2264.52949764966;737.837613702241;637.258862831074;2909.26633975492;0;1944.15340317593;468.478175771443;1654.62728388371;380.109558221558;n;=42
43;53.9414587378641;48.7472776699029;47.4915809523809;41.6180830097088;49.0716645631068;20.9055354368932;38.0942844660194;15.3646444444444;180;30.8372946601942;2.24918453579501;29.7962066957932;2.40200861402329;4.83057249204666;2.49240098793015;18.1796116504854;27.495145631068;20.952380952381;22.7621359223301;18.3155339805825;20.1148305825243;37.8720495145631;13.7605058252427;27.2794932038835;30.8037854368932;333.54854368932;792.936893203884;163.728155339806;235.868932038835;503.271844660194;1186.8932038835;934.466019417476;492.718446601942;7.52729572030122;10.2511328095579;9.23404807737641;28.4328311571944;13.378239716592;48.3454172755773;27.8431516564615;40.0713427375706;21.6032465828178;0.399485584213302;34.5766787580546;0.631508366803944;2.64867012000831;1.8496989515817;64.3728854538478;1;3.12390935473409;1.8608926211262;13.5063407636583;24.3486359757816;13.2271875024764;31.6859524141438;4.67327088682711;51.8437816068496;3.14650965528633;31.542721483059;5.08834647810609;744.341508527235;716.34101311843;702.557319116786;1237.05995512918;0;1903.23421700193;470.552190765065;1637.02333853426;231.90870030069;n;=43
44;54.1458355029586;48.1936739644971;46.6837;41.2015585798816;49.4408698224852;21.0511071005917;38.0095650887574;15.6219205128205;180;31.584949112426;2.21079493325438;31.4192088828237;2.23265719787347;4.97175018515713;2.51803224961603;18.1360946745562;27.8461538461538;18.0512820512821;22.3609467455621;18.2130177514793;19.9770112426035;37.9377065088757;13.5467426035503;27.6147532544379;31.5283443786982;283.05325443787;847.278106508876;213.497041420118;257.89349112426;540.852071005917;1192.89940828402;998.224852071006;398.816568047337;8.64423151893264;9.9877165130125;9.16836609865202;29.6953386195243;12.4068755816591;47.9972816017699;28.0218485757449;40.7533152110781;22.416583013774;0.349389378388781;40.9503221259811;0.673733545753677;2.56018431164316;1.8614055548656;72.3695310088048;1;3.1917657953697;1.84429870386235;11.1856279552329;21.4736826748243;11.4450892362044;29.3217226297891;6.9504667193233;49.3198365209781;6.37247117132958;29.6581069876837;6.76792851527484;600.19720625019;695.527717130861;690.365101196553;999.013774297527;0;1888.42712541488;497.371691153163;1688.58995326756;307.859750874453;n;=44
45;52.2418770833333;46.1523145833333;39.443348;39.0058020833333;46.8749229166667;19.61451875;36.16778125;15.02502;180;30.8433347222222;2.29228592807163;26.2941682227674;2.2570294362954;4.83141985248496;2.51463804191522;20.3194444444444;30.0069444444444;23.48;24.7152777777778;20.7083333333333;18.9228326388889;36.0758527777778;12.7074381944444;26.8018666666667;30.8159131944445;316.965277777778;760.576388888889;225.694444444444;260.756944444444;556.909722222222;1067.36111111111;920.833333333333;434.027777777778;8.76505981180913;11.8316513036744;10.6375529587253;28.3795785618091;10.8494589381909;47.9994325536744;24.3361299463256;41.4808876809475;20.205781763497;0.409278239597881;21.5976732464611;0.656962014345207;2.70156416766951;1.88300768847375;47.8918414692286;4.69649497630631;3.17160005626042;1.85767602757001;13.4146630857128;22.7456278832018;14.5168698585305;33.7341075301572;6.90478135873164;52.7525723276463;7.26131656124263;35.2252031918638;6.19146347480287;547.871047362137;666.252420834092;535.439823132165;981.898825139915;0;1733.6135319452;401.108690277019;1456.2731564655;385.393510201168;n;=45
