Graph;Nodes;Edges;Max Degree;Crossing Only Angular Res;Crossing Only Crossing Res;Crossing Only Iterations;Crossing Only Edge Length;Crossing Only No of Crossings;Crossing Only Time;Crossing Only Non Planar Crossing;Aspect Ratio;Non-Planar;Valid
grafo5234.41.gml;41;51;6;0.18;37.12;2532;89825.2;15;4915;37.12;6373.77406501223;1;1
grafo5273.41.gml;41;59;8;6.62;57.78;516;177.7;16;1108;57.78;1.96742748454589;1;1
grafo5328.41.gml;41;53;6;1.69;40.79;3837;161.25;31;7621;40.79;1.88293550025394;1;1
grafo5334.41.gml;41;57;6;4.14;50.95;4182;156.76;34;8881;50.95;1.58546228710462;1;1
grafo5344.41.gml;41;52;7;0.54;87.02;2690;152.73;7;5204;87.02;1.0926225094238;1;1
grafo5359.41.gml;41;59;8;0.25;23.85;0;196.13;198;17875;23.85;5.5728258558367;1;1
grafo5430.41.gml;41;49;6;5.29;59.93;3229;160.88;8;6103;59.93;1.27941779417794;1;1
grafo5451.41.gml;41;56;7;0.13;32.59;4345;7059.6;34;9272;32.59;800.907249357326;1;1
grafo5458.41.gml;41;58;6;0.71;41.8;2351;158.56;36;5000;41.8;1.76356524633822;1;1
grafo5565.41.gml;41;53;7;0.02;27.83;452;53331.11;24;916;27.83;3406.01428935953;1;1
grafo5637.41.gml;41;49;7;0.29;81.04;2633;156.31;5;4938;81.04;1.34079844206427;1;1
grafo5645.41.gml;41;52;6;2.17;70.32;2232;162.46;14;4379;70.32;1.41352461971019;1;1
grafo5651.41.gml;41;56;7;0.47;34.32;0;168.64;60;14932;34.32;2.70796629643815;1;1
grafo5717.41.gml;41;51;6;0.41;85.66;5685;150.48;6;10852;85.66;1.04987850971922;1;1
grafo5811.41.gml;41;59;10;7.52;33.32;479;181.07;26;1049;33.32;2.11918047805447;1;1
grafo5823.41.gml;41;60;7;0.38;52.29;1649;162.22;28;3671;52.29;1.67758661324535;1;1
grafo5840.41.gml;41;58;8;0;57.83;1469;161.22;24;3190;57.83;2.68564794338788;1;1
grafo5886.41.gml;41;58;8;6.98;70.41;2023;157.5;15;4273;70.41;1.79439972598048;1;1
grafo5941.41.gml;41;48;5;3.84;72.02;0;152.09;6;13000;72.02;1.14285714285714;1;1
grafo5983.41.gml;41;50;4;1.52;80.65;5624;151.51;12;10809;80.65;1.09874152952565;1;1
grafo6046.41.gml;41;57;7;0.13;31.94;6779;163.5;88;15517;31.94;3.00116599533602;1;1
grafo6088.41.gml;41;48;5;0.25;87.06;4128;157.71;4;7556;87.06;1.2424100575097;1;1
grafo6103.41.gml;41;59;8;3.37;54.16;196;193.63;24;444;54.16;2.11510791366906;1;1
grafo6122.41.gml;41;50;5;0.08;82.13;0;151.85;7;13107;82.13;1.06767322728498;1;1
grafo6140.41.gml;41;52;5;0.09;72.38;1363;166.32;9;2684;72.38;1.74445766998959;1;1
grafo6150.41.gml;41;52;6;1.13;29.84;5442;169.38;89;10900;29.84;2.26511666118962;1;1
grafo6152.41.gml;41;57;6;4.57;68.85;3026;154.15;18;6529;68.85;1.47267299448867;1;1
grafo6164.41.gml;41;55;6;0.18;43.46;677;176.69;21;1375;43.46;1.58674477696217;1;1
grafo6190.41.gml;41;51;5;3.35;84.24;6235;151.12;10;11706;84.24;1.18162408369511;1;1
grafo6191.41.gml;41;52;6;10.24;60.53;4397;153.24;19;8695;60.53;1.46300586963238;1;1
grafo6192.41.gml;41;54;6;0.02;52.59;4604;156.77;45;9884;52.59;1.64781866926639;1;1
grafo6198.41.gml;41;61;8;0.13;27.67;0;180.51;202;16718;27.67;3.52669348700663;1;1
grafo6246.41.gml;41;55;6;0.63;70.22;6987;154.35;54;14656;70.22;1.91802187351403;1;1
grafo6256.41.gml;41;53;6;0.29;52.73;2009;161.24;17;3965;52.73;1.72911479350906;1;1
grafo6258.41.gml;41;57;7;1.27;42.61;4098;158.23;39;8698;42.61;1.57987809466476;1;1
grafo6265.41.gml;41;58;7;0.36;31.19;3462;160.61;56;7668;31.19;1.73767352800383;1;1
grafo6286.41.gml;41;51;7;3.26;61.06;4761;154.75;9;9073;61.06;1.20510457284651;1;1
grafo6288.41.gml;41;62;8;2.78;45.87;2049;157.44;46;4847;45.87;2.06114435302917;1;1
grafo6309.41.gml;41;55;6;1.46;65.96;1362;166.93;8;2725;65.96;1.8000169333672;1;1
grafo6323.41.gml;41;51;5;6.95;77.57;1447;163.58;7;2784;77.57;1.47512601358755;1;1
grafo6354.41.gml;41;56;6;0.01;74.96;2428;153.42;26;5026;74.96;1.51769982380266;1;1
grafo6355.41.gml;41;60;6;1.65;42.31;3121;161.78;49;6954;42.31;2.37855855855856;1;1
grafo6361.41.gml;41;60;7;1.26;20.05;0;201.99;232;17031;20.05;3.54481779460483;1;1
grafo6366.41.gml;41;51;7;0.88;76.21;6081;151.42;9;11710;76.21;1.1316084700603;1;1
grafo6371.41.gml;41;55;6;2.71;59.42;5194;155.94;30;11111;59.42;1.67755495227253;1;1
grafo6398.41.gml;41;53;6;0.39;81.69;0;151.5;15;13483;81.69;1.16780821917808;1;1
grafo6403.41.gml;41;56;5;3.98;70.77;4597;153.19;29;9302;70.77;1.59525082079866;1;1
grafo6429.41.gml;41;64;7;8.94;35.9;285;186.8;40;684;35.9;2.10934287672276;1;1
grafo6431.41.gml;41;51;6;0.93;43.77;3007;156.45;11;5732;43.77;1.5923691632717;1;1
grafo6439.41.gml;41;54;7;3.86;56.87;1053;169.65;11;2119;56.87;1.8030404650123;1;1
grafo6441.41.gml;41;54;7;6.66;41.33;3150;154.56;14;6260;41.33;1.59697914169264;1;1
grafo6530.41.gml;41;54;7;0.91;75.53;0;152.09;11;14209;75.53;1.30239543440715;1;1
grafo6844.41.gml;41;53;6;0;65.34;4278;152.48;19;8510;65.34;1.38745522333504;1;1
grafo6853.41.gml;41;50;6;0.05;51.8;3180;261634.55;15;6083;51.8;14507.1481063872;1;1
grafo6857.41.gml;41;54;5;0.51;49.19;0;158.07;27;13940;49.19;1.67151855635002;1;1
grafo6876.41.gml;41;50;6;0.43;56.86;2976;2107.06;16;5762;56.86;177.345036406892;1;1
grafo6910.41.gml;41;55;5;2.02;29.06;3734;162.12;51;7688;29.06;1.96917778734395;1;1
grafo6934.41.gml;41;51;6;0.07;21.84;3423;99349.45;19;6664;21.84;4873.39191947631;1;1
grafo6951.41.gml;41;54;8;0.34;56.43;5069;2602.16;27;10255;56.43;262.194660384766;1;1
grafo6973.41.gml;41;58;6;0.01;60.93;395;182.63;23;846;60.93;2.2970441656642;1;1
grafo6985.41.gml;41;49;6;0.93;50.83;0;158.31;16;13207;50.83;1.48110277967129;1;1
grafo7007.41.gml;41;55;7;0.81;36.75;0;153.45;18;14128;36.75;1.38414957232609;1;1
grafo7032.41.gml;41;53;6;6.85;52.11;780;173.52;13;1570;52.11;1.6947550086291;1;1
grafo7033.41.gml;41;48;5;0.86;88.99;5763;151.51;5;13475;88.99;1.05585646580907;1;1
grafo7044.41.gml;41;59;7;2.67;58.83;5123;155.6;47;11054;58.83;1.53414300651492;1;1
grafo7056.41.gml;41;51;6;1.22;84.64;992;173;3;1860;84.64;2.0051675413807;1;1
grafo7079.41.gml;41;58;5;2.15;42.84;1751;157.28;31;3744;42.84;1.80233665080052;1;1
grafo7080.41.gml;41;62;8;1.12;14.87;0;212;219;17667;14.87;5.84138643406404;1;1
grafo7098.41.gml;41;59;8;0.15;33.46;1595;161.19;43;3657;33.46;1.74688128772636;1;1
grafo7124.41.gml;41;59;6;0.02;46.33;1932;163.61;36;4133;46.33;2.06204569055036;1;1
grafo7129.41.gml;41;55;8;4.28;64.27;3847;154.53;17;7861;64.27;1.35657734470158;1;1
grafo7137.41.gml;41;59;6;0.01;40.45;1125;161.26;33;2438;40.45;1.77201986754967;1;1
grafo7140.41.gml;41;53;9;0.08;53.55;6419;153.61;26;12739;53.55;1.44882917466411;1;1
grafo7150.41.gml;41;52;6;1.33;53.23;4191;153.63;14;8324;53.23;1.43214019388516;1;1
grafo7191.41.gml;41;54;6;0.86;81.56;4304;152.05;15;8553;81.56;1.17742762916819;1;1
grafo7204.41.gml;41;54;5;4.88;54.24;4481;155.81;31;9111;54.24;1.59676528599606;1;1
grafo7224.41.gml;41;58;8;1.45;65.66;3348;152.65;12;7074;65.66;1.42121053026326;1;1
grafo7228.41.gml;41;67;8;0.96;28.96;4250;160.86;76;10587;28.96;2.39677891654466;1;1
grafo7244.41.gml;41;53;6;2.05;68.03;921;173.98;11;1856;68.03;1.80355357280209;1;1
grafo7248.41.gml;41;55;6;1.23;42.01;4497;157.63;29;9209;42.01;1.88258729786735;1;1
grafo7271.41.gml;41;54;6;1.42;61.9;1710;157.81;14;3456;61.9;1.47916358800059;1;1
grafo7275.41.gml;41;59;9;5.4;65.14;2445;154.07;18;5250;65.14;1.61810712592827;1;1
grafo7298.41.gml;41;54;6;0.44;64.48;2610;154.88;27;5296;64.48;1.57930019620667;1;1
grafo7299.41.gml;41;58;8;0.46;29.75;0;165.16;72;14948;29.75;3.13151769087523;1;1
grafo7300.41.gml;41;53;6;1.78;22.47;0;168.83;80;14231;22.47;3.37227565516633;1;1
grafo7302.41.gml;41;57;7;3.11;44.95;899;168.21;20;1960;44.95;1.88796614229817;1;1
grafo7309.41.gml;41;60;5;1.7;53.67;6504;156.33;46;14441;53.67;1.62510439285118;1;1
grafo7326.41.gml;41;50;7;1.02;87.02;3485;155.57;5;6655;87.02;1.26060353219302;1;1
grafo7338.41.gml;41;50;5;11.87;56.56;753;178.8;11;1423;56.56;1.79455903008797;1;1
grafo7372.41.gml;41;56;8;0.9;55.47;0;154.92;33;14388;55.47;1.57469604863222;1;1
grafo7373.41.gml;41;58;7;0.4;24.32;0;176.13;119;15808;24.32;3.84683862131933;1;1
grafo7420.41.gml;41;58;7;0.38;25.23;0;170.42;133;16529;25.23;3.97142479163911;1;1
grafo7455.41.gml;41;63;8;0.3;50.9;2526;155.46;39;5723;50.9;1.87281921618205;1;1
grafo7469.41.gml;41;60;7;1.03;39.44;1300;163.69;39;2850;39.44;1.88297239915074;1;1
grafo7481.41.gml;41;59;8;0.5;42.73;2693;161.59;55;5855;42.73;2.03438155136268;1;1
grafo7482.41.gml;41;48;5;1.88;72.3;0;153.26;10;13427;72.3;1.27590682916276;1;1
grafo7498.41.gml;41;52;7;14.35;61.33;2382;157.4;13;4640;61.33;1.30527717429392;1;1
grafo7506.41.gml;41;55;8;6.21;55.49;0;156.03;27;14388;55.49;1.42081654375428;1;1
grafo7527.41.gml;41;56;7;3.67;68.28;1588;164.33;16;3247;68.28;1.49958599924727;1;1
grafo7537.41.gml;41;55;6;5.65;57.13;0;156.33;34;15207;57.13;1.42650391053286;1;1
grafo7571.41.gml;41;61;7;4.46;44.03;2005;160.54;39;4454;44.03;1.74267749124483;1;1
grafo7575.41.gml;41;55;7;2.62;50.07;0;158.62;43;14474;50.07;1.94784202632895;1;1
grafo7577.41.gml;41;54;8;0.02;18.05;1816;8172.91;24;3674;18.05;798.490740740741;1;1
grafo7624.41.gml;41;54;7;2.05;52.62;5583;151.53;21;11122;52.62;1.45705792560456;1;1
grafo7635.41.gml;41;53;5;0.71;48.45;0;159.32;42;13995;48.45;1.5737111373475;1;1
grafo7638.41.gml;41;54;6;1.62;57.03;5765;156.03;28;11577;57.03;1.43854540023895;1;1
grafo7657.41.gml;41;55;6;0.15;56.05;747;172.58;14;1521;56.05;1.67460438222763;1;1
grafo7679.41.gml;41;51;7;16.15;54.57;1982;157.96;17;3826;54.57;1.52436568666935;1;1
grafo7686.41.gml;41;57;7;3.01;65.18;3824;154.02;22;8316;65.18;1.571634731019;1;1
grafo7725.41.gml;41;57;8;0.14;62.1;1661;158.7;14;3473;62.1;1.58325722983257;1;1
grafo7749.41.gml;41;48;6;0.65;87.97;5745;152.49;5;10404;87.97;1.09536361178697;1;1
grafo9885.41.gml;41;54;7;1.02;49.15;1717;163.56;21;3498;49.15;1.70427363449379;1;1
grafo9946.41.gml;41;48;5;12.29;69.31;5675;154.27;5;10477;69.31;1.62939655172414;1;1
grafo9972.41.gml;41;57;8;1.39;38.81;208;193.47;20;441;38.81;2.15962998102467;1;1
grafo9978.41.gml;41;53;7;4.58;62.4;843;170.68;13;1716;62.4;1.44276442479138;1;1
grafo10008.42.gml;42;61;9;0.27;44.27;1623;161.76;42;3631;44.27;2.23014448956464;1;1
grafo10756.42.gml;42;55;6;0;73.91;1715;161.93;9;3492;73.91;1.64659294680215;1;1
grafo1092.42.gml;42;53;7;0.17;68.34;968;173.42;13;1898;68.34;1.49777957206298;1;1
grafo1337.42.gml;42;48;6;1.22;80.19;0;153.27;5;12940;80.19;1.15563691627521;1;1
grafo1844.42.gml;42;54;6;1.76;75.06;3194;152.76;12;6373;75.06;1.28818443804035;1;1
grafo1963.42.gml;42;63;6;0.26;35.03;1053;134271.78;47;2416;35.03;19437.4322238858;1;1
grafo2062.42.gml;42;51;7;0.37;84.35;0;150.62;8;13271;84.35;1.03679537198978;1;1
grafo2322.42.gml;42;50;5;3.25;75.14;3386;157.23;12;6346;75.14;1.40612883984492;1;1
grafo3058.42.gml;42;51;9;0.27;78.14;2389;160.13;14;4624;78.14;1.43994925288977;1;1
grafo3137.42.gml;42;61;7;0.03;16.02;0;177.02;157;16787;16.02;3.61331750485646;1;1
grafo3141.42.gml;42;55;8;1.47;71.46;5477;152.51;18;11010;71.46;1.17354335098969;1;1
grafo3175.42.gml;42;57;7;0.52;59.86;2033;158.29;24;4276;59.86;1.45560798548094;1;1
grafo3206.42.gml;42;57;7;0.65;72.9;2809;154.2;12;5850;72.9;1.3166105170646;1;1
grafo3207.42.gml;42;57;7;14.59;73.59;1049;169.78;7;2155;73.59;2.0515701017249;1;1
grafo3218.42.gml;42;51;5;3.92;58.98;0;152.71;27;13637;58.98;1.44828120161041;1;1
grafo3258.42.gml;42;58;7;0.54;23.94;0;184.52;167;17098;23.94;3.72443753429669;1;1
grafo3268.42.gml;42;56;5;4.23;70.71;1845;160.37;15;3788;70.71;1.63936703975299;1;1
grafo3277.42.gml;42;56;7;0;36.51;5485;170.06;88;11606;36.51;2.42048943075169;1;1
grafo3285.42.gml;42;60;8;4.7;29.02;1820;166.9;60;4026;29.02;2.24523007856341;1;1
grafo3300.42.gml;42;55;7;0.07;33.93;5013;36179.56;21;10468;33.93;2620.8974297764;1;1
grafo3313.42.gml;42;58;8;2.31;27.63;6933;170.32;112;15567;27.63;2.90821760467787;1;1
grafo3326.42.gml;42;60;7;0.26;29.55;0;175.09;122;16296;29.55;2.54403844560444;1;1
grafo3339.42.gml;42;53;7;0.26;45.11;6075;156.79;31;12072;45.11;1.66385642737897;1;1
grafo3344.42.gml;42;52;8;1.96;81.8;0;150.76;15;13840;81.8;1.09111759799833;1;1
grafo3402.42.gml;42;62;9;0.17;31.04;3751;180.57;149;8978;31.04;3.40431560592851;1;1
grafo3439.42.gml;42;57;9;1.67;50.25;1662;159.88;18;3488;50.25;1.84999180730788;1;1
grafo3462.42.gml;42;52;6;4.12;56.71;1692;166.89;19;3320;56.71;1.60394424673784;1;1
grafo3476.42.gml;42;60;5;5.94;30.45;0;160.45;44;15229;30.45;1.80790862680626;1;1
grafo3495.42.gml;42;53;9;0.02;31.52;5190;9610.81;29;10433;31.52;1013.7340524456;1;1
grafo3508.42.gml;42;59;8;5.31;70.29;3346;153.91;20;7282;70.29;1.39524838012959;1;1
grafo3529.42.gml;42;54;8;0.28;56.06;4714;152.77;19;9545;56.06;1.84054180289584;1;1
grafo3544.42.gml;42;60;7;0.48;39.35;6616;169.56;97;14995;39.35;2.35204841713222;1;1
grafo3571.42.gml;42;56;8;0.74;29.09;4191;93820.23;44;8736;29.09;7991.36149508912;1;1
grafo3594.42.gml;42;56;8;1.09;25.74;0;189.24;138;14808;25.74;3.03944315545244;1;1
grafo3608.42.gml;42;53;7;6.4;64.25;2343;160.94;7;4590;64.25;1.57477433520371;1;1
grafo3609.42.gml;42;55;6;0.04;75.82;995;172.51;7;2017;75.82;1.75010467550593;1;1
grafo3629.42.gml;42;55;6;0.82;68.98;1671;161.99;12;3355;68.98;1.54196827352533;1;1
grafo3652.42.gml;42;61;9;0.03;21.84;591;175.93;44;1351;21.84;2.35871632329636;1;1
grafo3657.42.gml;42;56;7;5.99;62.55;1928;156.1;13;3943;62.55;1.62998117351741;1;1
grafo3749.42.gml;42;52;6;0;20.5;2702;5717.1;19;5349;20.5;482.319732386223;1;1
grafo3768.42.gml;42;53;9;0.13;87.49;5432;151.36;5;10825;87.49;1.07624435912979;1;1
grafo3800.42.gml;42;51;7;1.28;59.03;4140;156.43;18;8079;59.03;1.29392971246006;1;1
grafo3816.42.gml;42;61;7;0.04;43.71;1907;157.45;36;4344;43.71;1.85933134213315;1;1
grafo3827.42.gml;42;55;7;6.3;36.27;5551;168.99;88;11997;36.27;2.37222569552985;1;1
grafo3860.42.gml;42;47;5;7.58;86.46;6219;156.53;1;11299;86.46;1.26818869481502;1;1
grafo3865.42.gml;42;56;5;0.06;23.66;3753;63661.98;48;8123;23.66;4355.08006714226;1;1
grafo3883.42.gml;42;65;8;1;17.43;2270;201.67;214;5804;17.43;4.95154715582731;1;1
grafo3895.42.gml;42;55;6;2.42;43.53;2978;162.13;32;6389;43.53;1.78896527717344;1;1
grafo3914.42.gml;42;53;6;0.63;82.52;3859;152.83;8;7601;82.52;1.12587698385669;1;1
grafo3918.42.gml;42;56;8;0.13;52.26;4400;158.69;42;9172;52.26;1.80500390930414;1;1
grafo3999.42.gml;42;61;6;0.03;50.83;3170;158.61;56;7125;50.83;1.85214750542299;1;1
grafo4024.42.gml;42;55;7;0.42;67.41;1616;160.67;13;3325;67.41;1.61058976119631;1;1
grafo4033.42.gml;42;64;9;0.06;24.08;4805;179.84;184;12203;24.08;2.66898276820456;1;1
grafo4045.42.gml;42;56;7;2.89;63.7;3335;156.2;27;6775;63.7;1.8133250984328;1;1
grafo4074.42.gml;42;54;6;0.12;63.34;0;151.67;13;13979;63.34;1.24598446572657;1;1
grafo4096.42.gml;42;65;8;0.73;42.51;2515;160;58;5839;42.51;2.45983275392277;1;1
grafo4102.42.gml;42;62;8;0;39.76;3019;159.67;63;7009;39.76;2.0856683314992;1;1
grafo5160.42.gml;42;53;7;0.51;87.08;0;150.24;8;13709;87.08;1.02838796890842;1;1
grafo5165.42.gml;42;58;5;0.36;36.99;6233;168.65;81;13848;36.99;2.48957938613111;1;1
grafo5166.42.gml;42;54;6;1.48;56.22;1841;162.74;10;3676;56.22;1.34596353284078;1;1
grafo5178.42.gml;42;58;7;0.13;67.24;2328;154.3;17;4929;67.24;1.40001533507131;1;1
grafo5183.42.gml;42;58;6;0.03;26.25;3514;168.36;84;7785;26.25;2.24031557486038;1;1
grafo5199.42.gml;42;61;6;0.1;40.17;2640;163.5;61;6066;40.17;2.016;1;1
grafo5224.42.gml;42;58;9;0.8;36.65;2676;165.26;53;5873;36.65;2.66056588840522;1;1
grafo5241.42.gml;42;55;8;0.03;59.46;2307;156.58;17;4697;59.46;1.5227106524742;1;1
grafo5250.42.gml;42;51;6;0.44;36.24;0;153.96;26;14011;36.24;1.53432075171206;1;1
grafo5269.42.gml;42;54;7;0;53.97;3581;156.56;18;7168;53.97;1.81513627514601;1;1
grafo5345.42.gml;42;55;8;0.33;64.51;2826;156.81;28;5877;64.51;1.60618589488749;1;1
grafo5354.42.gml;42;57;6;1.66;44.63;1405;162.44;29;2944;44.63;1.68992186254186;1;1
grafo5436.42.gml;42;59;8;11.64;52.32;3751;153.89;29;8231;52.32;1.37079326923077;1;1
grafo5456.42.gml;42;59;8;0.88;67.57;6334;153.81;31;13592;67.57;1.71986153180441;1;1
grafo5463.42.gml;42;63;8;0.97;39.5;3220;157.48;54;7918;39.5;1.91747529600285;1;1
grafo5466.42.gml;42;60;9;1.45;32.7;5634;164.15;88;12823;32.7;2.17968534363787;1;1
grafo5468.42.gml;42;58;8;0.01;17.22;6973;34304.74;64;15748;17.22;3825.42737819025;1;1
grafo5477.42.gml;42;50;6;1.82;86.54;0;151.2;7;13193;86.54;1.04939260445868;1;1
grafo5548.42.gml;42;51;9;0.04;30.9;6286;6146.3;33;12239;30.9;631.043063342479;1;1
