Graph;Nodes;Edges;Max Degree;Crossing Only Angular Res;Crossing Only Crossing Res;Crossing Only Iterations;Crossing Only Edge Length;Crossing Only No of Crossings;Crossing Only Time;Crossing Only Non Planar Crossing;Aspect Ratio;Non-Planar;Valid
grafo5550.42.gml;42;57;8;0;59.1;2322;156.45;29;4819;59.1;1.46403910311118;1;1
grafo5563.42.gml;42;52;7;7.56;63.24;1337;169.74;9;2552;63.24;1.52468244803695;1;1
grafo5595.42.gml;42;56;7;0.07;31.06;5204;3570.37;21;10674;31.06;306.773232866882;1;1
grafo5614.42.gml;42;56;7;0.07;37.19;4022;12454.16;48;8326;37.19;1109.07105022831;1;1
grafo5620.42.gml;42;51;5;5.01;64.87;3541;156.67;18;6993;64.87;1.3375;1;1
grafo5677.42.gml;42;58;8;0.02;22.87;1833;6139.61;50;3851;22.87;537.71860816944;1;1
grafo5696.42.gml;42;55;5;0.24;58.52;1994;165.78;33;4102;58.52;1.83564187882071;1;1
grafo5741.42.gml;42;58;8;0.01;43.06;1158;168.43;33;2531;43.06;2.25004615100609;1;1
grafo5867.42.gml;42;52;7;4.75;78.47;6837;152.7;7;13423;78.47;1.19078024136963;1;1
grafo5892.42.gml;42;53;7;0.4;57.88;1800;164.46;19;3762;57.88;1.62992711587089;1;1
grafo5922.42.gml;42;54;8;6.9;71.78;1282;167.39;12;2537;71.78;1.75135264162954;1;1
grafo5958.42.gml;42;56;7;2.2;75.63;4461;153.62;29;9388;75.63;1.42926606898648;1;1
grafo5984.42.gml;42;53;8;0;74.75;3877;154.92;13;7661;74.75;1.34155853896347;1;1
grafo5995.42.gml;42;59;9;2.91;49.16;3819;153.8;40;8396;49.16;1.85325697924123;1;1
grafo6004.42.gml;42;60;8;0.1;61.25;3047;9263.67;15;6480;61.25;686.65015015015;1;1
grafo6013.42.gml;42;57;8;0.14;45.89;5180;153.65;29;10708;45.89;1.44263959390863;1;1
grafo6018.42.gml;42;58;9;2.37;49;2152;157.97;35;4678;49;2.07826435514581;1;1
grafo6032.42.gml;42;51;7;0.27;86.67;4991;153.71;3;9501;86.67;1.12008407919718;1;1
grafo6057.42.gml;42;55;7;0.77;58.1;4072;155.81;21;8310;58.1;1.73014432989691;1;1
grafo6058.42.gml;42;54;7;0.62;56.81;5918;155.06;25;11780;56.81;1.60448962304108;1;1
grafo6081.42.gml;42;60;6;3.76;51.31;4114;155.21;32;8868;51.31;1.92044247787611;1;1
grafo6082.42.gml;42;58;7;0.14;29.06;3109;38828.44;40;6959;29.06;4203.03820985333;1;1
grafo6119.42.gml;42;52;7;2.4;65.11;4559;156.31;10;8621;65.11;1.36500190621426;1;1
grafo6141.42.gml;42;54;6;0.2;59.21;6771;156.78;44;13834;59.21;1.6324799159096;1;1
grafo6157.42.gml;42;66;7;1.02;39.41;1715;164.94;67;4042;39.41;2.0175088844587;1;1
grafo6158.42.gml;42;51;6;23.8;80.61;506;188.72;3;956;80.61;1.9303910181959;1;1
grafo6171.42.gml;42;59;7;4.02;24.94;0;163.89;94;15925;24.94;2.36080430472954;1;1
grafo6196.42.gml;42;69;8;0.01;18.2;4087;206.88;272;11975;18.2;4.28389699038163;1;1
grafo6199.42.gml;42;53;6;2.18;75.34;3401;154.4;11;6644;75.34;1.27295881239994;1;1
grafo6203.42.gml;42;59;5;2.55;47.08;2206;157.93;27;4711;47.08;1.59645110410095;1;1
grafo6205.42.gml;42;56;6;0.16;52.21;1936;160.79;16;4155;52.21;1.57992370409156;1;1
grafo6257.42.gml;42;60;7;2.44;55.51;1397;164.99;22;3101;55.51;1.94062362758015;1;1
grafo6270.42.gml;42;54;6;0.31;47.66;1498;164.85;15;3064;47.66;1.77142857142857;1;1
grafo6277.42.gml;42;61;8;0.43;25.23;0;188.02;171;16326;25.23;3.32101819342483;1;1
grafo6304.42.gml;42;55;8;1.67;61.61;2223;157.65;22;4558;61.61;1.62011695906433;1;1
grafo6306.42.gml;42;61;6;0.27;31.66;1196;161.87;31;2635;31.66;2.53042596348884;1;1
grafo6308.42.gml;42;62;8;0.02;48.62;793;169.93;46;1826;48.62;2.09700722394221;1;1
grafo6310.42.gml;42;63;8;3.66;41.81;2380;162.92;75;5692;41.81;2.09901269393512;1;1
grafo6325.42.gml;42;51;4;0.39;86.76;5627;152.27;8;10894;86.76;1.12723121627231;1;1
grafo6331.42.gml;42;65;8;0;23.23;0;199.41;225;17943;23.23;8.15281690140845;1;1
grafo6333.42.gml;42;54;6;0.36;64.26;6228;152.23;6;12236;64.26;1.40916504854369;1;1
grafo6358.42.gml;42;61;9;1.27;55.61;4362;155.13;44;9879;55.61;1.94602447829532;1;1
grafo6377.42.gml;42;63;6;0.47;65.51;901;163.42;29;2100;65.51;1.6782738563119;1;1
grafo6381.42.gml;42;50;6;0.1;69.21;2501;161.47;7;4737;69.21;1.49803496408727;1;1
grafo6564.42.gml;42;58;8;3.93;56.21;4493;157.8;29;9466;56.21;1.65597075548335;1;1
grafo6686.42.gml;42;54;6;0.99;64.08;2995;154.05;17;6083;64.08;1.38388514043622;1;1
grafo6697.42.gml;42;55;5;0.82;56.34;4849;154.06;29;9802;56.34;1.28184458968773;1;1
grafo6719.42.gml;42;59;8;0.35;46.83;1062;165.54;21;2320;46.83;2.01386652352836;1;1
grafo6819.42.gml;42;61;8;0.25;41.78;1930;159.89;43;4306;41.78;2.13263727764888;1;1
grafo6874.42.gml;42;62;9;0.01;62.2;2624;155.64;31;5933;62.2;1.45890519009307;1;1
grafo6926.42.gml;42;50;5;3.99;87.46;0;151.83;5;13167;87.46;1.08055329536208;1;1
grafo6940.42.gml;42;60;8;0.36;42.81;4066;159.68;48;9194;42.81;2.12916371367824;1;1
grafo6946.42.gml;42;58;6;1.46;51.15;1622;159.99;23;3520;51.15;1.71295925718402;1;1
grafo6989.42.gml;42;56;6;0.7;38.67;1827;172.43;38;3839;38.67;2.01193022873128;1;1
grafo7005.42.gml;42;57;8;5.96;53.85;4816;154.98;25;10195;53.85;1.96276691189664;1;1
grafo7012.42.gml;42;59;8;0.03;33.68;3667;156.57;40;8121;33.68;1.78710764319915;1;1
grafo7026.42.gml;42;55;7;0.88;51.73;2501;155.41;14;5063;51.73;1.20724457348265;1;1
grafo7049.42.gml;42;54;6;0.01;55.5;4998;151.88;17;10244;55.5;1.46123643082608;1;1
grafo7051.42.gml;42;53;6;2.67;55.68;3382;156.2;15;6676;55.68;1.55932336742722;1;1
grafo7060.42.gml;42;63;9;0.02;51.8;985;164.86;45;2289;51.8;1.86865278577895;1;1
grafo7097.42.gml;42;56;7;1.44;53.37;314;188.96;11;643;53.37;2.23460131675201;1;1
grafo7107.42.gml;42;54;5;0;75.84;2556;155.96;9;4975;75.84;1.24046840958606;1;1
grafo7117.42.gml;42;55;5;1.04;25.84;0;164.8;48;14159;25.84;2.78830581554317;1;1
grafo7125.42.gml;42;52;5;4.97;68.02;6809;157.65;16;13595;68.02;1.4592727548774;1;1
grafo7138.42.gml;42;53;5;0.39;79.9;6568;151.99;13;12722;79.9;1.14324971815107;1;1
grafo7141.42.gml;42;53;6;0.02;17.57;0;394735.34;21;13848;17.57;32566.4432114396;1;1
grafo7146.42.gml;42;54;8;1.19;88.37;4209;153.38;5;8391;88.37;1.23021978021978;1;1
grafo7195.42.gml;42;51;7;3.42;73.77;2852;159.88;10;5639;73.77;1.9453326873385;1;1
grafo7200.42.gml;42;58;6;6.37;50.62;478;180.16;18;997;50.62;2.09763147330389;1;1
grafo7202.42.gml;42;58;6;2.4;67.03;1793;156.64;20;3757;67.03;1.27814615760452;1;1
grafo7212.42.gml;42;53;7;0.19;86.97;6609;150.84;10;12886;86.97;1.04934905596074;1;1
grafo7220.42.gml;42;57;6;0.73;45.46;0;156.42;50;15013;45.46;1.90496848653516;1;1
grafo7246.42.gml;42;53;6;7.31;82.57;1872;160.95;7;3688;82.57;1.47687902648533;1;1
grafo7249.42.gml;42;56;7;5.01;62.61;3675;153.5;19;7508;62.61;1.46021209422812;1;1
grafo7261.42.gml;42;62;7;0.63;41.5;2242;156.19;52;5426;41.5;2.3413140311804;1;1
grafo7278.42.gml;42;58;8;0.75;55.57;0;153.42;19;14903;55.57;1.71978707477335;1;1
grafo7296.42.gml;42;56;5;1.02;51.47;5907;153.63;20;12362;51.47;1.35629436986013;1;1
grafo7352.42.gml;42;51;5;2.06;82.76;0;152.64;9;13176;82.76;1.15321912130423;1;1
grafo7368.42.gml;42;51;7;0.05;81.34;0;151.09;13;13299;81.34;1.13692088382038;1;1
grafo7389.42.gml;42;62;6;2.37;11.99;0;199.11;260;18038;11.99;4.99868406623533;1;1
grafo7393.42.gml;42;50;7;3.46;49.34;4509;154.07;13;8659;49.34;1.19516754361673;1;1
grafo7443.42.gml;42;57;7;0.11;39.56;6022;162.56;57;12625;39.56;2.54806719287594;1;1
grafo7459.42.gml;42;55;8;3.28;50.13;0;156.88;28;14250;50.13;1.53227019708139;1;1
grafo7466.42.gml;42;62;8;8.8;50.82;4028;154.97;27;9110;50.82;1.87396379631196;1;1
grafo7485.42.gml;42;56;7;3.39;44.68;2230;165.17;35;4691;44.68;2.36094674556213;1;1
grafo7486.42.gml;42;57;5;1.22;30.02;6142;169.86;96;13291;30.02;2.09276158412333;1;1
grafo7487.42.gml;42;53;5;0.25;61.15;2908;156.57;14;5774;61.15;1.28342010706167;1;1
grafo7496.42.gml;42;56;6;0.19;54.34;1281;164.53;10;2674;54.34;1.80381020848311;1;1
grafo7546.42.gml;42;49;4;0.21;80.48;6369;154.08;12;11922;80.48;1.14531271572553;1;1
grafo7563.42.gml;42;58;5;0.01;31.42;4065;169.66;71;9089;31.42;2.25339839665389;1;1
grafo7572.42.gml;42;50;6;7.67;70.86;1410;168.74;8;2749;70.86;1.75751166861144;1;1
grafo7583.42.gml;42;56;5;2.04;67.24;3688;152.87;14;7476;67.24;1.45677368833203;1;1
grafo7588.42.gml;42;62;7;2;34.36;1704;165.59;67;4023;34.36;2.88754936603617;1;1
grafo7602.42.gml;42;56;6;3.1;57.34;5840;155.78;22;11712;57.34;1.74662828947368;1;1
grafo7607.42.gml;42;60;7;0.05;30.87;2215;21959.79;61;4983;30.87;2193.03156202403;1;1
grafo7609.42.gml;42;62;7;0.07;39.14;2339;160.32;61;5434;39.14;2.22945599292348;1;1
grafo7610.42.gml;42;55;6;5.67;52.95;0;153.51;23;14090;52.95;1.25332196404462;1;1
grafo7614.42.gml;42;57;7;0.29;33.23;5280;177.72;127;11522;33.23;2.79890016118327;1;1
grafo7629.42.gml;42;65;8;1.45;26.52;2467;164.31;81;6065;26.52;2.53449253449253;1;1
grafo7642.42.gml;42;62;8;1.37;67.23;244;188.85;20;548;67.23;2.26439912826899;1;1
grafo7651.42.gml;42;54;7;2.63;49.66;5137;156.25;23;10804;49.66;1.52796313949793;1;1
grafo7661.42.gml;42;60;6;2.28;34;2681;166.78;65;6046;34;2.50664961636829;1;1
grafo7665.42.gml;42;67;8;0.11;15.03;0;217.32;292;20218;15.03;8.12296448262598;1;1
grafo7666.42.gml;42;63;7;0.61;50.3;2734;155.41;43;6237;50.3;1.72567756816871;1;1
grafo7692.42.gml;42;54;6;3.87;46.73;4634;157.15;19;9407;46.73;1.87619457597934;1;1
grafo7704.42.gml;42;51;7;0.31;25.37;2734;22246.77;23;5195;25.37;2870.55359869694;1;1
grafo7709.42.gml;42;58;6;0.06;60.53;1789;157.54;23;3803;60.53;1.4852795739825;1;1
grafo7719.42.gml;42;60;8;0.36;35.26;2756;157.03;43;6108;35.26;1.63988187752565;1;1
grafo7727.42.gml;42;55;5;0.71;57.33;3124;157.69;13;6216;57.33;1.62354792775238;1;1
grafo7732.42.gml;42;53;5;28.38;74.82;141;203.15;10;297;74.82;1.93556070129011;1;1
grafo7744.42.gml;42;52;5;1.65;79.18;3956;155.98;5;7886;79.18;1.2446388261851;1;1
grafo7768.42.gml;42;53;5;15.01;88.28;4678;153.63;5;9370;88.28;1.20034952813702;1;1
grafo11623.43.gml;43;54;5;1.41;81.15;0;151.34;11;13789;81.15;1.16006657881961;1;1
grafo118.43.gml;43;58;6;1.89;58.69;6956;152.35;26;15137;58.69;1.13490969254102;1;1
grafo1435.43.gml;43;55;7;1.36;46.14;6026;161.86;52;12501;46.14;1.89341884257139;1;1
grafo1506.43.gml;43;50;6;8.09;66.4;5686;154.75;10;10684;66.4;1.42681752527684;1;1
grafo1522.43.gml;43;53;8;11.24;82.45;0;151.89;6;14084;82.45;1.13566240055344;1;1
grafo2096.43.gml;43;58;8;6.17;66.61;1050;169.86;21;2228;66.61;1.63917824074074;1;1
grafo2506.43.gml;43;56;6;10.8;65.86;635;179.79;8;1285;65.86;1.73180529300567;1;1
grafo2843.43.gml;43;51;5;5.05;69.47;0;152.56;7;13207;69.47;1.11214182642754;1;1
grafo2985.43.gml;43;55;5;3.12;57.58;2794;158.36;20;5623;57.58;1.63751438434983;1;1
grafo3152.43.gml;43;51;5;25.55;76.55;881;181.41;4;1650;76.55;1.61879348780653;1;1
grafo3191.43.gml;43;57;8;0.29;25.8;0;154.72;12;14485;25.8;1.4623274465952;1;1
grafo3227.43.gml;43;65;8;0.14;43.77;722;165.08;39;1803;43.77;2.58109483109483;1;1
grafo3233.43.gml;43;49;6;3.51;72.63;3260;162.36;3;6113;72.63;1.45286292654714;1;1
grafo3248.43.gml;43;61;8;4.57;31.09;858;170.32;23;1894;31.09;1.98455629351044;1;1
grafo3250.43.gml;43;58;8;0.22;60.4;4959;153.48;36;10690;60.4;2.00445310325633;1;1
grafo3269.43.gml;43;58;7;0.03;86.84;2485;153.82;7;5382;86.84;1.17329105003524;1;1
grafo3275.43.gml;43;60;8;1.1;42.06;2794;155.26;30;6204;42.06;1.62226539403666;1;1
grafo3294.43.gml;43;59;8;4.48;50.51;3961;155.91;27;8609;50.51;1.70249017038008;1;1
grafo3348.43.gml;43;58;8;0.05;47.94;878;172.73;31;1879;47.94;2.45244512899499;1;1
grafo3360.43.gml;43;56;7;2.18;62.49;2620;159.01;17;5438;62.49;1.99085891686789;1;1
grafo3365.43.gml;43;72;9;0.02;36.25;1536;169.44;103;4129;36.25;3.18739979251155;1;1
grafo3370.43.gml;43;57;7;0;0;3769;158469.11;61;8077;;13236.8725800774;1;1
grafo3404.43.gml;43;53;6;0.7;63.21;4869;154.68;21;9518;63.21;1.66470681709836;1;1
grafo3429.43.gml;43;65;8;0.64;46.07;1557;159.41;36;3595;46.07;1.76610327907158;1;1
grafo3451.43.gml;43;51;5;21.89;69.24;234;198.7;6;442;69.24;1.78768895546779;1;1
grafo3459.43.gml;43;66;8;1.19;25.72;1831;180.78;153;4874;25.72;2.77031767686611;1;1
grafo3491.43.gml;43;61;8;0;64.36;2598;155.73;20;5600;64.36;1.76361519913528;1;1
grafo3505.43.gml;43;56;5;2.94;68.58;2533;157.03;16;5272;68.58;1.68426294820717;1;1
grafo3515.43.gml;43;55;6;1.73;65.51;2477;155.02;15;4994;65.51;1.30284702758519;1;1
grafo3573.43.gml;43;58;6;7.38;58.66;3141;155.44;25;6696;58.66;1.50101976780671;1;1
grafo3600.43.gml;43;61;8;0;0;4366;73107.17;88;10014;;11345.459977567;1;1
grafo3654.43.gml;43;58;6;0.56;53.86;1914;162.76;19;3956;53.86;1.62577022073161;1;1
grafo3669.43.gml;43;52;7;0.87;66.86;0;151.36;4;13349;66.86;1.29704622976994;1;1
grafo3693.43.gml;43;58;5;0;49.3;3148;156.18;33;6745;49.3;1.54742777691951;1;1
grafo3707.43.gml;43;54;7;0.1;60.36;0;156.86;24;14123;60.36;1.51962492739192;1;1
grafo3710.43.gml;43;52;5;0.65;64.07;4722;153.93;15;9532;64.07;1.3587090238078;1;1
grafo3718.43.gml;43;59;8;0.02;12.07;0;184.61;149;16598;12.07;3.36012414383562;1;1
grafo3724.43.gml;43;54;6;1.42;65.74;4845;154.04;11;9900;65.74;1.23079648526077;1;1
grafo3801.43.gml;43;52;7;0.01;65.41;5369;154.14;20;10368;65.41;1.23131320274379;1;1
grafo3809.43.gml;43;48;5;6.56;86.8;2269;165.16;1;4194;86.8;1.54988052568698;1;1
grafo3824.43.gml;43;59;9;0.48;16.83;0;163.69;77;15466;16.83;2.42738628778488;1;1
grafo3829.43.gml;43;61;7;5.01;65.43;1447;161.19;12;3169;65.43;1.58260091145833;1;1
grafo3900.43.gml;43;60;8;3.22;47.97;1552;161;22;3415;47.97;1.85861890821422;1;1
grafo3913.43.gml;43;65;7;1.69;46.82;2212;161.7;64;5278;46.82;1.80736018077637;1;1
grafo3933.43.gml;43;57;6;0;55.09;3757;154.76;26;7862;55.09;1.46886418409391;1;1
grafo3938.43.gml;43;53;5;2.53;56.33;6088;152.5;18;11995;56.33;1.33764924794542;1;1
grafo3947.43.gml;43;63;8;0.02;60.71;3589;153.78;22;7955;60.71;1.37058505294072;1;1
grafo3972.43.gml;43;59;6;1.69;63.61;1005;165.54;19;2140;63.61;1.71421907797559;1;1
grafo3981.43.gml;43;53;6;0.32;51.82;1387;167.17;6;2702;51.82;1.47086603236336;1;1
grafo3988.43.gml;43;57;8;0.11;67.33;5011;152.71;17;10385;67.33;1.57710171853228;1;1
grafo3989.43.gml;43;56;5;2.68;63.18;2723;160.37;24;5517;63.18;1.31775300171527;1;1
grafo4009.43.gml;43;55;7;1.74;80.23;3489;153.17;12;7206;80.23;1.25950413223141;1;1
grafo4014.43.gml;43;60;11;0.27;48.79;3733;153.07;30;8108;48.79;1.5034195424888;1;1
grafo4023.43.gml;43;62;7;0.02;39.15;4212;7597.45;54;9630;39.15;706.113534374439;1;1
grafo4026.43.gml;43;55;7;1.13;66.89;2437;157.2;10;4905;66.89;1.43809385653152;1;1
grafo4053.43.gml;43;58;6;2.26;49.18;4032;156.14;19;8505;49.18;1.39948167345428;1;1
grafo4055.43.gml;43;61;10;1.51;26.14;3661;173.41;110;8489;26.14;2.30783029168616;1;1
grafo4071.43.gml;43;60;6;6.06;45.63;891;166.69;31;1938;45.63;1.93508539214061;1;1
grafo4090.43.gml;43;62;7;0.39;42.41;0;159.81;72;15938;42.41;2.08041112454655;1;1
grafo506.43.gml;43;51;6;0.43;86.23;0;150.49;8;13760;86.23;1.03323913336025;1;1
grafo5126.43.gml;43;53;7;1.58;86.14;0;151.03;10;14037;86.14;1.06922338090011;1;1
grafo5158.43.gml;43;63;7;1.22;46.71;1585;158.23;45;3652;46.71;1.84152861775791;1;1
grafo5162.43.gml;43;58;8;0.1;33.64;3504;165.19;67;7684;33.64;2.05407171444907;1;1
grafo5187.43.gml;43;61;6;0.35;31.22;0;175.99;129;17474;31.22;2.75539503386005;1;1
grafo5207.43.gml;43;66;9;0.07;24.66;6946;192.54;245;18359;24.66;8.21691678035471;1;1
grafo5216.43.gml;43;57;6;0.39;50.91;3208;156.17;28;6723;50.91;1.7165521753353;1;1
grafo5228.43.gml;43;56;7;2.64;71.05;4370;153.76;14;8782;71.05;1.22594752186589;1;1
grafo5240.43.gml;43;58;7;3.98;60.31;2325;156.84;21;5153;60.31;1.39914033632456;1;1
grafo5245.43.gml;43;59;8;4.58;69.42;5044;154.42;8;10663;69.42;1.44686478917069;1;1
grafo5267.43.gml;43;58;7;0.39;63.95;3520;152.89;12;7459;63.95;1.36321267671275;1;1
grafo5268.43.gml;43;53;7;7.23;81.6;2409;164.21;4;4724;81.6;1.58019375672766;1;1
grafo5298.43.gml;43;56;6;2.35;85.42;5701;151.16;13;11588;85.42;1.09707738748628;1;1
grafo5306.43.gml;43;58;7;2.21;38.06;4205;161.78;36;8983;38.06;2.05109427609428;1;1
grafo5318.43.gml;43;57;7;0.16;54.06;3049;155.61;25;6374;54.06;1.70722466201671;1;1
grafo5333.43.gml;43;58;8;0.02;63.52;2891;159.74;21;6456;63.52;1.36458333333333;1;1
grafo5337.43.gml;43;61;9;0.18;41.78;0;163.07;56;15440;41.78;1.74298285540889;1;1
grafo5339.43.gml;43;54;6;0.02;42.32;539;12772.58;15;1107;42.32;871.166637121078;1;1
grafo5371.43.gml;43;57;7;0.22;54.34;0;154.9;26;14477;54.34;1.33193007491973;1;1
grafo5402.43.gml;43;57;7;0.18;17.82;0;180.34;139;15862;17.82;3.71207849328973;1;1
grafo5441.43.gml;43;61;8;1.52;48.83;4868;156.84;35;10861;48.83;1.73077553697327;1;1
grafo5443.43.gml;43;59;8;0.29;58.97;3834;154.15;24;8373;58.97;1.72885432534274;1;1
grafo5467.43.gml;43;73;8;0;2.63;2316;213814.5;171;6853;2.63;16106.1971403265;1;1
grafo5472.43.gml;43;58;8;0.3;28.93;0;162.44;53;15933;28.93;2.33798748194511;1;1
grafo5476.43.gml;43;51;6;0.76;49.98;4503;153.43;13;8622;49.98;1.49366884426163;1;1
grafo5486.43.gml;43;54;6;0.29;48.94;0;157.33;44;14083;48.94;1.60006117611073;1;1
grafo5506.43.gml;43;65;8;0.96;57.42;1838;157.28;34;4339;57.42;1.82240730789898;1;1
grafo5511.43.gml;43;63;8;0.47;39.08;1486;162.09;52;3451;39.08;1.6980658126099;1;1
grafo5515.43.gml;43;64;9;0.52;30.23;4948;182.91;167;12034;30.23;3.19957601453664;1;1
grafo5519.43.gml;43;60;9;5.93;45.49;2847;160.66;45;6310;45.49;1.71875529930473;1;1
grafo5537.43.gml;43;54;9;0.64;46.15;4996;155.98;32;10167;46.15;1.71015434606011;1;1
grafo5566.43.gml;43;58;8;0.23;73.93;0;152.3;22;14954;73.93;1.24916060436486;1;1
grafo5621.43.gml;43;54;5;2.17;55.63;4472;154.82;18;9047;55.63;1.25278094694809;1;1
grafo5630.43.gml;43;55;6;0.07;52.94;4846;12579.46;16;9816;52.94;1616.01904491188;1;1
grafo5634.43.gml;43;60;6;1.44;45.43;0;158.94;67;15663;45.43;2.32901425296521;1;1
grafo5660.43.gml;43;62;8;0.02;17.46;6373;12330.62;169;15786;17.46;1624.29802569727;1;1
grafo5666.43.gml;43;56;8;1.2;74.63;0;151.43;13;14295;74.63;1.19564276439186;1;1
grafo5669.43.gml;43;55;7;0.01;30.3;2587;340628.66;25;5195;30.3;30800.013553719;1;1
grafo5687.43.gml;43;55;7;1.62;79.33;1683;159.21;12;3421;79.33;1.34328049620951;1;1
grafo5723.43.gml;43;59;5;5.77;61.82;6481;153.96;23;13822;61.82;1.49124482648838;1;1
grafo5727.43.gml;43;58;6;2.37;66.52;2210;156.33;27;4649;66.52;1.51152547349875;1;1
grafo5760.43.gml;43;55;6;0.38;49.54;3262;157.95;37;6597;49.54;2.09620277018751;1;1
grafo5828.43.gml;43;52;8;11.64;86.93;4693;153.49;5;9208;86.93;1.11137569737379;1;1
grafo5850.43.gml;43;56;7;0.75;32.22;0;163.26;53;14806;32.22;2.54603444609823;1;1
grafo5868.43.gml;43;55;8;6.06;71.88;834;176.63;5;1657;71.88;1.73656294200849;1;1
grafo5926.43.gml;43;62;9;1.85;52.26;3000;157.07;38;6810;52.26;1.78250313938887;1;1
grafo5950.43.gml;43;56;7;2.82;40.62;3690;156.75;32;7503;40.62;1.66651064825649;1;1
grafo5955.43.gml;43;58;7;1.62;59.26;3782;154.25;32;8518;59.26;1.5842733100706;1;1
grafo5976.43.gml;43;54;7;0.16;23.8;6545;168.25;64;13408;23.8;1.88514786597854;1;1
grafo5987.43.gml;43;63;7;0.84;31.49;0;169.77;101;16431;31.49;2.48711460968981;1;1
grafo6008.43.gml;43;68;8;1.01;22.24;0;187.78;199;18693;22.24;6.87323943661972;1;1
grafo6033.43.gml;43;50;6;0.01;82;0;151.55;5;13044;82;1.07389196202964;1;1
grafo6055.43.gml;43;56;6;0.03;17.64;5002;8578.96;51;10612;17.64;1047.66024699888;1;1
grafo6063.43.gml;43;59;7;2.16;40.31;262;193.04;20;578;40.31;2.42694024725275;1;1
grafo6144.43.gml;43;56;8;0.04;55.04;2474;160.44;22;5072;55.04;1.85932310612051;1;1
grafo6165.43.gml;43;52;6;11.41;51.1;221;200.12;9;435;51.1;2.14255304995676;1;1
grafo6183.43.gml;43;51;5;7.05;76.76;3115;159.67;4;5848;76.76;1.19063996223616;1;1
grafo6209.43.gml;43;58;8;1.41;49.11;0;162.68;41;14667;49.11;2.0684811237928;1;1
grafo6240.43.gml;43;53;5;13.12;79.39;3267;157.45;6;6362;79.39;1.26962817178604;1;1
grafo6252.43.gml;43;62;8;5.23;61.13;1372;162.4;26;3213;61.13;1.68504296251236;1;1
grafo6273.43.gml;43;56;6;2.25;54.92;0;153.15;26;14410;54.92;1.43544038346315;1;1
grafo6290.43.gml;43;62;8;1.41;51.57;1743;159.59;30;3926;51.57;1.66874948614651;1;1
grafo6296.43.gml;43;59;6;4.97;65.8;2447;155.44;18;5314;65.8;1.4941120682842;1;1
grafo6317.43.gml;43;78;9;1.56;17.93;0;213.9;367;26201;17.93;8.87690681165987;1;1
grafo6318.43.gml;43;71;8;0.15;29.6;2741;41960.85;95;7338;29.6;5086.97145284622;1;1
grafo6336.43.gml;43;54;7;0.62;81.46;4409;150.64;14;8774;81.46;1.13316333758323;1;1
grafo6343.43.gml;43;55;6;0.97;69.37;6419;155.72;32;12784;69.37;1.42224982532412;1;1
grafo6345.43.gml;43;57;7;0;36.45;3052;160.19;43;6496;36.45;2.23808639108221;1;1
grafo6346.43.gml;43;62;6;1.17;60.47;3283;152.83;26;7288;60.47;1.33711483568762;1;1
grafo6348.43.gml;43;56;7;0.49;43.46;0;163.16;78;15114;43.46;2.09405038117335;1;1
grafo6359.43.gml;43;59;6;5.62;68.34;6637;154.08;26;15356;68.34;1.40969364426155;1;1
grafo6372.43.gml;43;59;9;3.05;36.81;3223;159.54;62;7442;36.81;1.98913329243712;1;1
grafo6391.43.gml;43;62;6;0.38;37.8;2146;160.33;49;4904;37.8;1.7671370126075;1;1
grafo6393.43.gml;43;62;7;1.26;17.59;0;186.82;200;17622;17.59;3.75114013266998;1;1
grafo6406.43.gml;43;57;8;0.82;56.99;0;155.89;36;14807;56.99;2.20677146311971;1;1
grafo6830.43.gml;43;57;6;1.4;42.08;3209;157.25;26;6819;42.08;1.8965315503552;1;1
grafo6841.43.gml;43;56;8;0.03;23.19;5773;20001.15;102;12711;23.19;4003.83252714178;1;1
grafo6843.43.gml;43;58;7;1.61;57.99;602;178.54;30;1299;57.99;1.97737085008188;1;1
grafo6858.43.gml;43;61;8;4.14;49.59;1400;160.04;32;3112;49.59;1.71823290665002;1;1
grafo6869.43.gml;43;57;7;7.07;69.16;2184;155.68;14;4500;69.16;1.62100968077446;1;1
grafo6883.43.gml;43;54;7;3.86;82.9;0;150.57;13;14030;82.9;1.09918032786885;1;1
grafo6886.43.gml;43;62;8;0;54.19;1374;161.7;26;3116;54.19;1.91347117223791;1;1
grafo6901.43.gml;43;55;5;0.1;49.47;899;171.04;14;1800;49.47;1.49166608550108;1;1
grafo6921.43.gml;43;55;5;1.15;82.14;3948;151.97;14;8147;82.14;1.29681734317343;1;1
grafo6928.43.gml;43;56;5;0.36;45.42;6903;155.12;35;14601;45.42;1.62207760906242;1;1
grafo6936.43.gml;43;52;5;2.5;49.94;4766;155.56;23;9464;49.94;1.66981205646105;1;1
grafo6949.43.gml;43;50;6;1.06;88.71;4966;154.9;2;9739;88.71;1.19396318354088;1;1
grafo6978.43.gml;43;70;9;0.69;16.6;0;210.26;324;23131;16.6;5.72193473439645;1;1
grafo7006.43.gml;43;56;6;0.91;43.34;2401;12654.81;25;5050;43.34;762.19407993289;1;1
grafo7020.43.gml;43;61;9;0;45.96;991;164.89;32;2222;45.96;1.61643936601548;1;1
grafo7031.43.gml;43;63;10;2.87;54.01;437;179.56;17;992;54.01;1.88399322138345;1;1
grafo7040.43.gml;43;52;7;2.15;75.76;5346;152.68;11;10470;75.76;1.12209665118214;1;1
grafo7047.43.gml;43;55;6;0.56;40.15;5249;159.95;22;10523;40.15;2.39825412221144;1;1
