n;crossing resolution fa;crossing resolution rm;crossing resolution tr;crossing resolution rm-1;angular resolution fa;angular resolution rm;angular resolution tr;angular resolution rm-1;Aspect ratio fa;Aspect ratio rm;Aspect ratio tr;Aspect ratio rm-1;Crossing number fa;Crossing number rm;Crossing number tr;Crossing number rm-1;Time fa;Time rm;Time tr;Time rm-1;Iterations rm;Iterations rm-1;Iterations fa;sd crossing resolution fa;sd crossing resolution rm;sd crossing resolution rm-1;cr_up fa;cr_down fa;cr_up rm;cr_down rm;cr_up rm-1;cr_down rm-1;sd aspect ratio fa;sd aspect ratio rm;sd aspect ratio rm-1;asp_up fa;asp_down fa;asp_up rm;asp_down rm;asp_up rm-1;asp_down rm-1;sd crossing number fa;sd crossing number rm;sd crossing number rm-1;cn_up fa;cn_down fa;cn_up rm;cn_down rm;cn_up rm-1;cn_down rm-1;sd iterations fa;sd iterations rm;sd iterations rm-1;it_up fa;it_down fa;it_up rm;it_down rm;it_up rm-1;it_down rm-1;a;b
21;69.8437913043478;87.3351304347826;69.8437913043478;79.4849;23.1064739130435;16.4895304347826;23.1064739130435;17.907247826087;1.85190811193662;13.161030453358;1.85190811193662;1.93162414832374;7.47826086956522;5.26086956521739;7.47826086956522;6.47826086956522;458.173913043478;120.652173913043;458.173913043478;105.782608695652;752.173913043478;808.695652173913;2704.34782608696;16.955937778948;6.60460088612027;14.5379298389983;86.7997290832959;52.8878535253998;90;80.7305295486623;90;64.9469701610017;0.382920232449989;11.5287566216326;0.439119839088371;2.23482834438661;1.46898787948663;24.6897870749906;1.63227383172536;2.37074398741211;1.49250430923537;6.62549871342385;6.05443031855297;6.02924362222381;14.1037595829891;0.852762156141373;11.3152998837704;0;12.507504491789;0.449017247341409;6077.63996217952;496.230852818058;576.756639618369;8781.98778826647;0;1248.40476586154;255.94306022542;1385.45229179228;231.939012555544;n;=21
22;67.8967;86.3249647058823;67.8967;80.0588823529412;22.5413705882353;18.6609235294118;22.5413705882353;17.5675764705882;1.82998391698147;17.4597784651666;1.82998391698147;1.9144981129946;7.29411764705882;6.41176470588235;7.29411764705882;6.41176470588235;343.176470588235;174.352941176471;343.176470588235;105.294117647059;1123.52941176471;752.941176470588;2052.94117647059;15.1824067076007;8.14796702366158;12.1234009218348;83.0791067076008;52.7142932923993;90;78.1769976822208;90;67.9354814311064;0.311421497536512;18.4979242235644;0.396309755763467;2.14140541451798;1.51856241944495;35.9577026887311;1;2.31080786875806;1.51818835723113;4.85752902567696;4.86131185393166;4.65105933537474;12.1516466727358;2.43658862138187;11.273076559814;1.55045285195069;11.0628240412571;1.76070537050762;2991.26178373333;651.468928427045;473.177618684072;5044.20296020392;0;1774.99834019175;472.060483337661;1226.11879515466;279.763557786516;n;=22
23;69.4837285714286;87.7493428571429;69.4837285714286;79.3290142857143;20.8239785714286;15.3263071428571;20.8239785714286;17.4124785714286;1.81394706785077;22.5523580801473;1.81394706785077;2.0574094275361;7.28571428571429;6.14285714285714;7.28571428571429;7.21428571428571;644;198.285714285714;644;121.857142857143;1142.85714285714;850;3671.42857142857;12.4806418294295;4.66122464128082;10.4283900352582;81.9643704008581;57.0030867419991;90;83.088118215862;89.7574043209725;68.9006242504561;0.247470243873419;21.7298888105385;0.585070685189937;2.06141731172419;1.56647682397735;44.2822468906858;1;2.64248011272603;1.47233874234616;4.35763823521538;4.29413092948508;4.57717701761134;11.6433525209297;2.92807605049891;10.4369880723422;1.84872621337206;11.7914627318971;2.63710869667437;6207.49281376685;829.007085164383;487.931268804248;9878.92138519542;0;1971.86422802153;313.850057692759;1337.93126880425;362.068731195752;n;=23
24;64.1327666666667;87.8797888888889;64.1327666666667;82.1788666666667;19.8313;12.2709666666667;19.8313;15.5818;1.8564621183698;17.5550655478704;1.8564621183698;1.95157505322097;8.66666666666667;6.33333333333333;8.66666666666667;7.11111111111111;314.111111111111;183.666666666667;314.111111111111;183.333333333333;1011.11111111111;1333.33333333333;1411.11111111111;9.86079428938156;3.81960234135847;7.91298599897662;73.9935609560482;54.2719723772851;90;84.0601865475304;90;74.2658806676901;0.206559835182177;9.53957945397216;0.263269888698012;2.06302195355198;1.64990228318762;27.0946450018426;8.01548609389826;2.21484494191898;1.68830516452295;3.16227766016838;4.09267638593623;3.10017920628971;11.828944326835;5.50438900649829;10.4260097192696;2.24065694739711;10.2112903174008;4.0109319048214;2874.64973711774;648.930744464393;772.981241687015;4285.76084822885;0;1660.0418555755;362.180366646718;2106.31457502035;560.352091646318;n;=24
25;65.8426818181818;86.5165636363636;65.8426818181818;85.0930545454545;18.5615818181818;12.3789090909091;18.5615818181818;12.6291090909091;1.86433122878352;26.6037258533811;1.86433122878352;2.23572909318948;9.45454545454546;9.09090909090909;9.45454545454546;6.09090909090909;225.636363636364;201.363636363636;225.636363636364;181.545454545455;1009.09090909091;1290.90909090909;1136.36363636364;10.0950764727978;5.23488423124576;8.19425878507185;75.9377582909797;55.747605345384;90;81.2816794051179;90;76.8987957603827;0.209545086881548;24.993487626448;0.864633539231431;2.07387631566507;1.65478614190197;51.5972134798291;1.6102382269331;3.10036263242091;1.37109555395805;6.69871086648224;9.47052844834485;3.6456699097572;16.1532563210277;2.75583458806321;18.5614375392539;0;9.73657900066629;2.44523918115189;1694.85853526053;580.438705557349;622.020169214063;2831.22217162416;0;1589.52961464826;428.65220353356;1912.92926012315;668.888921695028;n;=25
26;65.8948444444444;85.8128555555556;65.8948444444444;82.1338611111111;22.4860944444444;16.0041611111111;22.4860944444444;18.5154722222222;1.90226905649744;27.937216658219;1.90226905649744;2.04057219255292;8.44444444444444;7.16666666666667;8.44444444444444;6.27777777777778;209.277777777778;178.666666666667;209.277777777778;161;905.555555555556;1083.33333333333;905.555555555556;14.9403084309931;10.4143895770522;7.69188629211012;80.8351528754375;50.9545360134514;90;75.3984659785033;89.8257474032213;74.441974819001;0.566399972572392;49.4691234584613;0.477004803368569;2.46866902906983;1.33586908392504;77.4063401166803;1;2.51757699592149;1.56356738918435;5.47961164598822;6.54621579055187;3.02549083145889;13.9240560904327;2.96483279845623;13.7128824572185;0.620450876114802;9.30326860923667;3.25228694631888;1565.61291220074;747.12958339172;670.601135066845;2471.16846775629;0;1652.68513894728;158.425972163836;1753.93446840018;412.732198266488;n;=26
27;74.2241529411765;89.2268411764706;74.2241529411765;85.0484882352941;26.2601764705882;17.1068058823529;26.2601764705882;20.3865823529412;1.76104478890328;22.1535979064013;1.76104478890328;1.97143783273473;6.64705882352941;3.82352941176471;6.64705882352941;4.82352941176471;324.647058823529;164.117647058824;324.647058823529;171.176470588235;894.117647058824;1129.41176470588;1270.58823529412;10.0299789951249;1.2618818501839;6.79782598757522;84.2541319363014;64.1941739460516;90;87.9649593262867;90;78.2506622477189;0.234324302430978;32.6888243586756;0.304653903290731;1.99536909133426;1.5267204864723;54.8424222650769;1;2.27609173602546;1.666783929444;3.46304014686858;2.06867391454185;2.27033296340116;10.110098970398;3.18401867666084;5.89220332630655;1.75485549722286;7.09386237516586;2.55319644836355;2159.79301840545;592.104919160547;508.385564658303;3430.38125369957;0;1486.22256621937;302.012727898277;1637.79732936419;621.02620004758;n;=27
28;70.2046;86.32808;70.2046;81.8378333333333;20.71338;19.30162;20.71338;18.8566866666667;1.81847685317392;36.4701207058593;1.81847685317392;1.99624832321843;7.6;7;7.6;6.53333333333333;224.933333333333;218.333333333333;224.933333333333;183.666666666667;1133.33333333333;1153.33333333333;840;15.3843847765936;7.66648928549251;11.961847457507;85.5889847765936;54.8202152234064;90;78.6615907145075;90;69.8759858758263;0.292950933651244;59.8772556607617;0.264030202072919;2.11142778682516;1.52552591952267;96.347376366621;1;2.26027852529135;1.73221812114551;5.19340240800081;6.71884343788848;4.77892197447241;12.7934024080008;2.40659759199919;13.7188434378885;0.281156562111516;11.3122553078057;1.75441135886093;1047.3094780709;1287.6704695283;867.563638395863;1887.3094780709;0;2421.00380286164;0;2020.8969717292;285.769694937471;n;=28
29;70.6001714285714;87.8371428571429;70.6001714285714;84.0099285714286;23.788380952381;17.4066523809524;23.788380952381;18.8096;1.8778547047671;17.0542246516916;1.8778547047671;1.98522366501966;8.0952380952381;6.71428571428571;8.0952380952381;6.80952380952381;704.857142857143;205.809523809524;704.857142857143;162.428571428571;1076.19047619048;990.476190476191;2623.80952380952;9.91460532452719;2.65754865441283;7.65072301937162;80.5147767530986;60.6855661040442;90;85.17959420273;90;76.359205552057;0.281584317491886;13.8344463675499;0.287228768724477;2.15943902225898;1.59627038727521;30.8886710192415;3.21977828414169;2.27245243374414;1.69799489629518;3.52001082249419;2.81323403119714;3.01029977940815;11.6152489177323;4.57522727274391;9.52751974548286;3.90105168308857;9.81982358893196;3.79922403011566;4802.48943381501;540.282113256363;794.924374959506;7426.29895762453;0;1616.47258944684;535.908362934113;1785.4005654357;195.551815516684;n;=29
30;70.8851210526316;87.2595263157895;70.8851210526316;77.8091578947368;20.438;16.5325421052632;20.438;18.2821263157895;1.93932414630983;19.8602048156712;1.93932414630983;2.04674251086759;8.31578947368421;6.47368421052632;8.31578947368421;7.10526315789474;184.210526315789;194.736842105263;184.210526315789;175.157894736842;921.052631578947;1010.52631578947;626.315789473684;12.1348764675569;4.8714080881133;15.1328541282174;83.0199975201885;58.7502445850747;90;82.3881182276762;90;62.6763037665194;0.337857718727333;18.6791104452476;0.424569083128198;2.27718186503716;1.6014664275825;38.5393152609188;1.18109437042361;2.47131159399578;1.62217342773939;5.86943714487691;5.65064815409733;5.61639204909369;14.1852266185611;2.4463523288073;12.1243323646236;0.823036056428991;12.7216552069884;1.48887110880105;1029.47781005882;510.532344571626;676.506333091901;1655.79359953251;0;1431.58497615057;410.520287007322;1687.03264888137;334.019982697573;n;=30
31;68.5674095238095;83.0109047619048;68.5674095238095;77.4487285714286;23.4145428571429;16.2737476190476;23.4145428571429;19.4748476190476;1.90192903394068;20.7509550211064;1.90192903394068;2.01334835399832;9.71428571428571;7.80952380952381;9.71428571428571;8.71428571428571;758.142857142857;206.428571428571;758.142857142857;207.857142857143;961.904761904762;1266.66666666667;2557.14285714286;12.3652304378004;15.191889771239;11.0581599415157;80.9326399616099;56.2021790860092;90;67.8190149906658;88.5068885129443;66.3905686299129;0.340481265940311;15.344494452202;0.317426872335372;2.24241029988099;1.56144776800037;36.0954494733083;5.40646056890442;2.33077522633369;1.69592148166295;6.34147346555087;6.64544240528084;7.1982140642166;16.0557591798366;3.37281224873485;14.4549662148046;1.16408140424297;15.9124997785023;1.51607165006911;5224.22926646328;492.418714587688;808.290376865476;7781.37212360613;0;1454.32347649245;469.486047317074;2074.95704353214;458.376289801191;n;=31
32;73.6657119047619;87.8222880952381;73.6657119047619;81.8474261904762;27.1595619047619;22.6012952380952;27.1595619047619;23.076830952381;1.74797602213956;14.7602999363843;1.74797602213956;1.98833861832755;7.16666666666667;5.83333333333333;7.16666666666667;6.14285714285714;388.761904761905;232.238095238095;388.761904761905;202.666666666667;1090.47619047619;1166.66666666667;1423.80952380952;11.0691846349246;4.93733533654183;9.26777137630421;84.7348965396865;62.5965272698374;90;82.8849527586963;90;72.579654814172;0.245600116044396;11.4618437071535;0.424873857474208;1.99357613818395;1.50237590609516;26.2221436435378;3.29845622923081;2.41321247580175;1.56346476085334;6.10843745405331;5.26801979118579;5.42609516234294;13.27510412072;1.05822921261336;11.1013531245191;0.565313542147541;11.5689523052001;0.716761980514209;3922.34434153423;684.251246043413;670.880988561316;5346.15386534376;0;1774.7274365196;406.224944432778;1837.54765522798;495.785678105351;n;=32
33;70.2849754716981;86.5241018867925;70.2849754716981;78.4736056603774;24.4109;16.9591547169811;24.4109;18.895841509434;1.80074941038541;20.5009153344507;1.80074941038541;2.12533607884905;9.0377358490566;7.9622641509434;9.0377358490566;7.79245283018868;507.283018867925;225.452830188679;507.283018867925;169.264150943396;988.679245283019;933.962264150943;1571.69811320755;14.2136882769461;5.3672596604316;13.3321677264689;84.4986637486442;56.071287194752;90;81.1568422263609;90;65.1414379339085;0.302491050642432;33.32488432885;0.393627749616447;2.10324046102785;1.49825835974298;53.8257996633008;1;2.51896382846549;1.7317083292326;7.48321779859374;7.16552178611886;6.38615838105543;16.5209536476503;1.55451805046286;15.1277859370623;0.796742364824538;14.1786112112441;1.40629444913325;3633.46504246347;667.849700202791;624.482369100883;5205.16315567102;0;1656.52894548581;320.829545080228;1558.44463325183;309.47989505006;n;=33
34;70.9225387096774;88.1399935483871;70.9225387096774;80.1744193548387;23.7275306451613;21.03395;23.7275306451613;21.4883290322581;1.82004761511155;16.2769680922407;1.82004761511155;2.10863481427372;7.58064516129032;6.03225806451613;7.58064516129032;6.43548387096774;469.112903225807;212.032258064516;469.112903225807;171.548387096774;924.193548387097;974.193548387097;1451.61290322581;10.8123188452461;2.92461030879643;9.02154389701944;81.7348575549235;60.1102198644314;90;85.2153832395907;89.1959632518582;71.1528754578193;0.2913910369032;12.2908266948294;0.345242701623423;2.11143865201475;1.52865657820835;28.5677947870702;3.98614139741132;2.45387751589714;1.76339211265029;4.13917069026791;3.52028194630647;3.57413737267498;11.7198158515582;3.44147447102241;9.5525400108226;2.51197611820966;10.0096212436427;2.86134649829276;3740.81353190539;588.603650181406;609.201434793465;5192.4264351312;0;1512.7971985685;335.589898205691;1583.39498318056;364.992113593632;n;=34
35;69.2057462365591;86.6832473118279;69.2057462365591;78.4885870967742;23.8006870967742;17.0567290322581;23.8006870967742;19.3606774193548;1.83059541913293;25.5536743545627;1.83059541913293;2.09120026196898;9.49462365591398;8.53763440860215;9.49462365591398;8.32258064516129;326.537634408602;282.58064516129;326.537634408602;207.956989247312;1162.36559139785;1121.50537634409;868.817204301075;12.1427157043311;5.83379415640105;11.8881599920771;81.3484619408902;57.0630305322281;90;80.8494531554269;90;66.6004271046971;0.356421727129421;27.0517485052608;0.349397504549215;2.18701714626235;1.4741736920035;52.6054228598235;1;2.44059776651819;1.74180275741976;5.49826782192431;7.15596306492908;5.29799242191463;14.9928914778383;3.99635583398967;15.6935974735312;1.38167134367307;13.6205730670759;3.02458822324666;1334.65339048918;858.704025855574;655.718898940165;2203.47059479026;0;2021.06961725342;303.661565542275;1777.22427528425;465.786477403921;n;=35
36;67.7714609195403;86.6272206896552;67.7714609195403;79.0961327586207;21.4260235632184;17.0262482758621;21.4260235632184;17.6068862068965;1.86876553152044;29.0384400825858;1.86876553152044;2.13056596632257;10.2413793103448;9.26436781609195;10.2413793103448;8.44827586206897;524.890804597701;289.862068965517;524.890804597701;209.459770114943;1183.90804597701;1082.18390804598;1350;11.147909482122;6.05475890467896;11.2215180254865;78.9193704016622;56.6235514374183;90;80.5724617849763;90;67.8746147331341;0.310651328391703;51.0659186846418;0.537934006869111;2.17941685991215;1.55811420312874;80.1043587672276;1;2.66849997319168;1.59263195945346;6.16716181007992;8.11401381057887;5.21394000929912;16.4085411204247;4.07421750026491;17.3783816266708;1.15035400551309;13.6622158713681;3.23433585276985;3152.4969459493;796.505890194216;704.546630409679;4502.4969459493;0;1980.41393617123;387.402155782796;1786.73053845566;377.637277636298;n;=36
37;65.5418020100503;84.896311557789;65.5418020100503;75.5885618090452;20.8176683417085;15.3995904522613;20.8176683417085;17.071824120603;1.89087586275751;24.750524494261;1.89087586275751;2.15279838576006;11.7336683417085;10.9748743718593;11.7336683417085;9.9748743718593;373.025125628141;300.668341708543;373.025125628141;215.542713567839;1152.26130653266;1059.79899497487;922.613065326633;12.2059148017497;7.3327511863575;12.0558446175443;77.7477168117999;53.3358872083006;90;77.5635603714315;87.6444064265895;63.5327171915009;0.338332285385459;31.5963847360202;0.404490377120886;2.22920814814297;1.55254357737205;56.3469092302812;1;2.55728876288095;1.74830800863917;7.66893392763407;8.61431577210353;7.00680562813044;19.4026022693426;4.06473441407447;19.5891901439628;2.36055859975577;16.9816799999897;2.96806874372885;2011.39210198043;726.123241383356;744.604809969213;2934.00516730706;0;1878.38454791602;426.138065149307;1804.40380494409;315.194185005661;n;=37
38;64.6593439814815;84.6498949074074;64.6593439814815;76.2407694444444;20.0305958333333;15.0336634259259;20.0305958333333;17.0932194444445;1.91857680571276;33.2786775840785;1.91857680571276;2.21160428498655;12.5138888888889;12.0740740740741;12.5138888888889;10.6944444444444;503.175925925926;334.907407407407;503.175925925926;247.708333333333;1210.64814814815;1177.77777777778;1171.2962962963;11.9916530497564;7.59345578340534;11.4359229108854;76.6509970312378;52.6676909317251;90;77.056439124002;87.6766923553298;64.804846533559;0.305901346182907;46.9354449402271;0.473140042039592;2.22447815189567;1.61267545952985;80.2141225243056;1;2.68474432702614;1.73846424294695;8.1571650152042;11.2854742643467;7.46210062492018;20.6710539040931;4.35672387368469;23.3595483384208;0.788599809727371;18.1565450693646;3.23234381952427;2695.54502150548;744.360219308889;684.762166599617;3866.84131780177;0;1955.00836745704;466.287928839259;1862.53994437739;493.015611178161;n;=38
39;62.6917474903475;83.4042656370655;62.6917474903475;73.2563853281854;19.1476544401544;14.5734544401544;19.1476544401544;15.585211969112;1.95540808224736;30.6669788665287;1.95540808224736;2.22651954767519;14.5791505791506;13.5057915057915;14.5791505791506;12.7760617760618;544.19305019305;346.474903474903;544.19305019305;248.938223938224;1274.90347490347;1117.76061776062;1169.11196911197;11.7447338084266;8.26277847648184;12.4164470415181;74.4364812987741;50.9470136819209;90;75.1414871605837;85.6728323697034;60.8399382866673;0.274334595905298;35.2437456702609;0.381741548101214;2.22974267815265;1.68107348634206;65.9107245367896;1;2.6082610957764;1.84477799957398;8.49558193733556;9.59706457720261;8.11903008656555;23.0747325164861;6.08356864181502;23.1028560829941;3.90872692858889;20.8950918626273;4.65703168949623;2921.8190785407;818.693591078585;678.856485953067;4090.93104765267;0;2093.59706598206;456.20988382489;1796.61710371368;438.904131807551;n;=39
40;62.3280070484582;83.6631207048458;62.3280070484582;73.4980753303965;19.1267083700441;13.8268986784141;19.1267083700441;15.0684726872247;1.96527229667849;36.8212237867824;1.96527229667849;2.2841487762769;14.9030837004405;13.8149779735683;14.9030837004405;12.6299559471366;469.845814977974;373.850220264317;469.845814977974;265.36563876652;1355.94713656388;1179.73568281938;970.044052863436;11.7395443684799;7.58083314803688;12.2725228983614;74.067551416938;50.5884626799783;90;76.0822875568089;85.7705982287579;61.2255524320351;0.321380781852023;41.982500421674;0.499848747828136;2.28665307853051;1.64389151482647;78.8037242084565;1;2.78399752410503;1.78430002844876;8.29912775068361;8.95125172314001;7.45277649146136;23.2022114511241;6.60395594975692;22.7662296967083;4.86372625042827;20.0827324385979;5.1771794556752;2084.49427193556;771.446954931276;749.946263977524;3054.538324799;0;2127.39409149515;584.500181632601;1929.68194679691;429.789418841859;n;=40
41;60.7297153439153;83.1588148148148;59.9281514705882;73.0808560846561;18.3719608465608;13.0051095238095;17.9175044117647;14.6281534391534;2.00785477188328;36.442245617309;2.06088047727766;2.31114471500009;15.6878306878307;15.4232804232804;15.7794117647059;13.6243386243386;692.883597883598;384.814814814815;692.883597883598;286.121693121693;1307.40740740741;1223.80952380952;1375.66137566138;11.6762114216246;7.72414372128845;12.4744970785389;72.4059267655399;49.0535039222908;90;75.4346710935264;85.555353163195;60.6063590061171;0.335678326799751;42.5716047391533;0.528151063171621;2.34353309868303;1.67217644508352;79.0138503564623;1;2.83929577817171;1.78299365182847;8.54854162334574;10.5412405821786;7.59420553263852;24.2363723111764;7.13928906448495;25.9645210054591;4.88203984110178;21.2185441569771;6.0301330917001;3940.49357147696;748.436773824566;785.719812083356;5316.15494713834;0;2055.84418123197;558.970633582842;2009.52933589288;438.089711726168;n;=41
42;60.5273915789474;81.8046215789474;59.916349122807;72.5785773684211;18.4939405263158;12.3390147368421;18.209049122807;13.09786;2.04039764044154;29.1005724935239;2.06429552184978;2.35725364727979;17.3842105263158;16.7947368421053;17.1929824561403;14.9368421052632;867.789473684211;380.452631578947;867.789473684211;282.947368421053;1240;1155.78947368421;1644.73684210526;12.8791122565106;9.71766849936784;12.7239593827606;73.406503835458;47.6482793224368;90;72.0869530795796;85.3025367511817;59.8546179856605;0.364042792619387;22.3605396489365;0.530331005847956;2.40444043306092;1.67635484782215;51.4611121424603;6.7400328445874;2.88758465312775;1.82692264143184;10.3808310907816;14.667928289324;9.67165774414659;27.7650416170974;7.00337943553417;31.4626651314293;2.12680855278125;24.6084998494097;5.26518436111657;4836.43017200583;702.286515039517;661.122308477726;6481.1670141111;0;1942.28651503952;537.713484960483;1816.91178216194;494.667165206485;n;=42
43;59.6437169902913;81.2790315533981;61.161286440678;72.0041194174757;17.418959223301;12.805590776699;18.0542203389831;13.9156470873786;2.07727592635945;31.7961810169231;2.08060148862387;2.33579791799385;18.6650485436893;18.3058252427184;17.135593220339;16.0145631067961;664.077669902913;385.300970873786;664.077669902913;278.800970873786;1246.11650485437;1119.90291262136;1273.30097087379;13.6756237288193;9.74861088811767;12.0439527858797;73.3193407191106;45.9680932614719;90;71.5304206652804;84.0480722033554;59.960166631596;0.456301923993885;31.6388944676018;0.433145091916738;2.53357785035334;1.62097400236557;63.4350754845249;1;2.76894300991059;1.90265282607712;13.7783655707965;16.6020470394773;12.0965538956207;32.4434141144858;4.88668297289283;34.9078722821958;1.70377820324111;28.1111170024168;3.9180092111754;4611.6200821561;692.43963619585;709.546052264515;5884.92105302988;0;1938.55614105022;553.676868658519;1829.44896488587;410.356860356844;n;=43
44;59.5540615384615;81.5638201183433;64.0914868421053;71.3344325443787;17.6410041420118;12.938924260355;18.8176105263158;13.9771;2.08734297364429;33.5752953280759;2.05837021993638;2.40396873117792;18.6272189349112;18.2189349112426;15.6315789473684;15.7278106508876;525.449704142012;414.562130177515;525.449704142012;283.905325443787;1275.73964497041;1085.20710059172;931.360946745562;12.6025457429763;8.6934527534312;12.674436581009;72.1566072814378;46.9515157954853;90;72.8703673649121;84.0088691253877;58.6599959633698;0.432589884403904;37.9287188394456;0.541909179907745;2.5199328580482;1.65475308924039;71.5040141675216;1;2.94587791108567;1.86205955127018;11.4931436064175;14.1477954298718;10.149911825192;30.1203625413287;7.13407532849378;32.3667303411144;4.07113948137085;25.8777224760795;5.57789882569561;2625.63346889652;762.945937298541;690.035444877564;3556.99441564208;0;2038.68558226896;512.793707671873;1775.24254546928;395.171655714152;n;=44
45;57.7178006944444;79.47846875;59.4653434782609;69.065225;16.3185861111111;11.0091826388889;16.9023652173913;12.9421152777778;2.10835519714728;36.1782805404418;2.00321027696201;2.41279206038482;20.5416666666667;21.0902777777778;17.9565217391304;18.0694444444444;363.659722222222;423.097222222222;363.659722222222;299.326388888889;1288.88888888889;1132.63888888889;616.666666666667;13.0143910650608;11.7548243282568;13.6770750064565;70.7321917595053;44.7034096293836;90;67.7236444217432;82.7423000064565;55.3881499935435;0.387153955991095;44.3472356432103;0.564803878005191;2.49550915313837;1.72120124115618;80.5255161836521;1;2.97759593839002;1.84798818237963;13.4475801759057;16.6153157058846;12.2546710248363;33.9892468425724;7.09408649076095;37.7055934836624;4.47496207189316;30.3241154692807;5.81477341960816;670.246797255138;870.263291974445;765.225855513005;1286.9134639218;0;2159.15218086333;418.625596914444;1897.86474440189;367.413033375884;n;=45
46;58.0564604651163;79.0220736434108;63.785868;67.9149852713178;16.0226224806202;11.0165674418605;16.470272;12.9377387596899;2.12427490983535;30.5533063150966;2.07408666309529;2.46696619763501;21.015503875969;22.015503875969;17.36;18.8062015503876;836.395348837209;455.480620155039;836.395348837209;296.53488372093;1362.01550387597;1103.1007751938;1417.82945736434;13.3290890732299;10.5379601718955;13.2622824810868;71.3855495383462;44.7273713918864;89.5600338153063;68.4841134715153;81.1772677524046;54.6527027902311;0.395500004039756;23.8734193414023;0.564124676754597;2.5197749138751;1.72877490579559;54.4267256564989;6.67988697369434;3.0310908743896;1.90284152088041;12.539303519412;16.4159718796037;11.6451958437937;33.554807395381;8.476200356557;38.4314757555726;5.59953199636533;30.4513973941813;7.1610057065939;4157.51295872159;702.917335828155;845.293771464997;5575.34241608594;0;2064.93283970412;659.098168047814;1948.3945466588;257.807003728801;n;=46
47;56.7872495412844;77.8840596330275;60.6465777777778;68.0465146788991;17.1847256880734;11.9258862385321;18.7091962962963;12.6788348623853;2.12850588968196;34.599579858824;2.06369152018845;2.39998322812492;23.1192660550459;24.4036697247706;18.4814814814815;20.1559633027523;720.788990825688;460.211009174312;720.788990825688;308.422018348624;1300.91743119266;1134.8623853211;1237.61467889908;14.5633299707698;12.3915263542764;14.2114804015967;71.3505795120543;42.2239195705146;90;65.4925332787512;82.2579950804958;53.8350342773024;0.393608197698623;25.3099233679561;0.55625160965354;2.52211408738058;1.73489769198334;59.9095032267801;9.28965649086786;2.95623483777846;1.84373161847138;16.4832826482999;20.8544867124093;15.6892120945186;39.6025487033458;6.63598340674597;45.25815643718;3.54918301236133;35.8451753972709;4.46675120823369;3390.47655862673;726.673727392307;638.049131219386;4628.09123752581;0;2027.59115858497;574.243703800353;1772.91151654049;496.813254101715;n;=47
48;59.2189367088607;79.7914518987342;62.5648230769231;68.2667860759494;17.8579886075949;12.0664632911392;21.8943730769231;13.745170886076;2.02882607527203;38.1494445452998;1.98038061569429;2.45104175274431;21.9113924050633;22.0886075949367;17.8076923076923;18.9746835443038;679.974683544304;445.26582278481;679.974683544304;282.848101265823;1298.73417721519;1008.86075949367;1058.22784810127;14.7754899878418;11.5425658781975;15.0537433268166;73.9944266967026;44.4434467210189;90;68.2488860205367;83.320529402766;53.2130427491328;0.362188187116659;51.3855032239966;0.567335119354175;2.39101426238869;1.66663788815538;89.5349477692964;1;3.01837687209849;1.88370663339014;14.5850203039667;17.7555985200607;12.9267905901919;36.49641270903;7.32637210109659;39.8442061149974;4.33300907487598;31.9014741344957;6.04789295411188;2920.95030176284;743.948866261529;689.330755602801;3979.1781498641;0;2042.68304347672;554.785310953661;1698.19151509647;319.53000389087;n;=48
49;59.8344847058824;79.8974011764706;59.3929933333333;69.4209552941176;17.0130294117647;12.6775164705882;17.4315033333333;14.1471294117647;2.06266375293825;29.9565636196337;1.99446657063464;2.45592630966421;20.5294117647059;20.4352941176471;20.7;17.6;832.44705882353;441.458823529412;832.44705882353;311.364705882353;1336.47058823529;1090.58823529412;1248.23529411765;12.6718755794786;10.4953729609596;13.322097891326;72.506360285361;47.1626091264037;90;69.402028215511;82.7430531854437;56.0988574027916;0.370585335216424;22.3973253271752;0.583376226291357;2.43324908815467;1.69207841772182;52.3538889468089;7.5592382924585;3.03930253595557;1.87255008337286;14.4795325458075;17.4856724061672;13.457340004622;35.0089443105134;6.0498792188984;37.9209665238143;2.94962171147982;31.057340004622;4.14265999537799;3211.86830975613;853.403139651775;635.764168879761;4460.10360387378;0;2189.87372788707;483.067448583519;1726.35240417388;454.824066414357;n;=49
50;57.3082244897959;79.1752163265306;57.5876727272727;69.6824979591837;15.8957755102041;11.9294755102041;17.8014227272727;13.0809489795918;2.11971237518831;45.2324454711539;2.09243940132197;2.44971267042465;22.7959183673469;21.6938775510204;22.1818181818182;19.2244897959184;836.775510204082;496.734693877551;836.775510204082;341.571428571429;1367.34693877551;1161.22448979592;1189.79591836735;13.1174620342747;10.0741436477323;11.6478164221792;70.4256865240706;44.1907624555212;89.2493599742629;69.1010726787984;81.3303143813629;58.0346815370045;0.426744685408929;50.6740759492576;0.473923276937282;2.54645706059724;1.69296768977938;95.9065214204115;1;2.92363594736193;1.97578939348737;13.3681518166573;15.7058960288176;12.8050532117247;36.1640701840042;9.42776655068966;37.399773579838;5.98798152220285;32.0295430076431;6.41943658419363;2313.83924264767;732.96991613516;606.498257255882;3503.63516101501;0;2100.31685491067;634.37702264035;1767.7227470518;554.726232540037;n;=50
