Graph;Nodes;Edges;Max Degree;Crossing Only Angular Res;Crossing Only Crossing Res;Crossing Only Iterations;Crossing Only Edge Length;Crossing Only No of Crossings;Crossing Only Time;Crossing Only Non Planar Crossing;Aspect Ratio;Non-Planar;Valid
grafo5605.51.gml;51;77;6;0.01;19.52;0;191.56;315;22514;19.52;7.152;1;1
grafo6012.51.gml;51;81;9;0.02;19.65;0;207.23;390;23752;19.65;9.45261413289137;1;1
grafo6185.51.gml;51;69;6;0.98;25.32;0;172.7;128;17428;25.32;2.69322787938705;1;1
grafo6327.51.gml;51;70;6;0.73;57.19;897;173.86;19;2183;57.19;2.17740699753128;1;1
grafo6370.51.gml;51;79;8;0.97;32.75;1342;167.06;78;3790;32.75;2.98509437290527;1;1
grafo6428.51.gml;51;67;7;0.39;59.77;2736;160.63;14;6457;59.77;1.43762886597938;1;1
grafo6449.51.gml;51;65;6;1.34;50.3;2171;160.8;15;4915;50.3;1.49322157434402;1;1
grafo6466.51.gml;51;64;5;1.45;56.28;0;154.02;21;15422;56.28;1.35222967064996;1;1
grafo6475.51.gml;51;66;7;1.38;81.88;6448;151.6;14;15342;81.88;1.15125689321779;1;1
grafo6526.51.gml;51;65;7;13.69;58.67;1465;168.05;14;3319;58.67;1.73125147859002;1;1
grafo6580.51.gml;51;67;7;0.51;59.45;1452;162.77;21;3372;59.45;1.66930192110048;1;1
grafo6687.51.gml;51;72;8;0.57;49.86;2780;154.1;31;7133;49.86;1.67987779003649;1;1
grafo6731.51.gml;51;67;6;0.26;43.58;5699;157.88;58;13347;43.58;1.65556620348187;1;1
grafo6747.51.gml;51;65;8;1.68;51.14;2724;162.56;32;6243;51.14;1.84300451321728;1;1
grafo6846.51.gml;51;71;8;1.13;29.7;5705;162.95;52;14917;29.7;2.32722207243642;1;1
grafo6893.51.gml;51;68;5;9.1;65.23;618;183.99;17;1462;65.23;2.40866414099819;1;1
grafo6894.51.gml;51;68;5;1.05;65.53;0;151.86;22;16729;65.53;1.28604455653636;1;1
grafo7532.51.gml;51;71;8;4.07;64.11;2657;156.05;30;6540;64.11;1.93851701183432;1;1
grafo7550.51.gml;51;66;8;0.41;47.73;1865;163.56;31;4406;47.73;2.13503023738605;1;1
grafo7562.51.gml;51;81;9;1.53;40.01;2428;163.56;89;7337;40.01;2.599536813664;1;1
grafo7606.51.gml;51;71;7;0.11;56.8;2199;156.34;39;5543;56.8;2.1761779867957;1;1
grafo7730.51.gml;51;67;6;0.08;45.21;3453;4468.19;31;8465;45.21;461.836273036463;1;1
grafo7748.51.gml;51;65;7;0.22;54.1;5936;157.1;32;13590;54.1;1.58412897167006;1;1
grafo1358.52.gml;52;70;5;0.15;32.3;1504;8059.17;47;3692;32.3;1145.47922130321;1;1
grafo1417.52.gml;52;63;6;4.55;82.62;0;154.53;3;15726;82.62;1.25996414287684;1;1
grafo1431.52.gml;52;70;8;0.47;39.15;4390;165.17;74;10880;39.15;1.9995472723157;1;1
grafo1447.52.gml;52;62;8;0.8;68.15;5141;154.56;10;11281;68.15;1.15261451155249;1;1
grafo1448.52.gml;52;63;6;1.37;81.36;0;153.9;10;15609;81.36;1.19856206386128;1;1
grafo1474.52.gml;52;73;7;0.04;29.42;1846;162.46;51;4860;29.42;2.20955882352941;1;1
grafo1496.52.gml;52;66;5;0.01;46.89;1113;178.53;17;2608;46.89;1.67612228036354;1;1
grafo1591.52.gml;52;62;6;0.1;57.05;3611;6232.58;18;8178;57.05;667.004382864414;1;1
grafo2048.52.gml;52;65;8;0.05;33.71;4020;19905.45;26;9136;33.71;2256.93462910388;1;1
grafo2083.52.gml;52;63;6;2.26;85.55;5949;153.58;8;13037;85.55;1.17557039510295;1;1
grafo3165.52.gml;52;72;6;3.26;48.47;1992;161.99;45;5017;48.47;2.06090144130634;1;1
grafo3170.52.gml;52;78;7;0.74;48.02;2474;160.41;46;6602;48.02;2.15804284676834;1;1
grafo3185.52.gml;52;76;6;16.32;35.98;113;205.24;33;303;35.98;2.81435117002127;1;1
grafo3211.52.gml;52;77;7;0;27.24;3316;22639.74;99;9371;27.24;2905.34797608096;1;1
grafo3274.52.gml;52;68;7;1.98;43.46;5013;153.91;25;11785;43.46;1.52056;1;1
grafo3364.52.gml;52;77;7;0.01;0.01;5538;518699.97;173;15844;0.01;5849.88025341939;1;1
grafo3366.52.gml;52;65;7;10.26;67.33;2379;159.83;17;5317;67.33;1.35781113279935;1;1
grafo3384.52.gml;52;81;8;0;13.03;5953;45568.18;250;19783;13.03;3694.75043421624;1;1
grafo3411.52.gml;52;68;7;7.19;68.8;1728;165.55;24;4115;68.8;1.70655848546315;1;1
grafo3442.52.gml;52;73;8;3.58;51.12;2190;156.2;27;5534;51.12;2.04209473588508;1;1
grafo3455.52.gml;52;65;6;0.28;33;0;170;124;17014;33;2.42898735328906;1;1
grafo3490.52.gml;52;67;7;0.45;41.16;3740;152.02;27;8616;41.16;1.4243446267055;1;1
grafo3567.52.gml;52;68;6;0.05;25.99;4509;173.04;120;11043;25.99;2.41812375249501;1;1
grafo3579.52.gml;52;67;6;1.59;20.26;0;159.01;58;16674;20.26;2.20466768138001;1;1
grafo3628.52.gml;52;71;9;2.81;57.87;2443;156.47;32;6337;57.87;1.93782679738562;1;1
grafo3641.52.gml;52;71;8;1.45;50.95;2107;160.86;45;5210;50.95;1.72470190138576;1;1
grafo3704.52.gml;52;71;8;0.32;64.32;2663;158.44;18;6571;64.32;1.74688257706962;1;1
grafo3714.52.gml;52;76;7;0;21.87;4686;3663.96;183;13575;21.87;501.394323873122;1;1
grafo3755.52.gml;52;72;7;0.31;42.26;320;195.76;26;796;42.26;2.08336302101888;1;1
grafo3779.52.gml;52;67;8;5.12;55.63;1844;163.52;27;4329;55.63;1.72550453348932;1;1
grafo3810.52.gml;52;64;7;1.6;43.95;2677;162.07;20;6094;43.95;1.48346777123756;1;1
grafo3819.52.gml;52;67;7;3.37;68.83;3998;153.36;27;9941;68.83;1.32542347016634;1;1
grafo3832.52.gml;52;71;8;5.13;60.38;1798;161.26;27;4457;60.38;2.06786949612041;1;1
grafo3844.52.gml;52;78;8;1.19;2.69;0;201.26;320;22199;2.69;5.0728548833531;1;1
grafo3852.52.gml;52;68;6;1.3;39.95;3864;161.68;52;9451;39.95;1.71233650896173;1;1
grafo3993.52.gml;52;82;7;0;22.45;3602;15119;152;11334;22.45;2908.19480319803;1;1
grafo4025.52.gml;52;74;9;0.01;44.28;2460;157.82;56;6455;44.28;1.93998186763373;1;1
grafo4030.52.gml;52;65;6;7.7;60.88;807;184.57;14;1786;60.88;1.80217047252996;1;1
grafo4044.52.gml;52;71;7;2.76;38.24;3722;156.87;36;9034;38.24;1.75722543352601;1;1
grafo4075.52.gml;52;66;6;1.05;63.7;447;193.11;15;1032;63.7;2.21810364000297;1;1
grafo4103.52.gml;52;65;8;0.35;53.2;0;154.29;19;15841;53.2;1.42506469500924;1;1
grafo4205.52.gml;52;65;7;1.67;87.28;4585;152.4;9;10344;87.28;1.11992182046629;1;1
grafo4230.52.gml;52;73;7;0.03;59.52;1769;164.33;29;4444;59.52;1.85425470212942;1;1
grafo4267.52.gml;52;71;8;1.13;46.13;2332;159.71;30;5882;46.13;1.65072302558398;1;1
grafo4268.52.gml;52;65;6;0.99;66.12;3401;157.16;13;7815;66.12;1.40020161290323;1;1
grafo4344.52.gml;52;69;8;2.79;59.14;1815;162.61;18;4353;59.14;2.30070498915401;1;1
grafo4374.52.gml;52;73;7;2.72;40.91;2715;160.88;57;6980;40.91;2.20982735723772;1;1
grafo4444.52.gml;52;73;8;0.54;36.38;1277;169.97;43;3304;36.38;2.01867110799439;1;1
grafo4535.52.gml;52;67;6;0.19;51.49;2281;165.45;18;5250;51.49;1.58715802063089;1;1
grafo4556.52.gml;52;68;8;2.07;59.68;1915;164.61;22;4587;59.68;2.16123280692817;1;1
grafo4677.52.gml;52;72;7;1.21;50.24;776;179.44;25;1931;50.24;2.0896143916049;1;1
grafo4736.52.gml;52;65;6;8.75;66.89;4678;154.82;9;11009;66.89;1.29511304592052;1;1
grafo4874.52.gml;52;70;8;0.94;61.41;2522;159.7;28;6196;61.41;1.58601236476043;1;1
grafo4965.52.gml;52;68;7;13.91;48.86;162;203.86;17;405;48.86;2.19196394469483;1;1
grafo5026.52.gml;52;70;8;2.1;54.28;657;182.62;23;1606;54.28;2.06165901535539;1;1
grafo5070.52.gml;52;63;5;1.87;60.24;2449;167.57;12;5475;60.24;1.91923076923077;1;1
grafo5092.52.gml;52;66;8;1.07;58.59;932;175.39;16;2176;58.59;2.0339844029477;1;1
grafo5105.52.gml;52;81;9;0.36;48.52;836;170.6;69;2441;48.52;2.25428546817125;1;1
grafo5150.52.gml;52;70;9;0.15;50.11;1381;166.39;27;3490;50.11;2.01125388426976;1;1
grafo6130.52.gml;52;65;5;2.48;53.85;6323;152.09;24;14117;53.85;1.2756523583905;1;1
grafo6177.52.gml;52;69;5;0.15;44.99;3164;158.73;49;8095;44.99;1.69872547375482;1;1
grafo6230.52.gml;52;64;6;6.98;49.02;269;201.04;11;602;49.02;2.30518878024409;1;1
grafo6375.52.gml;52;79;8;0;11.93;4485;35079.23;83;14789;11.93;3980.73795976428;1;1
grafo6386.52.gml;52;79;8;0.38;28.85;3953;168.81;128;11358;28.85;2.96074907783978;1;1
grafo6496.52.gml;52;75;7;1.07;28.62;6533;175.35;183;18531;28.62;3.04043257989088;1;1
grafo6702.52.gml;52;73;8;1.8;60.5;1725;161.69;24;4358;60.5;1.76244046641485;1;1
grafo6703.52.gml;52;73;8;2.36;61.29;1848;160.06;22;4643;61.29;1.68005620299198;1;1
grafo6706.52.gml;52;67;6;0.19;77.13;0;152.11;19;16720;77.13;1.16976776720761;1;1
grafo6715.52.gml;52;72;7;0.2;43.36;3844;156.86;46;9638;43.36;1.87318959842001;1;1
grafo6759.52.gml;52;61;4;2.99;87.7;0;151.85;6;14929;87.7;1.04255890447741;1;1
grafo7115.52.gml;52;64;6;8.59;71.24;0;150.87;9;15290;71.24;1.08415128011531;1;1
grafo7166.52.gml;52;69;6;0.02;39.6;5595;155.18;36;13274;39.6;2.42759518385942;1;1
grafo7181.52.gml;52;81;8;0.03;37.04;3385;164.36;93;9929;37.04;2.16227180527383;1;1
grafo7186.52.gml;52;68;6;0.13;37.48;3198;5047.32;35;7572;37.48;627.637027006695;1;1
grafo7189.52.gml;52;71;7;0.19;61.61;3301;156.08;22;8269;61.61;1.46468725257324;1;1
grafo7190.52.gml;52;71;7;0.01;26.55;2312;7233.87;55;5621;26.55;764.703088525768;1;1
grafo7197.52.gml;52;68;6;0.05;43.44;2341;9549.75;20;5455;43.44;1181.66755338801;1;1
grafo7280.52.gml;52;71;6;0.45;63.6;6496;154.72;40;16280;63.6;1.55462252079335;1;1
grafo7434.52.gml;52;64;6;0.45;55.07;6356;155.78;23;14141;55.07;1.61535363299501;1;1
grafo7559.52.gml;52;67;6;6.39;64.08;5465;157.41;27;12887;64.08;1.74511483067341;1;1
grafo7678.52.gml;52;58;7;1.96;88.2;3582;161.25;4;7339;88.2;1.40558528887059;1;1
grafo7693.52.gml;52;74;6;0.09;47.33;951;170.07;38;2434;47.33;2.15310579100615;1;1
grafo7721.52.gml;52;71;6;0;75.63;2475;156.84;20;5970;75.63;1.35398037077426;1;1
grafo7741.52.gml;52;63;6;1.81;67.86;6878;152.75;16;15477;67.86;1.24044991511036;1;1
grafo1212.53.gml;53;72;9;0.02;31.55;4271;169.08;94;11269;31.55;3.74148177496038;1;1
grafo1262.53.gml;53;74;8;0.62;37.24;3443;166.47;82;9164;37.24;2.23593113661607;1;1
grafo1472.53.gml;53;68;5;0.05;31.3;3082;17674.66;34;7887;31.3;1875.22732933318;1;1
grafo1482.53.gml;53;67;8;0.09;28.6;6088;184.08;127;14395;28.6;3.86437135628644;1;1
grafo1515.53.gml;53;68;8;5.72;58.14;419;195.68;15;1050;58.14;1.85239380593834;1;1
grafo1547.53.gml;53;68;9;0.38;56.51;3701;159.63;22;8776;56.51;1.71464832555474;1;1
grafo1550.53.gml;53;67;7;0.7;52.41;6921;158.21;51;16144;52.41;1.85436268596703;1;1
grafo1558.53.gml;53;64;8;1.15;84.15;0;152.81;10;15497;84.15;1.18123134587353;1;1
grafo2097.53.gml;53;69;8;0.56;22.75;0;170.8;113;17888;22.75;2.41702317290553;1;1
grafo271.53.gml;53;67;5;2.19;18.42;0;156.83;29;16679;18.42;1.53913312215097;1;1
grafo2794.53.gml;53;73;6;0.75;12.35;0;187.95;210;20391;12.35;2.92475345984918;1;1
grafo3146.53.gml;53;78;9;0;38.46;1488;168.06;63;4147;38.46;1.98277237198915;1;1
grafo3147.53.gml;53;66;7;4.8;59.45;574;190.82;12;1378;59.45;1.74843971631206;1;1
grafo3196.53.gml;53;65;6;6.46;74.09;2783;158.96;22;6457;74.09;1.35656645004642;1;1
grafo3208.53.gml;53;80;7;0.76;48.04;626;175.48;39;1732;48.04;2.02575552188821;1;1
grafo3271.53.gml;53;80;8;0.01;24.41;5867;194.39;247;18204;24.41;7.38076502732241;1;1
grafo3289.53.gml;53;76;6;2.38;46.08;2528;157.74;52;6683;46.08;2.34002869440459;1;1
grafo3290.53.gml;53;74;7;0.01;32.19;6333;172.94;131;17709;32.19;4.85809822361547;1;1
grafo3297.53.gml;53;74;6;6.71;53.02;130;207.13;28;341;53.02;2.63151737967914;1;1
grafo3299.53.gml;53;70;7;1.81;58.73;3068;157.88;34;7399;58.73;1.31378889128404;1;1
grafo3301.53.gml;53;83;10;0.5;42.8;2291;163.54;86;6828;42.8;2.42643624474545;1;1
grafo3357.53.gml;53;73;7;3.01;45.05;4603;164.06;72;12112;45.05;2.15838539163864;1;1
grafo3426.53.gml;53;62;5;0.73;81.36;0;153.61;14;15550;81.36;1.16066126855601;1;1
grafo3441.53.gml;53;61;6;4.6;84.77;4646;153.5;8;9848;84.77;1.13066611387507;1;1
grafo3458.53.gml;53;65;5;2.74;73.84;1521;173.88;9;3365;73.84;1.67775082060796;1;1
grafo3475.53.gml;53;70;6;2.95;69.7;1811;158.93;22;4417;69.7;1.53683332068887;1;1
grafo3486.53.gml;53;68;6;0.01;77.18;2449;162.19;12;5744;77.18;1.39681435626348;1;1
grafo3550.53.gml;53;61;6;0.11;72.78;3692;4610.47;8;8281;72.78;488.286237346543;1;1
grafo3572.53.gml;53;76;7;2.6;46.15;605;178.74;50;1620;46.15;2.40418118466899;1;1
grafo3590.53.gml;53;78;7;0;11.3;6512;30188.7;146;20957;11.3;4165.84755992412;1;1
grafo3611.53.gml;53;67;8;15.48;43.68;475;190.55;11;1118;43.68;2.35856637737062;1;1
grafo3648.53.gml;53;63;6;14.07;59.85;2910;161.07;9;6396;59.85;1.54661713224262;1;1
grafo3666.53.gml;53;93;9;0.24;13.54;0;233.28;524;30038;13.54;12.4669194560669;1;1
grafo3723.53.gml;53;73;6;2.1;30.64;4717;160.14;75;12000;30.64;3.17954140694568;1;1
grafo3750.53.gml;53;66;7;2.46;55.22;2339;163.53;18;5342;55.22;1.53760824447148;1;1
grafo3763.53.gml;53;72;6;0.64;52.82;4237;154.65;34;10855;52.82;1.47032697756337;1;1
grafo3776.53.gml;53;77;8;0.29;43.11;1659;163.89;44;4674;43.11;1.79416295789113;1;1
grafo3836.53.gml;53;92;8;0.02;19.83;0;219.84;488;29771;19.83;9.94324601951721;1;1
grafo3949.53.gml;53;74;8;2.59;30.16;0;160.96;69;17742;30.16;2.10518104934724;1;1
grafo3973.53.gml;53;69;6;4.8;54.84;0;154.94;28;16716;54.84;1.4780190876982;1;1
grafo3982.53.gml;53;88;8;0.61;9.07;0;6122.43;206;26589;9.07;819.241164241164;1;1
grafo4003.53.gml;53;72;6;2.91;73.65;3133;154.68;25;7650;73.65;1.39114363307182;1;1
grafo4079.53.gml;53;62;7;0.97;52.66;0;157.69;38;15044;52.66;1.56318252730109;1;1
grafo4142.53.gml;53;74;7;2.94;56.39;754;177;28;1929;56.39;2.45874587458746;1;1
grafo4166.53.gml;53;66;8;1.37;51.47;2429;1072.62;36;5669;51.47;116.3807269284;1;1
grafo4167.53.gml;53;69;5;0.93;64.65;2993;155.72;27;7153;64.65;1.3752934939029;1;1
grafo4210.53.gml;53;70;7;11.09;50.6;850;179.4;25;2151;50.6;2.13533144097512;1;1
grafo4211.53.gml;53;72;7;0.11;31.35;5873;173.08;103;14766;31.35;2.31194326731817;1;1
grafo4216.53.gml;53;79;8;0.07;35.16;5017;166.79;139;14222;35.16;2.93761587959429;1;1
grafo4255.53.gml;53;68;7;0.1;48.2;0;154.87;24;17191;48.2;1.72058934642992;1;1
grafo4340.53.gml;53;69;5;0.01;64.28;4803;153.59;25;11484;64.28;1.35371796887282;1;1
grafo4418.53.gml;53;63;9;0;66.04;3975;154.59;11;9001;66.04;1.38382035839096;1;1
grafo4486.53.gml;53;70;6;0.76;60.96;3616;156.07;31;8798;60.96;1.43424053519842;1;1
grafo4505.53.gml;53;69;6;0.02;66.82;1427;171.38;20;3446;66.82;1.83310234152746;1;1
grafo4513.53.gml;53;70;6;1.63;36.49;6556;152.05;17;15483;36.49;1.56936037951906;1;1
grafo4579.53.gml;53;65;6;0;19.36;966;827218.29;25;2256;19.36;80166.7870770607;1;1
grafo4627.53.gml;53;72;7;1.05;44.03;3236;158.34;31;7954;44.03;1.63537005163511;1;1
grafo4716.53.gml;53;76;9;0.12;46.51;1276;165.66;52;3418;46.51;2.32867386765907;1;1
grafo4750.53.gml;53;64;7;0.65;53.95;6553;156.55;27;14824;53.95;2.12234551367897;1;1
grafo4769.53.gml;53;72;7;1.31;53.39;1673;162.14;41;4204;53.39;1.79631288251978;1;1
grafo4803.53.gml;53;70;7;5.23;34.92;1432;167.7;37;3570;34.92;2.18523689032371;1;1
grafo4824.53.gml;53;69;6;0.25;38.31;2318;4430.08;43;5679;38.31;938.884958004581;1;1
grafo4843.53.gml;53;70;6;0.71;56.77;3513;155.6;37;8588;56.77;1.36607469122268;1;1
grafo4871.53.gml;53;71;5;1.41;58.58;4692;157.01;21;11479;58.58;1.89653035935564;1;1
grafo4882.53.gml;53;75;7;0.22;36.84;3206;160.15;53;8325;36.84;1.84972293441403;1;1
grafo4895.53.gml;53;75;8;0.12;25.54;2698;167.32;95;7663;25.54;2.56218859568186;1;1
grafo4931.53.gml;53;64;7;0.47;80.82;0;151.71;9;15371;80.82;1.08402383071972;1;1
grafo4947.53.gml;53;66;7;2.09;56.86;1504;169.61;15;3402;56.86;1.59418262150221;1;1
grafo4966.53.gml;53;66;9;0.05;45.34;5586;14214.19;20;13032;45.34;1792.88574957542;1;1
grafo4996.53.gml;53;69;5;19.51;64.39;1034;178.78;11;2430;64.39;1.7796374799006;1;1
grafo5012.53.gml;53;72;8;1.64;33.98;4805;606.72;51;11825;33.98;68.5148370358359;1;1
grafo5040.53.gml;53;72;6;2.49;39.1;6693;163.32;81;16830;39.1;1.96313744937598;1;1
grafo5052.53.gml;53;77;7;1.35;53.21;3230;156.56;52;8503;53.21;1.82850437034639;1;1
grafo5057.53.gml;53;68;6;5.74;65.18;3584;160.23;9;8316;65.18;1.60605103088712;1;1
grafo5091.53.gml;53;77;7;0.66;43.43;2143;159.8;72;5859;43.43;2.76192818494835;1;1
grafo5103.53.gml;53;72;7;0;19.32;6637;30750.17;126;18619;19.32;6066.25838786023;1;1
grafo5114.53.gml;53;69;8;0.01;28.79;2695;44312.57;33;6484;28.79;3176.47804555959;1;1
grafo5129.53.gml;53;74;7;2.33;42.16;3378;159.67;57;8969;42.16;2.37947640311706;1;1
grafo5490.53.gml;53;65;9;0.14;45.94;3002;3723.23;37;6967;45.94;441.328324225865;1;1
grafo5729.53.gml;53;75;9;0;54.89;1042;167.27;37;2722;54.89;2.265605875153;1;1
grafo6038.53.gml;53;63;6;0.55;27.7;0;165.31;73;15844;27.7;2.40445187401021;1;1
grafo6125.53.gml;53;65;5;0.57;69.37;4469;154.84;18;10286;69.37;1.54101548433561;1;1
grafo6136.53.gml;53;79;7;5.61;46.88;2115;160.77;68;5797;46.88;1.90365285609218;1;1
grafo6147.53.gml;53;63;6;1.4;67.08;0;153.06;17;15363;67.08;1.31781407418715;1;1
grafo6201.53.gml;53;72;7;0.05;31.96;4757;166;116;12317;31.96;2.9441920074566;1;1
grafo6221.53.gml;53;64;6;2.84;59.26;5240;153.85;28;12297;59.26;1.26058373067476;1;1
grafo6608.53.gml;53;76;8;0.12;17.02;0;42683.56;167;21249;17.02;7590.04589980409;1;1
grafo6633.53.gml;53;77;7;0.41;26.94;0;183.67;208;20476;26.94;4.2831741515952;1;1
grafo6767.53.gml;53;73;6;2.36;35.37;2130;168.69;47;5425;35.37;2.03533244236552;1;1
grafo6773.53.gml;53;71;5;0.4;31.05;0;159.23;84;17794;31.05;1.68091412526324;1;1
grafo6800.53.gml;53;69;7;0.24;51.47;2515;165.91;39;6305;51.47;1.88234828077959;1;1
grafo6827.53.gml;53;69;7;4.67;54.2;601;184.55;18;1461;54.2;2.3427704752275;1;1
grafo7061.53.gml;53;74;7;0;21.04;1693;162.56;38;4257;21.04;2.01506480390507;1;1
grafo7062.53.gml;53;74;7;0.01;65.48;1452;164.41;34;3623;65.48;2.53192859771807;1;1
grafo7066.53.gml;53;77;7;2.54;64.78;1884;160.19;34;4903;64.78;2.14435550648634;1;1
grafo7077.53.gml;53;73;7;0.12;42.4;3476;161.74;50;8986;42.4;1.8780198019802;1;1
grafo7082.53.gml;53;65;6;0;0;1238;85593.92;35;2825;;5094.68190075533;1;1
grafo7095.53.gml;53;68;6;1.37;51.99;2590;166.42;13;6172;51.99;1.96229522406171;1;1
grafo7183.53.gml;53;80;8;1.91;36.35;2946;165.6;84;8322;36.35;2.06315331010453;1;1
grafo7194.53.gml;53;69;5;0;44.49;2163;159.18;26;5180;44.49;2.03988868274583;1;1
grafo7335.53.gml;53;69;6;2.65;62.99;1258;168.82;17;3093;62.99;1.75361766945925;1;1
grafo7687.53.gml;53;65;8;0.08;85.98;0;154.14;7;15451;85.98;1.22355248917749;1;1
grafo7688.53.gml;53;65;8;0.08;86;0;154.1;7;15560;86;1.22014067361017;1;1
grafo7758.53.gml;53;77;7;0;32.29;1622;166.35;64;4670;32.29;2.01812884428618;1;1
grafo1297.54.gml;54;67;8;1.9;37.23;6894;159.4;38;17454;37.23;1.95158701854494;1;1
grafo1328.54.gml;54;71;8;0;18.89;6482;12865.46;85;16667;18.89;1315.52943447211;1;1
grafo1483.54.gml;54;67;6;0.97;72.73;0;153.5;14;16383;72.73;1.47093378089716;1;1
