Graph;Nodes;Edges;Max Degree;Crossing Only Angular Res;Crossing Only Crossing Res;Crossing Only Iterations;Crossing Only Edge Length;Crossing Only No of Crossings;Crossing Only Time;Crossing Only Non Planar Crossing;Aspect Ratio;Non-Planar;Valid
grafo2815.35.gml;35;43;6;0.36;87.55;4965;151.65;4;8814;87.55;1.04974789915966;1;1
grafo2990.35.gml;35;48;7;18.54;38.09;1543;159.32;19;2919;38.09;1.84881836020817;1;1
grafo3006.35.gml;35;44;5;1.68;77.76;3401;154.07;3;5995;77.76;1.21240865654862;1;1
grafo3068.35.gml;35;50;8;3.38;55.18;1909;154.84;22;3689;55.18;1.80684122366217;1;1
grafo3093.35.gml;35;47;7;1.52;40.58;4009;164.09;63;7753;40.58;2.27289921642799;1;1
grafo320.35.gml;35;44;8;0.3;78.33;1401;158.03;7;2582;78.33;1.44711289007486;1;1
grafo3202.35.gml;35;47;10;0;61.24;3353;154.76;19;6275;61.24;1.31696787883222;1;1
grafo3347.35.gml;35;48;7;0.33;32.22;6218;3262.76;93;12366;32.22;527.215077393465;1;1
grafo3378.35.gml;35;48;6;4.26;63.65;1765;156.01;11;3353;63.65;1.39569101418812;1;1
grafo3499.35.gml;35;47;8;0.68;34.32;5867;178.27;97;11172;34.32;2.50910489869197;1;1
grafo3504.35.gml;35;47;7;0.12;53.76;3808;17751.33;52;7244;53.76;1791.81428571429;1;1
grafo3514.35.gml;35;43;7;0.53;46.44;1882;163.5;16;3342;46.44;1.7336866010598;1;1
grafo3631.35.gml;35;41;6;0.66;87.12;6726;150.8;3;11673;87.12;1.03166262462948;1;1
grafo3645.35.gml;35;52;8;0.35;42.03;3038;156.42;37;6259;42.03;2.38213228035538;1;1
grafo3720.35.gml;35;47;7;6.59;65.92;1127;163.18;11;2053;65.92;1.69996178830722;1;1
grafo3743.35.gml;35;47;9;15.85;56.38;1290;159.69;10;2392;56.38;1.58783994998437;1;1
grafo3864.35.gml;35;42;6;6.95;49.83;5992;154.09;15;10389;49.83;1.21019500513171;1;1
grafo3866.35.gml;35;43;6;0.96;87.59;4932;151;7;8640;87.59;1.0463112547119;1;1
grafo3923.35.gml;35;45;7;1.05;52.29;2440;154.98;15;4497;52.29;1.33316437364229;1;1
grafo395.35.gml;35;46;8;5.19;74.69;0;151.38;5;12630;74.69;1.24763676963156;1;1
grafo3996.35.gml;35;47;6;0.12;55.32;5125;157.47;26;9728;55.32;1.47858729793917;1;1
grafo4000.35.gml;35;41;4;6.27;87.2;557;183.93;2;936;87.2;1.49268621503202;1;1
grafo4085.35.gml;35;51;8;1.11;39.16;233;182.23;22;487;39.16;3.12480361351139;1;1
grafo4111.35.gml;35;50;5;3.49;55.97;1410;158.66;17;2713;55.97;1.6625314197681;1;1
grafo450.35.gml;35;45;7;0.69;57.14;3922;153.72;16;7132;57.14;1.2671422634714;1;1
grafo5200.35.gml;35;43;5;0.01;80.13;4635;151.98;7;7945;80.13;1.06976744186047;1;1
grafo5205.35.gml;35;42;5;13.4;87.99;5322;151.65;5;8941;87.99;1.05526369652726;1;1
grafo5260.35.gml;35;53;8;0.37;53.87;2114;154.15;19;4261;53.87;1.89768615902398;1;1
grafo5351.35.gml;35;51;7;0.22;57.19;2203;59007.91;19;4289;57.19;11213.8921099821;1;1
grafo5368.35.gml;35;45;8;2.93;49.91;0;156.94;26;12523;49.91;1.93325211034723;1;1
grafo5374.35.gml;35;41;4;13.58;57.37;0;152.7;6;12368;57.37;1.16121511348831;1;1
grafo5493.35.gml;35;53;8;0.07;43;0;161.66;53;14510;43;1.91455538996523;1;1
grafo5505.35.gml;35;40;5;14.06;88.09;4475;152.7;4;7477;88.09;1.1451082008544;1;1
grafo5613.35.gml;35;46;8;9.55;85.26;0;150.93;6;12880;85.26;1.07891989700049;1;1
grafo5655.35.gml;35;43;5;10.4;84.29;0;151.39;4;12316;84.29;1.18236326411231;1;1
grafo5692.35.gml;35;48;5;3.78;45.26;1809;155.88;8;3355;45.26;1.44280681573082;1;1
grafo5738.35.gml;35;44;8;0.23;50.62;2403;161.24;6;4194;50.62;1.35960837561638;1;1
grafo5752.35.gml;35;45;5;0.99;87.33;0;150.6;7;12624;87.33;1.0383628258814;1;1
grafo5769.35.gml;35;40;4;0.02;85.35;4199;154.12;6;7114;85.35;1.12775061124694;1;1
grafo5781.35.gml;35;43;5;6.44;62.6;6342;153.26;8;11429;62.6;1.47039473684211;1;1
grafo5838.35.gml;35;41;4;0.1;81.23;1757;162.87;3;3016;81.23;1.38897705958736;1;1
grafo5852.35.gml;35;50;5;0.48;48.05;0;150.08;8;13638;48.05;1.56071488224486;1;1
grafo5901.35.gml;35;50;8;0.02;65.82;1017;163.46;24;2056;65.82;1.62560442090721;1;1
grafo5934.35.gml;35;48;5;3.58;77.39;1702;155.93;15;3274;77.39;1.34314169307379;1;1
grafo5966.35.gml;35;45;6;1.32;87.73;4205;151.27;3;7367;87.73;1.0913638574307;1;1
grafo5968.35.gml;35;44;5;0.78;85.86;4317;151.07;4;7580;85.86;1.07404066338214;1;1
grafo5977.35.gml;35;45;5;12.83;75.63;4208;152.46;8;7568;75.63;1.14275697658112;1;1
grafo5981.35.gml;35;46;5;7.18;88.69;4212;150.69;5;7581;88.69;1.08841800110436;1;1
grafo6010.35.gml;35;44;5;1.83;68.41;3898;153.47;10;7156;68.41;1.55283114256825;1;1
grafo6011.35.gml;35;45;5;0.3;55.44;4707;152.69;14;8392;55.44;1.29500713266762;1;1
grafo6035.35.gml;35;50;8;11.93;61.82;257;183.65;7;515;61.82;2.22660212079299;1;1
grafo6095.35.gml;35;49;8;0;67.1;5340;151.51;11;10035;67.1;1.28798254195199;1;1
grafo6116.35.gml;35;43;5;0.08;68.5;5452;151.16;11;9370;68.5;1.40934152488973;1;1
