Graph;Nodes;Edges;Max Degree;Crossing Only Angular Res;Crossing Only Crossing Res;Crossing Only Iterations;Crossing Only Edge Length;Crossing Only No of Crossings;Crossing Only Time;Crossing Only Non Planar Crossing;Aspect Ratio;Non-Planar;Valid
grafo11254.99.gml;99;136;10;0.29;24.65;2901;167.25;112;14451;24.65;2.20070074566526;1;1
grafo11256.99.gml;99;126;8;0.26;35.35;4292;165.41;123;19871;35.35;2.00091233308452;1;1
grafo11271.99.gml;99;141;12;0.04;29.22;1048;187.71;193;6112;29.22;2.68849653184398;1;1
grafo11272.99.gml;99;133;8;0.07;39.83;1103;188.67;107;5442;39.83;3.14488291818267;1;1
grafo11280.99.gml;99;143;8;0.39;25.73;1394;177.9;136;7773;25.73;2.44395252449133;1;1
grafo11291.99.gml;99;116;7;0.78;74.12;6021;160.41;41;23971;74.12;2.04102999434069;1;1
grafo11298.99.gml;99;128;9;0.35;40.66;4131;161.68;41;19759;40.66;1.85657875130383;1;1
grafo11302.99.gml;99;120;7;0.39;7.58;0;387.65;293;32598;7.58;124.616761976188;1;1
grafo11305.99.gml;99;129;9;3.85;27.48;390;218.24;74;1809;27.48;3.07990677542867;1;1
grafo11306.99.gml;99;124;8;0.55;40.22;2101;177.9;71;9332;40.22;2.06877418412791;1;1
grafo11316.99.gml;99;134;7;0.11;20.84;0;179.07;308;36052;20.84;4.16237716424895;1;1
grafo11358.99.gml;99;128;8;0.81;34.26;3734;168.36;155;19448;34.26;3.23713483730117;1;1
grafo3382.99.gml;99;129;8;0.02;42.83;1845;175.81;99;9839;42.83;2.35836323253033;1;1
grafo3435.99.gml;99;135;8;0.82;27.11;2683;181.1;222;14091;27.11;4.29970817120623;1;1
grafo3680.99.gml;99;147;9;0.02;13.63;2400;9478.64;314;14820;13.63;1939.70086585221;1;1
grafo3699.99.gml;99;133;9;2.04;23.98;660;202.6;100;3251;23.98;3.25370581527936;1;1
grafo3898.99.gml;99;136;8;6.79;23.2;440;210.95;107;2339;23.2;3.73137676418357;1;1
grafo4091.99.gml;99;136;10;0.1;11.86;2669;2103.79;250;14111;11.86;738.637610340479;1;1
grafo6625.99.gml;99;139;10;0.38;28;1678;177.43;174;9006;28;2.56971153846154;1;1
grafo7221.99.gml;99;141;9;0.25;27.48;2581;178.13;234;14373;27.48;5.04160722776985;1;1
grafo7263.99.gml;99;136;8;0.02;24.34;4772;253994.76;341;26067;24.34;130154.512835965;1;1
grafo7418.99.gml;99;132;8;0.41;48.05;4126;164.83;99;19569;48.05;2.54710743801653;1;1
grafo7637.99.gml;99;128;8;0.37;54.49;2057;175.12;47;9312;54.49;2.01298701298701;1;1
grafo8000.99.gml;99;134;9;0.05;34.56;1520;179.13;112;7575;34.56;2.28612716763006;1;1
grafo8023.99.gml;99;125;8;0.39;34.17;1658;183.44;66;7389;34.17;2.90307124342157;1;1
grafo8198.99.gml;99;140;8;1.68;22.5;1589;177.73;143;8538;22.5;2.88490616383528;1;1
grafo8223.99.gml;99;148;8;1.15;27.01;1073;182.12;206;6311;27.01;2.70402989057913;1;1
grafo8348.99.gml;99;133;9;0.2;44.17;916;193.59;91;4564;44.17;2.67623692283489;1;1
grafo8378.99.gml;99;132;10;0.05;22.16;2896;60071.22;177;15059;22.16;12582.6616929699;1;1
grafo8499.99.gml;99;130;9;0.16;18.02;4987;3029.94;273;24623;18.02;789.951126867561;1;1
grafo8739.99.gml;99;135;8;0;0;2038;318943.05;211;10863;;53614.7029101056;1;1
grafo8812.99.gml;99;155;8;0.22;0.6;0;2990.49;722;55990;0.6;1811.34189699257;1;1
grafo8857.99.gml;99;135;9;0;13.12;4826;1794.26;336;27911;13.12;321.618146678873;1;1
grafo8888.99.gml;99;125;10;0.39;69.3;1913;173.23;50;8464;69.3;2.37146994931209;1;1
grafo8991.99.gml;99;133;8;1.1;42.4;1242;184.99;128;6291;42.4;2.31344950848972;1;1
grafo9054.99.gml;99;131;9;0.84;11.53;0;210;510;36765;11.53;8.60172413793103;1;1
grafo9357.99.gml;99;147;7;0.11;18.92;1121;185.2;204;6567;18.92;4.21880048465267;1;1
grafo9635.99.gml;99;133;7;2.61;28.39;4457;168.73;176;22443;28.39;2.46675159235669;1;1
grafo10106.100.gml;100;119;8;1.46;52.4;3666;172.15;19;14875;52.4;2.16401583303347;1;1
grafo10116.100.gml;100;149;8;0.16;18.6;1217;34529.1;248;7220;18.6;12088.3313677002;1;1
grafo10124.100.gml;100;139;10;0.01;30.84;462;208.73;141;2575;30.84;3.31588250147294;1;1
grafo10153.100.gml;100;136;8;0.21;43.81;1679;181.06;89;8961;43.81;2.34141987829615;1;1
grafo10183.100.gml;100;132;7;0.03;30.38;3390;166.64;97;16585;30.38;2.4402408266211;1;1
grafo10184.100.gml;100;140;6;1.31;31.37;2013;174.06;172;10905;31.37;3.04783965207526;1;1
grafo10204.100.gml;100;148;10;0.02;13.59;2242;7046.57;427;14197;13.59;1277.25664290343;1;1
grafo10223.100.gml;100;135;9;1.04;19.39;5930;196.05;434;32336;19.39;8.88729281767956;1;1
grafo10237.100.gml;100;141;7;0.05;10.31;0;5472.4;519;43120;10.31;1877.29345965072;1;1
grafo10248.100.gml;100;126;6;0.35;53.35;1500;186.74;48;7168;53.35;3.05967330752526;1;1
grafo10250.100.gml;100;138;9;0.2;12.79;0;190.26;417;41218;12.79;9.29561923583663;1;1
grafo10257.100.gml;100;124;6;0.19;57.43;0;159.83;55;30477;57.43;1.55476604429662;1;1
grafo10259.100.gml;100;141;9;0.5;33.19;1210;185.43;147;6673;33.19;3.00279833905037;1;1
grafo10262.100.gml;100;136;11;0.05;34.85;648;201.75;113;3442;34.85;2.80081948554519;1;1
grafo10265.100.gml;100;137;6;3.65;46.64;751;200.69;73;3821;46.64;2.58422664624809;1;1
grafo10271.100.gml;100;132;10;0.77;34.1;1760;180.21;113;9078;34.1;2.33754740834387;1;1
grafo10292.100.gml;100;140;7;0.09;33.58;1501;176.38;148;8070;33.58;2.58250086117809;1;1
grafo10294.100.gml;100;134;8;0.34;43.13;879;194.59;58;4236;43.13;2.67612516749429;1;1
grafo10296.100.gml;100;130;6;0.06;36.49;5743;8884.75;162;27414;36.49;1994.74024496938;1;1
grafo10305.100.gml;100;140;9;1.82;29.22;1716;181.77;121;9066;29.22;3.08706612371534;1;1
grafo10316.100.gml;100;134;9;0;12.78;0;18776.18;263;37840;12.78;5796.26059830427;1;1
grafo10331.100.gml;100;134;8;2.44;44.99;1341;180.47;86;6699;44.99;2.72112651795711;1;1
grafo10344.100.gml;100;130;8;1.53;39.86;1648;181.03;68;7729;39.86;2.29988367584335;1;1
grafo10364.100.gml;100;121;7;0.09;24.14;5076;3042.88;121;22066;24.14;609.198482549317;1;1
grafo10369.100.gml;100;138;8;1.12;30.81;643;201.88;122;3504;30.81;3.0487737920937;1;1
grafo10372.100.gml;100;127;6;0;41.15;2952;60990.31;53;14726;41.15;14308.229911751;1;1
grafo10378.100.gml;100;122;7;0;50.83;1905;185.34;32;8464;50.83;1.96146102962324;1;1
grafo10394.100.gml;100;127;8;1.16;40.87;3299;165.99;63;14699;40.87;1.64769468343261;1;1
grafo10418.100.gml;100;141;7;0.03;27.14;2422;176.79;223;13083;27.14;2.8468041934393;1;1
grafo10426.100.gml;100;138;8;0.02;20.65;2258;1894.71;125;12391;20.65;372.108731982453;1;1
grafo10429.100.gml;100;132;8;2.45;35.44;1209;188.19;68;5776;35.44;2.46573938506589;1;1
grafo10444.100.gml;100;136;8;0.03;41.66;946;194.12;130;4930;41.66;2.59554400297066;1;1
grafo10467.100.gml;100;138;8;0.42;24.26;871;194.89;123;4577;24.26;2.62329494404966;1;1
grafo10469.100.gml;100;148;7;0;0;5036;133389.26;632;34528;;16516.2783404116;1;1
grafo10503.100.gml;100;132;8;0.29;29.34;2980;3503.79;135;14415;29.34;1094.17173353664;1;1
grafo10504.100.gml;100;129;9;0.84;36.76;5325;163.71;111;25842;36.76;2.07155338109383;1;1
grafo10508.100.gml;100;143;8;0.1;14.22;5300;4023.63;494;33180;14.22;2757.0746955747;1;1
grafo10525.100.gml;100;128;7;0.64;45.06;1516;190.42;38;6807;45.06;2.6295362518145;1;1
grafo10530.100.gml;100;130;7;1.49;27.37;1589;180.68;85;7731;27.37;2.15423870820321;1;1
grafo10533.100.gml;100;135;8;0.06;41.87;3636;162.54;94;18503;41.87;2.2214910520825;1;1
grafo10534.100.gml;100;141;7;1.66;24.25;244;222.9;124;1361;24.25;3.0462134043068;1;1
grafo10535.100.gml;100;123;6;0.15;46.65;1958;180.03;44;8892;46.65;2.32537158914442;1;1
grafo10538.100.gml;100;141;10;0.46;36.18;1111;2101.19;137;6141;36.18;642.385880351574;1;1
grafo10542.100.gml;100;133;7;0.12;18.41;6633;4759.56;355;37765;18.41;1512.35753356539;1;1
grafo10550.100.gml;100;124;7;0.18;40.22;3305;168.12;56;16165;40.22;2.53527939949958;1;1
grafo10556.100.gml;100;130;6;0.74;26.43;4327;247.67;170;23000;26.43;14.9014144151774;1;1
grafo10577.100.gml;100;135;8;0;7.05;4729;21605.18;268;24561;7.05;3000.06069844789;1;1
grafo10584.100.gml;100;129;8;0.23;47.11;1828;180.19;53;8457;47.11;3.07291385363219;1;1
grafo10586.100.gml;100;137;7;0.34;21.64;0;195.81;381;40199;21.64;6.1996875305146;1;1
grafo10603.100.gml;100;136;7;0.06;42.56;2251;171.57;110;11376;42.56;2.54409090909091;1;1
grafo10609.100.gml;100;132;8;0;35.82;2084;180.99;115;11677;35.82;2.52584289653945;1;1
grafo10625.100.gml;100;128;6;1.28;45.11;2896;169.85;46;13161;45.11;2.24288555691554;1;1
grafo10626.100.gml;100;139;7;0.03;14.13;0;210.27;629;42429;14.13;6.48327176781003;1;1
grafo10629.100.gml;100;131;7;0.01;42.81;727;201.26;46;3635;42.81;2.56477977902225;1;1
grafo10632.100.gml;100;147;6;0;23.25;2738;2690.23;283;16001;23.25;749.17845659164;1;1
grafo10633.100.gml;100;138;8;0.2;8.09;0;208.18;513;41419;8.09;14.5173110602182;1;1
grafo10638.100.gml;100;141;7;0.53;14.57;0;208.25;562;43680;14.57;14.7318911832186;1;1
grafo10644.100.gml;100;145;9;0.21;10.69;0;7946.47;243;42978;10.69;2302.23742338383;1;1
grafo10646.100.gml;100;154;7;0;0;1846;16009.54;424;12336;;8888.77652592431;1;1
grafo10652.100.gml;100;141;8;0.13;31.87;434;212.01;133;2538;31.87;4.42111037963573;1;1
grafo10653.100.gml;100;141;9;0.22;21.68;1785;179.59;158;9714;21.68;2.4607690415676;1;1
grafo10662.100.gml;100;136;8;0.19;30.29;2059;2233.25;171;11748;30.29;1124.90195145169;1;1
grafo10665.100.gml;100;127;8;0.09;14.74;4034;2217.93;154;19211;14.74;212.548690064261;1;1
grafo10670.100.gml;100;136;8;0.03;24.96;632;205.09;148;3468;24.96;3.05377945169484;1;1
grafo10671.100.gml;100;144;8;0.08;19.08;2667;184.24;315;15335;19.08;3.50558001433398;1;1
grafo10676.100.gml;100;136;8;0;25.31;5782;187.42;350;31011;25.31;4.66554010139087;1;1
grafo10679.100.gml;100;129;9;3.29;45.14;910;194.99;41;4171;45.14;3.30825396825397;1;1
grafo10750.100.gml;100;135;7;0.71;28.73;5069;169.36;227;25992;28.73;2.75968776136047;1;1
grafo10772.100.gml;100;156;9;0;11.08;3552;707.88;599;26286;11.08;243.00706809841;1;1
grafo10777.100.gml;100;133;7;0.19;39.35;1069;191.39;87;5158;39.35;2.54965651135006;1;1
grafo10781.100.gml;100;142;8;1.03;19.08;0;222.91;552;43461;19.08;10.6505383862397;1;1
grafo10786.100.gml;100;131;6;0.08;41.57;2152;177.61;60;10221;41.57;2.32325970815724;1;1
grafo10794.100.gml;100;130;8;0.04;41.29;2536;169.47;88;12649;41.29;2.98290078986199;1;1
grafo10861.100.gml;100;138;8;0.11;4.18;0;4723.69;317;46630;4.18;1399.38730666667;1;1
grafo10865.100.gml;100;141;8;0.11;24.29;1046;191.91;214;5862;24.29;3.75694509840851;1;1
grafo10911.100.gml;100;135;8;0.04;32.08;1848;176.63;122;9579;32.08;2.21266427718041;1;1
grafo10922.100.gml;100;130;7;0.23;34.04;429;215.18;51;2200;34.04;2.77240700053034;1;1
grafo10928.100.gml;100;140;9;0.42;35.95;2063;176.67;146;10798;35.95;3.76700905115428;1;1
grafo10930.100.gml;100;130;8;0.32;39.14;2148;174.61;105;10254;39.14;2.55740853924736;1;1
grafo10937.100.gml;100;136;7;0.09;35.62;4277;166.09;158;22096;35.62;2.46631542580757;1;1
grafo10962.100.gml;100;145;7;0.1;13;0;1400.41;418;46280;13;477.246910401648;1;1
grafo10970.100.gml;100;135;6;0;25.86;3068;4453.72;128;15256;25.86;1002.30503117793;1;1
grafo10997.100.gml;100;126;7;0.09;53.14;1146;196.61;44;5098;53.14;2.41227661227661;1;1
grafo10998.100.gml;100;142;8;0.4;27.96;1018;188.82;143;5600;27.96;4.2378223495702;1;1
grafo11003.100.gml;100;140;8;0.2;31.79;1606;180.95;156;8588;31.79;3.21789691534444;1;1
grafo11011.100.gml;100;139;8;1.2;31.83;2139;177.69;208;11495;31.83;3.41066865417376;1;1
grafo11014.100.gml;100;138;8;0.19;27.34;2312;2230.85;165;11887;27.34;639.581715210356;1;1
grafo11020.100.gml;100;145;8;0.03;24.01;3414;5346.25;445;21335;24.01;1913.26692535485;1;1
grafo11038.100.gml;100;133;8;0.87;44.09;653;202.55;52;3109;44.09;2.74459838363846;1;1
grafo11051.100.gml;100;134;10;0;42.29;2640;173.7;73;12756;42.29;3.71007586072749;1;1
grafo11065.100.gml;100;127;10;0.01;31.24;2126;176.2;71;9623;31.24;2.74638996973627;1;1
grafo11073.100.gml;100;149;9;0.03;16.23;6958;2562.52;529;49391;16.23;1025.95237571491;1;1
grafo11078.100.gml;100;130;7;0.01;32.78;942;199.96;47;4333;32.78;2.42237831701433;1;1
grafo11093.100.gml;100;130;8;0.09;17.01;2295;3271.36;137;12147;17.01;938.535165060488;1;1
grafo11125.100.gml;100;140;7;0.14;39.56;1876;174.34;114;10314;39.56;3.00492004920049;1;1
grafo11138.100.gml;100;129;9;0.36;36.23;5243;164.35;150;25241;36.23;2.69180930277536;1;1
grafo11147.100.gml;100;126;6;0.23;54.69;5346;161.39;39;23608;54.69;1.39185750636132;1;1
grafo11149.100.gml;100;136;10;0.55;27.15;2275;178.11;208;11981;27.15;2.72244057645518;1;1
grafo11157.100.gml;100;138;7;0.09;16.11;0;4946.35;240;40337;16.11;1553.13343300318;1;1
grafo11160.100.gml;100;122;8;0.1;58.5;1782;182.09;40;7566;58.5;1.96448682333509;1;1
grafo11162.100.gml;100;136;6;1.68;25.63;754;199.94;84;3951;25.63;3.89055368128597;1;1
grafo11176.100.gml;100;138;8;0.98;40.19;614;199.48;110;3212;40.19;3.7400696242078;1;1
grafo11191.100.gml;100;129;10;0.7;57.03;2193;175.1;36;9903;57.03;2.01063907843569;1;1
grafo11194.100.gml;100;127;7;0.12;50.38;1641;181.31;77;7475;50.38;2.00339767223307;1;1
grafo11196.100.gml;100;121;7;4.41;70.91;2598;181.48;22;11811;70.91;2.02994100294985;1;1
grafo11203.100.gml;100;131;7;0.64;40.32;2562;168.92;93;12616;40.32;2.06973934058346;1;1
grafo11227.100.gml;100;142;7;0;11.56;0;212.8;564;43100;11.56;9.8658611509318;1;1
grafo11230.100.gml;100;129;8;1.5;44.8;1025;194.83;57;5039;44.8;3.24677483181638;1;1
grafo11324.100.gml;100;138;8;2.26;28.77;348;217.57;125;1920;28.77;3.39748919866308;1;1
grafo11335.100.gml;100;153;8;0;0;6475;14002.94;522;45944;;3913.02532027129;1;1
grafo11458.100.gml;100;142;9;0.27;26.89;1620;1549.82;202;9901;26.89;697.666808194459;1;1
grafo11502.100.gml;100;126;8;0.23;40.96;1704;184.25;66;7817;40.96;2.70556255909234;1;1
grafo11524.100.gml;100;127;10;0;47.05;1361;184.97;60;6222;47.05;3.05890590809628;1;1
grafo11613.100.gml;100;125;9;0.46;36.38;2744;175.58;76;12297;36.38;2.24613208381222;1;1
grafo11657.100.gml;100;131;6;1.69;43.67;4951;157.43;98;25517;43.67;2.00598259608412;1;1
grafo7785.100.gml;100;136;8;2.64;27.21;995;196.74;108;5079;27.21;3.21904525111885;1;1
grafo7797.100.gml;100;144;7;0.03;26.38;1662;181.97;259;9711;26.38;3.47353148083011;1;1
grafo8224.100.gml;100;132;8;0.11;31.25;707;201.29;88;3416;31.25;3.27403352719808;1;1
grafo8373.100.gml;100;138;8;0.76;28.68;1839;179.57;177;9763;28.68;3.67437951151983;1;1
grafo8510.100.gml;100;142;9;0.22;15.73;3246;181.74;324;20209;15.73;3.38874137015401;1;1
grafo8513.100.gml;100;138;8;0.27;26.54;1460;186.83;172;7785;26.54;4.3893094534712;1;1
grafo8549.100.gml;100;138;10;1;20.58;3023;173.65;181;16889;20.58;2.80240082528369;1;1
grafo8564.100.gml;100;134;7;3.89;34.01;324;216.98;78;1683;34.01;3.49399798405571;1;1
grafo8674.100.gml;100;135;7;4.56;37.34;788;197.37;98;4052;37.34;3.13994722084776;1;1
grafo8720.100.gml;100;132;6;1.48;36.5;243;221.01;89;1263;36.5;4.74460594023653;1;1
grafo8758.100.gml;100;126;7;0.8;39.26;661;207.62;62;3066;39.26;4.06912020507187;1;1
grafo8793.100.gml;100;138;8;0.71;20.91;0;177.51;278;37183;20.91;3.26622895266335;1;1
grafo8797.100.gml;100;129;8;2.57;37.01;0;160.83;113;33089;37.01;1.82040741755732;1;1
grafo8826.100.gml;100;152;9;0.11;11.07;1838;5105.08;357;11667;11.07;2687.43064122794;1;1
grafo8855.100.gml;100;134;8;0.44;23.07;4079;165.94;175;20707;23.07;3.55458656330749;1;1
grafo8865.100.gml;100;135;8;0.32;27;1476;180.89;145;7487;27;3.10372262056772;1;1
grafo8882.100.gml;100;158;8;0;0;5863;42508.1;955;48994;;11761.9652452551;1;1
grafo8892.100.gml;100;140;8;0.04;24.27;816;1039.15;170;4713;24.27;258.795189184444;1;1
grafo8905.100.gml;100;127;7;0;40.53;2259;178.08;68;10848;40.53;2.04226835138387;1;1
grafo8911.100.gml;100;128;9;0;44.12;3868;164.04;76;18506;44.12;2.01484492356632;1;1
grafo9053.100.gml;100;127;7;0.45;32.75;6677;163.72;97;30450;32.75;2.03878835562549;1;1
grafo9738.100.gml;100;141;7;0.13;14.87;0;3777.27;544;47717;14.87;3815.87167143072;1;1
grafo9950.100.gml;100;128;8;0.47;43.81;3907;167.33;72;18118;43.81;2.30465627498002;1;1
