Graph;Nodes;Edges;Max Degree;Crossing Only Angular Res;Crossing Only Crossing Res;Crossing Only Iterations;Crossing Only Edge Length;Crossing Only No of Crossings;Crossing Only Time;Crossing Only Non Planar Crossing;Aspect Ratio;Non-Planar;Valid
grafo190.20.gml;20;26;5;1.24;88.56;3185;150.33;3;4643;88.56;1.0200161203654;1;1
grafo2166.20.gml;20;28;5;0.17;88.47;4146;150.44;2;6112;88.47;1.03837256769629;1;1
grafo2209.20.gml;20;31;8;1.91;67.59;2654;153.11;14;4128;67.59;1.52350360388593;1;1
grafo2246.20.gml;20;30;6;23.06;59.59;2057;152.14;7;3140;59.59;1.23043197009991;1;1
grafo2284.20.gml;20;30;6;3.19;64.08;4298;155.25;15;6706;64.08;1.43787890415164;1;1
grafo2351.20.gml;20;26;6;0.03;27.21;888;96134.85;10;1303;27.21;3302.8648262732;1;1
grafo2670.20.gml;20;28;6;0.4;89.22;3276;150.89;3;4798;89.22;1.03558887088061;1;1
grafo2718.20.gml;20;28;5;3.82;77.04;1029;153.92;8;1527;77.04;1.82659106296547;1;1
grafo2776.20.gml;20;24;5;22.76;64.01;4247;152.02;7;5897;64.01;1.30688547984303;1;1
grafo698.20.gml;20;27;8;0.4;82.04;1068;155.63;6;1614;82.04;1.23024397183299;1;1
