Graph;Nodes;Edges;Max Degree;Crossing Only Angular Res;Crossing Only Crossing Res;Crossing Only Iterations;Crossing Only Edge Length;Crossing Only No of Crossings;Crossing Only Time;Crossing Only Non Planar Crossing;Aspect Ratio;Non-Planar;Valid
grafo7843.81.gml;81;107;7;0.8;16.89;0;188.62;257;28483;16.89;5.25306893295562;1;1
grafo7845.81.gml;81;114;6;0.03;33.32;1329;176.25;104;5422;33.32;2.59510010537408;1;1
grafo7919.81.gml;81;116;9;0.4;34.35;2023;168.96;124;8668;34.35;3.0199853987954;1;1
grafo7925.81.gml;81;116;9;0.05;20.72;3080;172.62;206;13276;20.72;4.08995037220844;1;1
grafo7945.81.gml;81;120;7;0.06;14.97;0;223.37;475;34760;14.97;21.0593513853904;1;1
grafo7951.81.gml;81;99;5;0.72;36.78;5767;2371.29;88;19784;36.78;874.04534662868;1;1
grafo7955.81.gml;81;107;8;0.68;44.76;411;203.61;36;1489;44.76;2.94033485540335;1;1
grafo7975.81.gml;81;98;6;0.01;37.8;5206;14187.76;49;17191;37.8;2318.44465934066;1;1
grafo8015.81.gml;81;112;8;1.91;31.64;658;195.31;78;2680;31.64;2.50081529795434;1;1
grafo8071.81.gml;81;112;9;0.14;36.35;1795;168.38;90;7203;36.35;2.44042640426404;1;1
grafo8079.81.gml;81;114;8;0.07;45.25;3803;159.81;77;15066;45.25;2.08665841348443;1;1
grafo8086.81.gml;81;118;6;0.51;32.12;502;201.3;95;2161;32.12;3.56309713375796;1;1
grafo8135.81.gml;81;119;8;0.01;23.05;2367;10389.68;145;10575;23.05;1091.29589392643;1;1
grafo8150.81.gml;81;117;9;0.14;35.69;1302;176.78;102;5699;35.69;2.92592592592593;1;1
grafo8157.81.gml;81;113;7;0;29.08;4449;165.81;141;19055;29.08;2.04780415184848;1;1
grafo8158.81.gml;81;113;9;0.01;15.33;4641;38214.77;174;20405;15.33;5066.46147636559;1;1
grafo8167.81.gml;81;106;9;0.01;28.5;3816;21408.1;111;15031;28.5;2409.51977562274;1;1
grafo8170.81.gml;81;107;9;0.3;34.64;2013;174.34;81;7601;34.64;2.14726860106987;1;1
grafo8203.81.gml;81;112;8;0.12;35.55;1015;190.76;90;4269;35.55;3.28311735061195;1;1
grafo8247.81.gml;81;118;8;0.1;37.22;1082;180.06;96;4583;37.22;3.10459893048128;1;1
grafo8255.81.gml;81;106;7;2.4;37.55;976;185.15;61;3598;37.55;2.95291546637529;1;1
grafo8266.81.gml;81;115;7;0;21.57;4947;192.01;370;24154;21.57;10.9799180327869;1;1
grafo8271.81.gml;81;113;8;0.13;19.46;5980;2436.6;176;24165;19.46;797.016127213263;1;1
grafo8273.81.gml;81;107;7;0.01;54.91;2278;166.69;31;8264;54.91;1.9476452699926;1;1
grafo8279.81.gml;81;112;10;1.16;18.48;4410;548.17;286;19258;18.48;213.242839975966;1;1
grafo8286.81.gml;81;117;10;1.64;30.23;1260;175.59;89;5251;30.23;2.55757827941329;1;1
grafo8290.81.gml;81;118;8;0.55;37.2;860;181.5;97;3689;37.2;3.3014440433213;1;1
grafo8302.81.gml;81;101;7;1.81;57.72;2917;166.01;56;10066;57.72;1.89197375063099;1;1
grafo8314.81.gml;81;108;7;0.18;22.22;0;182.22;307;27629;22.22;3.29409111411818;1;1
grafo8400.81.gml;81;114;9;0.01;48.68;1440;173.02;57;5717;48.68;1.96493699616498;1;1
grafo8410.81.gml;81;115;6;0.24;33.6;1804;172.68;80;7539;33.6;2.39977738614229;1;1
grafo8420.81.gml;81;105;8;0.11;32.79;4397;161.01;85;16145;32.79;1.97257085861524;1;1
grafo8425.81.gml;81;110;6;0.03;40.2;2628;164.34;69;10804;40.2;1.7437236084453;1;1
grafo8429.81.gml;81;112;7;0.1;32.53;5165;2098.11;203;21512;32.53;424.456735805573;1;1
grafo8472.81.gml;81;109;5;2.14;51.84;1562;174.83;53;5845;51.84;1.87397610280304;1;1
grafo8694.81.gml;81;122;8;0.04;17.4;4278;3611.68;443;21586;17.4;982.972808665856;1;1
grafo9144.81.gml;81;108;8;0.01;32.06;2360;1067.2;116;9080;32.06;155.506787330317;1;1
grafo9166.81.gml;81;119;7;0.14;18.04;5105;184.53;337;23384;18.04;5.04109895018986;1;1
grafo9174.81.gml;81;103;6;0.02;26.94;2802;2263.49;63;9981;26.94;420.994972577697;1;1
grafo9196.81.gml;81;121;9;0.35;8.06;0;232.72;738;40419;8.06;11.5402269861286;1;1
grafo9198.81.gml;81;131;9;0.01;10.29;5800;6327.66;705;38247;10.29;2076.26590909091;1;1
grafo9228.81.gml;81;117;8;0.74;9.51;0;229.23;558;34975;9.51;7.54352256186317;1;1
grafo9231.81.gml;81;116;8;0.05;22.18;3308;204.12;388;16296;22.18;8.93755644432976;1;1
grafo9254.81.gml;81;105;7;0.85;49.36;3156;167.51;65;11445;49.36;1.92848316342292;1;1
grafo9318.81.gml;81;108;9;0.69;21.16;218;218.04;50;850;21.16;3.00112476902065;1;1
grafo9486.81.gml;81;116;9;0.45;26.87;164;217.98;87;756;26.87;3.23354430379747;1;1
grafo9538.81.gml;81;120;8;0.18;11.67;3870;2282.84;544;21364;11.67;1079.15739808757;1;1
grafo9615.81.gml;81;106;8;0.09;24.61;2351;9646.1;103;8747;24.61;1295.95418502203;1;1
grafo9628.81.gml;81;107;7;0.79;18.04;0;824.85;173;28134;18.04;370.333229458814;1;1
grafo9674.81.gml;81;116;7;0.01;21.72;6212;5354.05;346;28170;21.72;1311.79974811083;1;1
grafo9702.81.gml;81;109;8;0.06;19.91;0;205.57;368;30826;19.91;11.2132685726901;1;1
grafo9715.81.gml;81;107;7;2;44.44;2617;165.35;68;9911;44.44;2.41891891891892;1;1
grafo9731.81.gml;81;109;8;0.16;41.58;5062;158.8;67;18952;41.58;1.80800347977381;1;1
grafo9759.81.gml;81;113;8;0;0;1214;33530.15;143;4942;;3422.43655071044;1;1
grafo9833.81.gml;81;103;6;0.05;32.81;6001;5256.98;59;20559;32.81;1245.19824163358;1;1
grafo9834.81.gml;81;103;6;0.03;29.96;6769;14087.84;103;23619;29.96;2102.89137463952;1;1
grafo9846.81.gml;81;111;8;0.2;43.28;953;186.58;95;3833;43.28;2.4604401600582;1;1
grafo332.82.gml;82;106;8;0.02;50.63;1657;179.14;50;6212;50.63;1.95488480372481;1;1
grafo4137.82.gml;82;117;8;0;36.26;1547;174.14;143;6755;36.26;3.23367015517864;1;1
grafo4247.82.gml;82;115;6;0.09;14.21;0;198.6;356;31615;14.21;13.6483341499265;1;1
grafo4381.82.gml;82;120;8;0.13;16.81;5043;3088.72;417;24452;16.81;1092.21930835735;1;1
grafo4524.82.gml;82;118;7;0.55;25.78;1761;176.18;170;7685;25.78;3.69043172580468;1;1
grafo4610.82.gml;82;109;8;2.09;45.08;2428;165.27;45;9136;45.08;2.15955149501661;1;1
grafo4636.82.gml;82;117;7;0.05;25.71;3614;168.16;169;15363;25.71;3.29742240925829;1;1
grafo4639.82.gml;82;107;6;0.04;49.81;2437;164.62;53;8863;49.81;1.87049636616669;1;1
grafo5005.82.gml;82;105;8;0;0;2558;150151.64;89;9290;;28932.2687609075;1;1
grafo5013.82.gml;82;107;8;0.97;60.74;1324;185.23;37;4882;60.74;2.47847950225859;1;1
grafo5398.82.gml;82;111;6;1.31;36.59;4456;166.95;120;17625;36.59;2.56054919908467;1;1
grafo5449.82.gml;82;101;7;0.02;60.69;2489;172.71;29;8603;60.69;1.86850245190494;1;1
grafo5572.82.gml;82;118;8;1.02;32.73;440;201.99;100;1997;32.73;3.46534957518682;1;1
grafo5861.82.gml;82;113;8;4.55;34.67;272;215.82;65;1096;34.67;2.67382413087935;1;1
grafo6226.82.gml;82;110;6;2.78;52.69;2208;164.19;60;8435;52.69;1.80950891460744;1;1
grafo6618.82.gml;82;101;7;2.53;49.44;371;211.41;30;1279;49.44;2.39220814977974;1;1
grafo6679.82.gml;82;107;9;0;32.37;3888;164.86;122;15352;32.37;2.35580457194083;1;1
grafo6743.82.gml;82;104;6;0.39;41.13;1103;188.19;50;4151;41.13;2.16917973462002;1;1
grafo6810.82.gml;82;101;9;0.82;52.45;1160;190.04;34;4015;52.45;2.46158547232408;1;1
grafo6849.82.gml;82;104;7;0.25;39.32;6293;1710.57;72;22396;39.32;403.62292474401;1;1
grafo6896.82.gml;82;105;6;0.04;47.95;2954;165.27;40;10823;47.95;1.73131267092069;1;1
grafo6903.82.gml;82;102;9;1.01;45.56;2031;172.79;39;7002;45.56;1.9483265247617;1;1
grafo6943.82.gml;82;116;8;0.07;21.43;0;196.92;367;32434;21.43;9.44911255897551;1;1
grafo7450.82.gml;82;117;12;0.01;24.5;3080;172.4;222;14580;24.5;4.31569713758079;1;1
grafo7451.82.gml;82;117;12;0.09;28.05;3082;6018.74;226;14764;28.05;2098.97255079007;1;1
grafo7773.82.gml;82;114;9;4.08;40.63;758;189.44;54;3070;40.63;2.65457968404682;1;1
grafo7860.82.gml;82;113;7;0.03;12.79;784;32845.5;117;3143;12.79;4585.97801811307;1;1
grafo7904.82.gml;82;107;6;0.62;43.08;233;218.24;42;887;43.08;2.8733241663802;1;1
grafo7916.82.gml;82;104;7;1.98;31.79;5781;166.45;118;21592;31.79;1.99565762004175;1;1
grafo7922.82.gml;82;115;7;0;16.74;5483;179.57;287;25267;16.74;5.29871759130192;1;1
grafo7928.82.gml;82;110;6;0.23;26.78;0;174.43;200;28313;26.78;3.63421725982787;1;1
grafo8001.82.gml;82;107;9;0.24;38.42;1826;174.17;68;6820;38.42;2.81685670624192;1;1
grafo8025.82.gml;82;104;9;0.15;37.61;1626;3624.23;78;6091;37.61;855.483054074638;1;1
grafo8065.82.gml;82;118;9;0.05;27.31;2272;168.5;157;9930;27.31;6.02688261813324;1;1
grafo8073.82.gml;82;122;10;0.05;21.05;0;196.15;411;34534;21.05;14.6105955795512;1;1
grafo8088.82.gml;82;106;6;1.57;36.64;3293;167.27;95;12663;36.64;2.09061326658323;1;1
grafo8101.82.gml;82;110;7;0.09;37.92;1953;166.31;55;7606;37.92;1.94697872340426;1;1
grafo8102.82.gml;82;117;10;0.03;26.53;3399;172.49;205;14759;26.53;2.59450813116502;1;1
grafo8133.82.gml;82;110;8;0.95;47.73;1582;174.11;65;6099;47.73;1.89100797139239;1;1
grafo8144.82.gml;82;101;7;0.02;61.37;2567;172.16;32;8882;61.37;1.85287181437809;1;1
grafo8149.82.gml;82;108;7;1.47;21.27;5343;174.43;200;20527;21.27;3.44585001820167;1;1
grafo8204.82.gml;82;107;11;0.01;42.71;5515;161.49;80;20904;42.71;2.06573656134592;1;1
grafo8242.82.gml;82;112;8;0.02;30.94;1923;171.93;102;7849;30.94;2.37837326010794;1;1
grafo8246.82.gml;82;106;8;0.07;38.71;1932;9567.55;72;7217;38.71;2077.74622381707;1;1
grafo8269.82.gml;82;120;9;0.03;32.96;1392;170.08;100;6017;32.96;2.20438860378694;1;1
grafo8275.82.gml;82;124;8;0;17.76;5477;4119;454;29807;17.76;1540.60383584244;1;1
grafo8277.82.gml;82;119;8;0.01;17.43;5462;198.96;366;26014;17.43;7.47773046380481;1;1
grafo8288.82.gml;82;104;8;1.16;50.08;2561;166.42;34;9301;50.08;1.90094642284248;1;1
grafo8313.82.gml;82;108;6;0.07;53.87;2965;164.02;55;11708;53.87;1.80080499425004;1;1
grafo8316.82.gml;82;126;7;0;10.6;1724;29221.84;173;9176;10.6;4485.92275181968;1;1
grafo8357.82.gml;82;118;8;0.13;1.2;0;224.53;505;34920;1.2;16.8157281315176;1;1
grafo8419.82.gml;82;108;6;0.52;31.56;0;170.3;145;27161;31.56;4.3220489412958;1;1
grafo8423.82.gml;82;109;6;0.07;17.52;0;164.47;123;26902;17.52;3.12773126403921;1;1
grafo8428.82.gml;82;124;8;0;14.7;5845;12589.74;165;30384;14.7;1498.94376487973;1;1
grafo8437.82.gml;82;116;8;0.23;25.81;1685;172.47;111;6996;25.81;2.32096088804093;1;1
grafo8447.82.gml;82;123;8;0.84;21.58;3834;175.08;218;17838;21.58;3.80356712460834;1;1
grafo8627.82.gml;82;105;7;0.08;26.2;4095;5099.91;96;15209;26.2;1855.92928754266;1;1
grafo8705.82.gml;82;108;8;0.47;37.49;1545;179.94;66;6224;37.49;3.18478260869565;1;1
grafo9019.82.gml;82;101;6;0.19;51.73;3618;167.42;45;12344;51.73;1.70080738177624;1;1
grafo9104.82.gml;82;117;8;0.12;36.94;2015;169.13;79;8684;36.94;2.40673406919581;1;1
grafo9112.82.gml;82;120;8;0.06;30.64;1324;183.16;183;5966;30.64;3.7688076998625;1;1
grafo9115.82.gml;82;112;8;0.44;41.53;1275;178.05;55;4914;41.53;2.18588722523097;1;1
grafo9126.82.gml;82;113;8;0.08;32.5;2682;168.98;51;11064;32.5;1.96869746217276;1;1
grafo9133.82.gml;82;107;7;0.63;44.32;564;201.76;37;2084;44.32;2.78699729772691;1;1
grafo9137.82.gml;82;106;8;0.56;49.81;1953;172.73;57;7083;49.81;2.05736;1;1
grafo9150.82.gml;82;114;8;0.01;34.28;1780;168.15;70;7287;34.28;2.32480774215847;1;1
grafo9212.82.gml;82;124;8;0.91;35.34;1201;175.57;113;5407;35.34;2.70218698266097;1;1
grafo9222.82.gml;82;113;8;0.07;39.53;1419;181.17;101;6153;39.53;2.90191994203949;1;1
grafo9237.82.gml;82;112;8;0.12;36.14;1726;173.79;64;6832;36.14;2.70201165632638;1;1
grafo9245.82.gml;82;110;6;0.55;24.65;0;174.16;212;30628;24.65;3.99968704360526;1;1
grafo9261.82.gml;82;120;8;0.87;28.13;1699;173.26;139;7572;28.13;3.83497011101622;1;1
grafo9307.82.gml;82;117;9;0;18.44;2461;8393.73;147;11127;18.44;1223.77508843791;1;1
grafo9319.82.gml;82;108;7;0.13;13.78;0;17597.35;161;26462;13.78;6343.85723218008;1;1
grafo9412.82.gml;82;117;9;0.01;43.91;2176;172.18;131;9309;43.91;3.34941955291183;1;1
grafo9421.82.gml;82;114;8;0.03;20.49;0;189.16;280;29239;20.49;3.80663281840769;1;1
grafo9436.82.gml;82;126;9;0.04;12.14;0;229.3;617;39186;12.14;12.5605556193319;1;1
grafo9443.82.gml;82;110;7;1.91;37.11;2401;172.53;106;9489;37.11;2.23355748728883;1;1
grafo9465.82.gml;82;112;6;1.16;18.36;0;197.8;333;31406;18.36;5.19697450544801;1;1
grafo9533.82.gml;82;112;9;0.05;32.24;3878;168.64;149;16389;32.24;2.86997703788749;1;1
grafo9602.82.gml;82;107;8;0.36;43.96;1597;176.22;51;6006;43.96;2.48058542413381;1;1
grafo9604.82.gml;82;100;6;0.04;58.92;2403;180.59;18;8036;58.92;2.09702539637996;1;1
grafo9623.82.gml;82;109;7;0.37;46.61;3295;163.18;82;12456;46.61;2.3858009825643;1;1
grafo9778.82.gml;82;108;8;5.4;41.1;116;227.17;55;448;41.1;3.12205940594059;1;1
grafo9787.82.gml;82;114;7;0.14;30.13;950;184.74;117;4002;30.13;2.23936458736924;1;1
grafo9840.82.gml;82;108;8;0.97;38.77;1188;180.22;50;4531;38.77;2.09637523335408;1;1
grafo9844.82.gml;82;103;8;0;12.1;0;14125.44;127;24620;12.1;1338.65954749366;1;1
grafo4144.83.gml;83;110;9;0.6;53.81;3013;159.45;58;11415;53.81;1.82261345852895;1;1
grafo4169.83.gml;83;113;8;0.07;33.26;1526;181.69;103;6241;33.26;2.64183719872669;1;1
grafo4202.83.gml;83;116;10;0;32.77;1416;176.31;71;5810;32.77;2.30889384762512;1;1
grafo4348.83.gml;83;124;8;0.08;30.43;3459;176.87;235;16490;30.43;4.26946460090214;1;1
grafo4362.83.gml;83;113;7;0.31;33.33;1468;177.87;81;5886;33.33;2.03597397627248;1;1
grafo4536.83.gml;83;102;7;0.03;46.52;2177;173.05;32;7645;46.52;2.13723663465673;1;1
grafo4608.83.gml;83;114;8;0.25;42.29;1518;173.33;114;6349;42.29;2.44930639605251;1;1
grafo4764.83.gml;83;112;7;0.08;48.07;1581;171.34;62;6185;48.07;2.31770457642061;1;1
grafo4825.83.gml;83;110;6;0.97;42.39;2265;169.32;72;8888;42.39;2.16515276630884;1;1
grafo4833.83.gml;83;120;8;0.02;19.97;1680;7752.04;197;7844;19.97;836.141584836721;1;1
grafo4902.83.gml;83;106;7;0.43;29.56;5872;9831.77;152;22418;29.56;3389.65360303413;1;1
grafo4921.83.gml;83;115;7;0.33;37.43;1984;171.65;115;8299;37.43;2.0051398719245;1;1
grafo4936.83.gml;83;112;5;0.21;20.89;0;12745.05;188;30232;20.89;3762.69612785584;1;1
grafo4986.83.gml;83;107;7;0.02;29.64;2457;5390.81;128;9960;29.64;1222.23576661665;1;1
grafo5028.83.gml;83;117;7;0.04;6.94;4201;25415.11;283;18290;6.94;8894.01628106255;1;1
grafo5086.83.gml;83;112;7;0.68;54.06;2458;164.27;55;10333;54.06;1.87414965986395;1;1
grafo5109.83.gml;83;114;8;0.02;26.7;3841;3595.04;160;17484;26.7;844.15221987315;1;1
grafo5246.83.gml;83;115;7;0.26;34.32;2117;169.01;102;9080;34.32;2.16428805774278;1;1
grafo6468.83.gml;83;110;7;0.04;41.33;2371;168.21;88;9778;41.33;1.9667174796748;1;1
grafo6532.83.gml;83;115;8;0.56;19.09;3210;181.14;252;13906;19.09;3.81125427823636;1;1
grafo6533.83.gml;83;115;8;2.35;38.74;956;182.15;82;3928;38.74;2.36837906828334;1;1
grafo6550.83.gml;83;118;8;0;13.49;0;7330.58;288;34030;13.49;1510.2241964464;1;1
grafo6806.83.gml;83;109;8;0.01;31.79;3172;168.78;102;12788;31.79;2.04887037333761;1;1
grafo6964.83.gml;83;103;8;4.73;51.76;3969;162.9;46;14140;51.76;1.89108083256708;1;1
grafo6965.83.gml;83;103;8;0.9;50.11;2676;171.49;37;9607;50.11;1.965093058551;1;1
grafo7069.83.gml;83;106;6;0.08;62.26;5556;155.44;50;20122;62.26;1.86670165310942;1;1
grafo7818.83.gml;83;118;8;0.04;29.9;793;188.82;115;3484;29.9;3.02527075812274;1;1
grafo7841.83.gml;83;107;8;0.9;34.5;5421;163.12;97;20455;34.5;2.68622114706179;1;1
grafo7858.83.gml;83;121;7;0.08;18.22;4361;5543.68;359;22241;18.22;1854.95776098901;1;1
grafo7884.83.gml;83;119;8;0.37;25.63;2525;167.87;139;11324;25.63;3.72364881389093;1;1
grafo7885.83.gml;83;120;8;0.98;29.48;517;200.17;109;2296;29.48;2.49092428039796;1;1
grafo7891.83.gml;83;113;8;0.19;32.35;1268;3538.13;59;5119;32.35;1067.90654205607;1;1
grafo7940.83.gml;83;117;7;0.54;41.4;1659;170.08;134;7184;41.4;2.674374938235;1;1
grafo7942.83.gml;83;121;8;0.42;18.33;2125;181.58;209;9889;18.33;4.24450886386442;1;1
grafo8062.83.gml;83;107;7;0.46;30.46;2916;565.45;77;10988;30.46;153.750230414747;1;1
grafo8077.83.gml;83;112;8;1.12;18.67;0;175.38;181;29003;18.67;4.42845161966663;1;1
grafo8082.83.gml;83;112;9;0.02;24.58;5498;180.38;231;22705;24.58;5.99872448979592;1;1
grafo8093.83.gml;83;122;8;0.02;22.09;2488;171.47;161;11098;22.09;2.82893592345607;1;1
grafo8106.83.gml;83;112;9;1.54;29.55;3254;166.4;96;12816;29.55;2.37329949238579;1;1
grafo8114.83.gml;83;114;7;0.49;39.21;821;188.25;74;3331;39.21;3.35105031023398;1;1
grafo8118.83.gml;83;112;8;0.24;17.71;0;2436.65;281;31893;17.71;705.577077661092;1;1
grafo8134.83.gml;83;116;8;1.04;40.3;1423;173.59;80;5824;40.3;2.16143313929655;1;1
grafo8139.83.gml;83;110;7;1.16;36.9;1893;169.68;84;7379;36.9;2.24586246570493;1;1
grafo8160.83.gml;83;119;9;0.01;19.36;1718;32673.94;193;8118;19.36;6529.42230035158;1;1
grafo8245.83.gml;83;104;6;0.76;37.56;3501;170.69;84;12589;37.56;2.03320469528863;1;1
grafo8256.83.gml;83;110;8;1.05;43.57;3172;166.56;79;12310;43.57;2.61212848994296;1;1
grafo8272.83.gml;83;120;8;0.27;20.7;0;209.7;414;35708;20.7;15.7992151733159;1;1
grafo8283.83.gml;83;119;8;5.78;24.77;34;230.96;64;151;24.77;2.77797962246268;1;1
grafo8308.83.gml;83;102;8;8.71;33.8;674;202.31;35;2377;33.8;3.03995869081665;1;1
grafo8320.83.gml;83;110;7;1.74;28.15;1999;173.18;119;8006;28.15;2.44800813383862;1;1
grafo8346.83.gml;83;106;6;0.04;21.23;4290;170.79;123;15852;21.23;2.4822966507177;1;1
grafo8421.83.gml;83;109;7;0.6;37.01;4307;163.23;82;16169;37.01;2.61516360734238;1;1
grafo8430.83.gml;83;118;6;0;19.14;1776;9143.97;157;7878;19.14;1484.75856164384;1;1
grafo8444.83.gml;83;115;8;0.97;34.22;1901;169.14;113;8314;34.22;3.80999569151228;1;1
grafo8445.83.gml;83;103;8;0.6;49.23;3243;166.21;54;11759;49.23;2.24503851381966;1;1
grafo8453.83.gml;83;101;7;3.53;46.59;1006;192.37;26;3492;46.59;2.40167090446785;1;1
grafo8457.83.gml;83;108;7;2.66;34.46;1100;186.85;67;4246;34.46;3.04173177681772;1;1
grafo8532.83.gml;83;110;7;6.86;53.38;1045;183.55;56;4241;53.38;2.22113861798783;1;1
grafo8568.83.gml;83;107;6;0.04;48.88;2816;165.34;60;10341;48.88;1.96668336673347;1;1
grafo8574.83.gml;83;115;8;0.04;15.12;872;64025.35;212;3972;15.12;12278.1221696689;1;1
grafo8597.83.gml;83;113;6;3.7;43.14;593;197.14;79;2392;43.14;2.6935732231137;1;1
grafo8598.83.gml;83;109;9;0.25;28.83;2640;171.72;100;10121;28.83;2.31006833712984;1;1
grafo8599.83.gml;83;113;8;0.84;16.34;0;195.33;329;31330;16.34;11.0364538395168;1;1
grafo8838.83.gml;83;114;7;1.07;34.15;3045;163;71;12260;34.15;2.34954327968682;1;1
grafo9094.83.gml;83;111;6;0.63;42.46;2897;163.6;89;11289;42.46;2.12286515421871;1;1
grafo9099.83.gml;83;106;5;1.91;51.8;2608;166.06;37;9702;51.8;1.60164239231484;1;1
grafo916.83.gml;83;110;8;0.37;32.63;4079;161.3;86;16294;32.63;2.01215294007666;1;1
grafo9177.83.gml;83;106;9;9.2;41.89;384;208.99;47;1477;41.89;2.88814861263521;1;1
grafo9201.83.gml;83;110;8;0;31.39;520;204.52;51;2003;31.39;2.32915071600737;1;1
grafo9230.83.gml;83;120;7;1.16;14.92;3695;514.22;263;18255;14.92;300.032877660495;1;1
grafo9306.83.gml;83;112;8;0.3;20.53;3264;1827.57;140;13964;20.53;328.051673228346;1;1
grafo9312.83.gml;83;111;6;0.19;51.46;631;201.36;40;2528;51.46;2.82407911449828;1;1
grafo9339.83.gml;83;108;8;2.71;40.65;778;195.71;69;2950;40.65;2.57860180556592;1;1
grafo9434.83.gml;83;117;8;0.73;29.5;1552;177.91;117;6560;29.5;2.44663499604117;1;1
grafo9440.83.gml;83;108;7;2.63;36.79;0;160.99;90;25799;36.79;2.31991839762611;1;1
grafo9483.83.gml;83;109;6;0.1;33.61;4772;164.58;127;19398;33.61;2.41495920217588;1;1
grafo9489.83.gml;83;110;6;1.12;36.19;2328;752.35;55;8711;36.19;116.742059463379;1;1
grafo9500.83.gml;83;117;9;0.2;24.3;2963;2583.76;183;12738;24.3;782.605240003911;1;1
grafo9561.83.gml;83;105;6;1.76;48.31;2866;171.35;43;10277;48.31;2.01862914636063;1;1
grafo9608.83.gml;83;98;6;3.37;50.75;2710;177.84;24;9057;50.75;1.77605418396329;1;1
grafo9626.83.gml;83;115;8;0.05;40.12;1965;169.83;103;8700;40.12;2.7211712618233;1;1
grafo9629.83.gml;83;112;8;1.37;29.54;1220;178.91;78;5038;29.54;2.132080078125;1;1
grafo9680.83.gml;83;111;8;0.03;34.47;1318;179.07;65;5122;34.47;2.37523484201537;1;1
grafo9685.83.gml;83;117;8;0.08;22.83;2992;183.1;212;13673;22.83;6.70109843683988;1;1
grafo9772.83.gml;83;109;7;1.02;29.35;455;217.95;109;1775;29.35;4.69571322375485;1;1
grafo9843.83.gml;83;103;6;2.54;59.51;1959;176.78;33;7012;59.51;1.87486507879398;1;1
grafo4402.84.gml;84;103;6;0.1;36.87;4833;164.06;37;16852;36.87;1.89811320754717;1;1
grafo4442.84.gml;84;109;11;1.75;54.17;877;188.75;29;3246;54.17;3.53362290862291;1;1
