Graph;Nodes;Edges;Max Degree;Crossing Only Angular Res;Crossing Only Crossing Res;Crossing Only Iterations;Crossing Only Edge Length;Crossing Only No of Crossings;Crossing Only Time;Crossing Only Non Planar Crossing;Aspect Ratio;Non-Planar;Valid
grafo4543.84.gml;84;111;8;6.41;45.36;836;193.13;39;3323;45.36;2.78698026039479;1;1
grafo4644.84.gml;84;121;9;0;15.61;4908;4231.18;248;23832;15.61;1008.68406285073;1;1
grafo6334.84.gml;84;103;8;0.01;31.58;2724;9310.8;44;9616;31.58;1839.0184735051;1;1
grafo6389.84.gml;84;97;5;0.16;66.38;3437;170.08;23;11561;66.38;1.7893918068005;1;1
grafo6414.84.gml;84;99;6;0.07;48.75;0;167.08;62;23528;48.75;2.03730002566515;1;1
grafo6463.84.gml;84;106;6;0.92;28.05;0;168.19;141;29482;28.05;3.29768912143013;1;1
grafo6520.84.gml;84;110;8;4.82;33.91;745;195.05;42;2814;33.91;3.3793371310202;1;1
grafo6617.84.gml;84;117;9;0.38;27.73;312;214.25;78;1332;27.73;2.85982956215104;1;1
grafo6670.84.gml;84;121;8;0;24.8;3536;5568.74;243;16789;24.8;1390.74949836308;1;1
grafo6813.84.gml;84;120;8;0.29;32.44;1406;179.9;138;6365;32.44;3.6471001140651;1;1
grafo6815.84.gml;84;108;8;6.21;42.02;2003;172.29;65;7556;42.02;2.13978138456442;1;1
grafo6816.84.gml;84;108;8;0.25;41.59;427;209.87;54;1631;41.59;2.4407292642502;1;1
grafo7038.84.gml;84;113;8;0.3;44.82;1526;171.95;63;6196;44.82;2.30428965632578;1;1
grafo7120.84.gml;84;111;7;0.86;44.08;4036;161.39;70;16227;44.08;1.74545024816828;1;1
grafo7463.84.gml;84;113;7;0.01;42.96;1709;172.48;92;6932;42.96;2.23349436392915;1;1
grafo7703.84.gml;84;109;8;0.14;28.75;0;160.85;68;26867;28.75;1.99304865938431;1;1
grafo7783.84.gml;84;105;8;0.17;42.5;2218;169.59;54;8072;42.5;2.07227555053642;1;1
grafo7788.84.gml;84;116;9;0.1;40.14;1254;177.4;72;5160;40.14;3.0826292002358;1;1
grafo7914.84.gml;84;116;8;6.34;29.53;331;211.12;74;1410;29.53;3.04548569470618;1;1
grafo7917.84.gml;84;118;7;0.01;32.88;2076;176.88;183;9205;32.88;2.5818375688644;1;1
grafo7918.84.gml;84;135;8;1.11;27.13;1920;178.25;251;10191;27.13;3.44323857087975;1;1
grafo7930.84.gml;84;115;6;0.01;15.39;6144;6526.46;208;28745;15.39;1084.62573999526;1;1
grafo7949.84.gml;84;109;7;1.16;30.76;2771;174.01;67;11478;30.76;1.95899909556828;1;1
grafo7963.84.gml;84;100;6;0.69;45.94;4224;167.06;57;14680;45.94;1.84350914311622;1;1
grafo8005.84.gml;84;115;9;0.64;26.77;4066;179.67;191;17027;26.77;3.06823627461194;1;1
grafo8019.84.gml;84;102;9;3.49;53.39;1005;195.68;16;3466;53.39;2.49241578567207;1;1
grafo8087.84.gml;84;114;8;0.26;26.76;2773;173.88;132;11478;26.76;3.27532944480449;1;1
grafo8092.84.gml;84;111;7;1.07;36.7;86;227.62;59;397;36.7;3.43812652683009;1;1
grafo8222.84.gml;84;109;8;1.38;31.59;1167;187.41;61;4720;31.59;2.57342657342657;1;1
grafo8284.84.gml;84;121;8;0.35;8.08;0;203.95;488;34317;8.08;8.87011642949547;1;1
grafo8300.84.gml;84;115;6;0.39;52.08;3390;161.47;66;13852;52.08;1.7755516104489;1;1
grafo8318.84.gml;84;110;7;0.03;25.1;6334;111161.67;163;25209;25.1;32683.8854039375;1;1
grafo8323.84.gml;84;106;11;4.58;33.26;1628;182.13;38;6038;33.26;2.17147170896542;1;1
grafo8370.84.gml;84;113;8;0.17;33.68;3129;169.04;105;13019;33.68;1.93035501953457;1;1
grafo8408.84.gml;84;107;8;0.25;32.17;2288;170.09;73;8741;32.17;2.24040212142801;1;1
grafo8415.84.gml;84;107;7;1.17;40.23;5688;220.63;113;22133;40.23;16.3390744771458;1;1
grafo8440.84.gml;84;118;7;0;49.29;481;201.49;74;2039;49.29;2.68483052135583;1;1
grafo8528.84.gml;84;109;9;7.63;44.29;2311;166.79;54;8687;44.29;2.25314885496183;1;1
grafo8534.84.gml;84;119;8;0.27;26.99;433;202.74;97;1941;26.99;3.49780851271063;1;1
grafo8537.84.gml;84;121;8;0.22;23.92;1691;176.28;180;7598;23.92;3.03035597291985;1;1
grafo8553.84.gml;84;118;8;0.16;29.52;958;187.33;114;4130;29.52;2.78302719886966;1;1
grafo8554.84.gml;84;113;6;0.84;38.28;841;192.66;70;3412;38.28;2.5857037310676;1;1
grafo8556.84.gml;84;119;9;0.71;42.37;1719;169.56;75;7220;42.37;2.48232247784085;1;1
grafo8594.84.gml;84;115;7;0.01;18.21;0;8595.94;234;31544;18.21;1368.97692896803;1;1
grafo8596.84.gml;84;111;6;0.05;36;866;190.77;61;3353;36;2.28661707063435;1;1
grafo8600.84.gml;84;118;8;0.31;35.43;2039;175.24;180;9044;35.43;2.445691279767;1;1
grafo8604.84.gml;84;120;8;0.81;31.74;2363;165.39;95;10554;31.74;2.18528146288992;1;1
grafo8612.84.gml;84;119;8;0.42;27.38;1319;179;135;5923;27.38;3.37523195624573;1;1
grafo8619.84.gml;84;117;7;0.05;17.04;6485;208.13;485;31544;17.04;7.67105128989497;1;1
grafo8629.84.gml;84;114;7;2.02;34.39;2279;166.64;122;9639;34.39;2.29144095341278;1;1
grafo8632.84.gml;84;111;6;0.1;38.35;1322;181.19;53;5203;38.35;2.72527190202963;1;1
grafo8637.84.gml;84;122;8;0.13;36.86;2782;163.58;115;12254;36.86;2.72795183409522;1;1
grafo8640.84.gml;84;118;8;0.08;13.48;0;218.61;467;33922;13.48;17.3642958748222;1;1
grafo9003.84.gml;84;115;9;0.01;44.34;2806;169.21;88;11764;44.34;2.43903675538657;1;1
grafo9013.84.gml;84;108;6;1.55;38.27;4093;160.41;84;15214;38.27;2.28961435662467;1;1
grafo9046.84.gml;84;113;8;0.13;32.15;4379;169;127;17598;32.15;2.88901088846189;1;1
grafo9171.84.gml;84;124;8;0;19.56;2275;2485.67;335;11032;19.56;1135.56134862704;1;1
grafo9252.84.gml;84;119;8;3.49;39.16;1710;174.25;117;7596;39.16;2.61059283779717;1;1
grafo9355.84.gml;84;117;8;0.3;40.02;546;200.98;66;2295;40.02;2.44328161592506;1;1
grafo9406.84.gml;84;120;6;0.04;2.44;0;214.29;455;35860;2.44;13.9159850270345;1;1
grafo9450.84.gml;84;125;9;0.02;33.99;1099;178.6;139;5115;33.99;3.46812569019175;1;1
grafo9511.84.gml;84;119;6;0.01;42.4;932;188.12;79;3949;42.4;2.27935956498754;1;1
grafo9524.84.gml;84;116;7;0.56;43.58;1009;185.08;59;4313;43.58;2.7480662184631;1;1
grafo9531.84.gml;84;111;8;0.59;32.15;2382;687.16;95;9361;32.15;134.525396964646;1;1
grafo9662.84.gml;84;119;8;0.4;30.56;2322;170.75;115;9787;30.56;2.2036326426196;1;1
grafo9701.84.gml;84;104;6;17.4;53.75;869;198.37;30;3150;53.75;3.02405597086448;1;1
grafo9726.84.gml;84;124;8;0.39;27.44;2401;170.31;150;11098;27.44;2.66830657690316;1;1
grafo9730.84.gml;84;118;7;0.44;7.09;0;209.69;468;33606;7.09;8.31000110754236;1;1
grafo9745.84.gml;84;114;8;1.31;32.24;590;198.79;84;2528;32.24;2.67074047447879;1;1
grafo9771.84.gml;84;102;7;0.11;43.7;0;162.43;55;24553;43.7;1.66292383836892;1;1
grafo9777.84.gml;84;105;6;0.19;38.17;4125;160.67;53;14739;38.17;1.62830593280915;1;1
grafo9785.84.gml;84;108;7;0.23;39.72;3731;168.4;93;14017;39.72;2.39589241213371;1;1
grafo9804.84.gml;84;121;8;0.15;16.15;4914;18274.41;213;22304;16.15;5414.50045486708;1;1
grafo2692.85.gml;85;108;8;0.03;59.11;5727;159.23;30;20889;59.11;1.39020909155784;1;1
grafo4294.85.gml;85;107;5;0.02;49.64;1530;182.99;35;5593;49.64;2.44257216261146;1;1
grafo4649.85.gml;85;112;7;0.01;37.36;1079;194.1;86;4328;37.36;2.64203586073812;1;1
grafo4946.85.gml;85;120;9;0.06;14.64;6340;9290.33;230;28456;14.64;2404.52177644282;1;1
grafo5699.85.gml;85;103;6;0.14;42.84;2405;176.03;36;8305;42.84;2.33482910777055;1;1
grafo6291.85.gml;85;108;7;1.6;47.2;0;152.54;48;26173;47.2;1.5577636678486;1;1
grafo6518.85.gml;85;107;8;0.47;47.11;5715;158.82;80;21317;47.11;2.21548755288793;1;1
grafo6766.85.gml;85;111;8;0.33;51.46;3182;161.71;49;12132;51.46;1.89899975603806;1;1
grafo6877.85.gml;85;120;8;0.06;35.13;2169;169.44;122;9437;35.13;2.38769540177347;1;1
grafo6982.85.gml;85;108;8;0.31;29.04;4905;157.93;50;18372;29.04;1.73426458504519;1;1
grafo6983.85.gml;85;108;8;0.84;62.2;1768;178.67;38;6592;62.2;2.62831479897348;1;1
grafo7151.85.gml;85;120;9;0.85;35.63;1677;169.63;95;7517;35.63;2.12185734174105;1;1
grafo7153.85.gml;85;120;9;0.19;13.96;0;199.48;421;35253;13.96;10.1306615776081;1;1
grafo7822.85.gml;85;116;9;0.02;26.83;2617;1014.07;165;11158;26.83;276.513832905826;1;1
grafo7824.85.gml;85;126;8;0;3.79;5601;37056.71;200;28434;3.79;5437.04203616262;1;1
grafo7981.85.gml;85;116;8;0;17.29;4480;4930.19;137;20214;17.29;1108.39370895264;1;1
grafo8016.85.gml;85;112;9;0.01;23.25;2303;16154.33;102;9058;23.25;1116.14951000243;1;1
grafo8024.85.gml;85;110;6;0.07;31.48;1934;174.43;63;7560;31.48;1.93000569059426;1;1
grafo8054.85.gml;85;118;9;1.28;45.05;759;188.11;70;3201;45.05;2.96758333333333;1;1
grafo8098.85.gml;85;111;7;5.76;39.11;1350;179.4;62;5320;39.11;2.19629540534039;1;1
grafo8108.85.gml;85;115;8;0.43;41.47;2208;167.55;70;8829;41.47;2.08835188290898;1;1
grafo8148.85.gml;85;119;7;0.01;29.51;2150;172.59;171;9463;29.51;2.84906537710406;1;1
grafo8178.85.gml;85;109;6;0.22;38.64;1824;173.17;57;7052;38.64;1.97594735647833;1;1
grafo8189.85.gml;85;116;6;0.85;50;2581;162.87;74;10428;50;2.04398311048557;1;1
grafo8201.85.gml;85;117;8;0.58;48.46;2181;167.68;109;9188;48.46;2.52097274359393;1;1
grafo8281.85.gml;85;117;8;2.38;35.97;5445;160.67;119;23018;35.97;2.1267727429955;1;1
grafo8304.85.gml;85;123;7;0.05;28.13;1507;173.97;131;6887;28.13;2.38273260687343;1;1
grafo8345.85.gml;85;112;9;2.09;53.24;2762;166.11;56;11254;53.24;3.009148486981;1;1
grafo8362.85.gml;85;109;6;0.39;50.28;1915;175.71;53;7338;50.28;2.66264013209351;1;1
grafo8396.85.gml;85;112;7;0.34;33.71;1772;174.57;58;6808;33.71;2.21734596332667;1;1
grafo8398.85.gml;85;113;7;0.7;35.96;1589;173.34;96;6786;35.96;2.8167824291346;1;1
grafo8452.85.gml;85;118;8;0.02;23.51;566;8095.53;116;2510;23.51;1271.72969233274;1;1
grafo8465.85.gml;85;116;10;1.11;40.61;1123;181.88;87;4913;40.61;2.6674881343556;1;1
grafo8468.85.gml;85;107;8;2.16;34.44;628;202.86;38;2322;34.44;2.4181805022798;1;1
grafo8469.85.gml;85;107;8;0.4;20.6;0;170.03;133;26362;20.6;4.31496138075713;1;1
grafo8485.85.gml;85;117;8;0.25;37.26;1372;176.9;87;5825;37.26;3.09492740305091;1;1
grafo8486.85.gml;85;115;8;0.15;52.63;1580;179.95;52;6293;52.63;1.87931541060673;1;1
grafo8488.85.gml;85;99;5;0;43.7;3354;169.31;25;11267;43.7;1.89997668454185;1;1
grafo8547.85.gml;85;104;7;3.15;32.2;0;169.62;117;27620;32.2;2.34966114780818;1;1
grafo8551.85.gml;85;129;8;0.14;34.22;1008;179.99;148;4925;34.22;3.35306745000565;1;1
grafo8567.85.gml;85;122;9;0.13;19.44;0;187.85;307;34925;19.44;4.16569982069402;1;1
grafo8583.85.gml;85;103;7;0.07;51.01;5716;160.24;47;20172;51.01;1.39769452449568;1;1
grafo8614.85.gml;85;118;9;0.35;29.97;2925;170.15;155;12624;29.97;3.80736801141523;1;1
grafo8615.85.gml;85;110;6;0.3;56.42;1398;181.27;58;5304;56.42;1.79287483607752;1;1
grafo8617.85.gml;85;116;6;0.05;50.59;2351;165.67;64;9595;50.59;2.33036354326677;1;1
grafo8624.85.gml;85;120;6;2.57;38.73;752;194.88;77;3444;38.73;3.04620783778514;1;1
grafo8625.85.gml;85;105;7;4.57;40.42;5453;157.91;42;20159;40.42;1.44035476718404;1;1
grafo8628.85.gml;85;121;8;0;0;3203;29533.29;289;14922;;4526.72351263244;1;1
grafo8666.85.gml;85;110;6;0.55;44.41;491;206.06;53;2037;44.41;3.29474029703783;1;1
grafo8690.85.gml;85;107;7;0.84;61.69;796;197.6;26;2934;61.69;2.24695509228125;1;1
grafo8695.85.gml;85;112;8;0;21.65;4086;10720.2;102;16127;21.65;1755.59443304487;1;1
grafo8783.85.gml;85;112;8;0;33.76;1762;173.9;79;6999;33.76;2.37948063005534;1;1
grafo8976.85.gml;85;118;6;0.05;31.81;1275;178.22;83;5361;31.81;2.27337464163507;1;1
grafo9004.85.gml;85;120;8;0.33;27.16;2261;174.35;147;10747;27.16;4.13250203938935;1;1
grafo9018.85.gml;85;116;8;1.02;45.12;2581;163.98;96;11767;45.12;2.30722837339094;1;1
grafo9025.85.gml;85;118;9;0.01;24.06;4871;182.93;281;21961;24.06;4.47155425219941;1;1
grafo9111.85.gml;85;118;6;0.03;26.6;4230;2409.88;178;18031;26.6;690.554358717435;1;1
grafo9135.85.gml;85;129;8;0.02;14.97;0;227.93;675;41378;14.97;14.7152559218155;1;1
grafo9139.85.gml;85;122;9;0.01;20.1;3892;192.28;332;18682;20.1;4.42903585361323;1;1
grafo9140.85.gml;85;123;8;1.82;43.44;1259;181.55;78;5461;43.44;2.74511166253102;1;1
grafo9238.85.gml;85;103;6;0.67;35.16;1713;180.88;35;5990;35.16;2.51242389336844;1;1
grafo9331.85.gml;85;111;6;2.44;54.43;1801;171.75;70;6919;54.43;2.25190137902215;1;1
grafo9428.85.gml;85;115;9;0.04;25.66;4578;176.9;226;19707;25.66;4.99916028130576;1;1
grafo9464.85.gml;85;126;8;3.3;21.81;39;231.73;118;204;21.81;4.35382615156018;1;1
grafo9469.85.gml;85;109;8;0.27;69.05;1871;175.65;31;7462;69.05;1.88084162313032;1;1
grafo9497.85.gml;85;114;7;0.31;44.64;2840;163.78;72;11523;44.64;2.23753985568048;1;1
grafo9550.85.gml;85;125;9;0.01;11.57;0;225.07;577;37779;11.57;13.3134684147795;1;1
grafo9603.85.gml;85;110;7;0.81;41.66;3474;163.77;95;13728;41.66;1.63266919671094;1;1
grafo9605.85.gml;85;117;7;0.12;22.35;3430;171.8;213;14853;22.35;2.98710588235294;1;1
grafo9753.85.gml;85;120;7;0.5;38.96;953;182.98;94;4115;38.96;2.794723183391;1;1
grafo9784.85.gml;85;120;7;0.04;12.09;6930;79092.97;268;32912;12.09;28894.3438765971;1;1
grafo9824.85.gml;85;116;6;0.43;23.06;5474;825.77;198;22836;23.06;240.227878330819;1;1
grafo2431.86.gml;86;105;8;1.25;64.63;5325;159;36;19633;64.63;1.58288374842953;1;1
grafo2476.86.gml;86;105;6;4.44;20.21;0;160.46;51;26140;20.21;2.04184894758564;1;1
grafo2978.86.gml;86;107;9;1.04;60.7;4081;159.64;50;15139;60.7;1.48538358806945;1;1
grafo6725.86.gml;86;106;9;0.13;36.04;2155;172.53;55;8121;36.04;1.92525014714538;1;1
grafo6749.86.gml;86;103;9;0.03;27.22;2860;83793.84;40;10754;27.22;12701.5427660705;1;1
grafo7100.86.gml;86;120;11;0.1;20.19;5759;21736.52;190;27636;20.19;3423.2617;1;1
grafo7101.86.gml;86;120;11;0;21.66;5154;188.04;346;24935;21.66;5.51218966674122;1;1
grafo7108.86.gml;86;106;6;0;46.81;4865;159.87;58;17729;46.81;1.6552036199095;1;1
grafo7574.86.gml;86;110;8;0.21;40.54;5569;161.99;87;22664;40.54;2.10478700043917;1;1
grafo7671.86.gml;86;110;7;0.57;59.93;4703;160.92;48;17671;59.93;1.66285103785104;1;1
grafo7892.86.gml;86;107;6;0.91;39.8;4010;158.81;56;14571;39.8;1.68066383635662;1;1
grafo7893.86.gml;86;113;8;0.1;43.4;3814;162.7;60;16055;43.4;1.97648639570037;1;1
grafo8090.86.gml;86;118;8;0.88;31.99;2804;177.13;164;12100;31.99;2.52288911495422;1;1
grafo8094.86.gml;86;117;8;0.34;42.92;2475;162.54;89;11583;42.92;2.39525061009949;1;1
grafo8137.86.gml;86;122;8;2.35;31.14;486;201.57;131;2249;31.14;4.60531549448563;1;1
grafo8176.86.gml;86;112;8;0.27;23.32;3699;166.05;74;14656;23.32;2.15792821444798;1;1
grafo8191.86.gml;86;125;8;0;12.48;0;1768.51;331;38300;12.48;515.032399512789;1;1
grafo8248.86.gml;86;119;7;0;0;3026;106038.99;128;13449;;40519.329560072;1;1
grafo8260.86.gml;86;123;8;0.09;29.83;2083;168.98;149;9477;29.83;2.96595020217067;1;1
grafo8296.86.gml;86;116;7;0.16;30.77;3771;174.82;187;15782;30.77;3.36409905060194;1;1
grafo8310.86.gml;86;134;8;0.43;15.38;0;214.06;612;43337;15.38;14.9967021436067;1;1
grafo8311.86.gml;86;116;6;0.67;35.15;1939;872.75;99;8730;35.15;193.258761357315;1;1
grafo8432.86.gml;86;121;6;0.02;30.21;3441;170.55;153;15462;30.21;2.52342619392185;1;1
grafo8448.86.gml;86;124;8;0.06;28.1;489;201.79;137;2256;28.1;3.82680070091303;1;1
grafo8492.86.gml;86;117;7;0.19;45.7;1120;183.04;58;4493;45.7;2.74630896651062;1;1
grafo8495.86.gml;86;126;9;0.51;11.36;0;224.25;641;38471;11.36;11.5803346822706;1;1
grafo8541.86.gml;86;129;8;0.41;31.46;1129;180.92;161;6065;31.46;2.78400285027167;1;1
grafo8575.86.gml;86;117;7;0.52;31.12;1586;176.94;107;6797;31.12;2.1728404917771;1;1
grafo8576.86.gml;86;122;7;0;44.15;1743;167.77;78;7510;44.15;2.63121990369181;1;1
grafo8620.86.gml;86;120;7;0.04;33.05;1448;174.29;117;6411;33.05;2.72426035502959;1;1
grafo8649.86.gml;86;109;8;0.13;41.78;2581;169.04;64;9981;41.78;1.97148377125193;1;1
grafo8681.86.gml;86;126;8;2.28;40;572;196.06;119;2871;40;2.6867021726266;1;1
grafo8684.86.gml;86;118;6;0.22;17.07;6815;5271.17;324;30767;17.07;2128.60218927532;1;1
grafo8687.86.gml;86;129;8;0.57;12.38;0;217.3;555;41960;12.38;18.3826303612742;1;1
grafo8693.86.gml;86;109;7;0.68;43.02;6299;160.59;108;24303;43.02;2.15484550561798;1;1
grafo8706.86.gml;86;113;8;0.67;41.4;1354;180.34;61;5308;41.4;2.5190261496844;1;1
grafo8725.86.gml;86;121;10;0.14;35.49;1038;184.88;92;5073;35.49;2.73264119601329;1;1
grafo8730.86.gml;86;119;8;1.64;36.85;1121;180.22;76;4701;36.85;2.18483822719043;1;1
grafo8750.86.gml;86;115;8;3.08;35.83;1508;176.18;83;6191;35.83;2.35053241465706;1;1
grafo8762.86.gml;86;116;7;0.63;31.99;706;193.71;84;2929;31.99;2.72710422108012;1;1
grafo8765.86.gml;86;117;8;0.09;14.6;6727;4864.16;272;30383;14.6;1464.65119504908;1;1
grafo8767.86.gml;86;118;7;0.97;19.22;0;183.63;290;33544;19.22;4.1904656072897;1;1
grafo8768.86.gml;86;124;8;0.68;36.38;4456;164.83;151;20168;36.38;3.61548650025471;1;1
grafo8769.86.gml;86;105;8;0.08;43.16;2739;169.51;65;9982;43.16;2.53108517077389;1;1
grafo8770.86.gml;86;107;8;0.23;41.35;3667;168.93;42;13322;41.35;2.2031982149498;1;1
grafo8795.86.gml;86;112;8;0;49.48;2377;167.2;55;9891;49.48;1.99359086918349;1;1
grafo8999.86.gml;86;112;7;0.02;38.15;4849;162.46;98;19404;38.15;2.68889360798471;1;1
grafo9091.86.gml;86;111;8;0.3;38.91;727;197.7;56;2814;38.91;2.91309084813946;1;1
grafo9172.86.gml;86;122;8;0.66;33.2;2374;169.92;125;10488;33.2;2.78019801980198;1;1
grafo9285.86.gml;86;115;8;0.81;45.12;3211;162.62;100;13273;45.12;2.42477411220845;1;1
grafo9316.86.gml;86;109;8;0.3;53.71;1233;184.6;48;4673;53.71;2.09475059899804;1;1
grafo9337.86.gml;86;124;8;0.32;25.23;1832;179.17;183;8552;25.23;3.88861206270113;1;1
grafo9338.86.gml;86;111;7;0.2;25.45;4889;185.03;217;21098;25.45;5.71032909742587;1;1
grafo9409.86.gml;86;113;6;0.54;39.97;1597;173.92;88;6468;39.97;2.14407598197038;1;1
grafo9422.86.gml;86;124;7;0.1;17.59;0;216.89;495;35700;17.59;11.1117578579744;1;1
grafo9429.86.gml;86;127;8;0.04;12.59;6493;2438.93;433;35494;12.59;1163.01490407484;1;1
grafo9565.86.gml;86;111;6;0.04;38.89;3185;167.38;72;12281;38.89;2.22433747064743;1;1
grafo9584.86.gml;86;122;9;0.03;13.73;6995;7225.78;308;37062;13.73;1279.16491532783;1;1
grafo9585.86.gml;86;122;9;0.21;33.62;1063;182.53;91;4658;33.62;3.04913549752999;1;1
grafo9595.86.gml;86;120;12;1.72;44.03;112;222.72;72;501;44.03;2.90617481956696;1;1
grafo9614.86.gml;86;112;6;1.52;43.58;2248;174.45;97;8819;43.58;2.912065247961;1;1
grafo9617.86.gml;86;107;5;2.12;42.62;1654;179.11;48;6517;42.62;2.71097895699909;1;1
grafo9661.86.gml;86;132;8;2.08;26.18;292;205.71;133;1489;26.18;3.89413188142771;1;1
grafo9699.86.gml;86;129;8;0.3;14.88;6605;84358.48;325;36215;14.88;49212.1113006397;1;1
grafo9709.86.gml;86;121;8;0.63;21.9;3907;168.97;153;17930;21.9;3.54534351145038;1;1
grafo9776.86.gml;86;113;9;0.45;34.5;1477;181.48;72;5946;34.5;2.44988119334683;1;1
grafo9803.86.gml;86;109;6;2.93;42.4;1293;188.9;41;4893;42.4;2.02844071673656;1;1
grafo9806.86.gml;86;109;9;0.4;33.29;1634;180.62;36;6644;33.29;1.86654349061967;1;1
grafo9807.86.gml;86;109;9;0.03;33.08;2679;169.42;47;10144;33.08;2.07092507179532;1;1
grafo9829.86.gml;86;109;8;1.84;38.01;2310;170.43;75;8832;38.01;2.24398625429553;1;1
grafo4957.87.gml;87;107;7;0.76;36.45;4611;163.42;43;17374;36.45;1.61794346579271;1;1
grafo6447.87.gml;87;124;8;0.04;35.08;635;195.25;95;2861;35.08;3.09607619047619;1;1
grafo6482.87.gml;87;115;5;0.23;41.14;5804;160.83;94;25138;41.14;1.84556962025316;1;1
grafo6654.87.gml;87;117;8;0.21;28.73;3336;165.4;119;13958;28.73;2.03818089258442;1;1
grafo7109.87.gml;87;112;7;1.63;21.49;0;182.77;261;29224;21.49;4.13337640760569;1;1
grafo7167.87.gml;87;126;7;0.02;13.54;2531;26691.4;184;13978;13.54;3830.40518962076;1;1
grafo7777.87.gml;87;111;8;1.56;56.41;4685;157.13;57;18428;56.41;1.4416433926209;1;1
grafo7819.87.gml;87;114;8;0.13;44;2109;171.15;97;8789;44;2.63716038562664;1;1
grafo7826.87.gml;87;120;10;0.58;44.87;1463;177.75;54;6145;44.87;2.3492379566516;1;1
grafo7861.87.gml;87;118;6;0.03;31.38;1868;178.63;120;7919;31.38;3.15020246727564;1;1
grafo7977.87.gml;87;105;8;0.12;47.6;5559;7150.06;31;21139;47.6;1872.64292610472;1;1
grafo8009.87.gml;87;111;5;3.98;41.68;2889;166.26;62;11042;41.68;1.94891108563943;1;1
grafo8012.87.gml;87;120;9;0.11;41.87;866;185.68;91;3845;41.87;2.54831107619796;1;1
grafo8123.87.gml;87;127;9;0;0;2416;332930.09;324;11721;;74220.674394099;1;1
grafo8297.87.gml;87;126;9;0.33;24;1209;181.45;142;5843;24;2.53735892577642;1;1
grafo8332.87.gml;87;116;7;1.97;57.64;2764;162.58;59;11840;57.64;1.68442249240122;1;1
grafo8360.87.gml;87;105;8;1.02;53.44;3465;167.91;45;12408;53.44;1.86248859142075;1;1
grafo8364.87.gml;87;106;6;5.68;35.47;615;206.92;25;2379;35.47;2.82777546777547;1;1
grafo8383.87.gml;87;116;7;1.62;45.4;2912;162.11;59;11722;45.4;1.76484523057486;1;1
grafo8435.87.gml;87;106;7;1.06;37.29;3173;169.88;33;11311;37.29;2.20680989055533;1;1
grafo8484.87.gml;87;111;8;5.17;38.96;779;198.05;46;3004;38.96;3.05414066453027;1;1
grafo8487.87.gml;87;112;8;0.07;20.5;2761;3389.59;124;10919;20.5;595.284690873405;1;1
grafo8489.87.gml;87;106;7;1.43;49.83;2165;178.11;34;7765;49.83;2.5448172652804;1;1
grafo8539.87.gml;87;127;6;1.43;22.53;1563;177.06;175;7562;22.53;3.21900617346422;1;1
grafo8543.87.gml;87;111;5;0.73;52.75;996;193.22;33;4126;52.75;2.16453954910203;1;1
grafo8555.87.gml;87;114;5;0.84;40.22;1991;174.18;65;7892;40.22;1.79292847938144;1;1
grafo8559.87.gml;87;112;8;0.78;39.78;3267;164.76;74;12717;39.78;2.00556247405562;1;1
grafo8578.87.gml;87;125;8;0.01;24.81;1130;185.96;142;5314;24.81;2.86617683480558;1;1
grafo8593.87.gml;87;120;8;0.07;22.17;6166;5921.11;236;30853;22.17;1126.1556424581;1;1
grafo8601.87.gml;87;135;8;0;11.96;0;214.94;624;45691;11.96;19.4508670520231;1;1
grafo8602.87.gml;87;118;6;0.89;46.37;3705;161.63;94;16565;46.37;1.91237677984666;1;1
grafo8603.87.gml;87;111;7;4.17;49.16;765;196.8;41;2954;49.16;3.27609834744055;1;1
grafo8631.87.gml;87;124;7;1.11;14.52;0;192.81;445;39289;14.52;6.95199127114021;1;1
grafo8682.87.gml;87;108;7;0.5;61.42;4493;159.13;31;16468;61.42;1.41544703666135;1;1
grafo8689.87.gml;87;127;9;0.04;20.05;3533;83033.47;217;18508;20.05;26369.3594533601;1;1
grafo8692.87.gml;87;127;8;0.08;8.95;0;214.64;536;40461;8.95;7.11791314837153;1;1
grafo8709.87.gml;87;111;7;0.1;38.7;2385;172.74;84;10005;38.7;2.52164655784244;1;1
grafo8726.87.gml;87;128;8;0.04;10.79;0;29367.01;239;38708;10.79;3521.65714001195;1;1
grafo8728.87.gml;87;118;8;1;11.46;0;182.99;291;31893;11.46;4.55409535452323;1;1
grafo8729.87.gml;87;121;7;1.19;38.14;1717;173.05;111;7643;38.14;2.84446315001871;1;1
grafo8740.87.gml;87;115;7;0.29;18.62;0;198.49;414;30717;18.62;6.30895628359874;1;1
grafo8741.87.gml;87;109;6;4.52;46.34;956;193.26;47;3633;46.34;3.42914027149321;1;1
grafo8743.87.gml;87;116;5;0.73;53.6;1219;182.52;51;5297;53.6;2.44742285099694;1;1
grafo8751.87.gml;87;113;8;0.09;27.37;3188;11436.59;93;13126;27.37;1953.28580453028;1;1
grafo8763.87.gml;87;119;8;0.93;14.2;0;177.28;285;32341;14.2;5.50198690977092;1;1
grafo8764.87.gml;87;125;8;0.09;18.31;5491;5635.4;322;27437;18.31;1620.64264216696;1;1
grafo8766.87.gml;87;116;5;0;19.18;3368;41332.87;168;14863;19.18;6923.47693201627;1;1
grafo8804.87.gml;87;130;8;0.75;37.36;543;196.05;90;2616;37.36;3.54765374526377;1;1
grafo8807.87.gml;87;131;8;1.64;30.04;83;223.99;117;435;30.04;4.68536880290206;1;1
