graph name;iterations-rm;time-rm;cr-rm;n;m;ar-rm;asp-rm;cn-rm;tr-rm;iterations-rm-1;time-rm-1;cr-rm-1;ar-rm-1;asp-rm-1;cn-rm-1;tr-rm-1;iterations-fa;time-fa;cr-fa;ar-fa;asp-fa;cn-fa;tr-fa
grafo4147.81.graphml;1900;1202;65.3574;81;107;0.5729;42.926527766466;93;65.3574;700;419;62.6333;3.216;2.96505998951463;43;62.6333;500;891;44.0914;9.2058;3.09193583991507;60;44.0144
grafo4176.81.graphml;2500;1452;71.1868;81;102;12.6459;38.2219191970537;49;71.1868;600;348;54.938;9.5009;3.89488624851726;41;54.938;1100;1879;63.1144;9.0337;2.68688297344201;42;63.1144
grafo4257.81.graphml;1300;967;53.5219;81;107;8.2786;99.3967451242034;78;53.5219;1200;540;34.0597;8.5206;2.56489544765339;53;34.0597;800;1466;46.0899;17.252;2.96415807881662;51;45.9319
grafo4321.81.graphml;1400;796;77.563;81;100;7.746;94.6434717065563;44;77.563;500;237;49.8878;6.4347;2.25638542092995;31;49.8878;400;689;51.4289;10.3209;2.0870629437674;31;51.4132
grafo4333.81.graphml;800;546;69.7962;81;99;15.6674;578.772870226269;35;69.7962;1600;603;77.0992;6.877;2.25754009804983;15;77.0992;400;672;69.6735;10.4654;1.77195564778016;19;69.6654
grafo4388.81.graphml;900;764;45.9042;81;118;2.1995;49.8238835617175;145;45.9042;300;225;44.6996;6.2139;4.5746328568282;74;44.6996;1200;2181;39.673;5.8902;2.66639422616329;94;39.673
grafo4522.81.graphml;800;453;86.8513;81;94;19.8788;38.4845967044466;15;86.8513;500;173;63.8844;11.3948;2.20713715834046;13;63.8844;900;1495;69.0477;14.2029;1.88599565339591;14;69.0477
grafo4534.81.graphml;1000;608;80.8188;81;101;7.8068;110.189959892714;21;80.8188;400;221;57.8885;15.8426;2.42439643799853;25;57.8885;1400;2130;57.4097;11.3687;1.95243438713596;27;57.4097
grafo4720.81.graphml;1400;935;56.0064;81;109;15.3183;98.9980709927877;103;56.0064;1300;766;56.2747;16.312;3.45311456956759;56;56.2747;300;503;39.0475;8.4531;2.18004832972588;52;39.0475
grafo4745.81.graphml;2400;1918;54.3073;81;115;6.676;44.1759880120716;141;54.3073;1000;688;48.8054;7.2369;3.23151528996524;97;48.8054;200;369;31.6992;3.8976;2.71231723587333;104;31.6992
grafo4752.81.graphml;1100;842;57.9077;81;109;13.134;152.6111168227;96;57.9077;1400;705;59.8696;9.2208;3.12271888925158;51;59.8696;200;353;35.8835;5.827;2.53224154183843;73;35.8835
grafo4929.81.graphml;800;593;64.4217;81;99;13.3196;41.589827255685;66;64.4217;900;468;58.2105;14.3039;2.0776516804556;33;58.2105;700;870;58.0573;24.4497;1.96024734976492;34;58.0573
grafo4953.81.graphml;1700;1187;52.0069;81;114;4.7636;48.2204910912625;66;52.0069;1300;752;58.4342;4.4364;2.87978045350616;56;58.4342;400;701;38.8483;12.5251;2.53785275523772;61;37.7136
grafo4954.81.graphml;400;266;74.3736;81;101;6.2192;15.0597864483101;21;74.3736;1500;621;64.7229;18.7909;2.72767162176989;20;64.7229;800;1226;45.0462;9.5485;2.17537073516154;23;44.7318
grafo4971.81.graphml;900;624;75.1224;81;101;17.1659;67.2102596942341;31;75.1224;600;266;64.0117;16.7023;2.98499537466759;24;64.0117;200;241;62.6443;17.8832;1.9297656183165;27;62.6443
grafo4976.81.graphml;2000;937;76.7544;81;103;5.7886;72.6618511442416;55;76.7544;500;284;55.0616;6.6981;2.50717300754019;45;55.0616;400;662;61.6028;6.7604;2.17901056993189;45;60.6548
grafo4997.81.graphml;2400;1076;73.3143;81;106;4.523;54.5747552299507;53;73.3143;300;176;46.754;4.8955;3.20046211877029;34;46.754;100;172;37.81;22.3597;2.60103661677592;52;16.631
grafo5018.81.graphml;2100;999;71.2108;81;102;3.8186;246.441439192655;43;71.2108;500;255;42.0643;7.6563;3.09241571804655;31;42.0643;700;1139;50.4149;14.2485;2.23075852463141;36;47.3654
grafo5085.81.graphml;700;405;50.1615;81;117;4.6098;79.2686913703809;111;50.1615;600;451;44.557;3.5232;3.51405094954667;60;44.557;100;145;31.3388;1.9886;2.60128205587681;90;23.2569
grafo5266.81.graphml;700;374;72.5471;81;100;8.3895;29.6203827942401;42;72.5471;1100;478;50.6283;7.6854;2.71436471539305;31;50.6283;600;752;51.4421;8.6712;2.58038693315571;34;51.4421
grafo5469.81.graphml;800;498;68.9615;81;98;2.7872;64.8002842980354;26;68.9615;800;381;58.0159;5.5583;2.63010477402994;24;58.0159;200;317;51.6766;4.4058;2.0050734858875;24;50.9857
grafo5532.81.graphml;500;343;82.4673;81;98;13.1092;41.7106525394531;20;82.4673;1000;381;59.9649;13.476;2.39034613536202;17;59.9649;800;1374;53.8107;13.1224;2.05720293616851;17;53.8107
grafo5739.81.graphml;2100;1107;65.8509;81;113;3.9551;30.7719863597021;73;65.8509;1100;445;43.0626;1.8291;3.29271688610119;59;43.0626;300;535;31.4229;5.7964;2.28888844215139;82;31.4229
grafo6184.81.graphml;2000;1466;66.5895;81;107;6.6167;76.0940088040577;56;66.5895;500;305;40.8769;3.335;2.35293351840409;59;40.8769;600;1042;43.7862;7.7578;2.20241744507705;68;42.9822
