graph name;iterations-rm;time-rm;cr-rm;n;m;ar-rm;asp-rm;cn-rm;tr-rm;iterations-rm-1;time-rm-1;cr-rm-1;ar-rm-1;asp-rm-1;cn-rm-1;tr-rm-1;iterations-fa;time-fa;cr-fa;ar-fa;asp-fa;cn-fa;tr-fa
grafo11312.91.graphml;1300;858;60.7479;91;115;8.7253;25.1334051849216;65;60.7479;1600;804;59.2124;9.2155;2.42359845429178;45;59.2124;400;792;49.8185;14.6626;2.29487224130052;46;49.8185
grafo11315.91.graphml;700;670;35.2116;91;131;4.2337;143.559813322443;190;35.2116;300;262;43.563;9.4845;2.8531002811653;90;43.563;2200;4556;51.7641;3.1022;3.3077722085533;84;51.7641
grafo11339.91.graphml;1300;608;78.4499;91;115;6.3281;55.4094425230415;30;78.4499;400;183;57.06;6.5585;3.51034748610115;31;57.06;500;790;57.7958;12.1387;2.14928112452394;33;56.3123
grafo11349.91.graphml;1000;686;78.2102;91;107;6.7329;17.3876616518133;21;78.2102;1800;852;81.8603;12.3134;2.22403019801735;22;81.8603;200;332;62.7367;8.74;1.94060064647989;23;62.7367
grafo11350.91.graphml;2500;1732;58.2961;91;120;5.6792;75.8421185229881;93;58.2961;1000;645;49.6931;5.6416;3.18195505004446;48;49.6931;1700;2583;49.1826;12.0948;2.87793387918427;56;44.6451
grafo11430.91.graphml;600;515;54.8974;91;121;3.7665;18.8991705558682;101;54.8974;700;513;50.1796;3.1983;2.76314006961038;79;50.1796;300;636;27.0556;9.323;2.50120982301054;88;27.0529
grafo11448.91.graphml;2600;1497;58.7337;91;127;0.7957;57.5416811518837;89;58.7337;1800;1072;56.4368;3.5418;2.46802220709402;72;56.4368;600;1277;35.4118;6.738;2.41739125403242;83;31.8552
grafo11453.91.graphml;1400;1155;54.2376;91;128;8.0544;38.1270713324736;102;54.2376;1100;819;48.8139;4.3173;2.51811947702069;96;48.8139;800;1316;40.5301;8.3935;2.624981700903;97;40.5301
grafo11470.91.graphml;1200;920;36.1543;91;131;1.8724;236.242195376396;299;36.1543;300;263;24.1572;1.8747;5.07363770014153;125;24.1572;400;900;36.2439;6.7217;2.86408332973728;119;35.4237
grafo11471.91.graphml;200;141;37.4121;91;130;2.2893;56.3965141106418;172;37.4121;700;420;31.1168;2.3291;2.5414595006497;95;31.1168;600;1335;29.983;5.3116;2.89540161488208;102;29.847
grafo11472.91.graphml;1600;1419;52.7742;91;135;6.3303;36.8689711633019;169;52.7742;600;534;36.6657;4.5896;5.51219523651356;123;36.6657;1300;2782;23.0018;4.3105;3.13083616707468;135;22.9618
grafo11487.91.graphml;400;265;54.1574;91;122;2.8156;34.2258722558192;96;54.1574;2200;1210;60.5067;5.2774;2.63211621695393;49;60.5067;200;423;27.0929;10.6719;2.29806121134416;67;26.3976
grafo11488.91.graphml;300;204;27.4127;91;127;1.3768;28.1774543855325;284;27.4127;500;415;39.1837;4.7343;4.51533950125937;118;39.1837;1000;2169;23.5744;4.566;3.05767357228059;124;23.5188
grafo11505.91.graphml;200;171;32.8857;91;131;1.8846;66.6372741594247;195;32.8857;1100;647;36.4682;8.5347;2.75763474387422;119;36.4682;100;228;24.3095;7.2363;2.63105224464679;135;18.7007
grafo11506.91.graphml;2100;1217;67.0538;91;124;5.914;19.4609341174136;77;67.0538;800;629;50.2067;3.1164;4.65073009282885;64;50.2067;600;947;39.3365;9.3386;3.55204093029316;69;39.3365
grafo11507.91.graphml;1300;843;58.3174;91;122;1.864;53.8752543284654;107;58.3174;1000;593;50.619;2.1053;2.30708158443349;72;50.619;1000;1627;28.3217;7.8168;2.74901731127217;82;28.0884
grafo11508.91.graphml;300;186;53.8336;91;124;1.5412;20.663676514363;81;53.8336;900;579;48.3135;6.7349;3.22613495808792;75;48.3135;700;1456;46.2262;2.8986;3.55413331342567;77;46.2262
grafo11520.91.graphml;1800;1560;46.0811;91;129;0.8671;55.08609900595;166;46.0811;1800;1188;54.8892;2.3702;4.30454271646923;88;54.8892;500;855;27.1399;10.2495;3.13211163809174;98;23.4312
grafo11521.91.graphml;3100;1622;82.2892;91;111;3.8353;28.775763595401;30;82.2892;1200;614;47.0085;4.8979;2.27100843166525;22;47.0085;300;486;48.4797;23.8772;1.71589662698289;27;48.3179
grafo11526.91.graphml;900;530;50.0563;91;118;0.8462;45.3688250061195;102;50.0563;1200;709;62.2739;1.692;2.50292751970222;38;62.2739;900;1375;53.2153;8.5597;2.89188458989125;42;52.9488
grafo11534.91.graphml;1900;1512;46.7251;91;124;8.5728;38.1723928306916;146;46.7251;1500;912;60.7896;10.9064;2.33386554828253;73;60.7896;100;215;33.5857;14.5347;2.75703533448413;77;33.5857
grafo11536.91.graphml;2000;1387;45.5607;91;132;3.1297;39.3754493747737;189;45.5607;1400;1207;41.9342;4.3885;3.54732048663409;126;41.9342;400;886;26.6999;5.0642;2.84091026515648;131;15.0769
grafo11537.91.graphml;1900;1265;49.6415;91;130;1.2434;80.264700480233;130;49.6415;1000;786;42.0485;0.6017;5.52548773183804;102;42.0485;800;1341;31.7529;2.2335;4.24885141892042;121;30.233
grafo11599.91.graphml;1500;951;57.7671;91;121;6.435;88.6462253925611;67;57.7671;200;79;21.0586;0.3105;2.35495992516333;54;21.0586;400;808;28.2531;5.6335;2.54259564197805;59;28.1849
grafo11600.91.graphml;700;561;59.5436;91;119;7.8432;44.564157982969;71;59.5436;300;161;39.4533;2.9552;2.3180808126891;49;39.4533;800;1664;43.0987;9.8414;2.15719723157006;52;43.0188
grafo11616.91.graphml;2000;1590;41.2429;91;130;5.0116;48.9502522375837;136;41.2429;900;647;37.4978;2.8539;2.88442150693055;97;37.4978;100;229;24.2117;7.8819;2.95836733894505;108;10.9203
grafo11655.91.graphml;1600;967;61.2725;91;125;3.8232;125.547591129506;100;61.2725;900;744;55.566;5.6605;4.42354987456962;59;55.566;200;433;42.2857;4.3;2.22439261189107;82;42.1977
grafo11656.91.graphml;1700;1216;48.4424;91;123;3.6323;67.5300530648486;115;48.4424;800;439;42.4447;4.5739;2.70896153535222;66;42.4447;0;0;9.5223;1.5074;5.86488594599529;72;8.0874
grafo3063.91.graphml;900;422;86.4038;91;103;23.0575;31.9824118057197;11;86.4038;900;443;61.9958;18.5313;2.29068462865042;16;61.9958;35100;65502;67.3125;28.3107;2.46650246376422;14;67.3125
grafo3184.91.graphml;1600;1263;59.4677;91;127;8.6994;101.100909078819;79;59.4677;200;160;36.7439;0.6165;5.37907298979185;83;36.7439;400;654;35.4958;9.888;2.52293147713724;87;35.4761
grafo4101.91.graphml;2400;1435;58.8097;91;123;8.7533;57.9645930598266;131;58.8097;1000;784;47.1027;9.6888;3.60977547155045;84;47.1027;100;232;43.3323;2.6249;2.29337499903422;78;43.2538
grafo7083.91.graphml;700;421;61.1894;91;112;10.3689;57.8115494822483;57;61.1894;300;193;52.7627;7.3298;2.30383230989191;33;52.7627;4000;6348;55.3918;19.9705;2.44179193332256;36;55.3918
grafo8002.91.graphml;700;577;50.4249;91;121;4.3885;30.316885623181;96;50.4249;600;460;51.3111;2.8541;3.58557099158841;60;51.3111;800;1270;45.2399;4.8556;2.97103309934174;75;45.0651
grafo8011.91.graphml;1100;624;78.0367;91;114;14.0284;112.616303843279;28;78.0367;400;266;64.8541;9.0771;2.74767166020725;30;64.8541;300;595;53.1048;10.0439;1.93270690152086;37;53.1048
grafo8033.91.graphml;1700;1235;78.2149;91;113;3.1662;44.7880719148159;29;78.2149;300;176;58.2751;5.3279;2.50024957156943;18;58.2751;100;170;47.7507;10.8306;1.82641254439329;27;47.7507
grafo8034.91.graphml;900;749;70.167;91;116;4.0727;41.907406435853;61;70.167;1900;811;58.547;6.5897;2.78555936828983;26;58.547;400;604;53.9185;13.1301;1.99363729611744;29;53.8617
grafo8154.91.graphml;500;359;80.4924;91;109;16.2151;18.6473199980889;14;80.4924;1700;716;80.4769;24.8;2.34891986749495;15;80.4769;800;1319;73.5367;20.147;1.78366456020674;16;73.5367
grafo8179.91.graphml;600;484;30.6697;91;112;10.9965;75.9353543708704;132;30.6697;600;419;46.6405;7.3971;2.70324123801991;47;46.6405;100;197;38.4681;9.2744;2.36012304380423;43;37.2285
grafo8209.91.graphml;2300;1779;62.2047;91;119;3.6889;31.0196218422008;61;62.2047;800;596;50.435;4.357;3.83901128436096;76;50.435;700;1084;45.982;12.2819;2.83108375087417;72;45.9191
grafo8333.91.graphml;2300;1748;55.807;91;122;2.1505;47.4429863710679;97;55.807;1700;813;43.3252;8.9615;3.05170485509407;71;43.3252;1500;2824;34.7599;10.3367;3.21424080772732;81;28.4916
grafo8349.91.graphml;1100;841;57.3586;91;133;4.7126;16.9772234014929;105;57.3586;900;715;46.6315;2.7792;3.29422901343754;91;46.6315;100;229;25.6519;2.3662;2.83204877948686;115;25.5687
grafo8480.91.graphml;1200;703;57.4719;91;116;9.1611;31.2060598219957;67;57.4719;2600;1256;63.5226;12.4169;2.71817047434156;52;63.5226;600;1203;45.5801;5.3595;2.29736195491851;50;45.0315
grafo8580.91.graphml;400;328;57.5064;91;107;5.4845;19.5957572559081;76;57.5064;500;241;48.1175;13.365;2.24236131830774;36;48.1175;100;194;43.2593;19.5855;2.30910023172072;33;42.9586
grafo8585.91.graphml;1200;1045;55.7867;91;123;5.7437;43.6512329312316;127;55.7867;700;433;51.3081;2.4481;5.8684161950574;80;51.3081;800;1258;37.4294;12.4679;3.90912265999159;79;30.6082
grafo8642.91.graphml;900;639;78.9194;91;112;8.9674;107.07020692715;31;78.9194;500;325;59.1131;4.0445;3.48182092059269;33;59.1131;100;199;52.687;11.2227;2.00030979340962;41;52.0439
grafo8647.91.graphml;1700;1481;45.6757;91;131;1.1963;52.3937820944182;165;45.6757;500;411;39.9957;5.6307;3.88899849814333;126;39.9957;1200;2077;24.8601;6.1444;3.18339179198734;126;24.8562
grafo8650.91.graphml;2400;1593;49.3976;91;130;1.0256;31.1792029622694;125;49.3976;400;312;32.3834;9.7787;2.4887309601987;100;32.3834;500;1083;29.8183;10.3922;2.62744070718126;107;29.8124
grafo8662.91.graphml;0;0;11.1635;91;133;7.3874;4.01066953082276;106;0.9897;1000;740;51.1743;8.1673;2.72744736622342;92;51.1743;200;445;44.2724;6.9472;2.46018763047111;104;44.0289
grafo8668.91.graphml;1000;530;67.0061;91;115;16.9275;181.744473993947;39;67.0061;1600;925;74.8084;3.7681;2.98672066806316;28;74.8084;200;386;48.6724;17.7341;1.94051983647143;35;47.6922
grafo8669.91.graphml;600;343;68.8279;91;116;16.3821;29.9109172163111;30;68.8279;1100;463;59.7595;12.6537;2.99907186830684;21;59.7595;300;580;58.5437;18.0458;2.03600180505047;30;58.5437
grafo8702.91.graphml;2600;1966;59.0519;91;129;3.0927;95.0140957172796;89;59.0519;900;716;41.7433;1.8476;4.3887140094066;102;41.7433;100;224;20.4206;3.7092;2.61705659536689;101;20.3596
grafo8736.91.graphml;3300;2042;71.5705;91;114;2.232;29.1036069673001;63;71.5705;900;536;52.3044;10.4516;2.9039941316003;37;52.3044;1400;2036;63.2964;11.6337;2.39236987134369;43;63.2898
grafo8753.91.graphml;500;483;30.2404;91;125;9.2461;28.8809413417053;234;30.2404;1600;1036;43.3217;4.939;3.02483482302146;103;43.3217;200;332;36.8894;7.9675;2.69057178321163;118;36.8894
grafo8754.91.graphml;400;281;82.8354;91;111;2.0844;21.2145441924548;10;82.8354;1300;541;63.5065;7.6813;2.38495245387238;12;63.5065;300;673;68.2732;18.5625;1.83333855212728;13;68.0429
grafo8786.91.graphml;1400;1014;53.2825;91;126;8.7158;34.9855352089683;112;53.2825;2000;1452;45.8852;5.8647;2.70622363748824;96;45.8852;300;502;29.3611;4.4649;2.78993184144213;101;29.3611
grafo8787.91.graphml;1400;733;66.5979;91;119;5.7525;28.3269351461773;40;66.5979;1000;696;57.871;5.4223;3.44166690284059;50;57.871;300;615;37.6463;10.7523;2.81863308640537;55;36.2363
grafo8788.91.graphml;2200;1076;80.5057;91;110;3.3754;95.0580868435918;33;80.5057;300;184;52.3937;4.5274;2.73811559371865;31;52.3937;3800;6279;72.4157;8.0753;2.59949363060654;30;72.4157
grafo8801.91.graphml;1000;1030;44.2045;91;127;1.9872;107.497112216529;233;44.2045;1600;1122;49.8212;3.139;3.05163963218048;123;49.8212;800;1409;34.1233;7.0646;3.3373838041384;118;34.036
grafo8802.91.graphml;1600;1592;42.2748;91;131;2.8357;100.366006756613;185;42.2748;1500;1076;41.6216;2.9579;2.91845643210949;120;41.6216;800;1771;23.0123;4.2565;2.70009082420593;117;12.8544
grafo8808.91.graphml;1800;1106;84.39;91;116;14.1493;100.886206459087;24;84.39;500;284;72.0593;10.2368;2.51452566296526;23;72.0593;500;979;69.8458;9.9551;2.31393679331295;28;69.8458
grafo8824.91.graphml;1000;890;56.4335;91;120;10.768;43.5525743480908;99;56.4335;800;548;53.9223;8.6613;2.40729209936726;62;53.9223;700;1469;41.2816;13.8812;2.38999518809259;71;41.2816
grafo8831.91.graphml;900;453;59.026;91;111;11.1664;22.5849661960131;31;59.026;500;298;57.2098;8.38;2.86560269962826;33;57.2098;900;1721;40.5243;13.1648;2.20263714708786;33;40.5243
grafo8832.91.graphml;200;125;46.6526;91;115;3.498;39.8215412337529;37;46.6526;1100;634;76.7226;5.3893;3.39891270782775;33;76.7226;200;399;43.6553;10.4767;2.11693920853569;40;42.2943
grafo8881.91.graphml;1200;920;47.8127;91;130;5.2695;49.3800721844203;156;47.8127;600;496;33.7795;3.4778;3.12157989754531;113;33.7795;200;444;35.5574;2.8276;3.33383207700472;118;35.5494
grafo8886.91.graphml;700;608;51.981;91;122;10.6529;35.6688302283577;123;51.981;2600;1546;66.6715;11.9238;2.79385853254103;60;66.6715;100;160;40.1803;7.2091;2.11013874803417;77;40.1725
grafo8910.91.graphml;2100;1373;48.785;91;124;5.0142;63.2460934160545;163;48.785;800;509;53.2036;3.6741;3.46488458314454;69;53.2036;800;1528;41.7214;8.3927;3.84452110634846;84;41.7214
grafo8915.91.graphml;2600;1279;72.4268;91;118;4.334;77.0335475013496;40;72.4268;800;356;59.009;6.1925;2.55972699400735;34;59.009;500;1005;44.252;16.3025;2.39846425885341;36;44.2232
grafo8916.91.graphml;200;110;72.6733;91;101;7.125;23.2223643317854;14;72.6733;600;247;73.0288;4.5538;2.27345576151646;9;73.0288;200;415;74.2046;14.3698;1.84530814800783;11;74.0209
grafo8929.91.graphml;1000;686;39.5874;91;126;2.3128;35.5265280404412;215;39.5874;400;297;38.6999;1.0908;3.08392039543067;81;38.6999;1100;2282;46.8181;4.0143;2.93168779567333;86;46.2233
grafo8954.91.graphml;1000;983;49.3574;91;132;3.2083;52.0122528869874;177;49.3574;900;715;46.4527;5.6887;3.42474580774589;130;46.4527;700;1680;15.3423;3.2556;2.69446014285686;131;15.1531
grafo9008.91.graphml;1000;669;46.9374;91;136;0.9548;22.0188170707714;177;46.9374;0;0;14.5428;0.7123;3.86539456818903;139;14.5428;1200;2702;30.2641;3.9853;3.05914064175939;140;28.2565
grafo9012.91.graphml;4400;2979;52.4919;91;129;4.0904;227.507050738665;138;52.4919;1300;834;45.3079;9.9587;3.24901067213559;99;45.3079;500;998;27.4127;4.8361;2.8963134301591;98;27.4127
grafo9346.91.graphml;900;531;81.3461;91;114;5.9608;78.0039823680078;29;81.3461;2100;818;83.1947;20.6177;2.5976336940055;24;83.1947;200;305;59.3266;17.926;2.18416281417372;38;58.9582
grafo9581.91.graphml;1500;906;67.5502;91;129;1.7592;35.6707207162676;87;67.5502;700;558;50.697;3.9991;3.24006931842177;78;50.697;500;811;41.0378;2.9703;2.87336740166502;91;41.0378
grafo9811.91.graphml;800;546;40.8453;91;126;4.3987;30.0782497436565;138;40.8453;1000;614;53.1867;5.7638;3.27280416365555;95;53.1867;100;223;27.8856;7.4986;2.83703282513179;98;27.8856
grafo9854.91.graphml;1200;1185;42.1276;91;134;5.4278;111.201806477034;191;42.1276;1200;963;39.0128;1.7134;3.9207703349216;113;39.0128;100;231;17.1577;2.7812;3.01938540763649;135;14.4871
grafo9863.91.graphml;400;359;42.1125;91;117;4.7772;184.553876365387;146;42.1125;1900;988;56.2916;2.715;2.67436887513186;63;56.2916;500;1016;42.25;9.1257;2.7743636334981;69;42.2475
grafo9864.91.graphml;700;796;32.4684;91;130;2.7927;19.7862715659404;234;32.4684;500;343;32.9767;3.0003;3.00419640742721;122;32.9767;100;231;30.6324;7.646;3.00244314144669;112;30.5054
grafo9887.91.graphml;400;312;40.2176;91;127;4.5496;24.3286318095205;127;40.2176;600;483;36.7778;3.3166;2.31892016732774;97;36.7778;0;0;11.5635;1.241;2.900586503081;98;11.5635
grafo9894.91.graphml;800;795;38.7267;91;128;4.4582;106.703274272166;218;38.7267;1000;789;47.7537;5.0948;3.01767528051544;113;47.7537;500;1075;37.8933;4.9601;2.57402693534973;109;37.471
grafo9908.91.graphml;1700;1467;79.0932;91;118;5.4052;76.9881667569933;60;79.0932;800;547;57.1825;9.6558;3.25910122249039;59;57.1825;200;411;47.4521;12.289;2.20591090941696;48;45.3989
grafo9911.91.graphml;1000;794;52.2847;91;119;2.7933;36.3778616386471;110;52.2847;800;572;46.242;6.2361;2.76815092138786;73;46.242;100;215;25.4076;1.7613;2.84868167553123;92;25.4076
grafo9914.91.graphml;900;703;45.758;91;120;5.5587;36.1146586926414;120;45.758;700;474;47.1837;1.5231;2.87976687656311;61;47.1837;100;162;30.7884;17.6804;2.20711252896887;88;30.7343
grafo9915.91.graphml;1000;811;72.3272;91;119;2.2299;66.6598223344932;45;72.3272;600;397;59.4182;5.7498;2.38711540181098;38;59.4182;1100;1635;47.3433;9.0249;2.46692434227988;38;47.3433
grafo9925.91.graphml;300;280;42.0793;91;125;2.8653;24.7148952921925;140;42.0793;1300;559;30.3827;0.9536;4.47208382961693;99;30.3827;200;442;25.3489;7.049;3.36230633145177;98;25.3489
grafo9932.91.graphml;1900;1231;51.449;91;132;1.7601;42.8246113055337;168;51.449;2800;1719;52.0151;2.7606;3.52482589912184;107;52.0151;400;672;29.0826;2.6856;3.64523846981335;115;23.0431
grafo9937.91.graphml;1300;982;51.5791;91;121;6.0542;63.1807374875189;82;51.5791;300;161;40.8848;9.0253;2.6601536459169;48;40.8848;300;610;39.8404;9.9663;2.20534298889026;51;39.8404
grafo9945.91.graphml;2100;1328;68.0552;91;123;5.683;33.5091607560396;95;68.0552;1400;1036;59.8023;9.9117;3.5367861877201;63;59.8023;0;0;25.7462;7.6985;3.06747893017393;69;25.7462
grafo9948.91.graphml;1900;1215;54.0691;91;127;2.0454;34.9179697489329;135;54.0691;900;663;53.453;1.0723;3.85517996076403;71;53.453;600;1227;35.826;9.8121;2.40394184104197;80;35.826
grafo9949.91.graphml;1600;1357;59.3541;91;119;0.5988;26.6952724911641;105;59.3541;2700;1231;52.0268;1.9941;2.45056789721646;77;52.0268;200;424;37.0044;4.3692;2.14769036988106;86;35.5196
grafo9959.91.graphml;2100;1094;78.2454;91;113;11.6813;22.5094804622273;43;78.2454;600;402;53.5268;11.0474;2.71956651311212;38;53.5268;1000;1511;51.9224;5.9444;2.45292905306937;44;51.9224
grafo9983.91.graphml;1400;1090;56.9694;91;125;7.2706;54.0176654535694;97;56.9694;2600;1356;66.5302;4.7753;4.02768328100741;54;66.5302;0;0;31.6884;4.6812;5.81787385992512;58;31.6884
grafo9985.91.graphml;1900;1482;58.1765;91;119;7.3818;25.9227293714482;81;58.1765;1000;695;55.7651;6.8198;2.70080990852555;60;55.7651;100;214;34.8996;12.737;2.52482799058814;71;33.9974
grafo9986.91.graphml;1900;1169;72.4321;91;122;10.2127;24.4001848253801;52;72.4321;1400;707;42.8005;12.9557;2.48687153260955;53;42.8005;1400;2253;47.3275;10.6138;2.29538592504023;55;46.4177
grafo9987.91.graphml;600;343;58.2952;91;118;4.1122;26.4351316542031;69;58.2952;1800;921;63.8008;2.5135;3.88307791080637;38;63.8008;400;622;44.3339;4.7685;2.58393711340283;61;44.3339
grafo9993.91.graphml;1800;1201;54.2359;91;128;2.4509;45.9269197030418;107;54.2359;300;231;47.8892;3.1674;2.82752887866688;89;47.8892;100;224;24.9939;4.8027;2.72849708984455;97;24.9939
grafo9994.91.graphml;1600;1249;68.4565;91;121;11.1238;174.381242323245;80;68.4565;600;320;42.8988;14.0939;2.84309264769945;59;42.8988;500;1002;46.3451;16.5596;2.33483073022295;56;45.2296
grafo10101.92.graphml;1500;1217;49.2857;92;132;2.111;69.7902103905027;142;49.2857;1400;843;69.7577;4.3413;2.69940671053692;69;69.7577;200;460;33.6405;10.2745;2.54855319980061;91;33.6405
grafo10115.92.graphml;1300;764;66.1447;92;117;3.5577;40.486999899409;70;66.1447;400;263;46.0961;9.2844;2.70920621091319;49;46.0961;1300;2687;52.6213;10.7912;2.27974020993869;49;52.6213
grafo10202.92.graphml;1300;999;50.3043;92;131;6.2934;17.5213419079887;177;50.3043;1200;905;59.5091;4.0445;5.88590142768619;85;59.5091;300;738;33.7161;4.8696;2.95967049045472;94;33.7161
grafo10210.92.graphml;900;702;59.4009;92;118;5.7555;55.8006361757519;64;59.4009;700;365;47.9985;5.1539;3.48086747178981;57;47.9985;300;640;50.7929;8.3802;3.04390355689336;66;50.4562
grafo10211.92.graphml;1300;1014;76.9951;92;119;13.0014;31.453218711357;41;76.9951;700;325;52.2533;6.0604;2.66995204214721;33;52.2533;0;0;35.554;7.3551;2.70532093924827;35;35.554
grafo10245.92.graphml;800;764;38.0942;92;135;2.887;56.8248651955806;238;38.0942;900;746;35.8481;3.7412;3.25733981898545;151;35.8481;100;241;24.4148;4.1212;3.41934301530425;150;21.9941
grafo10283.92.graphml;2800;1902;47.2178;92;131;2.0436;54.7130873706572;139;47.2178;600;475;38.2454;1.9202;4.60798605534827;101;38.2454;0;0;14.4264;0.3293;5.98588082330155;119;14.4264
grafo10287.92.graphml;1100;562;59.3459;92;111;3.085;22.203154890857;42;59.3459;700;377;69.1388;13.6849;2.80476686867182;20;69.1388;500;983;40.3224;6.311;2.2260364994594;33;38.5741
grafo10319.92.graphml;1300;889;66.6647;92;124;5.3344;374.48682522886;64;66.6647;900;514;47.1917;5.7709;3.08832915371253;72;47.1917;200;374;41.5196;5.6344;2.53922117325314;69;41.5196
grafo10328.92.graphml;700;312;86.0471;92;111;10.0515;20.0910289562983;8;86.0471;2600;828;88.0367;2.5736;3.45161698249015;8;88.0367;600;1098;74.6437;27.8484;1.62557127557812;9;74.5481
grafo10376.92.graphml;300;203;35.363;92;125;5.6307;11.8320732544879;111;35.363;600;444;41.2513;4.7958;2.55607105106251;71;41.2513;700;1142;34.6224;7.4057;2.90141632864026;81;27.6858
grafo10470.92.graphml;1500;1498;47.3545;92;135;1.9544;117.527128986422;226;47.3545;700;617;38.5858;4.2654;3.99684383044345;134;38.5858;400;700;32.0055;6.0102;3.00094011573496;141;32.0055
grafo10572.92.graphml;900;904;42.6499;92;133;4.0793;25.3671361267512;211;42.6499;200;179;29.9445;2.6777;5.61439228930524;123;29.9445;100;235;25.0462;2.6336;2.61030957147301;120;23.3479
grafo10614.92.graphml;1200;1200;36.528;92;129;3.949;106.906218533654;279;36.528;2000;1339;49.3715;6.742;3.27505890405028;100;49.3715;100;231;26.1385;5.4715;2.19685908706579;117;26.0929
grafo10692.92.graphml;800;454;57.9142;92;121;1.1903;40.5191012772105;73;57.9142;200;144;34.6778;1.3972;3.09313973212702;57;34.6778;100;216;35.8686;13.0336;2.35536674954674;60;31.8992
