n;crossing resolution rm1000;crossing resolution rm;crossing resolution rm100;crossing resolution rm10k;crossing resolution rm1M;Aspect ratio rm1M;Crossing number rm1M;angular resolution rm10k;Aspect ratio rm1000;Aspect ratio rm;Aspect ratio rm100;Aspect ratio rm10k;Crossing number rm1000;Crossing number rm;Crossing number rm100;Crossing number rm10k;Time fa;Time rm;Time tr;Time rm10k;Iterations rm;Iterations rm10k;Iterations rm100;Iterations rm1000;Iterations rm1M;a;b;sd cr rm;sd cr rm10k;sd cr rm100;sd cr rm1000;sd cr rm1M;cr_up rm;cr_up rm10k;cr_up rm100;cr_up rm1000;cr_up rm1M;cr_down rm;cr_down rm10k;cr_down rm100;cr_down rm1000;cr_down rm1M;sd asp rm;sd asp rm10k;sd asp rm100;sd asp rm1000;sd asp rm1M;asp_up rm;asp_up rm10k;asp_up rm100;asp_up rm1000;asp_up rm1M;asp_down rm;asp_down rm10k;asp_down rm100;asp_down rm1000;asp_down rm1M;sd cn rm;sd cn rm10k;sd cn rm100;sd cn rm1000;sd cn rm1M;cn_up rm;cn_up rm10k;cn_up rm100;cn_up rm1000;cn_up rm1M;cn_down rm;cn_down rm10k;cn_down rm100;cn_down rm1000;cn_down rm1M;sd it rm;sd it rm10k;sd it rm100;sd it rm1000;sd it rm1M;it_up rm;it_up rm10k;it_up rm100;it_up rm1000;it_up rm1M;it_down rm;it_down rm10k;it_down rm100;it_down rm1000;it_down rm1M
42;64.2451210526315;81.8046215789474;40.2338447368421;72.1314347368421;73.6815621052631;69.5074678891156;58;11.6285210526316;86.7343062240705;29.1005724935239;29.9821329804426;64.1984379153213;77.0578947368421;16.7947368421053;261.326315789474;61.9210526315789;151.694736842105;380.452631578947;1133.27368421053;1736.47368421053;1240;3393.68421052632;426.842105263158;2601.57894736842;4200.52631578947;n;=42;9.71766849936784;11.8380847892742;14.7269775884906;12.7414280283353;12.1246491127469;90;83.9695195261164;54.9608223253327;76.9865490809668;85.80621121801;72.0869530795796;60.2933499475679;25.5068671483515;51.5036930242963;61.5569129925163;22.3605396489365;73.1886416004563;20.1225608347424;136.582373793667;92.3761538878213;51.4611121424603;84.8171626530878;50.104693815185;223.316680017737;161.883621776937;6.7400328445874;1;9.85957214570015;1;1;22.3605396489365;73.1886416004563;20.1225608347424;136.582373793667;92.3761538878213;39.1552764910417;135.109694232035;281.448876624216;213.640268530509;150.376153887821;0;0;241.203754954731;0;0;702.286515039517;1459.02123649124;444.443086881803;1308.07327577339;1774.46608315183;1942.28651503952;4852.70544701756;871.285192144961;3909.65222314182;5974.9923989413;537.713484960483;1934.66297403507;0;1293.50567159503;2426.06023263764
43;62.7012131067962;81.2790315533981;40.786431553398;70.352027184466;72.4714160194175;64.9078460440237;65.1941747572816;12.3247655339806;66.7950101726402;31.7961810169231;31.6505390910597;87.0572157639824;82.5728155339806;18.3058252427184;287.95145631068;64.8252427184466;133.78640776699;385.300970873786;1156.60679611651;1892.58252427184;1246.11650485437;3432.03883495146;359.223300970874;2518.93203883495;4297.08737864078;n;=43;9.74861088811767;11.8468848252513;15.778479016931;12.9086521045939;12.8018499598885;90;82.1989120097173;56.564910570329;75.6098652113901;85.273265979306;71.5304206652804;58.5051423592147;25.007952536467;49.7925610022022;59.6695660595289;31.6388944676018;134.665032094261;24.0082631009157;57.4260324245729;68.8864734709178;63.4350754845249;146.989797628242;55.6588021919754;124.221042597213;133.794319514942;1;1;7.64227599014392;9.36897774806729;1;31.6388944676018;134.665032094261;24.0082631009157;57.4260324245729;68.8864734709178;49.9447197103202;199.490274812708;311.959719411595;139.998847958553;134.080648228199;0;0;263.943193209764;25.1467831094077;0;692.43963619585;1418.84278454837;413.88979167109;1155.42446017194;2011.98634096511;1938.55614105022;4850.88161949983;773.113092641963;3674.35649900689;6309.07371960588;553.676868658519;2013.19605040308;0;1363.50757866301;2285.10103767567
44;60.6353201183432;81.5638201183433;39.5683408284024;69.4298692307693;72.7421153846154;77.711715088713;67.4082840236686;12.6329550295858;75.007140741013;33.5752953280759;29.4722740482885;68.3263042198347;90.0473372781065;18.2189349112426;301.307692307692;68.2248520710059;126.627218934911;414.562130177515;1206.44378698225;1953.49112426036;1275.73964497041;3433.72781065089;328.994082840237;2492.89940828402;4549.1124260355;n;=44;8.6934527534312;11.7202198800478;15.6244333255962;11.6909416937837;12.1509826466001;90;81.150089110817;55.1927741539986;72.3262618121269;84.8930980312155;72.8703673649121;57.7096493507215;23.9439075028061;48.9443784245595;60.5911327380153;37.9287188394456;66.8194026396048;21.3544988752224;76.3006382916597;188.01084084976;71.5040141675216;79.4523576691906;50.8267729235109;151.307779032673;265.722555938473;1;1;8.11777517306613;1;1;37.9287188394456;66.8194026396048;21.3544988752224;76.3006382916597;188.01084084976;56.1476537506882;135.044254710611;322.662191182915;166.347975569766;255.419124873429;0;1.40544943140114;279.95319343247;13.7466989864469;0;762.945937298541;1682.29178906847;363.251921258666;1246.40310897365;1783.09249630533;2038.68558226896;5116.01959971936;692.246004098903;3739.30251725767;6332.20492234084;512.793707671873;1751.43602158241;0;1246.49629931038;2766.01992973017
45;61.2459826388889;79.47846875;38.3579444444444;68.6537541666667;70.5926548611111;66.9667244323351;71.2569444444444;11.5613284722222;74.1274292087865;36.1782805404418;29.583668332539;68.3492569181641;92.9583333333333;21.0902777777778;330.402777777778;77.5555555555556;117.493055555556;423.097222222222;1298.02777777778;2121.65972222222;1288.88888888889;3611.11111111111;301.388888888889;2661.80555555556;4250;n;=45;11.7548243282568;12.3073897598655;14.4333512130506;12.2164135631044;12.4433314674089;90;80.9611439265321;52.791295657495;73.4623962019933;83.03598632852;67.7236444217432;56.3463644068012;23.9245932313938;49.0295690757845;58.1493233937022;44.3472356432103;70.0359784526377;23.4171986468702;80.2941702413495;64.8665711083905;80.5255161836521;81.5973069248599;53.0008669794092;154.421599450136;131.833295540726;1;1;6.16646968566882;1;2.1001533239446;44.3472356432103;70.0359784526377;23.4171986468702;80.2941702413495;64.8665711083905;65.4375134209881;147.591534008193;353.819976424648;173.252503574683;136.123515552835;0;7.51957710291788;306.985579130908;12.6641630919838;6.39037333605393;870.263291974445;1570.93847996913;331.554109351894;1292.85267754801;1843.11229637886;2159.15218086333;5182.04959108024;632.942998240782;3954.65823310356;6093.11229637885;418.625596914444;2040.17263114199;0;1368.95287800755;2406.88770362114
46;57.1184007751938;79.0220736434108;37.006315503876;68.6860100775194;69.8831023255814;72.2297698544716;77.1472868217054;10.6921821705426;81.1279001256008;30.5533063150966;29.0181459754917;81.0164069176351;108.922480620155;22.015503875969;357.806201550388;78.2635658914729;107.279069767442;455.480620155039;1274.19379844961;2104.14728682171;1362.01550387597;3411.62790697674;268.217054263566;2492.2480620155;4637.98449612403;n;=46;10.5379601718955;11.7875968706375;13.4375841039196;12.3570473081374;12.3906021032857;89.5600338153063;80.4736069481569;50.4438996077956;69.4754480833312;82.2737044288671;68.4841134715153;56.8984132068819;23.5687313999563;44.7613534670564;57.4925002222958;23.8734193414023;114.989720835409;24.0927221410924;105.831739226111;89.4881037445016;54.4267256564989;125.681903005951;53.1108681165841;186.959639351712;161.717873598973;6.67988697369434;1;4.92542383439928;1;1;23.8734193414023;114.989720835409;24.0927221410924;105.831739226111;89.4881037445016;45.8889232173713;193.253286726882;381.89892369148;214.754219846266;166.635390566207;0;0;333.713479409295;3.09074139404404;0;702.917335828155;1491.88575650588;307.20120038727;1409.21145964135;2228.62043224228;2064.93283970412;4903.51366348262;575.418254650836;3901.45952165685;6866.60492836631;659.098168047814;1919.74215047087;0;1083.03660237416;2409.36406388175
47;58.6099128440367;77.8840596330275;37.0599944954128;67.3431559633028;71.5844899082569;63.8049975270461;74.1192660550459;11.5676055045871;98.2745224790256;34.599579858824;31.2666914917522;77.4979065689057;105.51376146789;24.4036697247706;361.165137614679;85.2568807339449;138.412844036697;460.211009174312;1381.24770642202;2261.01834862385;1300.91743119266;3530.2752293578;329.357798165138;2644.95412844037;4604.5871559633;n;=47;12.3915263542764;13.3634170997169;14.9834667891772;13.0394512229313;12.3675916214362;90;80.7065730630197;52.0434612845901;71.649364066968;83.9520815296931;65.4925332787512;53.9797388635859;22.0765277062356;45.5704616211054;59.2168982868207;25.3099233679561;131.775628323432;31.6096051643151;155.852026042554;53.2749664994296;59.9095032267801;143.343233828019;62.8762966560673;254.126548521579;117.079964026476;9.28965649086786;1;1;1;10.5300310276165;25.3099233679561;131.775628323432;31.6096051643151;155.852026042554;53.2749664994296;49.7135930927268;217.032509057377;392.774742778994;261.365787510444;127.394232554475;0;0;329.555532450364;0;20.8442995556162;726.673727392307;1709.47818479445;376.706672480596;1349.79327899663;1778.85654706013;2027.59115858497;5239.75341415225;706.064470645734;3994.74740743699;6383.44370302343;574.243703800353;1820.79704456334;0;1295.16084944374;2825.73060890317
48;57.3404734177215;79.7914518987342;38.3059670886076;67.0584037974684;70.1210962025317;100.977850525705;82.3924050632911;12.060735443038;97.562140741521;38.1494445452998;38.7841045716114;60.0571494898864;105.012658227848;22.0886075949367;365.860759493671;85.1392405063291;133.898734177215;445.26582278481;1334.08860759494;2266.08860759494;1298.73417721519;3567.08860759494;330.379746835443;2546.83544303797;4645.56962025316;n;=48;11.5425658781975;10.9049584518006;16.1084877309649;11.5732874517883;12.9205978126306;90;77.963362249269;54.4144548195725;68.9137608695098;83.0416940151622;68.2488860205367;56.1534453456677;22.1974793576427;45.7671859659332;57.2004983899011;51.3855032239966;41.253443352818;30.2748778640699;123.27552048452;112.456844011078;89.5349477692964;53.314178795856;69.0589824356813;220.837661226041;213.434694536783;1;1;8.50922670754143;1;1;51.3855032239966;41.253443352818;30.2748778640699;123.27552048452;112.456844011078;73.4741108189333;126.392683859147;396.135637357741;228.288178712368;194.849249074369;0;43.8857971535111;335.585881629601;0;0;743.948866261529;1554.12779718939;487.893018533027;1257.47360099098;2089.52193454931;2042.68304347672;5121.21640478433;818.27276536847;3804.30904402895;6735.09155480247;554.785310953661;2012.96081040554;0;1289.36184204699;2556.04768570386
49;56.6647035294118;79.8974011764706;37.4952741176471;68.1386035294118;68.1577023529412;93.2619070870387;82.8;12.3053894117647;78.6115825139583;29.9565636196337;32.4530366089605;82.6122008496617;120.458823529412;20.4352941176471;378.047058823529;83.7058823529412;135.294117647059;441.458823529412;1338.54117647059;2511.04705882353;1336.47058823529;3767.05882352941;302.352941176471;2371.76470588235;4627.05882352941;n;=49;10.4953729609596;12.7549213419804;13.4955156653022;12.5772670531896;12.4180193456254;90;80.8935248713921;50.9907897829493;69.2419705826014;80.5757216985666;69.402028215511;55.3836821874314;23.9997584523448;44.0874364762221;55.7396830073157;22.3973253271752;67.3286046868663;29.6683800732576;106.948628258183;168.557032464948;52.3538889468089;79.633994098631;62.121416682218;185.560210772141;261.818939551987;7.5592382924585;1;2.78465653570292;1;1;22.3973253271752;67.3286046868663;29.6683800732576;106.948628258183;168.557032464948;42.8326194448223;151.034487039808;407.715438896787;227.407451787595;251.357032464948;0;16.3772776660748;348.378678750272;13.5101952712287;0;853.403139651775;1520.52530359726;327.318277677799;1125.95057879214;2059.09065894066;2189.87372788707;5287.58412712668;629.67121885427;3497.71528467449;6686.14948247008;483.067448583519;2246.53351993215;0;1245.81412709021;2567.96816458875
50;53.7380448979592;79.1752163265306;35.3704224489796;66.7055510204082;69.2552163265306;98.5234563052099;79.6530612244898;11.0893387755102;90.8138963366887;45.2324454711539;28.2402585224949;81.8282146672278;129.632653061224;21.6938775510204;417.163265306122;93.3469387755102;111.632653061225;496.734693877551;1349.51020408163;2736.91836734694;1367.34693877551;3859.18367346939;251.020408163265;2369.38775510204;4814.28571428572;n;=50;10.0741436477323;12.0011322255986;11.5933481171724;11.2176647825365;11.82038310579;89.2493599742629;78.7066832460067;46.963770566152;64.9557096804957;81.0755994323206;69.1010726787984;54.7044187948096;23.7770743318072;42.5203801154227;57.4348332207406;50.6740759492576;91.867579774578;20.3099502370204;133.077630964515;127.187083711648;95.9065214204115;102.956918550088;48.5502087595153;223.891527301204;225.710540016857;1;1;7.93030828547455;1;1;50.6740759492576;91.867579774578;20.3099502370204;133.077630964515;127.187083711648;72.367953500278;185.214518550088;437.473215543143;262.71028402574;206.840144936137;0;1.47935900093222;396.853315069102;0;0;732.96991613516;1355.68530753314;287.316933730268;1297.14495489656;2133.8541031039;2100.31685491067;5214.86898100253;538.337341893533;3666.5327099986;6948.13981738961;634.37702264035;2503.49836593625;0;1072.24280020548;2680.43161118182
51;53.4665185714286;77.57848;34.2416514285714;65.3643914285714;67.29953;76.0812348376358;91.3714285714286;11.4861657142857;91.2329485215904;39.8994378808353;31.1924744611078;79.1486116188027;141.128571428571;23.2142857142857;435.471428571429;91.6428571428571;133.485714285714;480.014285714286;1533.24285714286;2566.97142857143;1305.71428571429;3530;275.714285714286;2608.57142857143;4734.28571428572;n;=51;13.5054602312278;11.733053480211;12.7817438484528;12.115617816546;10.7090623395457;90;77.0974449087824;47.0233952770243;65.5821363879746;78.0085923395457;64.0730197687722;53.6313379483604;21.4599075801186;41.3509007548826;56.5904676604543;37.1384854800248;99.1635639926235;25.8201083950818;122.571530455919;80.4378258061502;77.0379233608601;110.649729706909;57.0125828561896;213.804478977509;156.519060643786;2.7609524008105;1;5.37236606602597;1;1;37.1384854800248;99.1635639926235;25.8201083950818;122.571530455919;80.4378258061502;60.3527711943105;190.806421135481;461.29153696651;263.70010188449;171.809254377579;0;0;409.651320176347;18.5570409726526;10.9336027652784;806.654517985961;1585.92998365107;299.001097514206;1307.47492642491;2249.17928440935;2112.36880370025;5115.92998365107;574.715383228492;3916.04635499633;6983.46499869506;499.059767728325;1944.07001634893;0;1301.09650214652;2485.10642987637
52;54.1901223529412;77.2542447058824;35.0401152941177;65.1924917647059;68.8777317647059;75.2842711473002;93.7764705882353;10.7848823529412;81.8805525992601;38.5627978171172;30.2942724437561;84.5611537217803;136.623529411765;26.8470588235294;467.588235294118;98.6;112.905882352941;473.705882352941;1661.47058823529;2768.63529411765;1221.17647058824;3680;221.176470588235;2720;5044.70588235294;n;=52;12.2995928203075;12.057293769355;15.1446143960053;14.3241884776397;12.6928913932939;89.5538375261898;77.2497855340609;50.184729690123;68.5143108305809;81.5706231579999;64.9546518855749;53.1351979953509;19.8955008981123;39.8659338753015;56.184840371412;34.5483695740161;106.221108937784;24.3452812587293;115.379436619066;81.3945276011595;73.1111673911332;117.005991290725;54.6395537024854;197.259989218326;156.67879874846;4.01442824310109;1;5.94899118502675;1;1;34.5483695740161;106.221108937784;24.3452812587293;115.379436619066;81.3945276011595;61.3954283975455;204.821108937784;491.933516552847;252.002966030831;175.170998189395;0;0;443.242954035388;21.2440927926985;12.3819429870758;794.788698730834;1307.19619979631;244.508310135852;1452.64946776243;2102.06847575209;2015.96516931907;4987.19619979631;465.684780724088;4172.64946776243;7146.77435810503;426.387771857402;2372.80380020369;0;1267.35053223757;2942.63740660085
53;53.8950194444444;78.5831101851852;35.3132388888889;62.8925185185185;65.4415268518519;74.9805036105653;100.305555555556;9.99065925925926;88.8168873860677;43.3412105020068;30.6175228089901;83.8146771389109;152.009259259259;27.3796296296296;467.222222222222;114.074074074074;139.564814814815;541.055555555556;1637.41666666667;2722.0462962963;1391.66666666667;3562.96296296296;287.962962962963;2655.55555555556;4811.11111111111;n;=53;10.8716293137547;11.8258197276971;15.317794970598;11.1592524519372;11.4684700853685;89.4547394989399;74.7183382462157;50.6310338594869;65.0542718963817;76.9099969372204;67.7114808714305;51.0666987908214;19.9954439182909;42.7357669925072;53.9730567664834;61.0954809263464;115.120504757425;25.3858615248312;109.693938946446;66.3764819521715;104.436691428353;125.111164016685;56.0033843338213;198.510826332514;141.356985562737;1;1;5.23166128415891;1;8.60402165839381;61.0954809263464;115.120504757425;25.3858615248312;109.693938946446;66.3764819521715;88.4751105559761;229.1945788315;492.608083747053;261.703198205705;166.682037507727;0;0;441.836360697391;42.315320312813;33.9290736033841;824.975219112388;1517.59725196647;328.894379146451;1395.14065437248;1972.5846858067;2216.64188577905;5080.56021492943;616.857342109414;4050.69620992803;6783.69579691781;566.691447554279;2045.36571099649;0;1260.41490118308;2838.52642530441
54;52.7414259615384;75.7074942307692;33.6027490384615;61.6159490384616;63.0439278846154;87.8421016552823;104.971153846154;9.85901826923077;94.1879013578855;52.0373824762972;28.9018582388616;89.6443151247639;149.509615384615;30.6923076923077;484.019230769231;116.990384615385;114.019230769231;480.990384615385;1646.19230769231;2759.69230769231;1260.57692307692;3411.53846153846;226.923076923077;2522.11538461538;4642.30769230769;n;=54;13.1605926531336;10.7797783176406;14.9314340888577;11.9888229633522;9.61562887069398;88.8680868839028;72.3957273561022;48.5341831273192;64.7302489248906;72.6595567553094;62.5469015776356;50.8361707208209;18.6713149496038;40.7526029981862;53.4282990139214;76.2337250892301;206.1188597059;22.3103951661097;121.442315781155;200.641768572654;128.271107565527;215.977877975131;51.2122534049714;215.630217139041;288.483870227936;1;1;6.59146307275191;1;1;76.2337250892301;206.1188597059;22.3103951661097;121.442315781155;200.641768572654;106.926032781538;323.109244321285;506.329625935341;270.95193116577;305.612922418808;0;0;461.708835603121;28.0672996034604;0;714.131731508776;1394.74100266887;265.209486435336;1165.43726789222;2021.4237176193;1974.7086545857;4806.27946420733;492.132563358414;3687.55265250761;6663.731409927;546.445191568147;2016.79745886959;0;1356.67811672316;2620.88397468839
55;49.8149982758621;74.858322413793;32.0016310344828;61.075374137931;65.3553672413793;82.3647288632535;115.698275862069;10.0274112068966;118.240549610607;35.0118687229696;30.4779510253309;92.4561710101409;172.98275862069;30.6637931034483;524.629310344828;117.965517241379;137.956896551724;522.98275862069;1650.13793103448;3247.39655172414;1291.37931034483;3984.48275862069;263.793103448276;2490.51724137931;5064.65517241379;n;=55;13.405093894059;11.0134198608008;13.5615313775298;11.8922795133063;11.3788687322161;88.263416307852;72.0887939987318;45.5631624120125;61.7072777891684;76.7342359735954;61.4532285197341;50.0619542771302;18.440099656953;37.9227187625558;53.9764985091633;30.3491407609782;94.8314453943058;21.427559211014;151.58897978566;72.2205885475246;65.3610094839478;104.858856601202;51.9055102363449;269.829529396267;154.585317410778;4.66272796199149;1;9.05039181431691;1;10.1441403157288;30.3491407609782;94.8314453943058;21.427559211014;151.58897978566;72.2205885475246;61.0129338644264;212.796962635685;546.056869555842;324.57173840635;187.918864409594;0.314652342470126;23.1340718470736;503.201751133814;21.3937788350297;43.4776873145444;754.415289337118;1640.55152170004;289.346054803387;1202.67661259491;1792.12064376233;2045.79459968195;5625.03428032073;553.139158251663;3693.19385397422;6856.77581617612;536.96402100771;2343.93123692065;0;1287.8406287844;3272.53452865147
56;48.9531380952381;73.4718166666666;31.9156111111111;60.1813214285715;62.1909809523809;99.5406042139402;119.595238095238;9.34269761904762;108.11948291633;46.4028354312336;29.0913852267238;118.065491161797;183.484126984127;33.1666666666667;552.388888888889;126.785714285714;132.611111111111;528.142857142857;1748.98412698413;3261.42063492063;1304.7619047619;3780.95238095238;229.365079365079;2480.15873015873;4672.22222222222;n;=56;12.5903368736615;10.6266846951219;13.0214636470481;11.0589212275618;10.6145794316211;86.0621535403281;70.8080061236933;44.9370747581592;60.0120593227999;72.8055603840021;60.8814797930051;49.5546367334496;18.894147464063;37.8942168676763;51.5764015207598;60.2786389362227;188.091591368168;24.1308297041294;155.075520166363;97.6006632514316;106.681474367456;197.434288987216;53.2222149308532;263.195003082693;197.141267465372;1;1;4.96055552259437;1;1.93994096250857;60.2786389362227;188.091591368168;24.1308297041294;155.075520166363;97.6006632514316;93.4453056028894;314.877305653883;576.519718593018;338.55964715049;217.19590134667;0;0;528.25805918476;28.4086068177639;21.9945748438065;711.376934442735;1470.33135235371;263.535184844061;1292.25507335169;1625.82355199518;2016.13883920464;5251.28373330609;492.900264209141;3772.41380351042;6298.0457742174;593.38497031917;2310.62102859867;0;1187.90365680704;3046.39867022704
