n;crossing resolution rm1000;crossing resolution rm;crossing resolution rm100;crossing resolution rm10k;crossing resolution rm1M;Aspect ratio rm1M;Crossing number rm1M;angular resolution rm10k;Aspect ratio rm1000;Aspect ratio rm;Aspect ratio rm100;Aspect ratio rm10k;Crossing number rm1000;Crossing number rm;Crossing number rm100;Crossing number rm10k;Time fa;Time rm;Time tr;Time rm10k;Iterations rm;Iterations rm10k;Iterations rm100;Iterations rm1000;Iterations rm1M;a;b;sd cr rm;sd cr rm10k;sd cr rm100;sd cr rm1000;sd cr rm1M;cr_up rm;cr_up rm10k;cr_up rm100;cr_up rm1000;cr_up rm1M;cr_down rm;cr_down rm10k;cr_down rm100;cr_down rm1000;cr_down rm1M;sd asp rm;sd asp rm10k;sd asp rm100;sd asp rm1000;sd asp rm1M;asp_up rm;asp_up rm10k;asp_up rm100;asp_up rm1000;asp_up rm1M;asp_down rm;asp_down rm10k;asp_down rm100;asp_down rm1000;asp_down rm1M;sd cn rm;sd cn rm10k;sd cn rm100;sd cn rm1000;sd cn rm1M;cn_up rm;cn_up rm10k;cn_up rm100;cn_up rm1000;cn_up rm1M;cn_down rm;cn_down rm10k;cn_down rm100;cn_down rm1000;cn_down rm1M;sd it rm;sd it rm10k;sd it rm100;sd it rm1000;sd it rm1M;it_up rm;it_up rm10k;it_up rm100;it_up rm1000;it_up rm1M;it_down rm;it_down rm10k;it_down rm100;it_down rm1000;it_down rm1M
21;82.6771173913044;87.3351304347826;64.9878217391304;84.0264956521739;84.550247826087;36.4176633522616;19.3478260869565;17.1979043478261;28.2606706369724;13.161030453358;26.4587683705744;19.6472039189165;16;5.26086956521739;37.695652173913;19.0434782608696;95.0869565217391;120.652173913043;296.130434782609;414.913043478261;752.173913043478;2100;752.173913043478;1891.30434782609;3260.86956521739;n;=21;6.60460088612027;8.44993448062163;16.7022873752222;10.5735259877356;9.91290219401277;90;90;81.6901091143526;90;90;80.7305295486623;75.5765611715523;48.2855343639083;72.1035914035687;74.6373456320742;11.5287566216326;11.8822310054503;18.9471898862986;19.5833106287547;29.2056908200349;24.6897870749906;29.0801353532764;45.405958256873;47.8439812657271;65.6233541722965;1.63227383172536;5.31567334237574;7.51157848427583;8.67736000821766;7.21197253222665;11.5287566216326;11.8822310054503;18.9471898862986;19.5833106287547;29.2056908200349;16.78962618685;30.9257092663199;56.6428420602116;35.5833106287547;48.5535169069915;0;7.16124725541922;18.7484622876145;0;0;496.230852818058;955.843273573845;595.337616374403;898.945363633641;1375.34760248745;1248.40476586154;3055.84327357384;1347.51152941788;2790.24971145973;4636.21716770485;255.94306022542;1144.15672642616;156.836296669075;992.358984192446;1885.52196272994
22;81.9555294117647;86.3249647058823;58.3890705882353;85.8059647058824;88.3654529411765;29.0724428307365;17.3529411764706;18.4194941176471;46.6207928858121;17.4597784651666;23.3073138141831;34.7408716449687;15.8235294117647;6.41176470588235;49.1764705882353;15.0588235294118;85.8235294117647;174.352941176471;299.411764705882;365.823529411765;1123.52941176471;1858.82352941176;617.647058823529;1794.11764705882;4070.58823529412;n;=22;8.14796702366158;4.26840141020927;15.4738888633306;10.087547518275;1.62662184185417;90;90;73.8629594515659;90;89.9920747830307;78.1769976822208;81.5375632956731;42.9151817249047;71.8679818934897;86.7388310993223;18.4979242235644;25.9306899101706;17.4702680487255;51.1872611826712;17.6973468326999;35.9577026887311;44.3501840278177;40.7775818629086;97.8080540684833;46.7697896634364;1;1;5.83704576545752;1;11.3750959980367;18.4979242235644;25.9306899101706;17.4702680487255;51.1872611826712;17.6973468326999;24.9096889294468;40.9895134395824;66.6467386369608;67.0107905944359;35.0502880091704;0;0;31.7062025395098;0;0;651.468928427045;787.447477240079;542.258349541119;874.978991344431;2183.9656321364;1774.99834019175;2646.27100665184;1159.90540836465;2669.09663840325;6254.55386743052;472.060483337661;1071.37605217169;75.38870928241;919.138655714393;1886.62260315772
23;83.5664642857143;87.7493428571429;58.5613642857143;83.9628928571428;83.87025;58.1655951660701;18.2142857142857;13.8246;25.7021233663963;22.5523580801473;27.8461972404332;31.121446786963;21.7857142857143;6.14285714285714;47.3571428571429;16.5714285714286;119;198.285714285714;286.071428571429;530.642857142857;1142.85714285714;2564.28571428571;664.285714285714;1514.28571428571;2978.57142857143;n;=23;4.66122464128082;9.07535473258499;10.4226794758507;4.04911950041319;9.31030964078573;90;90;68.9840437615649;87.6155837861275;90;83.088118215862;74.8875381245579;48.1386848098636;79.5173447853011;74.5599403592143;21.7298888105385;33.9076267496743;19.4596888147336;10.6577444421053;78.3385587032496;44.2822468906858;47.7322267496743;47.3058860551668;36.3598678085016;136.50415386932;1;1;8.3865084256996;15.044378924291;1;21.7298888105385;33.9076267496743;19.4596888147336;10.6577444421053;78.3385587032496;27.8727459533956;50.4790553211029;66.8168316718764;32.4434587278196;96.5528444175353;0;0;27.8974540424093;11.127969843609;0;829.007085164383;1086.70790276599;423.551182734276;574.934301072262;1277.12331277914;1971.86422802153;3650.99361705171;1087.83689701999;2089.22001535798;4255.69474135057;313.850057692759;1477.57781151972;240.734531551438;939.351413213452;1701.44811579229
24;80.5879555555556;87.8797888888889;59.0212222222222;81.1697;87.1544888888889;36.0698710202041;15;13.9652555555556;36.7374999236806;17.5550655478704;32.202580427863;44.2349524797606;20.5555555555556;6.33333333333333;43.3333333333333;25;149.222222222222;183.666666666667;558.444444444444;456.777777777778;1011.11111111111;2022.22222222222;933.333333333333;3033.33333333333;3122.22222222222;n;=24;3.81960234135847;6.70945235246514;8.93511691638361;7.85893675730234;3.69749610156808;90;87.8791523524651;67.9563391386058;88.4468923128579;90;84.0601865475304;74.4602476475348;50.0861053058386;72.7290187982532;83.4569927873208;9.53957945397216;29.2241959848023;18.6294920797888;28.6015070516798;27.2871706877771;27.0946450018426;43.1894515403578;50.8320725076518;65.3390069753604;63.3570417079812;8.01548609389826;1;13.5730883480742;8.1359928720008;8.78270033242696;9.53957945397216;29.2241959848023;18.6294920797888;28.6015070516798;27.2871706877771;15.8729127873055;54.2241959848023;61.9628254131221;49.1570626072354;42.2871706877771;0;0;24.7038412535445;0;0;648.930744464393;881.44452147849;618.465843842649;1670.32930884901;1820.56157392285;1660.0418555755;2903.66674370071;1551.79917717598;4703.66264218234;4942.78379614507;362.180366646718;1140.77770074373;314.867489490684;1363.00402448433;1301.66064829937
25;73.4381909090909;86.5165636363636;49.6107545454546;80.8408;86.3282272727273;46.8714752196981;16.9090909090909;12.2427909090909;39.0564743195124;26.6037258533811;25.478360070747;27.7955397001114;24.2727272727273;9.09090909090909;53.3636363636364;24.0909090909091;128.727272727273;201.363636363636;276.727272727273;595;1009.09090909091;2445.45454545455;827.272727272727;1309.09090909091;3681.81818181818;n;=25;5.23488423124576;10.6169362300995;10.6997114086655;12.5592461418235;3.80143411151394;90;90;60.3104659541201;85.9974370509144;90;81.2816794051179;70.2238637699005;38.911043136789;60.8789447672674;82.5267931612133;24.993487626448;16.2383967312512;9.8266003612383;20.4193223431044;42.3021399134301;51.5972134798291;28.4811876403421;35.3049604319853;59.4757966626168;89.1736151331282;1.6102382269331;1;15.6517597095087;18.6371519764081;4.56933530626807;24.993487626448;16.2383967312512;9.8266003612383;20.4193223431044;42.3021399134301;34.0843967173571;40.3293058221603;63.1902367248747;44.6920496158316;59.211230822521;0;7.85251235965788;43.5370360023981;3.85340492962292;0;580.438705557349;1136.10178801341;867.284162303116;768.706114785807;1234.35665981772;1589.52961464826;3581.55633346796;1694.55688957584;2077.79702387672;4916.1748416359;428.65220353356;1309.35275744113;0;540.384794305102;2447.46152200046
26;77.419;85.8128555555556;59.9582611111111;85.6646555555555;84.9845166666667;51.1003829352738;20.9444444444444;15.79445;41.7821165404895;27.937216658219;34.0823704257053;35.611056052294;29.7222222222222;7.16666666666667;49.9444444444444;19.2222222222222;126.055555555556;178.666666666667;438.666666666667;608.777777777778;905.555555555556;2605.55555555556;733.333333333333;1944.44444444444;3138.88888888889;n;=26;10.4143895770522;4.90006566285202;12.259305167727;11.7364636144343;6.95762669156068;90;90;72.2175662788381;89.1554636144344;90;75.3984659785033;80.7645898927035;47.6989559433841;65.6825363855657;78.026889975106;49.4691234584613;32.4121762792026;28.2334465954551;47.3528619361819;47.2125913138795;77.4063401166803;48.2066262792026;62.3158170211604;89.1349784766715;98.3129742491533;1;1;5.8489238302502;1;3.88779162139431;49.4691234584613;32.4121762792026;28.2334465954551;47.3528619361819;47.2125913138795;56.635790125128;51.6343985014248;78.1778910398996;77.0750841584041;68.157035758324;0;0;21.7109978489893;0;0;747.12958339172;1332.16860892846;530.260757164091;1119.46532522409;1844.90997353733;1652.68513894728;3937.72416448401;1263.59409049742;3063.90976966854;4983.79886242622;158.425972163836;1273.3869466271;203.072576169242;824.979119220351;1293.97891535156
27;82.6585882352941;89.2268411764706;64.3443882352941;86.9222823529412;87.1241;32.7931617004212;19.4705882352941;17.7478235294118;27.1730921246514;22.1535979064013;30.3259326327638;44.8059789834292;20.7058823529412;3.82352941176471;52.1764705882353;14.6470588235294;124.882352941176;164.117647058824;437.176470588235;652.352941176471;894.117647058824;2435.29411764706;647.058823529412;1888.23529411765;3852.94117647059;n;=27;1.2618818501839;4.30537453615177;9.01308662764055;5.82114818891883;2.88017364168378;90;90;73.3574748629347;88.479736424213;90;87.9649593262867;82.6169078167894;55.3313016076536;76.8374400463753;84.2439263583162;32.6888243586756;34.345144110379;23.0528242427886;21.8279243868992;21.416444825842;54.8424222650769;52.0929676397908;53.3787568755525;49.0010165115507;54.2096065262632;1;1;7.27310838997518;5.34516773775223;11.3767168745793;32.6888243586756;34.345144110379;23.0528242427886;21.8279243868992;21.416444825842;36.5123537704403;48.9922029339084;75.2292948310239;42.5338067398404;40.8870330611361;0;0;29.1236463454467;0;0;592.104919160547;1069.42810445033;387.488140235968;729.625205962946;2002.22302924113;1486.22256621937;3504.72222209739;1034.54696376538;2617.86050008059;5855.16420571172;302.012727898277;1365.86601319672;259.570683293443;1158.6100881547;1850.71814722946
28;80.6882466666667;86.32808;58.7802533333333;81.3181133333333;82.6604333333334;59.5168215788664;26.6666666666667;15.6478733333333;65.8816267663998;36.4701207058593;20.1004977653428;36.8854799704172;31.2;7;92.4;26.3333333333333;94.1333333333333;218.333333333333;595.266666666667;757.133333333333;1133.33333333333;2813.33333333333;493.333333333333;2533.33333333333;3293.33333333333;n;=28;7.66648928549251;7.80845659643319;14.3518633695055;8.57166925007414;9.77044203771666;90;89.1265699297665;73.1321167028388;89.2599159167408;90;78.6615907145075;73.5096567369001;44.4283899638279;72.1165774165925;72.8899912956167;59.8772556607617;21.511406433373;16.3831022050168;81.7664403180389;100.35333941077;96.347376366621;37.1592797667063;36.4835999703596;147.648067084439;159.870160989636;1;1;3.71739556032599;1;1;59.8772556607617;21.511406433373;16.3831022050168;81.7664403180389;100.35333941077;66.8772556607617;47.8447397667063;108.783102205017;112.966440318039;127.020006077437;0;4.82192689996038;76.0168977949832;0;0;1287.6704695283;1367.40978635138;541.778376759178;1013.95031342529;2076.55850822827;2421.00380286164;4180.74311968471;1035.11171009251;3547.28364675862;5369.89184156161;0;1445.92354698195;0;1519.38301990805;1216.77482510506
29;75.4787333333333;87.8371428571429;55.8044285714286;83.5474619047619;83.044519047619;45.4930529793062;22.0952380952381;17.5766238095238;33.4234952361897;17.0542246516916;25.9397773621782;35.3520051197814;29.5238095238095;6.71428571428571;79.0476190476191;25.0952380952381;115.238095238095;205.809523809524;468.142857142857;775.571428571429;1076.19047619048;2709.52380952381;571.428571428571;1885.71428571429;3376.19047619048;n;=29;2.65754865441283;8.50058764418533;14.4329579640538;10.7979694244026;7.55491432814556;90;90;70.2373865354823;86.2767027577359;90;85.17959420273;75.0468742605766;41.3714706073748;64.6807639089307;75.4896047194735;13.8344463675499;17.8942154713485;20.7617789657499;30.100345189292;39.7530419618133;30.8886710192415;35.4708392808723;46.7015563279282;63.5238404254817;85.2460949411195;3.21977828414169;1;5.17799839642828;3.32315004689771;5.74001101749285;13.8344463675499;17.8942154713485;20.7617789657499;30.100345189292;39.7530419618133;20.5487320818356;42.9894535665866;99.809398013369;59.6241547131015;61.8482800570514;0;7.2010226238896;58.2858400818691;0;0;540.282113256363;1405.66879523761;470.258287691836;647.52275194445;1651.63699459196;1616.47258944684;4115.19260476142;1041.68685912041;2533.23703765874;5027.82747078244;535.908362934113;1303.8550142862;101.170283736736;1238.19153376984;1724.55348159852
30;74.4529578947368;87.2595263157895;48.1047263157895;82.0332631578948;81.1882368421053;53.5165614592789;26.0526315789474;14.4947;89.9097215835975;19.8602048156712;29.4786541620358;65.9596640234354;37.6842105263158;6.47368421052632;99.6315789473684;23.8421052631579;138.894736842105;194.736842105263;509.421052631579;877;921.052631578947;2900;642.105263157895;1857.89473684211;3131.57894736842;n;=30;4.8714080881133;7.63136579455041;15.5275912592836;11.8102297620568;10.3299841880706;90;89.6646289524452;63.6323175750731;86.2631876567937;90;82.3881182276762;74.4018973633443;32.5771350565059;62.64272813268;70.8582526540346;18.6791104452476;53.4411638992968;17.5007384364634;239.589115214993;37.1400731767112;38.5393152609188;67.9358638992968;46.9793925984992;329.498836798591;90.6566346359901;1.18109437042361;1;11.9779157255724;1;16.3764882825676;18.6791104452476;53.4411638992968;17.5007384364634;239.589115214993;37.1400731767112;25.1527946557739;77.2832691624547;117.132317383832;277.273325741309;63.1927047556586;0;0;82.130840510905;0;0;510.532344571626;1559.55834203861;510.245898751751;739.606343847624;1262.73628441437;1431.58497615057;4459.55834203861;1152.35116190965;2597.50108068973;4394.31523178279;410.520287007322;1340.44165796139;131.859364406143;1118.28839299448;1868.84266295405
31;74.4425857142857;83.0109047619048;52.9323857142857;81.3829904761905;81.8305523809524;30.5272523820829;28.3333333333333;15.7705952380952;102.731746197459;20.7509550211064;32.3851513598469;40.3739663784273;33.2857142857143;7.80952380952381;123.666666666667;33.0952380952381;117.047619047619;206.428571428571;612.095238095238;771.714285714286;961.904761904762;2400;557.142857142857;2347.61904761905;3209.52380952381;n;=31;15.191889771239;10.1148421474536;14.2819528664775;11.1893448601911;7.38521227816906;90;90;67.2143385807632;85.6319305744768;89.2157646591214;67.8190149906658;71.2681483287368;38.6504328478082;63.2532408540946;74.4453401027833;15.344494452202;40.4431081865863;31.2426618708361;222.079043929396;16.3903388788303;36.0954494733083;56.2137034246816;63.627813230683;324.810790126855;46.9175912609133;5.40646056890442;1;1.14248948901072;1;14.1369135032526;15.344494452202;40.4431081865863;31.2426618708361;222.079043929396;16.3903388788303;23.1540182617258;73.5383462818244;154.909328537503;255.36475821511;44.7236722121637;0;0;92.4240047958305;0;11.942994454503;492.418714587688;1077.49709976408;667.511369619596;1424.29598315064;1451.51808872806;1454.32347649245;3477.49709976408;1224.65422676245;3771.91503076969;4661.04189825187;469.486047317074;1322.50290023592;0;923.323064468408;1758.00572079575
32;79.5783238095238;87.8222880952381;58.6258523809524;84.5454571428571;85.9769333333334;52.2835011102845;25.2619047619048;21.389019047619;52.8037374221502;14.7602999363843;32.4403550506539;111.469952953821;27.2142857142857;5.83333333333333;94.7857142857143;22.452380952381;121.928571428571;232.238095238095;706.52380952381;929.238095238095;1090.47619047619;2857.14285714286;523.809523809524;2661.90476190476;4000;n;=32;4.93733533654183;7.34607174263052;14.0453147852826;9.77184254063334;5.49831763212529;90;90;72.671167166235;89.3501663501572;90;82.8849527586963;77.1993854002266;44.5805375956698;69.8064812688905;80.4786157012081;11.4618437071535;370.266396543712;22.4569369074208;67.9289511337865;45.8674364416798;26.2221436435378;391.655415591331;54.8972919580747;120.732688555937;98.1509375519643;3.29845622923081;1;9.98341814323309;1;6.41606466860475;11.4618437071535;370.266396543712;22.4569369074208;67.9289511337865;45.8674364416798;17.2951770404868;392.718777496093;117.242651193135;95.1432368480722;71.1293412035846;0;0;72.3287773782935;0;0;684.251246043413;1426.9433231165;371.424104324071;1233.26898159014;1969.52389938378;1774.7274365196;4284.08618025936;895.233628133595;3895.1737434949;5969.52389938378;406.224944432778;1430.19953402636;152.385419485453;1428.63578031462;2030.47610061622
33;74.5446075471698;86.5241018867925;52.1960301886793;81.9228830188679;83.2210339622641;45.1214323762929;30.0754716981132;16.9431226415094;43.1443005197961;20.5009153344507;31.0606309969552;83.5538267674445;40.8301886792453;7.9622641509434;118.037735849057;32.3584905660377;126.301886792453;225.452830188679;644.88679245283;976.132075471698;988.679245283019;3003.77358490566;545.283018867925;2318.8679245283;3709.43396226415;n;=33;5.3672596604316;8.91150900037388;15.7564111583872;12.5093086840107;8.27459935269802;90;90;67.9524413470664;87.0539162311805;90;81.1568422263609;73.011374018494;36.4396190302921;62.0352988631592;74.9464346095661;33.32488432885;139.064544564886;24.7742032904937;33.3411776016254;55.8139035059567;53.8257996633008;156.007667206395;55.8348342874489;76.4854781214215;100.93533588225;1;1;6.28642770646151;9.80312291817073;1;33.32488432885;139.064544564886;24.7742032904937;33.3411776016254;55.8139035059567;41.2871484797934;171.423035130924;142.81193913955;74.1713662808707;85.8893752040699;0;0;93.2635325585629;7.48901107761991;0;667.849700202791;1442.74874727042;504.809955762429;1188.25285507977;1608.54259776494;1656.52894548581;4446.52233217608;1050.09297463035;3507.12077960807;5317.97656002909;320.829545080228;1561.02483763524;40.473063105496;1130.61506944853;2100.89136449921
34;77.1761725806452;88.1399935483871;55.2462;81.1213774193548;83.8825016129032;42.8754444003457;28.4032258064516;19.6443064516129;44.4943775841893;16.2769680922407;30.0505793787686;57.2080118732468;36.4032258064516;6.03225806451613;137.951612903226;29.8225806451613;108.774193548387;212.032258064516;710.274193548387;1009.33870967742;924.193548387097;2974.1935483871;438.709677419355;2440.32258064516;3425.8064516129;n;=34;2.92461030879643;9.19066508270389;14.7874304394523;10.9150351405631;6.83113280538093;90;90;70.0336304394523;88.0912077212083;90;85.2153832395907;71.9307123366509;40.4587695605477;66.261137440082;77.0513688075223;12.2908266948294;47.8751152751717;23.9520855491361;40.5349341759244;25.2743045595801;28.5677947870702;67.5194217267846;54.0026649279047;85.0293117601136;68.1497489599257;3.98614139741132;1;6.09849382963253;3.95944340826488;17.6011398407656;12.2908266948294;47.8751152751717;23.9520855491361;40.5349341759244;25.2743045595801;18.3230847593455;77.6976959203329;161.903698452362;76.938159982376;53.6775303660317;0;0;113.99952735409;0;3.12892124687154;588.603650181406;1123.21778450713;438.086314838839;1277.47954684077;1458.03994681733;1512.7971985685;4097.41133289423;876.795992258194;3717.80212748594;4883.84639843023;335.589898205691;1850.97576387997;0.623362580515675;1162.84303380439;1967.76650479558
35;74.5076150537634;86.6832473118279;49.5425569892473;79.830082795699;81.0641193548387;58.1668895313102;36.494623655914;16.9558838709677;51.0536183130275;25.5536743545627;33.0753031973049;46.155067005328;40.8279569892473;8.53763440860215;156.215053763441;38.4193548387097;120.118279569892;282.58064516129;701.172043010753;1006.91397849462;1162.36559139785;2804.30107526882;468.817204301075;2347.31182795699;3764.51612903226;n;=35;5.83379415640105;8.81164874396909;14.7182655923235;11.7860545007183;8.58428162270333;90;88.6417315396681;64.2608225815708;86.2936695544817;89.6484009775421;80.8494531554269;71.0184340517299;34.8242913969238;62.7215605530452;72.4798377321354;27.0517485052608;36.5118179089055;27.5724092611837;82.4368193202208;121.152966336918;52.6054228598235;53.4677017798732;60.6477124584886;133.490437633248;179.319855868228;1;1;5.50289393612126;1;1;27.0517485052608;36.5118179089055;27.5724092611837;82.4368193202208;121.152966336918;35.5893829138629;74.9311727476152;183.787463024625;123.264776309468;157.647589992832;0;1.90753692980418;128.642644502257;0;0;858.704025855574;1182.93242653995;486.330200633912;1226.48236821101;1844.59522844505;2021.06961725342;3987.23350180877;955.147404934987;3573.794196168;5609.11135747731;303.661565542275;1621.36864872886;0;1120.82945974598;1919.92090058721
36;72.1491166666667;86.6272206896552;49.9724304597701;79.7681040229885;81.60025;53.9431644169121;37.5344827586207;16.448725862069;54.943532134591;29.0384400825858;28.0259130876333;51.6415570540659;48.764367816092;9.26436781609195;160.011494252874;35.7816091954023;131.563218390805;289.862068965517;759.568965517241;1140.65517241379;1183.90804597701;3120.68965517241;513.793103448276;2357.47126436782;4018.96551724138;n;=36;6.05475890467896;9.65790195347477;15.7518028629313;12.1055181571589;9.03812079832824;90;89.4260059764633;65.7242333227014;84.2546348238256;90;80.5724617849763;70.1102020695137;34.2206275968388;60.0435985095078;72.5621292016718;51.0659186846418;61.2212965562969;20.5594989344894;87.2034614163943;83.2451441925047;80.1043587672276;77.6700224183659;48.5854120221227;142.146993550985;137.188308609417;1;1;7.46641415314391;1;1;51.0659186846418;61.2212965562969;20.5594989344894;87.2034614163943;83.2451441925047;60.3302865007338;97.0029057516992;180.570993187363;135.967829232486;120.779626951125;0;0;139.451995318384;0;0;796.505890194216;1359.45738334006;491.234710460703;1257.68225987312;1920.84310395668;1980.41393617123;4480.14703851247;1005.02781390898;3615.15352424093;5939.80862119806;387.402155782796;1761.23227183236;22.5583929875724;1099.7890044947;2098.1224132847
37;70.7326557788945;84.896311557789;46.4732306532663;77.9003;79.2760984924623;59.2144831487996;41.5979899497487;15.3921683417085;56.1611533612647;24.750524494261;30.579356246498;68.5587438429153;51.5527638190955;10.9748743718593;186.618090452261;43.0552763819096;119.708542713568;300.668341708543;833.693467336683;1221.0351758794;1152.26130653266;3146.73366834171;426.633165829146;2523.61809045226;4058.79396984925;n;=37;7.3327511863575;10.3536204897445;15.7933146616802;12.0502996910448;10.0842737599844;90;88.2539204897445;62.2665453149465;82.7829554699392;89.3603722524468;77.5635603714315;67.5466795102555;30.6799159915861;58.6823560878497;69.1918247324779;31.5963847360202;109.838474632982;25.5069466204708;76.031422987842;116.632957474319;56.3469092302812;125.23064297469;56.0863028669688;132.192576349107;175.847440623119;1;1;5.07240962602712;1;1;31.5963847360202;109.838474632982;25.5069466204708;76.031422987842;116.632957474319;42.5712591078795;152.893751014891;212.125037072732;127.584186806937;158.230947424068;0;0;161.11114383179;0;0;726.123241383356;1422.5730296434;414.075849570466;1144.5942225158;1750.55851196178;1878.38454791602;4569.30669798511;840.709015399611;3668.21231296806;5809.35248181103;426.138065149307;1724.16063869831;12.5573162586802;1379.02386793647;2308.23545788747
38;71.0353981481482;84.6498949074074;45.6008166666667;77.3865986111111;79.1096962962962;60.4786634871007;43.8240740740741;15.3098319444444;55.4519982485083;33.2786775840785;28.849817529258;54.2831363344618;53.7638888888889;12.0740740740741;199.384259259259;45.6157407407407;121.560185185185;334.907407407407;883.652777777778;1324.13888888889;1210.64814814815;3165.27777777778;416.203703703704;2525;4172.22222222222;n;=38;7.59345578340534;10.0695907012105;14.7568242466593;12.3706416427822;10.1854557573948;90;87.4561893123216;60.3576409133259;83.4060397909303;89.295152053691;77.056439124002;67.3170079099006;30.8439924200074;58.664756505366;68.9242405389015;46.9354449402271;51.9536867664238;21.9816521076704;71.1115342760089;62.4843536248085;80.2141225243056;67.2635187108682;50.8314696369283;126.563532524517;122.963017111909;1;1;6.86816542158759;1;1;46.9354449402271;51.9536867664238;21.9816521076704;71.1115342760089;62.4843536248085;59.0095190143012;97.5694275071645;221.36591136693;124.875423164898;106.308427698883;0;0;177.402607151589;0;0;744.360219308889;1456.61216260474;504.183830617352;1364.78126708156;1862.54805879414;1955.00836745704;4621.88994038252;920.387534321056;3889.78126708156;6034.77028101637;466.287928839259;1708.66561517304;0;1160.21873291844;2309.67416342808
39;67.353866023166;83.4042656370655;42.6285212355212;75.7803401544401;77.1247598455599;63.4238408785641;49.034749034749;13.2487030888031;59.2253650788342;30.6669788665287;30.5662874716651;62.3433820911748;63.4980694980695;13.5057915057915;212.471042471042;50.6409266409266;151.07722007722;346.474903474903;934.432432432432;1481.03474903475;1274.90347490347;3277.60617760618;493.436293436294;2455.59845559846;4283.39768339768;n;=39;8.26277847648184;10.8369467070841;13.735091363771;12.6230542541487;11.1388147975152;90;86.6172868615242;56.3636125992922;79.9769202773147;88.263574643075;75.1414871605837;64.9433934473561;28.8934298717503;54.7308117690173;65.9859450480447;35.2437456702609;72.0423538403447;23.5507569466886;63.9094068968755;72.4645479680692;65.9107245367896;85.2910569291478;54.1170444183537;123.13477197571;135.888388846633;1;1;7.01553052497656;1;1;35.2437456702609;72.0423538403447;23.5507569466886;63.9094068968755;72.4645479680692;48.7495371760524;122.683280481271;236.021799417731;127.407476394945;121.499297002818;0;0;188.920285524354;0;0;818.693591078585;1484.50669883178;536.348701000831;1255.9307093404;1925.43019459501;2093.59706598206;4762.11287643795;1029.78499443712;3711.52916493885;6208.82787799269;456.20988382489;1793.0994787744;0;1199.66774625806;2357.96748880267
40;68.5739665198238;83.6631207048458;41.484163876652;75.5639859030837;76.0752726872247;70.0905817740667;50.057268722467;12.6485022026432;73.4745822302624;36.8212237867824;29.3563473335269;62.0600691745626;59.9030837004405;13.8149779735683;225.132158590308;50.4449339207048;144.810572687225;373.850220264317;1060.95154185022;1533.62114537445;1355.94713656388;3295.15418502203;444.052863436123;2698.67841409692;4159.03083700441;n;=40;7.58083314803688;11.3577590723502;12.8347834633223;12.0714741865219;11.5919724717648;90;86.9217449754339;54.3189473399743;80.6454407063457;87.6672451589895;76.0822875568089;64.2062268307335;28.6493804133297;56.5024923333019;64.4833002154599;41.982500421674;62.7343526959881;21.6838235768657;100.448863056137;96.009490457789;78.8037242084565;75.3828548986313;51.0401709103926;173.923445286399;166.100072231856;1;1;7.67252375666114;1;1;41.982500421674;62.7343526959881;21.6838235768657;100.448863056137;96.009490457789;55.7974783952423;113.179286616693;246.815982167174;160.351946756577;146.066759180256;0;0;203.448335013443;0;0;771.446954931276;1417.37740741831;424.990741000854;1198.28343952282;1949.02856082287;2127.39409149515;4712.53159244033;869.043604436977;3896.96185361974;6108.05939782728;584.500181632601;1877.77677760372;19.0621224352699;1500.3949745741;2210.00227618153
41;64.4206671957672;83.1588148148148;40.499073015873;72.1663095238095;74.5007962962963;68.7994699466123;55.6931216931217;12.4352227513228;68.4095657537335;36.442245617309;30.6412959188432;64.4448715414641;73.7513227513228;15.4232804232804;240.433862433862;56.6878306878307;133.042328042328;384.814814814815;982.338624338624;1596.67724867725;1307.40740740741;3212.16931216931;391.534391534392;2352.91005291005;4117.46031746032;n;=41;7.72414372128845;11.2935660621866;13.6576654182271;12.0934544413049;11.8498156187216;90;83.4598755859961;54.1567384341001;76.5141216370721;86.3506119150179;75.4346710935264;60.8727434616229;26.8414075976459;52.3272127544623;62.6509806775747;42.5716047391533;79.0371990209358;24.4075998138815;85.1713769562775;88.9392807644397;79.0138503564623;91.4724217722585;55.0488957327247;153.580942710011;157.738750711052;1;1;6.23369610496174;1;1;42.5716047391533;79.0371990209358;24.4075998138815;85.1713769562775;88.9392807644397;57.9948851624338;135.725029708766;264.841462247744;158.9226997076;144.632402457561;0;0;216.026262619981;0;0;748.436773824566;1545.38091872097;393.87906548308;1253.6137114802;1869.73712589751;2055.84418123197;4757.55023089028;785.413457017472;3606.52376439025;5987.19744335783;558.970633582842;1666.78839344834;0;1099.29634142985;2247.72319156281
