Nodes;Mixed Old;Lin Yen ;Eades;Huang et al.;Angular Only OLD;Crossing Only;Mixed;Angular Only;sd cr;cr_up;cr_down;sd ar;ar_up;ar_down;sd tr;tr_up;tr_down;a;b
61;5.02592539347564;2.32043048122647;2.27345681415428;2.38728140388363;4.79837990884187;406.681654318063;5.03772167491621;4.8070644848906;1877.64261206442;2284.32426638249;1;1.35011834540857;6.15718283029918;3.45694613948203;1.66835651832276;6.70607819323898;3.36936515659344;Nodes;=61
62;4.73853753784682;2.30745761189809;2.3064436617428;2.40337176278353;4.62132291319348;365.134823069005;4.76286374211699;4.64884231268544;1328.07468406221;1693.20950713122;1;1.23828514337011;5.88712745605556;3.41055716931533;1.4152186513599;6.17808239347689;3.34764509075709;Nodes;=62
63;4.93651045128292;2.30805258013625;2.29592182915587;2.3912050730424;4.56874085524929;889.713789238179;4.95633892939436;4.57817388049008;4359.33546862579;5249.04925786397;1;1.12510231788597;5.70327619837605;3.45307156260411;1.37117616301137;6.32751509240573;3.58516276638298;Nodes;=63
64;4.64912994642331;2.31242812620445;2.28583558341765;2.35377165717813;4.64441767166466;420.231065868496;4.64912994642331;4.64441767166466;2349.50441745681;2769.73548332531;1;1.25165726281603;5.89607493448069;3.39276040884863;1.49009738931521;6.13922733573852;3.1590325571081;Nodes;=64
65;4.66870308136943;2.36764880743951;2.34820722845056;2.42960951734727;4.57490318374887;1937.33740923266;4.70776231608586;4.62455334090701;8202.99375550392;10140.3311647366;1;1.2814761750342;5.9060295159412;3.34307716587281;1.45911519968173;6.16687751576759;3.24864711640412;Nodes;=65
66;4.74317286437337;2.35778991260489;2.34411828585538;2.40775844573314;4.60207581452081;411.298111355582;4.75843892474007;4.62136861097512;1244.35237153419;1655.65048288977;1;1.11191021802431;5.73327882899943;3.50945839295082;1.35595677921787;6.11439570395794;3.4024821455222;Nodes;=66
67;4.90504133295023;2.28887441651495;2.31244586695944;2.44566350085706;4.57322805485825;666.842564486804;4.95875828254412;4.6250802099835;4102.52744404812;4769.37000853493;1;1.29264391372064;5.91772412370414;3.33243629626285;1.56338219170839;6.52214047425251;3.39537609083573;Nodes;=67
68;4.81889965215735;2.2925122159281;2.34718903367373;2.45523422475797;4.36934705338892;257.94286744856;4.84125447875829;4.38704702249578;918.287553993592;1176.23042144215;1;1.00926271310732;5.3963097356031;3.37778430938846;1.49369919084597;6.33495366960427;3.34755528791232;Nodes;=68
69;4.96700543794174;2.42157160986644;2.39059204768764;2.45913242040998;4.55433905382242;1075.14082775937;5.01968295882395;4.59971060015585;6426.95891093007;7502.09973868944;1;1.15700323377148;5.75671383392733;3.44270736638437;1.80876271297001;6.82844567179397;3.21092024585394;Nodes;=69
70;4.92533252473092;2.36253223886418;2.41527227881391;2.5100565010138;4.57457338857028;482.92848102083;4.94351869416018;4.5890139447077;1970.23145838971;2453.15993941054;1;1.29298650702958;5.88200045173728;3.29602743767812;1.80669424390105;6.75021293806123;3.13682445025912;Nodes;=70
71;4.8676884961879;2.35943139425077;2.3754031654257;2.49787602393109;4.64589619630901;599.627511146789;4.8952681319577;4.6608721718734;4226.21625894653;4825.84377009332;1;1.08739526247473;5.74826743434812;3.57347690939867;1.39169593700558;6.28696406896329;3.50357219495212;Nodes;=71
72;4.71345883716589;3.23641300553154;2.43648957275328;2.52171097769365;4.63687545760754;773.768636795219;4.7447983531925;4.66343132942448;6422.80472271637;7196.57335951159;1;1.48930743625176;6.15273876567624;3.17412389317272;1.26285096150209;6.00764931469458;3.48194739169041;Nodes;=72
73;4.54063158373699;2.36496172964609;2.35162009188417;2.4491984174408;4.66587742867493;648.498350099336;4.54063158373699;4.66587742867493;3207.06704789486;3855.56539799419;1;1.36018788308127;6.0260653117562;3.30568954559367;1.17087008515225;5.71150166888924;3.36976149858474;Nodes;=73
74;5.48156419236299;2.4686346158591;2.41792610728467;2.52060209147127;5.11155787463479;434.027705358014;5.48156419236299;5.11155787463479;1638.21996397816;2072.24766933618;1;5.23360595413117;10.345163828766;1;8.28609177355535;13.7676559659183;1;Nodes;=74
75;4.93550766646369;2.46989906777334;2.4601319959881;2.56408042118101;4.79969563980264;1561.86019752042;4.95241421527658;4.81097409406625;7804.60743194386;9366.46762946428;1;1.91610238711578;6.72707648118203;2.89487170695048;1.36212646298498;6.31454067826156;3.59028775229159;Nodes;=75
76;5.29383431479785;2.46068613908551;2.43972752295805;2.56170390761336;4.83425676333785;610.19504750996;5.29383431479785;4.83425676333785;2992.60902819307;3602.80407570303;1;1.29818789537008;6.13244465870793;3.53606886796778;1.7441704166672;7.03800473146506;3.54966389813065;Nodes;=76
77;5.10025157889717;2.44670249216142;2.48012330309584;2.55974232051187;4.84376099731229;624.243867357983;5.11387312193665;4.85188063920431;4296.5181258561;4920.76199321408;1;1.18992453502567;6.04180517422997;3.66195610417864;1.91593259647075;7.0298057184074;3.1979405254659;Nodes;=77
78;5.13939862336842;2.41982528399503;2.52944734048916;2.59804277270976;4.6888332165308;3838.40738549275;5.13939862336842;4.6888332165308;26768.9861981823;30607.393583675;1;1.32064919764827;6.00948241417907;3.36818401888253;1.49863429731059;6.63803292067902;3.64076432605783;Nodes;=78
79;5.33870511684355;2.39852026269235;2.52852434094835;2.62229718834265;4.62145724080412;2920.78575439795;5.33870511684355;4.62145724080412;20714.2517971068;23635.0375515048;1;1.12185564363625;5.74331288444036;3.49960159716787;1.76471731374059;7.10342243058415;3.57398780310296;Nodes;=79
80;5.30039903397618;2.52933020850337;2.58006120083998;2.70169945827297;4.81717538221987;603.575343550438;5.30039903397618;4.81717538221987;2078.66012949578;2682.23547304622;1;1.16977566504705;5.98695104726692;3.64739971717283;1.63379997116229;6.93419900513847;3.66659906281389;Nodes;=80
81;5.38110103837368;2.49850591742801;2.60570828373079;2.67120646567684;4.90693968647563;482.588999861284;5.38110103837368;4.90693968647563;1643.93933551145;2126.52833537273;1;1.63823255733505;6.54517224381068;3.26870712914058;1.9203050369459;7.30140607531958;3.46079600142778;Nodes;=81
82;5.53635472582065;2.57847563569846;2.57574300853911;2.62347315116387;5.11192499154836;681.284084229995;5.53635472582065;5.11192499154836;3255.26728335363;3936.55136758362;1;1.41012334033133;6.52204833187969;3.70180165121703;1.82869467633737;7.36504940215802;3.70766004948328;Nodes;=82
83;5.63071900071728;2.5110866846729;2.6058586867289;2.71928618534225;4.78387802444637;537.943089408082;5.63071900071728;4.78387802444637;1836.13453849397;2374.07762790205;1;1.13270849050597;5.91658651495234;3.6511695339404;1.69718982227707;7.32790882299435;3.93352917844022;Nodes;=83
84;5.36212478367256;2.49017554805399;2.65284829657915;2.69854821253732;4.75808117895172;617.15803879191;5.36212478367256;4.75808117895172;3819.72119604135;4436.87923483326;1;1.13403562827732;5.89211680722904;3.6240455506744;1.76931459266816;7.13143937634072;3.59281019100439;Nodes;=84
85;5.43153744432341;2.42488875396594;2.68390299723057;2.72914760798779;4.79208106727741;665.430332977321;5.43153744432341;4.79208106727741;3493.70008830233;4159.13042127965;1;1.21317330247481;6.00525436975222;3.5789077648026;1.53119633954317;6.96273378386659;3.90034110478024;Nodes;=85
86;5.48463378314881;2.57180868493449;2.62001539338159;2.73318661244576;5.11712372305725;1611.5070946432;5.48463378314881;5.11712372305725;7675.36800230503;9286.87509694823;1;1.41134581293136;6.52846953598861;3.70577791012589;1.53850600602235;7.02313978917116;3.94612777712646;Nodes;=86
87;7.91705472257975;2.55670533262338;2.69009512515231;2.77168662918818;5.13147156809424;2073.29771249189;7.91705472257975;5.13147156809424;9822.75408203656;11896.0517945285;1;1.45378823887979;6.58525980697403;3.67768332921444;19.23792505627;27.1549797788498;1;Nodes;=87
88;5.44339411333767;2.46523369156118;2.61985992772645;2.68471797232145;4.79290207703598;416.489768727951;5.44339411333767;4.79290207703598;1276.42056191221;1692.91033064016;1;1.22750510427557;6.02040718131156;3.56539697276041;2.05440762119533;7.497801734533;3.38898649214234;Nodes;=88
89;5.46970913102402;2.49644942937203;2.6637502603823;2.70275413354669;4.92463998375309;575.754429519643;5.51565945283774;4.95842591248418;1891.36511168188;2467.11954120152;1;1.18624984244848;6.14467575493266;3.7721760700357;1.86966654321687;7.3853259960546;3.64599290962087;Nodes;=89
90;5.57191979302959;2.57797391245684;2.75437666457657;2.80020300559696;4.93388066739;4391.4548505871;5.57191979302959;4.93388066739;22134.8271937029;26526.28204429;1;1.25254656554632;6.18642723293632;3.68133410184368;1.60275475746669;7.17467455049628;3.96916503556289;Nodes;=90
91;5.57037193499835;2.53515709998821;2.6895900655754;2.77744757691635;4.94368118453597;402.500050495064;5.57037193499835;4.94368118453597;1020.1221248624;1422.62217535746;1;1.25888913112272;6.20257031565868;3.68479205341325;1.80640147346392;7.37677340846226;3.76397046153443;Nodes;=91
92;5.92001818926864;2.59596485500476;2.78914876981987;2.8821385357868;5.08832759247282;3141.05769565691;5.92001818926864;5.08832759247282;18439.0790838554;21580.1367795123;1;1.46425038288249;6.55257797535531;3.62407720959034;2.38367933742242;8.30369752669106;3.53633885184622;Nodes;=92
93;5.72234510166884;2.59147016374328;2.72255350255861;2.79524499225983;5.0343309194724;1092.88038781781;5.72234510166884;5.0343309194724;3559.25815111865;4652.13853893646;1;1.12844369539855;6.16277461487095;3.90588722407386;1.99204515729374;7.71439025896258;3.7302999443751;Nodes;=93
94;5.92358992493975;2.61322612532491;2.76759219767384;2.87457589442161;5.19347158899894;1678.17101922014;5.92358992493975;5.19347158899894;7136.38888620139;8814.55990542153;1;1.64757734457229;6.84104893357123;3.54589424442666;3.10532363399529;9.02891355893504;2.81826629094446;Nodes;=94
95;6.43129710512058;2.68473772863778;2.81023445166303;2.89794997339062;5.20143311632395;1021.12309038689;6.43129710512058;5.20143311632395;7560.94744516819;8582.07053555508;1;1.26151665800513;6.46294977432908;3.93991645831882;4.7235178542876;11.1548149594082;1.70777925083298;Nodes;=95
96;5.81915952259993;2.59581116328338;2.77554869820246;2.82540078796053;5.01700262808125;2479.65145394964;5.81915952259993;5.01700262808125;18232.4110038812;20712.0624578308;1;1.21847692999587;6.23547955807713;3.79852569808538;2.17255272238267;7.9917122449826;3.64660680021727;Nodes;=96
97;7.45393177972464;2.75311558264666;2.81481313218674;2.89051580269177;6.06300831087589;2265.72550717333;7.45393177972464;6.06300831087589;11840.9701825945;14106.6956897679;1;7.07976417428255;13.1427724851584;1;3.13386316533526;10.5877949450599;4.32006861438937;Nodes;=97
98;6.21576864377854;2.58895777090502;2.8468906189185;2.94647458757067;5.16376787736995;1670.54782251749;6.21576864377854;5.16376787736995;11639.5632285496;13310.1110510671;1;1.28801024439928;6.45177812176923;3.87575763297067;2.5371495217995;8.75291816557804;3.67861912197904;Nodes;=98
99;6.77003763808003;2.77496336103532;2.84798483037865;2.95167054604315;5.42711703711651;3339.27994466776;6.77003763808003;5.42711703711651;15048.2788506941;18387.5587953619;1;1.894846165623;7.32196320273951;3.5322708714935;2.84328708661966;9.61332472469969;3.92675055146037;Nodes;=99
100;6.37282708375905;2.64919392863884;2.84341321625559;2.92093161148686;5.30578599962017;795.751414610452;6.37282708375905;5.30578599962017;2525.54523321095;3321.2966478214;1;1.29532128415177;6.60110728377194;4.01046471546839;2.11597634263588;8.48880342639494;4.25685074112317;Nodes;=100
