graph name;iterations;time[ms];crossing_res;n;m;ang,res;aspect, Ratio;#crossing;
graph_142.txt;600;174;87,9953;34;51;3,5810840872894913;32,60096684482113;11;
graph_1420.txt;500;147;87,9111;32;48;19,526165048184616;68,36347765718807;10;
graph_1421.txt;300;74;88,8166;34;51;13,335598182679334;18,964300357232407;9;
graph_1422.txt;300;74;88,6458;32;48;25,984370591185282;26,15846428124645;8;
graph_1423.txt;600;149;76,1491;32;48;21,66081812895072;9,045957692730004;21;
graph_1424.txt;1300;334;87,5344;34;51;2,3753763333182936;17,06520150388235;13;
graph_1425.txt;500;151;85,2465;34;51;4,918564556558487;33,92240806099648;13;
graph_1426.txt;500;102;85,2075;34;51;3,431728406816458;14,184699219919656;8;
graph_1427.txt;600;173;88,3103;36;54;4,748210126630859;14,811666930906027;12;
graph_1428.txt;900;197;87,097;32;48;0,1469687774680253;20,60957712512008;11;
graph_1429.txt;500;148;88,4016;34;51;11,056412980248165;27,620176383210435;11;
graph_143.txt;700;186;86,4813;36;54;4,434359226879453;16,48468461033191;16;
graph_1430.txt;600;82;89,2821;28;42;24,843326605426686;24,438730665627237;5;
graph_1431.txt;2100;467;88,9349;34;51;12,67543766290481;41,81451817014484;13;
graph_1432.txt;700;213;89,3542;34;51;27,237215344366145;9,329568077717704;10;
graph_1433.txt;1300;350;81,5359;36;54;8,218803517398959;32,33530453638128;28;
graph_1434.txt;600;123;89,5102;30;45;10,558062518059728;85,32659533523595;6;
graph_1436.txt;500;108;89,8676;28;42;19,783942939990325;48,12459048717297;3;
graph_1437.txt;300;101;82,9273;32;48;8,422460737634998;13,782489622852218;10;
graph_1438.txt;800;196;87,197;32;48;11,210633128876657;11,971222235920342;10;
graph_1439.txt;900;277;85,4203;34;51;12,506745415473679;21,127030590838793;15;
graph_144.txt;400;130;87,3842;36;54;8,523061285190654;12,379327915913548;15;
graph_1440.txt;500;135;85,7089;34;51;3,08888013798314;29,07819548926583;10;
graph_1441.txt;800;202;87,29;32;48;7,060255631271271;15,041849913194376;14;
graph_1442.txt;600;196;83,1448;36;54;8,693297525447566;16,267493072427076;22;
graph_1443.txt;1000;200;88,987;34;51;10,633961338158285;14,378349941059014;10;
graph_1444.txt;700;179;87,795;34;51;4,6778635150052175;15,511768605401912;12;
graph_1445.txt;900;230;88,4339;34;51;15,07815710924019;28,079459367921963;12;
graph_1446.txt;500;133;86,1846;30;45;23,404689551032302;7,333396247320824;16;
graph_1447.txt;700;186;89,3358;32;48;9,554289672401726;9,190054123027174;12;
graph_1448.txt;700;214;86,1618;34;51;20,105267976795634;15,46447877217741;13;
graph_1449.txt;1100;263;88,8056;34;51;4,422625105698684;22,03234856308087;13;
graph_145.txt;500;95;89,625;24;36;16,735412294338136;4,942704777271288;3;
graph_1450.txt;700;207;77,444;38;57;18,27030623151457;15,428676674261071;27;
graph_1451.txt;1000;236;89,3757;28;42;7,7235691822231205;26,510044106235735;10;
graph_1452.txt;1100;289;87,2415;34;51;22,344481180075594;20,574384782774057;13;
graph_1453.txt;1000;250;88,5136;34;51;5,19442890773487;30,252572690764666;11;
graph_1455.txt;700;200;78,6372;36;54;5,202474725395501;19,914065736807324;18;
