graph name;iterations;time[ms];crossing_res;n;m;ang.res;aspect. Ratio;#crossing;
graph_1016.txt;100;16;68.7065;18;27;27.566330703093733;2.2707063653899286;7;
graph_1018.txt;100;14;89.0639;16;24;27.588554580831566;2.162670324430309;3;
graph_1096.txt;500;101;48.8675;18;27;16.63616831694303;2.506715339395476;14;
graph_1111.txt;100;23;79.4784;18;27;20.855240280744777;1.7193780953686744;5;
graph_114.txt;300;58;60.1305;18;27;40.7583134122085;1.706170702993272;8;
graph_1270.txt;100;14;58.8748;12;18;31.15095635496725;1.4272247125621302;9;
graph_1419.txt;200;26;70.3632;14;21;27.212591009912284;1.8963738754462787;5;
graph_1485.txt;600;51;85.1465;8;12;30.00785319166773;2.097735250708217;1;
graph_1575.txt;300;65;56.5948;18;27;26.77021896944983;1.6892753761456192;11;
graph_1658.txt;2300;333;60.9544;14;21;33.21483869140333;1.978837849718349;9;
graph_1668.txt;200;33;67.8686;18;27;29.757142396056686;1.8836417632626339;7;
graph_1755.txt;300;68;57.0905;16;24;28.4625013559852;1.9746522044351347;11;
graph_1756.txt;100;18;67.9442;18;27;29.134755201765724;2.034084332216009;9;
graph_1761.txt;3700;640;80.1258;18;27;33.69828660811123;1.9496286492262878;5;
graph_1762.txt;500;84;75.1162;18;27;29.80351165980636;1.8962213086688302;5;
graph_180.txt;100;11;61.6207;12;18;27.66102008568321;1.5804582159714673;7;
graph_1844.txt;300;51;75.5161;18;27;30.577602276828657;2.1262328751940625;5;
graph_1864.txt;100;16;89.3938;14;21;31.079392154446502;1.687123807753603;4;
graph_1888.txt;100;11;65.707;10;15;24.59052674072222;1.5678270430197443;5;
graph_1931.txt;100;18;64.5441;18;27;35.912992908714;1.599316794167485;6;
graph_1945.txt;4500;573;85.9203;14;21;31.29239697242799;2.412101927485857;3;
graph_1990.txt;100;13;53.8516;14;21;27.858012853724528;1.5873805455740158;8;
graph_1993.txt;1700;184;59.9981;12;18;48.844143661109975;1.4478762404207643;3;
graph_2095.txt;300;45;84.5114;16;24;36.44734609649729;2.468027544432777;4;
graph_2098.txt;100;17;76.8967;18;27;33.99392205868883;1.748851672976632;5;
graph_233.txt;100;17;62.3861;18;27;26.623402054441254;2.1429260085179895;9;
graph_2383.txt;1500;218;51.4275;14;21;64.27572125898187;1.6524901607215914;7;
graph_2445.txt;1000;177;76.0992;18;27;38.03995519671184;2.3997045950138163;4;
graph_2571.txt;200;35;71.0969;18;27;32.290646129563235;1.8913282427465967;5;
graph_2603.txt;100;19;50.2991;18;27;22.024705863406307;1.7747486851270413;12;
graph_269.txt;900;49;85.3528;6;9;27.16341876437534;2.123095070793229;1;
graph_2714.txt;600;74;82.3419;12;18;27.384223502535374;2.4845192793504047;3;
graph_2739.txt;8900;1448;70.6109;18;27;37.08335822138585;2.264291925057161;5;
graph_2743.txt;100;14;59.4364;14;21;26.246190646289055;1.7985350692629365;11;
graph_2745.txt;100;17;68.3771;18;27;25.754286813358082;1.819246990155958;7;
graph_2772.txt;100;16;64.8265;18;27;34.7512124978751;1.8267224678367775;6;
graph_2776.txt;100;19;62.7185;16;24;28.864319235497636;1.8279851022522502;6;
graph_28.txt;100;18;82.7456;16;24;6.017823300360999;1.646504418269639;10;
graph_2814.txt;100;15;64.3762;16;24;28.676554653504578;1.956741826522117;5;
graph_2827.txt;400;48;87.1981;14;21;23.19473243919313;2.1146227599704592;3;
graph_2832.txt;200;33;60.2897;18;27;23.15986300736399;1.6546102453301588;11;
graph_2884.txt;700;123;73.5778;18;27;28.026109874497486;2.2179610451825016;4;
graph_2920.txt;300;32;68.7529;12;18;45.38553238899979;1.9381161128658175;3;
graph_313.txt;300;60;74.8227;18;27;32.632717069561934;1.9121849792068863;5;
graph_353.txt;100;14;87.4559;16;24;40.8586328821814;2.1174655012753028;3;
graph_409.txt;200;33;71.9403;18;27;26.201581512380347;1.9373864582693587;6;
graph_46.txt;500;72;76.2692;16;24;45.4203044250917;2.2880875275784307;4;
graph_499.txt;400;67;73.8812;18;27;19.62450222412095;2.1276602736091705;6;
graph_576.txt;100;16;67.7007;18;27;7.9038700656385545;2.073877178809592;6;
graph_672.txt;300;50;58.7044;18;27;25.183886585874237;1.60329400043578;11;
graph_765.txt;100;12;66.8011;12;18;28.819216859729057;1.892130891022383;7;
graph_822.txt;400;64;73.8853;18;27;30.411451677253964;2.013111083394457;5;
graph_895.txt;100;14;73.3772;16;24;36.552334346364;2.716444426961773;3;
graph_900.txt;700;97;75.6765;14;21;42.385594568282805;2.266255088765695;3;
graph_92.txt;100;13;36.0649;14;21;30.236202356053713;2.1128359305344073;10;
graph_966.txt;300;51;72.386;18;27;24.313663021882977;1.9746815308699532;6;
graph_996.txt;500;125;50.1109;18;27;35.717864104475;2.4997492809943207;10;
