graph name;iterations;time[ms];crossing_res;n;m;ang.res;aspect. Ratio;#crossing;
graph_2295.txt;0;0;2.8671;96;144;0.42651157211436597;6.732909881447851;75;
graph_2295.txt;100;77;35.6306;96;144;3.6892187784157624;17.49587871789553;115;
graph_2295.txt;200;145;36.6775;96;144;3.6892187784157624;17.49587871789553;107;
graph_2295.txt;300;216;46.3389;96;144;3.6892187784157624;89.59989123150707;104;
graph_2295.txt;400;302;48.3109;96;144;3.6892187784157624;89.59989123150707;112;
graph_2295.txt;500;370;54.9745;96;144;3.6892187784157624;124.00145037018098;103;
graph_2295.txt;600;456;56.1105;96;144;3.6892187784157624;125.89593957219003;102;
graph_2295.txt;700;538;57.073;96;144;3.6892187784157624;125.89593957219003;106;
graph_2295.txt;800;606;57.073;96;144;3.6892187784157624;90.96879478813914;106;
graph_2295.txt;900;673;58.5668;96;144;3.6892187784157624;130.14414587323412;101;
graph_2295.txt;1000;754;58.5668;96;144;3.6892187784157624;124.8604831081945;99;
graph_2295.txt;1100;822;60.3927;96;144;3.6892187784157624;124.8604831081945;101;
graph_2295.txt;1200;886;61.3136;96;144;3.6892187784157624;124.8604831081945;99;
graph_2295.txt;1300;951;62.3456;96;144;3.6892187784157624;91.79395161233562;98;
graph_2295.txt;1400;1004;62.3456;96;144;3.6892187784157624;91.79395161233562;98;
graph_2295.txt;1500;1050;62.3456;96;144;3.6892187784157624;91.79395161233562;100;
graph_2295.txt;100000;9223372036854775807;62.3456;96;144;3.6892187784157624;91.79395161233562;100;
graph_2451.txt;0;0;22.1883;92;138;0.504795568555629;3.3995768424966495;61;
graph_2451.txt;100;86;42.1681;92;138;0.504795568555629;25.685637548479328;121;
graph_2451.txt;200;172;45.8039;92;138;3.1801762710225088;18.355319504967387;112;
graph_2451.txt;300;243;51.0676;92;138;3.1801762710225088;24.379519178103035;121;
graph_2451.txt;400;310;55.6204;92;138;3.1801762710225088;15.30725927927643;125;
graph_2451.txt;500;391;55.6204;92;138;3.1801762710225088;34.166474783567956;125;
graph_2451.txt;600;452;55.6204;92;138;3.1801762710225088;35.754456312139034;113;
graph_2451.txt;100000;9223372036854775807;55.6204;92;138;3.1801762710225088;35.754456312139034;113;
graph_927.txt;0;0;29.6065;84;126;10.620785415006868;3.0869745325651587;54;
graph_927.txt;100;70;47.2558;84;126;10.620785415006868;20.923304187566984;68;
graph_927.txt;200;150;55.3924;84;126;10.620785415006868;34.37035191665058;77;
graph_927.txt;300;224;57.6416;84;126;10.620785415006868;48.89646086154891;72;
graph_927.txt;400;322;61.2757;84;126;10.620785415006868;50.498799112846264;69;
graph_927.txt;500;392;67.9994;84;126;10.620785415006868;50.498799112846264;67;
graph_927.txt;600;464;68.4025;84;126;10.620785415006868;50.498799112846264;66;
graph_927.txt;700;527;69.9919;84;126;10.620785415006868;50.498799112846264;64;
graph_927.txt;800;596;69.9919;84;126;10.620785415006868;50.498799112846264;62;
graph_927.txt;900;658;70.6812;84;126;10.620785415006868;50.498799112846264;61;
graph_927.txt;1000;715;71.0829;84;126;10.620785415006868;44.56658388638386;60;
graph_927.txt;1100;776;75.0926;84;126;10.620785415006868;48.45575488377275;62;
graph_927.txt;1200;841;75.2935;84;126;10.620785415006868;48.45575488377275;62;
graph_927.txt;1300;904;75.2935;84;126;10.620785415006868;52.2863232114263;60;
graph_927.txt;1400;961;75.2935;84;126;10.620785415006868;47.99358659629092;59;
graph_927.txt;100000;9223372036854775807;75.2935;84;126;10.620785415006868;47.99358659629092;59;
